自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
神奈川県厚木市,2024.09.15,広報あつぎ 第1431号（2024年9月15日発行）,誰もが暮らしやすいまちに 手話に親しもう,くらし,"9月23日は手話言語の国際デーです。手話を必要とする人が安心して暮らせる環境を整え、聞こえる人と聞こえない人が共に暮らす社会を実現しましょう。

■手話で話してみよう
▽こんにちは
(1)人さし指と中指を重ね、額の中心に当てる
(2)両手の人さし指を向かい合わせ、折り曲げる

▽ありがとう
左手の甲の上で右手を縦にし、垂直に上げる

■ブルーライトアップ
手話言語の国際デーに合わせ、あゆみ橋とアミューあつぎを青色にライトアップします。
期間：
・あゆみ橋…9月17?23日
・アミューあつぎ…9月23日

■点字や手話の講座
□やさしい手話講座
日時：10月9・30日、11月13・27日、12月4日　13?15時
場所：あつぎ市民交流プラザ
内容：簡単な手話を学ぶ
対象：難聴者と家族15人
申込み：ファクス、Eメールに〒住所、氏名、年齢、電話番号を書き、9月15?30日にあつぎ難聴者手話の会「虹」・梅原【電話】080-2018-9114【FAX】248-3736【メール】atsuginiji2023@googlegroups.comへ。先着順。

□視覚障がい者向けスマートフォン教室
日時：10月22日　14?17時
場所：あつぎ市民交流プラザ
内容：スマートフォンアプリの紹介や体験
対象：身体障害者手帳を持つ市内在住の方14人
申込み：直接、電話またはファクス、Eメールに〒住所、氏名、年齢、電話番号、携帯電話の有無を書き、9月30日までに障がい福祉課【電話】225-2221【FAX】224-0229【メール】2100@city.atsugi.kanagawa.jpへ。抽選。詳細は市HPに掲載。

○目が不自由な方の誘導体験教室
日時：10月12日　13時30分?15時30分
場所：保健福祉センター
内容：目が不自由な方の歩行の誘導を学ぶ
対象：市内在住の18歳以上10人

◇視覚障がい者の点字体験教室
日時：10月30日　10?12時
場所：保健福祉センター
内容：初歩的な点字を学ぶ
対象：市内在住で視覚障がいのある方10人

いずれも
申込み：直接、電話またはファクスに講座名、〒住所、氏名、電話番号、○は年齢を書き、10月4日(必着)まで◇9月17日?10月9日に社会福祉協議会【電話】225-2789【FAX】222-7440へ。○抽選◇先着順。

問合せ：障がい福祉課
【電話】225-2221"
神奈川県厚木市,2024.09.15,広報あつぎ 第1431号（2024年9月15日発行）,広報あつぎをアプリやウェブで配信中,くらし,カタログポケットは10言語に対応。音声読み上げもできます。
神奈川県厚木市,2024.09.15,広報あつぎ 第1431号（2024年9月15日発行）,広報テレビ・ラジオ番組,くらし,"イベント情報や街の話題などを紹介

■ケーブルテレビ
▽AIC「あつぎ愛テレビ」
(1)12時?
(2)19時30分?
(3)22時45分?
(各15分)

■テレビ
▽tvk「猫のひたいほどワイド」
毎月第1・3月曜、13時ごろ(3分程度)

▽tvkデータ放送
リモコンのdボタンを押して情報をチェック

■ラジオ
▽FMヨコハマ「ラブリーデイ」(84.7MHz)
毎月第1・3火曜、9時35分ごろ(3分程度)

他にもエックスやインスタグラムなどで情報を発信中
詳しくは「厚木市　ソーシャルメディア」で検索"
神奈川県厚木市,2024.09.15,広報あつぎ 第1431号（2024年9月15日発行）,催し,イベント,"■神奈川工科大学厚木市子ども科学館の催し
□字幕付きプラネタリウム「彗星・宇宙の旅人」
9月21日、13時30分?14時15分。日本語字幕とナレーション付きの番組。定員90人。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

□プラネタリウム特別番組「ライブ投影」
9月22日、13時30分?14時10分。季節の星座と天文現象を解説。定員90人。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

□ミニ工作教室「バケツおばけ」
10月13日、(1)13時40分?(2)14時30分?(各回30分)。紙コップなどの身近な材料でおばけが出るおもちゃを作る。定員24人。無料。
申込み：10月5日(市外の方は6日)9時から電話で受け付け。

□プラネタリウム特別番組「銀河クルージング」
10月14日、13時30分?14時10分。双眼鏡で銀河や星団を楽しむ。定員90人。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

□キッズ☆プラネタリウム「たのしいクラシック」
10月20日、13時30分?14時10分。子どもたちに贈る星空の音楽会。定員90人。200円(中学生以下50円)。
申込み：9月22日(年間パスポートを持つ方は21日)、9時から電話で受け付け。

□昼寝タリウム
木曜、12時15分?12時45分。満天の星の下、ゆったりと過ごす。定員90人。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

いずれも会場、問い合わせは子ども科学館。先着順。
【電話】221-4152

■厚木なかちょう大通り商店街落語会
9月28日、11時?12時30分。あつぎ市民交流プラザ。出演は三遊亭萬都(まんと)。定員80人。800円。
申込み：不要。先着順。

問合せ：厚木なかちょう大通り商店街振興組合
【電話】225-3500。

■市民ふれあいマーケット
9月29日、9時30分?13時30分(雨天中止)。厚木中央公園。日用雑貨や衣料品などの不用品を100店舗で販売。
申込み：不要。

問合せ：環境事業課
【電話】225-2793。"
神奈川県厚木市,2024.09.15,広報あつぎ 第1431号（2024年9月15日発行）,講座(1),講座,"■市立病院講演会
10月22日、14?15時。市立病院。関節リウマチをテーマに当院医師が解説。定員50人。無料。
申込み：10月4日までに病院総務課【電話】221-1570へ。抽選。

■健康スイミング教室
□高齢者健康スイミング教室
〔スイミング教室〕
(1)10月17日?12月12日の木曜(全8回。11月21日は除く)
(2)10月21日?12月16日の月曜(全8回。11月4日は除く)
〔水中ウオーキング教室〕
(1)10月25日?11月22日の金曜(全5回)
(2)11月29日?12月27日の金曜(全5回)
〔アクアビクス教室〕
(1)10月23日?11月20日の水曜(全5回)
(2)11月27日?12月25日の水曜(全5回)。
いずれも10時20分?(各回60分)。今年度65歳以上になる方各回20人。

□障がい児親子スイミング教室
(1)10月25日?11月22日の金曜(2)11月29日?12月27日の金曜。14時50分?(全5回。各回60分)。障害者手帳などを持つ小学生以下と保護者5組。

□障がい者健康スイミング教室
(1)10月23日?11月20日の水曜(2)11月27日?12月25日の水曜。14時50分?(全5回。各回60分)。障害者手帳などを持つ中学生以上各回5人。1人で参加できない方は、18歳以上の介助者の付き添いが必要。

いずれもふれあいプラザ。無料。参加条件あり。
申込み：健康医療課や公民館、市HPにある申込書を直接または郵送、ファクス、Eメールで9月30日(必着)までに〒243-8511健康医療課【電話】225-2201【FAX】223-7066【メール】2250@city.atsugi.kanagawa.jpへ。抽選。

■消費者問題講演会
10月2日、13時30分?15時30分。厚木商工会議所。専門家による食品表示や食品アレルギーなどの講演。定員50人(託児・手話通訳あり。要予約)。無料。
申込み：直接、電話またはファクスに〒住所、氏名、電話番号を書き、9月17日から消費生活センター【電話】225-2155【FAX】294-5801へ。先着順。

■ストーリーテリングボランティア養成講座
11月6・13日、12月4日(全3回)。10?12時。中央図書館。本を使わずに物語を語り聞かせ、子どもに物語の楽しさを伝えるストーリーテリングを学ぶ。受講後市内でボランティア活動ができる方15人(託児あり。1歳?小学3年生3人。先着順)。無料。
申込み：9月15日?10月15日に中央図書館【電話】223-0033へ。先着順。講座予約システム(インターネットで申し込み可)。

■フレイルチェック
(1)10月24日、10?12時(2)11月26日、13時30分?15時(全2回)。あつぎ市民交流プラザ。フレイル(加齢で筋力や心身の活力が低下した状態)の測定と対策を学ぶ。市内在住の65歳以上20人(既受講者を除く)。無料。
申込み：直接、電話またはハガキに講座名、〒住所、氏名、生年月日、電話番号を書き、9月30日(必着)までに〒243-8511地域包括ケア推進課【電話】225-2388へ。抽選。講座予約システム(インターネットで申し込み可)。

■認知症対策の市民公開講座
10月20日、13時?14時30分。厚木商工会議所。医師による脳の健康や市の認知症対策の取り組みがテーマの講座。定員100人。無料。
申込み：不要。先着順。

問合せ：エーザイ
【電話】070-7607-5023【メール】h10-kimura@hhc.eisai.co.jp。

■マルチメディアボランティアのスマホ・パソコン無料講座
□手ほどき
10月5・17・19・24・31日。基本操作・アプリ・インターネットなどの個別相談。定員各回6人。

□文書作成ソフトパソコン講座
10月(1)3日。文字入力や書式設定など基本操作を学ぶ(2)10日。表入りの案内状の作り方を学ぶ。定員各回8人。

いずれも9時30分?11時30分。あつぎ市民交流プラザ。無料。
申込み：9月17日～各受講日の前日12時にDX推進課【電話】225-2457へ。先着順。スマートフォン・パソコンをお持ちください。"
神奈川県厚木市,2024.09.15,広報あつぎ 第1431号（2024年9月15日発行）,講座(2),講座,"■応急手当普通救命講習会
10月25日、9?12時。消防本部。応急手当ての重要性、自動体外式除細動器(AED)の取り扱いなど。市内在住在勤在学の中学生以上30人。無料。
申込み：9月17?25日に救急救命課【電話】223-9365へ。抽選。講座予約システム(インターネットで申し込み可)。

■今日からできるプラスワン・健康測定会and運動講座
11月14日、14時?15時30分。緑ケ丘公民館。健康運動指導士による健康を維持する運動の実践や血管年齢・骨健康度測定会など。市内在住の40歳以上20人。無料。
申込み：10月24日までに健康医療課【電話】225-2201へ。抽選。

■脳トレリズム体操
10月24日、10?11時。保健福祉センター。指先体操とリズム運動を合わせた新感覚のゲームエクササイズ。市内在住で要介護認定されていない18歳以上40人。無料。
申込み：10月4日までに健康医療課【電話】225-2201へ。抽選。

■健康運動指導士による運動講座
11月5・21日、(1)9時30分?(2)10時45分?(各回45分)。保健福祉センター。健康運動指導士による正しい歩き方、腰痛・膝痛予防の運動、おなか周りをスッキリさせる体操などの講習と実技。市内在住の18歳以上で介護認定を受けてない方50人。無料。
申込み：10月10日までに健康医療課【電話】225-2201へ。抽選。

■歯と歯ぐきの健康相談
10月7日、9時30分?11時30分。保健福祉センター。歯科衛生士による歯磨きや口の悩み相談。参加者には歯間ブラシとデンタルフロスをプレゼント。無料。
申込み：不要。

問合せ：健康医療課
【電話】225-2201。

■ハーモニカ無料講習会
9月29日、10月20・27日、11月9・24日、12月15日。10?11時。あつぎ市民交流プラザ他。プロのハーモニカ奏者が吹き方を教える。小・中学生各回10人。無料。
申込み：9月15日から厚木ハーモニカ委員会HPで申し込み。先着順。

問合せ：厚木ハーモニカ委員会
【電話】259-8879。

■厚木歴史講座・宝治合戦と毛利一族
10月13日、14?16時。あつぎ市民交流プラザ。テレビドラマ「鎌倉殿の13人」で描かれていないその後の毛利氏を学芸員が解説。定員50人。無料。
申込み：9月21日?10月5日に厚木毛利氏プロジェクト・藤井【電話】070-6408-9125へ。先着順。"
神奈川県厚木市,2024.09.15,広報あつぎ 第1431号（2024年9月15日発行）,講座(3),講座,"■女性を部下に持つ管理職向けセミナー
11月28日、13時15分?16時15分。Zoomによるオンラインセミナー。性別に関する無意識の思い込みに気付き、個性や育児・介護に応じた効果的な接し方を学ぶ。女性を部下に持つ管理職30人程度。500円。
申込み：10月16日までにかなテラスHPから申し込み。抽選。

問合せ：かなテラス
【電話】0466-27-2115。

■女性のための初期キャリア形成支援セミナー
(1)10月18日、10時?16時30分(2)10月22・24・29・31日、11月1日。10?17時(1人50分)。かなテラス(藤沢市)。(1)セミナー(2)カウンセリングで「自分らしい」キャリアを考える。就業3?7年目の女性30人程度。2000円((1)のみは700円)。
申込み：10月1日までにかなテラス【電話】0466-27-2117へ。かなテラスHPからも申し込み可。抽選。

■税を考える週間協賛行事・地域ふれあい講演会
10月23日、18時?19時50分。レンブラントホテル厚木。俳優・気象予報士の石原良純氏による「どうなってるの?近年の異常気象!集中豪雨・竜巻・大雪」がテーマの講演(オンライン受講可)。定員600人。無料。
申込み：9月17日～10月20日に厚木法人会HPで申し込み。先着順。

問合せ：厚木法人会
【電話】221-1055。

■初・中級テニス教室
10月17・24・31日、11月7日(全4回)。9時30分?11時。南毛利スポーツセンター。初・中級の方30人。1300円。
申込み：往復ハガキ、Eメールに〒住所、氏名、電話番号を書き、10月5日(必着)までに〒243-0035愛甲2-11-1-509市ファミリーテニス協会・石川【電話】247-2941【メール】hi-ishikawa@msj.biglobe.ne.jpへ。抽選。

■JAあつぎの講座
□旬の野菜料理講習会・サトイモとカブ
11月12日、10時30分?13時。サトイモとカブを使った料理を作る。1100円。

○シュトーレン作り講習会
11月28・29日、9時30分?12時30分。市内産の小麦粉でドイツの伝統菓子を作る。1800円。

いずれもJAあつぎ本所。対象は市内・清川村在住の18歳以上24人(○は各回20人)。費用は材料費他。
申込み：□10月4日から○10月4～24日にJAあつぎ【電話】221-6881へ。□先着順○抽選。

■スポーツ協会の教室
□バドミントン教室
10月8・11・18・22日(全4回)、19?21時。基礎技術の講習。市内在住在勤在学の方20人(小・中学生を除く)。2500円。

○小学生バレーボール教室
10月26日、11月9・16日(全3回)。18時30分?20時30分。基礎技術の講習。市内在住の小学生20人。無料。

□ヨガ教室
10月11・18・25日(全3回)、10時45分?12時。ヨガの動きで健康・体力づくり。市内在住在勤在学の方10人(小・中学生を除く)。1500円。

□幼児運動アカデミー
10月25日、11月1・8・15・22・29日(全6回)。16時30分?17時30分。跳び箱、鉄棒、柔軟体操を体験し運動能力を向上。市内在住の5・6歳10人(小学生を除く)。各回500円。

○湘南ベルマーレ小学生体力づくりアカデミー
(1)10月26日、11月2日(全2回)。13時30分?14時30分(2)11月3日、15時10分?16時40分。(1)走り方の基本を学ぶ(2)サッカーの競技体験。市内在住在学の小学1?3年生20人。各回500円。

いずれも南毛利スポーツセンター。
申込み：ハガキ、ファクス、Eメールに教室名、〒住所、氏名(ふりがな)、電話番号、□は年齢、○は学年を書き、9月25日(必着)までに、〒243-0039温水西1-27-1スポーツ協会【電話】247-7212【FAX】248-7151【メール】info@atsugi-sports.comへ。抽選。

■市民ハイク「三国山」
10月19日、7時50分?17時(雨天中止)。美しいブナ林を楽しみ雄大な富士と山中湖を望む。市内在住在勤の方25人。5000円(交通費他)。
申込み：ハガキ、Eメールに〒住所、氏名(ふりがな)、年齢、電話番号を書き、9月25日(必着)までに〒243-0212及川661-1市山岳協会・東條【電話】090-4706-7671【メール】atsusankyo@gmail.comへ。抽選。"
神奈川県厚木市,2024.09.15,広報あつぎ 第1431号（2024年9月15日発行）,子育て,子育て,"■アミューあつぎ10周年記念・子育て支援センターこどもコンサート
9月28日、(1)10時?、11時15分?(各回30分)。手遊び歌などのコンサート。各回60人(2)9?15時。手形でもみじの木を作る。アミューあつぎ。
申込み：
(1)当日9時から整理券を配布
(2)不要。

問合せ：子育て支援センター
【電話】225-2922。

■あかちゃんハイハイレース
10月5日、10時?14時30分。アミューあつぎ。専用コースをハイハイし、ゴールを目指す。定員120人。無料。
申込み：不要。
詳細はアミューあつぎHPに掲載。

問合せ：商業観光課
【電話】225-2840。

■子育てリフレッシュ講座
10月17日、10時?12時30分。厚木ガスリセ。パン教室。市内在住で未就学児の保護者16人(託児あり。3カ月以上の子ども16人)。500円。
申込み：電話または子育て支援センター、市HPにある申込書を、郵送、Eメールで9月17?30日(必着)に〒243-8511子育て支援センター【電話】225-2922【メール】kosodate@city.atsugi.kanagawa.jpへ。抽選。講座予約システム(インターネットで申し込み可)。

■ベビーマッサージ
10月(1)4日(2)18日、10時30分?11時30分。あつぎ市民交流プラザ。オイルを使ったマッサージで赤ちゃんとの関わり方を学ぶ。市内在住の保護者15人(生後1?6カ月の赤ちゃん同伴。保護者は1組2人まで)。300円(オイル代)。
申込み：9月(1)12?25日(2)26日?10月9日に子育て支援センター【電話】225-2922へ。抽選。講座予約システム(インターネットで申し込み可)。

■スーパーエンジョイタイム・お山へ行こう
10月26日、10時?12時30分。七沢森林公園。親子で自然散策を楽しむ。市内在住の2歳以上の未就学児と保護者20組。1組100円(保険料)。
申込み：9月17日?10月11日に子育て支援センター【電話】225-2922へ。抽選。講座予約システム(インターネットで申し込み可)。

■親子ふれあい遊び
□1歳児
10月11日。市内在住の1歳児と保護者15組。

○7カ月?歩き始めの子ども
10月29日。市内在住の生後7カ月?歩き始めの子どもと保護者15組。

◇2歳児
10月31日。市内在住の2歳児と保護者15組。

いずれも10時30分?11時20分。あつぎ市民交流プラザ。親子で触れ合い遊びを楽しむ。無料。
申込み：9月17日?10月□2日◇22日○9月19日?10月17日に子育て支援センター【電話】225-2922へ。抽選。講座予約システム(インターネットで申し込み可)。

■母子健康教育・食べる力を育てよう!お口の成長に合わせた幼児食
10月29日、10時15分?11時45分。あつぎ市民交流プラザ。管理栄養士による幼児期の食事の講義と調理の工夫を実演。市内在住の1歳6カ月?5歳の子どもの保護者25人(託児あり。1歳以上10人。10月11日までに要予約。抽選)。無料。
申込み：10月25日までにこども家庭センター【電話】225-2597へ。抽選。

■赤ちゃんからできる食物アレルギー対策とスキンケア
11月26日、13?15時。保健福祉センター。医師によるアトピー性皮膚炎や食物アレルギーの講義と看護師によるスキンケア実習。市内在住の2歳未満の子どもと保護者15組(託児あり。1歳児10人。先着順)。無料。
申込み：9月17日?11月5日にこども家庭センター【電話】225-2597へ。抽選。

■中央図書館の催し
□おひざにだっこのおはなし会
9月25・26日、(1)10時30分?(2)11時30分?(各回30分)。中央図書館。歌・手遊び、人形劇、紙芝居の読み聞かせなど。1?4歳程度の幼児と保護者各回12組。無料。
申込み：不要。先着順。

□ブックスタート
(1)9月28日、10時30分?11時30分。中央図書館
(2)10月16日、10時30分?11時30分。アミューあつぎ。
読み聞かせの方法や年齢に応じた絵本を5分程度で紹介し、1冊進呈。市内在住で2023年4月2日以降に生まれた赤ちゃんと保護者(赤ちゃん1人1回)。生後4カ月頃からが最適。無料。母子健康手帳をお持ちください。
申込み：不要。事前に電話予約し、第2・3木曜の11?12時、14?15時に中央図書館でも可
絵本などのプレゼントのみ：
(1)中央図書館…9?17時
(2)依知北・睦合北・小鮎・玉川・相川・森の里・睦合西公民館の図書室…10時?12時30分、13時30分?17時
(3)荻野・南毛利公民館の図書室…10?17時
(4)移動図書館わかあゆ号…巡回時。
母子健康手帳をお持ちください。

□おはなし会
10月5・6・12・13・19・20・26・27日、14時?14時30分。素話や絵本と紙芝居の読み聞かせなど。4歳?小学2年生程度各回12人。無料。
申込み：不要。先着順。

いずれも
問合せ：中央図書館
【電話】223-0033。"
神奈川県厚木市,2024.09.15,広報あつぎ 第1431号（2024年9月15日発行）,募集,その他,"■農林業センサス調査員
2025年2月期日の農林業センサスの調査員を募集します。
対象：20歳以上で税務・警察・選挙に直接関係のない方
従事期間：1月上旬?3月上旬(実働15日程度)
報酬：約3?6万円(地区により変動あり)
内容：説明会への出席や調査票の配布と回収、調査書類の提出。
申込み：行政総務課や市HPにある申込書を直接または郵送、Eメールで10月1日(必着)までに〒243-8511行政総務課【電話】225-2180【メール】0650@city.atsugi.kanagawa.jpへ。

■日本語教室の受講者・講師
□受講者
基本的な日常会話や読み書きを学ぶ。初参加の方は500円(テキスト代。別途印刷代あり)。

□講師
厚木日本語ボランティアの会の講師を募集。経験・資格不問。

いずれも(1)月・木曜、18時30分?(2)土曜、9時30分?(3)日曜、14時30分?(4)水曜、19時?(各回90分。休講日あり)。場所は(1)?(3)あつぎ市民交流プラザ(4)依知北公民館。市内在住在勤在学の15歳以上(中学生を除く)。
申込み：不要。

問合せ：市民協働推進課
【電話】225-2215。"
神奈川県厚木市,2024.09.15,広報あつぎ 第1431号（2024年9月15日発行）,お知らせ(1),その他,"■厚木第二・南毛利小学校の一部通学区域で学校選択できます
市立小・中学校の学校規模の適正化に当たり、児童数が多い厚木第二・南毛利小学校の通学区域の一部に在住の方は、隣接する指定の学校を選択できます。
対象校：
(1)厚木第二小
(2)南毛利小
選択できる学校：
(1)相川小
(2)緑ケ丘小・毛利台小
対象者：2025年度に対象校在学で
(1)旭町4丁目11?13番・15?18番、岡田1丁目1?5番・8?10番、岡田2丁目4?17番、岡田4丁目1?2番
(2)緑ケ丘小…恩名5丁目全域、温水1856・1884?1887・1889・1905?1906・1923の一部・1928?1937・1945?2274、毛利台小…恩名1554?1558、温水1137?1154・1616?1625・1646?1657・1746?1855・1857?1883・1888・1890?1904・1907?1922・1923の一部・1925?1926・2275?2337
?のいずれかに在住の児童。
申込み：教育総務課や市HPにある申請書を、10月7日?11月15日に直接、教育総務課【電話】225-2663へ。

■学校給食費コールセンターを10月に開設
期限を過ぎても学校給食費を納付していない方にオペレーターが電話で呼びかけます。ATM操作や指定口座への振り込み指示、自宅訪問はしません。

問合せ：学校給食課
【電話】225-2683。

■小学校入学予定者の健康診断
2025年4月から小学生になる方(18年4月2日?19年4月1日生まれ)を対象に10・11月に入学予定校で健康診断を実施します。詳細は9月中旬に各世帯へ通知。当日受診できない場合は、学務課【電話】225-2651へ。

■中学校選択制(隣接区域選択制)
2025年4月に中学校へ入学する方が、住所地に基づく指定中学校に隣接する中学校を選択できる制度です。
申込み：学務課や市HPにある申請書を10月9日?11月7日に直接、学務課【電話】225-2650へ。詳しくは市HPに掲載(学校からも案内配付)。

■体罰などによらない子育てを広げよう
体罰によらない子育てを推進するため、子育て中の保護者への支援も含めて社会全体で取り組みましょう。子どもへの体罰は法律で禁止されています。詳しくは市HPに掲載。

問合せ：こども家庭センター
【電話】225-2244。

■行政・人権相談
10月3・10・17・24日、13?16時。市役所本庁舎。9・10月の行政相談月間に合わせ、社会福祉・医療保険・年金・人権などの相談に応じます。
申込み：不要。

問合せ：市民協働推進課
【電話】225-2215。

■2025年分公的年金の扶養親族等申告書
対象者に扶養親族等申告書を送付しています。控除に該当する場合は、期限までに提出してください。
対象：老齢または退職で年金を受けていて一定の所得がある方。電子申請可(手続きには、マイナンバーカード、マイナポータルの利用者登録と、ねんきんネットとの連携が必要)。

問合せ：日本年金機構
【電話】0570-081-240。"
