自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
神奈川県厚木市,2024.09.01,広報あつぎ 第1430号（2024年9月1日発行）,複合施設 本体建設工事始まる,くらし,"真夏の日差しの中、ショベルカーやクレーン車などの大型重機が工区内を活発に動き回っています。2018年に厚木バスセンターの東側で始まった、新庁舎を含む複合施設の建設計画。ワークショップや意見交換会などで市民の皆さんの声を聞きながら、基本計画・設計を進めてきました。昨年8月から、周辺道路の整備や電気・ガス・上下水道の切り替え、ペデストリアンデッキの解体などに取りかかり、9月から本体建設工事に着工します。
施設は、市庁舎や図書館、(仮称)未来館、消防本部、国・県の行政機関を一つの建物に複合化。新たなまちの交流の場として、市民の皆さんが利用しやすく充実した時間を過ごせる施設を目指します。
(本紙4・5面に関連記事)

■複合施設建設スケジュール
2018年9月：基本構想策定
20年1月：基本計画策定
22年9月：基本設計完了
23年8月：準備工事着工
24年8月：実施設計完了
24年9月：本体建設工事着工
27年5月：本体工事完了(予定)
※供用開始は27年度中を予定

問合せ：市街地整備課
【電話】225?2470"
神奈川県厚木市,2024.09.01,広報あつぎ 第1430号（2024年9月1日発行）,【Zoom Up】11月1日から4月入園の願書受け付け開始 幼稚園で楽しく学ぶ,子育て,"市内には17の幼稚園・認定こども園があり、特色ある教育が受けられます。働きながらでも園に通わせやすいよう、預かり保育などのサービスを実施。11月1日からは入園のための願書の受け付けが始まります。家庭に合った施設を探してみませんか。

幼稚園・認定こども園は、基礎的な知識や思考力などを楽しみながら身に付ける教育施設です。各園では方針に沿った特色ある教育を実施しています。幼稚園・認定こども園の新入園児の願書の受け付けは11月1日からスタート(下記参照)。同日から一次申し込みが始まる保育所などと合わせ、家庭に合った園を選べます。

◆就学に向けた学びの場
市内にある17の園では、集団生活を送るための基本的な幼児教育に加え、自然との触れ合いや体操、サッカー教室など独自のカリキュラムに取り組んでいます。9時から14時までの教育時間前後には預かり保育を実施。共働きの家庭でも利用しやすくなっています。9・10月には入園説明会や見学会があり、各園の取り組みや雰囲気などを確認して申し込めます。

◆通園支援も充実
市では、通園をサポートするため、出勤前に子どもを預けられる幼稚園送迎ステーション事業を実施。幼稚園が開く前に子どもたちをアミューあつぎの託児室で預かり、各園へ送迎します(下記参照)。他にも保育料の無償化や預かり保育料の一部給付など、経済的な支援も充実しています。

◆子育てしやすいまちを目指して
子どもを安心して預けられるよう、市は教育・保育施設の人材確保を支援。幼稚園教諭等サポート事業補助金では幼稚園教諭などの雇用に係る費用を一部補助しています。市内の保育所などで働く保育士には、今年度からは手当の額を増やして給付。これまで対象外だった非常勤保育士の一部にも給付し、働きやすい環境づくりを進めています。
これからも子育てしやすいまちを目指して、子育て・教育環境の充実に取り組んでいきます。

■仕事をしながら通わせられる
原　知美さん(42・寿町)
次女が市内の幼稚園に通っています。申し込み前に見学会に参加した時、自然の中で園児たちが楽しそうに過ごしている姿を見て、通わせたいと思いました。幼稚園は自宅から離れていますが、送迎ステーションを利用して、私も働きながら通わせられています。ステーションの先生が、その日幼稚園であった出来事や連絡事項も伝えてくれるので、安心して預けられています。

■4月入園の願書を配布
願書や入園案内などは10月15日以降に各幼稚園で配布します。
対象：3歳?就学前の子どもがいる保護者
※願書や募集要項は各園で配布。配布開始日や時間、説明会の詳細は各園へ。

▽幼稚園の概要
対象：3歳?就学前の子ども
教育時間：9?14時
預かり保育：7時30分?9時、14?19時
※時間は園により異なる
保育料：無料(給食・教材費などは別途)

問合せ：こども育成課
【電話】225-2262

■通園をサポート　幼稚園送迎ステーション
子どもの託児と幼稚園への送迎を兼ねたサービスです。朝・夕のいずれかや月1回など自由に利用できます。
場所：アミューあつぎ
利用時間：
・預け…7時15分?8時15分
・迎え…18時30分?19時30分
費用：片道100円。
申込み：直接、幼稚園へ。

問合せ：こども育成課
【電話】225-2262"
神奈川県厚木市,2024.09.01,広報あつぎ 第1430号（2024年9月1日発行）,参加者募集 保育のしごと就職フェア,しごと,"市内各保育施設の現役保育士が、園の特色を紹介しながら就職のアドバイスをします。

日時：9月28日　13?16時
場所：あつぎ市民交流プラザ
対象：市内の保育施設に就職を希望する方・興味のある方(託児あり。1歳?小学3年生3人)
申込み：不要。託児を希望する場合は9月12日までに電話で保育課へ。先着順。

問合せ：保育課
【電話】225-2768"
神奈川県厚木市,2024.09.01,広報あつぎ 第1430号（2024年9月1日発行）,保護者セミナー 子どもの心を支えるためのヒント,子育て,"子どもの心に寄り添いながら関わる方法を学べます。

日時：9月26日　18時?19時15分
場所：あつぎ市民交流プラザ
対象：子どもの学校生活に心配事がある保護者など30人
申込み：9月1日から青少年教育相談センター【電話】225-2520へ。先着順。"
神奈川県厚木市,2024.09.01,広報あつぎ 第1430号（2024年9月1日発行）,【Zoom Up】9月9日は救急の日 救急車の正しい利用を,くらし,"外出機会の増加などにより救急件数が過去最多になる一方、軽い症状やけがなどで救急車を使う人も多く、必要な時に利用できない事態が起きています。救える命を守るため、救急車の使い方を見直しましょう。

昨年、市内での救急車の出動件数は1万3709件で過去最多を記録しました(下記参照)。感染症の規制緩和による外出機会の増加や、夏の厳しい暑さで熱中症などの通報も多く、現場はひっ迫しています。しかし、中には「スライサーで指を切った」「こたつに膝をぶつけた」「自宅まで送ってほしい」など緊急性の低い要請も多く、出動するも搬送しなかった事例は昨年度、1810件に上りました。

◆救える命を守るために
市内では現在9台の救急車を運用しています。通報を受けると現場に最も近い救急車が出動しますが、要請が重なると遠方の部隊が現場に向かうため、到着に時間がかかる他、迅速な対応ができない事態にもつながります。救急救命課の小川貴司小隊長(46)は「緊急性の高い傷病者の救命処置は一刻を争う。救急車は限りある資源なので、救える命を守るためには適正な利用が重要」と訴えます。
市は、24時間体制で医師や保健師などの専門家が相談に応じる「あつぎ健康相談ダイヤル24」を開設しています。救急車を呼ぶか迷った時には、ダイヤルの活用や、かかりつけ医に相談しましょう。「意識や呼吸がない」「激しい頭痛や胸痛・背部痛」「大出血」「けいれんが続く」など、明らかに様子がおかしい場合は、ためらわず119番通報をしてください。

◆いざという時に備えて
市では、救急要請の増加に対応するため、4月に日勤救急隊を創設し、救急体制を強化しています。他にも、市民の皆さんが応急手当ての知識や技術が習得できる救急救命講習会を定期的に開催(下記参照)。心肺蘇生法やAEDの取り扱い方法などを救急隊員が伝えています。通報から救急車到着までの時間は約10分。その間の応急手当てで救命率は上がるため、現場に居合わせた方の勇気ある行動が命を救うことにつながります。
9月9日は救急の日です。救急車の正しい使い方や、いざという時の行動を改めて確認しましょう。

■市内の救急出動数と搬送人数
<img class=""alignnone size-full wp-image-8855285"" src=""https://mykoho.jp/wp-content/uploads/2024/08/ynatsugi240901_1.jpg"" alt="""" width=""379"" height=""238"" />

■救急車を呼ぶ?病院に行く?判断に迷ったら
医師、保健師などの専門家が24時間体制で相談に応じます。
あつぎ健康相談ダイヤル24
【電話】0120-31-4156

問合せ：救急救命課
【電話】223-9365

■万が一に備えて　大切な命を守るために(無料)
イベントや講習会で、救急車の適正利用や心肺蘇生の方法などを学んでみませんか。

▽命を守る大切さを身近に
救急救命課　相田　美里(33)
命を守る大切さや救命活動が学べるよう、子どもから大人まで気軽に参加できるイベントや救命講習会を定期的に開催しています。心肺蘇生法やAEDの使い方などの知識や技術を身に付けることは、大切な人や周りの人の命を救うことにつながります。人命救助が必要な場面はいつどこで起こるか分かりません。いざという時に備えスキルを身に付けましょう。

▽あつぎ救急フェア
日時：9月7日　9?14時
場所：アツギトレリス
内容：自動体外式除細動器(AED)を使った心肺蘇生法の体験、救急車の適正利用の必要性、救急車の展示など
申込み：不要。

▽応急手当普通救急救命講習会
日時：9月30日　9?12時
場所：消防本部
内容：応急手当ての重要性、心肺蘇生の手順、AEDの取り扱いなど
対象：市内在住在勤在学の中学生以上30人
申込み：9月2?10日に救急救命課へ。抽選。講座予約システム(インターネットで申し込み可)。

問合せ：救急救命課
【電話】223-9365"
神奈川県厚木市,2024.09.01,広報あつぎ 第1430号（2024年9月1日発行）,厚木で働きませんか 福祉のしごとフェア,しごと,"市内の介護事業所・障がい児者支援施設の就職相談や、採用のための相談会です。

日時：9月28日　10時30分?16時
場所：保健福祉センター
対象：介護や障がい児者支援などの福祉の仕事に興味がある方
費用：無料
申込み：不要。

・市内の福祉施設など22法人が参加
・参加施設による個別説明・相談
・施設の特徴や仕事内容を紹介

詳細は介護・障がい児者福祉指定事業所説明会実行委員会事務局【電話】243-3838へ。

問合せ：介護福祉課
【電話】225-2240"
神奈川県厚木市,2024.09.01,広報あつぎ 第1430号（2024年9月1日発行）,市庁舎を含む複合施設の本体建設工事着工 新たなまちの交流の場に,くらし,"厚木バスセンター東側の中町第2?2地区で、市庁舎や図書館、(仮称)未来館、国・県の機関などからなる複合施設の本体建設工事が9月から始まります。皆さんの交流の場となる施設の概要を紹介します。

■整備のポイント
・市民の皆さんが気軽に立ち寄り、充実した時間を過ごせる施設に
・市役所や消防本部、図書館などの機能を複合化。利便性を向上しコストを削減
・複合施設の他、250台程度の新しい立体駐車場や120台程度の駐輪・受水槽棟などを整備

■各階の内容
※詳しくは本紙の図をご覧ください。

▽check
敷地北側の四角い部分が市庁舎や国・県の機関、南側の丸い部分が図書館や(仮称)未来館のスペースになり、1・2・4階でつながっています。

■庁舎側の窓口は1階に集約してより便利に
ライフイベントなどに関わる窓口を1階に集約し、使いやすく分かりやすい窓口に。市役所や国・県などの機能も複合化し、より便利になります。

▽国・県の入居予定機関
厚木労働基準監督署、厚木公共職業安定所、県央地域県政総合センター、厚木保健福祉事務所なども6・7・9階に配置

■災害時の拠点に
建物は十分な耐震性を確保し、災害時の拠点として機能できる免震構造を採用。洪水浸水対策のため、前面道路から1メートルかさ上げし、止水壁や止水板を設置します。災害対策本部や電気室は、想定される浸水深より高い場所に設置。1階の広場スペースは災害対応など、柔軟な使い方を想定しています。

■1階は広場スペースやカフェなど
広場側の1階にはイベントなどを開催できるスペースを設けます。
利用者の交流や憩いの場とするカフェも設置し、誰もが訪れやすく、交流の起点となるような空間を目指します。

■ゆっくり過ごせる、出合いと発見が広がる図書館
静かな部屋や開放感のあるスペースなど、好みや気分に合わせて選べる閲覧席を配置し、会話しながら本を読んだり、集中して読書を楽しんだりできます。声が聞きやすいホールやキッズスペース、自動貸し出し機も設置します。目的の本を探すだけでなく偶然の出合いや発見を楽しめるよう、ゆっくりと過ごせる場所を設け、人と本、人と人がつながり、新たな交流が生まれる場所を目指します。

■(仮称)未来館は好奇心を刺激する場所
専門的な機器をそろえ、DIYから一歩踏み出した工作やデジタル技術を生かした工作ができる工房や、興味のあることを試せる実験室、「見る・遊ぶ・作る」を体験できる展示エリアなど、盛りだくさんの(仮称)未来館。ミニホールとしても使えるプラネタリウムは88席設け、ゆったり座れる造りになっています。他にも天体観測ドームやミニ植物園などがあり、皆さんの興味や関心を行動につなげていく施設です。

▽興味のきっかけを見つけられる施設に
市子ども科学館
菅原　賢(59)
現在の子ども科学館では、実験や工作の教室に興味のある人が参加する形ですが、新しい施設は、興味がある人もない人も気楽にやってきて、「自分ってこんなことに興味があったんだ!」と新しい好奇心に気付いたり、忘れていた好きなことを発見できたりする場所になります。展示を見て「面白いな」と思ったことを図書館で調べて実験室で試してみる、工房で作ってみるなど、小さな興味を広げていく使い方ができます。工房には3Dプリンターなどを用意し、普段身近にない機材を気軽に試せるようになります。
科学に限らず、「どうなるんだろう」「なぜだろう」というワクワクやドキドキは毎日を豊かにします。ここに来ると何か楽しいことが見つかる、皆さんにそう思ってもらえる施設を目指しています。

■10代のための居場所
中高生を中心とした10代の子どもたちが読書や自習、活動や交流の場として使えるフリーラウンジを設置します。書架に近い場所に設け、近くの棚には青少年向けの図書を充実させます。自律的に同世代と認め合い、助け合いながら、成長していけるような空間にします。

▽同世代の交流が生まれると良い
ジュニアリーダー
廣瀬　ゆう　さん(16・愛名)
地域のイベントをお手伝いするジュニアリーダー12人で、みんなが欲しいと思う「10代の居場所」を考えるワークショップに参加しました。
中高生が気軽に立ち寄れて話しても良いスペースがあると、友達と勉強を教え合えるので、利用者は増えると思います。完成したらぜひ行ってみたいです。ジュニアリーダーの連絡会や研修は普段厚木シティプラザで活動しているので、なかなか人の目に触れにくいです。同世代の子たちが集まれる場所ができれば、いろんな活動が見えやすくなって、もっと交流が生まれると思います。

■施設外観のイメージ映像が見られます
複合施設の外観の3Dイメージ映像を市HPで公開しています。また、より詳しい複合施設の概要などが見られる実施設計説明会の資料も併せて確認できます。

▽相乗効果を生み出す施設に
市複合施設実施設計・施工業務に係る技術提案書特定委員会委員長
東海大学
山?　俊裕　名誉教授(66)
良い複合施設の事例を見ると、図書館や生涯学習、広場のスペースに予約なしに立ち寄れて、「目的はないけど行けば何か楽しいことがある」というイメージがあることが共通しています。訪れる方が何かしらの刺激を受ければ、そこで交流や新しい活動が生まれます。この施設では1階の広場スペースがその中心を担っています。
複合化のメリットはコスト削減だけでなく、相乗効果を生み出すところにもあります。図書館に用があって面白そうだからと展示を見たり、市役所に用があって本も見たりと、階をまたいだ立体回遊が生まれると、施設は活性化していきます。
新しい複合施設周辺は本厚木駅やバスセンターがある交通の要衝で動線の交わりがあり、とても良い立地です。将来にわたって老若男女誰でも訪れやすく、多様な人と関われる場所になることを期待しています。

■現市役所本庁舎跡地活用の検討
新庁舎建設に伴い、現本庁舎敷地の跡地活用の方向性を検討しています。各地区での意見交換会や大学生とのワークショップ、民間事業者から広く意見を求めるサウンディング調査など、皆さんの意見を聞きながら検討を進めています。
詳細は市HPで公開

問合せ：行政経営課
【電話】225-2099

■複合施設の愛称を募集
市民の皆さんが誇りと愛着を持てる施設となるよう、愛称を募集します。
コンセプト：「いい日々、いい時間。」
いきいきと生きる日々、すてきな時間を過ごすことができるサードプレイスを目指して
募集内容：愛称と、200字程度の説明文
応募資格：市内在住在勤在学の方、主に市内で活動する団体
申込み：中央図書館や公民館などにある申込書を直接または郵送で9月13日?10月15日(消印有効)に〒243-8511中央図書館へ。市HPからも申し込み可。1人1点まで。自作で未発表のものに限る。
[市広報番組あつぎ愛テレビ　9/1?]

問合せ：中央図書館
【電話】223-0033

問合せ：市街地整備課
【電話】225-2470"
神奈川県厚木市,2024.09.01,広報あつぎ 第1430号（2024年9月1日発行）,街のNEWS あつトピ!,くらし,"■市制70周年記念事業として製作に協力
▽厚木が舞台の映画「キリコのタクト?YELL?」製作決定
市内を舞台にした映画製作の報告会が7月、市役所で開かれました。厚木出身の映画プロデューサー・神品(こうじな)信市さんや雑賀(さいが)俊朗監督、アンバサダーを務める俳優の宅麻伸さんが出席し、山口市長、中村幹夫市制70周年記念事業実行委員長と共に、映画製作への思いなどを語りました。
映画は、神品さん・雑賀監督から製作の報告を受け、市制70周年記念事業の一つとして協力を決定。タイトルは、脚本を手がけた雑賀監督が、厚木にゆかりのある「いきものがかり」の曲から着想を得て考案しました。
撮影は、市制70周年を迎える来年2月以降の開始を予定し、全て市内で実施。オーディションやエキストラでの市民の参加も募っていきます。

■2027年度中の供用開始を目指して
▽市複合施設建設工事の起工式を開催
厚木バスセンター東側で整備を進める市複合施設本体建設工事の起工式が開催されました。工事監理者や国県の関係者、市職員など68人が参加し、工事の安全を祈念しました。
起工式は、工事請負事業者の清水・小島・山王建設共同企業体が主催。参加した山口市長は「多くの方から支援を受けて起工式を迎えられた。新たな厚木の拠点として、市民の皆さんに愛情や誇りを持っていただける複合施設を目指す」とあいさつ。共同企業体の清水建設の井上和幸代表取締役社長は「複合施設の建設に携われて大変ありがたい。工事期間中は地域の方にご迷惑をおかけしないよう最大限注意し、共同企業体で力を合わせて完成させたい」と決意を新たにしました。

■中国揚州市との友好都市締結40周年を記念して
▽若宮公園の風月亭近くにヤナギの木を植樹
若宮公園にある風月亭付近で、中国・揚州市との友好都市締結40周年を記念した植樹を実施しました。揚州市からの記念訪問団と山口市長などが、揚州市の木「ヤナギ」を植えました。
記念植樹は、10月23日の友好都市締結40周年に先駆けて実施。場所は、1985年に友好都市締結を記念して揚州市から贈られた風月亭付近を選びました。植樹式には、揚州市からの記念訪問団に加え、普段から風月亭付近の手入れをしている地域住民なども参加しました。訪問団団長の王進健(おうじんけん)氏は「風月亭の前で植樹をできることはとても意義深い。ヤナギの木が新たな友好の象徴となってほしい」とあいさつしました。
10月には、山口市長を団長とする訪問団が揚州市を訪ね、両市の友好を深めます。

■約1万発の花火が夜空を彩る
▽厚木の夏の風物詩「あつぎ鮎まつり」開催
市内最大のイベント「あつぎ鮎まつり」が8月3・4日に開催され、およそ29万人が訪れました。
初日は恒例のパレードで幕開け。厚木中央公園ではダンスチームが華麗に舞い、会場を盛り上げました。各会場には市の名物「アユの塩焼き」など多くの屋台が並び、来場者はグルメも楽しみました。大花火大会では、市内出身のアナウンサー・梅澤廉さんのカウントダウンで打ち上げが始まり、約1万発の大輪が夜空を彩りました。2日目のアユのつかみどりでは、多くの子どもたちが夢中でアユを追いかける姿が見られました。
家族で訪れた鶴見静さん(31・みはる野)は「毎年祭りを楽しみにしている。まちが盛り上がっている雰囲気を感じられるのがいい」と笑顔を見せました。"
神奈川県厚木市,2024.09.01,広報あつぎ 第1430号（2024年9月1日発行）,県央やまなみ探訪,くらし,"厚木・秦野・伊勢原市、愛川町、清川村の5市町村が観光振興で連携している「県央やまなみ地域」の魅力を、毎月順番に紹介します。紙面では伝えきれない5市町村の観光にまつわるコラムを、ニュースサイトでも紹介します。

■第4回　野生動物の肉「ジビエ」
伊勢原市の丹沢・大山では、シカやイノシシの肉を、地元名物のジビエ料理とする試みが続いています。自然を駆け巡った動物の肉は、ヘルシーで栄養価も高いのが特徴。それは、山の命に感謝を込めて、余すところなくいただく営みでもあります。地産地消が売りの秋の名物料理を、楽しんでみてはいかがでしょうか。

ニュースサイトで詳しく紹介しています

問合せ：商業観光課
【電話】225-2820"
神奈川県厚木市,2024.09.01,広報あつぎ 第1430号（2024年9月1日発行）,厚木愛通信,くらし,"厚木市長　山口貴裕

厚木の夏といえば「あつぎ鮎まつり」。皆さん、今年も感動・感激していただけましたか?猛暑が続く中での開催でしたが、暑熱対策を講じた結果、大きな事故もなく活気あふれる二日間になりました。運営に関わっていただいた皆さん、花火大会を今年も盛り上げてくれたアナウンサーの梅澤廉さん、そして来場された全ての皆さんに、心よりお礼申し上げます。
初日のパレードでは、来年2月1日に迎える市制70周年をPRするラッピングバスをお披露目しました。バスには70個の市章と市の花サツキがあしらわれ、とてもかわいらしいデザインになっています。パレード後には、バスの周りで幅広い年代の皆さんが記念撮影をする姿が見られました。節目の年に、厚木を象徴する普遍的なものである市章とサツキをたくさんの方に見てもらい、市への愛着を深めていただけたらと願っています。
各会場を巡る中、汗だくになって祭りを盛り上げる皆さんに感謝し、来場者の方たちと言葉を交わしながら、改めてこの祭りは「厚木の誇り」だと実感しました。先人がつないできた誇りをさらに発展させ次代に渡せるよう、これからも皆さんと共に取り組んでまいります。"
