自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
岡山県倉敷市,2024.10.01,広報くらしき 2024年10月号,〔特集1〕感動をありがとう!大江佑弥選手,スポーツ,"?パリ2024パラリンピック競技大会　アーチェリー競技男子コンパウンド部門?
パリ2024パラリンピック競技大会のアーチェリー競技男子コンパウンド部門(8月30日・9月1日開催)で、玉島地区出身の大江佑弥選手(倉敷市職員)が第17位の成績を収めました。1回戦最後の第5エンドでは、3投射の全てを満点の10点に命中させるなど、気迫に満ちたプレーで、私たちに感動を与えてくれました。
大江選手は「パリ2024パラリンピック競技大会への挑戦が終わりました。結果は悔しかったですが、皆さまにたくさんの応援を頂き、パリの舞台で戦えて本当に幸せでした。障がいを負ってから、いろいろな事を乗り越えてパラリンピックという舞台に立て、とても貴重な体験ができました!これからも次の目標に向けてひたむきに取り組んで行こうと思います。応援よろしくお願いします!」と、喜びと感謝、次への決意を語りました。

《大江佑弥選手》
27歳の時に脳出血の影響で右半身にまひが残る。半年間の入院後、パラアーチェリーに出会い、口で弦を引く競技スタイルで努力を重ね、パリ2024パラリンピック競技大会アーチェリー競技男子コンパウンド部門の出場枠を獲得。同競技の出場枠を、開催国枠ではなく自力で獲得した初の日本人選手。倉敷市職員。

■伊東香織　倉敷市長
1回戦では、上位から4番目の高得点を出したものの、対戦相手が世界記録に迫る得点を出したため2回戦進出はかないませんでしたが、日本代表として戦う力強い姿に多くの勇気と感動をもらいました。口で矢を射た選手は大江選手ただ一人であり、現地では大きな賞賛を浴びていました。今後もさらなる活躍を期待しています。

■中島光浩　倉敷市議会議長
初めてのパラリンピック、大変お疲れさまでした。最後まで諦めることなく真剣にプレーする大江選手の姿は、日本中にたくさんの勇気と感動を与えてくれました。これまで人並外れた努力と挑戦を続けてこられたことに、心から敬意を表します。これからもその情熱を持ち続け、ロサンゼルスでもより一層飛躍されますことをお祈りしています。

■パラアーチェリー　大江佑弥選手を応援する会　守永一彦会長
アーチェリー競技男子コンパウンド部門に参加した大江選手は、オーストラリアのミルン選手と3射5ラウンド方式で対戦。ミルン選手の10点12連続の前に善戦するも敗退、パリでの挑戦は終わりました。市民、関係者の皆さまからお寄せいただいた物心ともどものご支援に感謝申し上げ、さらなる応援をお願い致します。

試合はパラリンピック公式YouTubeで録画配信されています!
※配信は予告なく終了する場合があります。

問合せ：本庁障がい福祉課
【電話】426-3305"
岡山県倉敷市,2024.10.01,広報くらしき 2024年10月号,〔特集2〕いざというときの避難計画を作っておきましょう,くらし,"日頃から各家庭で、自分が住んでいる場所などの災害の危険性をハザードマップで確認し、避難先・避難方法などを計画するマイ避難プランを作成しておきましょう。また、非常持出品・非常備蓄品を備えましょう。
災害時に、自力または家族の力だけで避難することが困難な避難行動要支援者の方は、「いつ」「どこへ」「誰と一緒に」「どうやって」避難するのかを具体的に決めておく個別避難計画を作りましょう。市は、出前講座や個別相談などを通じて支援しています。
(表紙の写真は、市職員が避難行動要支援者宅を訪問し、本人やケアマネジャーの了解を得ながら、個別避難計画の作成を支援している様子)

8月8日に宮崎県日向灘で震度6弱の地震があり、気象庁から「南海トラフ地震臨時情報(巨大地震注意)」が出されました。確実に近づいている南海トラフ地震はもちろん、台風などの風水害への備えとして、家庭で避難行動について考えておきましょう。
1.日頃からハザードマップなどで、住んでいる場所や通学する学校、勤め先などの災害の危険性を確認する
2.いざというときの避難先や避難の方法タイミングなどの避難行動について家族で話し合い、「マイ避難プラン」を作成しておく
3.「広報くらしき9月号」折り込みの「非常持出品・非常備蓄品チェックリスト」などを活用して、いざという時に慌てず速やかに避難できるよう、必要な物を家族で話し合い、平常時から備える

問合せ：本庁防災推進課
【電話】426-3131

■市職員が、避難行動要支援者に、災害の備えについての普及啓発と個別避難計画の作成を支援
避難行動要支援者とは、高齢者や障がいがある人などのうち、災害時に自力または家族の力だけで避難することが困難な人で、避難行動要支援者名簿に登録されている人です。そして個別避難計画は、避難行動要支援者の命を守るため、「いつ」「どこへ」「誰と一緒に」「どうやって」避難するのかを、あらかじめ具体的に決めておく計画です。
市では、南海トラフ地震が発生した場合に、津波被害が予想される地域に住む避難行動要支援者宅を8月14日・15日に、また、市内全域の避難行動要支援者宅を8月22日?9月13日に、市職員が直接訪問し、災害への備えについての普及啓発と個別避難計画の作成支援を行いました。
個別避難計画は、自主防災組織などの地域の皆さん、ケアマネジャーなどの福祉関係者などさまざまな視点で避難行動を検討し、作成することで、より実効性が高くなります。
災害への備えとして、個別避難計画を作りましょう。市では出前講座や個別相談などを通じて支援しています。

問合せ：
個別避難計画…本庁防災推進課【電話】426-3131
避難行動要支援者名簿…本庁保健福祉推進課【電話】426-3303"
岡山県倉敷市,2024.10.01,広報くらしき 2024年10月号,津波注意表示板を、津波浸水想定区域内のごみステーションに設置します,くらし,"南海トラフ地震を想定し、津波時の避難の必要性をより一層啓発するための「津波注意表示板」を、9月下旬から津波浸水想定区域内のごみステーション(約200カ所)に順次設置します。
その場所の津波の「想定浸水深さ」を確認し、家族や地域で災害時の危険性・避難経路などについて話し合い、災害に備えましょう。

問合せ：本庁防災推進課
【電話】426-3131"
岡山県倉敷市,2024.10.01,広報くらしき 2024年10月号,〔特集3〕放課後児童クラブってどんなところ?,子育て,"市では、育児と仕事の両立を支援するため、仕事などで昼間家庭に保護者がいない小学生を、放課後や夏休みなどに小学校敷地内の施設などで預かる「放課後児童クラブ」を開設しています。児童クラブは一般に「学童保育」ともいわれます。児童クラブでは、放課後児童支援員や補助員が、児童の生活や遊びを支援し、健全な育成を図っています。
市は児童クラブ事業を、地域の代表者などで構成される運営委員会や法人事業者に委託し、地域の実情に合わせた運営を行っています。

■入所申し込み
申込方法は、児童クラブによって異なるため、直接児童クラブに問い合わせてください。
※小学校や教育委員会では受け付けていません。

■児童クラブの1日の例(平日)
・下校…登所/手洗い、着替え、持ち物の整理、自由遊び
・16時?…おやつ、掃除
・16時半?…学習、読書
・17時?…自由遊び
・18時ごろ…保護者が迎えに来た児童から帰宅
※(土)・長期休業日(夏休みなど)は、おおむね8時?18時ごろ。開設時間や(土)の開設の有無、延長保育の有無は児童クラブによって異なります。

■ながおキッZ児童クラブを利用している白井さん親子
子どもたちは家に帰るよりもキッZで過ごす時間が好きです。長男も6年生まで楽しく通いました。
子どもの気持ちや過ごし方を尊重し、導いてくれる支援員さんたちのおかげで、子どもたちは伸び伸びと学び育っていると感じています!

■放課後児童クラブ一覧
<img class=""alignnone size-full wp-image-8909767"" src=""https://mykoho.jp/wp-content/uploads/2024/09/sn_kurashiki241001_1.png"" alt="""" width=""1001"" height=""953"" />

問合せ：
制度について…本庁子育て支援課【電話】426-3314
開設状況・入所申し込み・支援員の募集について…各学区の放課後児童クラブ

■児童クラブで働きませんか?放課後児童支援員を募集
児童クラブで働く支援員は、子どもたちの健やかな成長を支援するやりがいのある仕事です。各運営者(運営委員会や法人事業者)が雇用します。募集の有無など詳しくは、各児童クラブへ問い合わせを。
要件：保育士・幼稚園教諭・教員などの資格免許がある人。資格免許がなくても補助員として勤務可

◇ながおキッZ児童クラブ　支援員　片岡謙太さん
以前は接客業をしていましたが、子どもの成長に関わる仕事に憧れ、3年前に児童クラブへ。子どもたちの心の育ちを感じたときに、やりがいを感じます。
育休なども取りやすく、仕事と子育てを楽しめています。資格も取得できました。子どもたちの笑顔が僕の原動力です。共に、子どもたちの成長をサポートしましょう!

◇中洲児童クラブ　支援員　三宅敦子さん
友人から「働いてみない?」と声を掛けられ、何も分からないまま児童クラブの仕事に就きました。
大変なこともたくさんありますが、子どもたちが楽しそうに過ごしている姿、できなかったことができるようになっていく姿を見ると、支援員をして良かったと感じます。子どもたちと一緒に成長できる仕事です。興味のある方はぜひ!

問合せ：各学区の放課後児童クラブ"
岡山県倉敷市,2024.10.01,広報くらしき 2024年10月号,インフルエンザ・新型コロナウイルスの予防接種を受けましょう,健康,"■定期接種
インフルエンザ・新型コロナウイルスの感染や重症化を防ぐために、65歳以上の人は、一部自己負担が求められる定期接種としてワクチンを接種することができます。同時接種も可能です。
期間：10月1日(火)?1月31日(金)
自己負担額：
・インフルエンザ…2,000円
・新型コロナウイルス…2,500円
接種回数：1回(どちらか一方のみの接種でも可)

■任意接種
定期接種の対象でない人や、期間外に接種する場合は全額自己負担の任意接種となります。

※詳しくは、本紙26ページに掲載しています。

問合せ：市保健所保健課感染症係
【電話】434-9810"
岡山県倉敷市,2024.10.01,広報くらしき 2024年10月号,10月1日(火)から原動機付自転車オリジナルナンバープレートの交付を開始,くらし,"排気量50cc以下、90cc以下、125cc以下の原動機付自転車のオリジナルナンバープレートの交付を開始します。平成29年に数量限定で交付したプレートを、デザインを一部変更し対象車種を拡大して再開します。プレートは倉敷への愛着がより一層深まるようなジーンズ柄のデザインとなっています。愛車にオリジナルナンバープレートを付けてみませんか。

交付日時：10月1日(火)8時半?
交付場所：本庁税制課、児島・玉島・水島の各税務事務所、庄・茶屋町の各支所市民係、船穂支所市民税務係、真備支所市民課
交付：
・新規登録…オリジナルナンバープレートか通常のナンバープレートのどちらかを選択
・通常のナンバープレートから交換…1台につき1回限り無料で交換
必要書類：
・新規登録…販売・譲渡証明書、廃車証明書、届出者の本人確認資料など
・交換…現在使用しているナンバープレート、標識交付証明書、届出者の本人確認資料
※番号は受付順の連番で指定はできません。ナンバープレートの番号変更に伴い、自賠責保険などの変更手続きが必要な場合があります。加入中の保険会社に問い合わせてください。

問合せ：本庁税制課
【電話】426-3175"
岡山県倉敷市,2024.10.01,広報くらしき 2024年10月号,職務経験者を対象とした市職員を募集,しごと,"受験資格や業務内容など詳しくは、受験案内で確認してください。

募集職種(分野)・採用予定人員：
・事務職(IT)・3人程度
・土木技術職・5人程度
・建築技術職・3人程度
・電気技術職・3人程度
・機械技術職・3人程度
受験資格：次の(1)(2)の要件と各職種の受験資格を満たす人
(1)大学・短期大学・高等学校を卒業した人または同程度の学力を有する人
(2)昭和39年4月2日以降に生まれた人
申込方法：10月1日(火)までに、原則、市ホームページから電子申請で。
一次試験：書類選考
受験案内：本庁総合案内・人事課、児島・玉島・水島の各支所総務課、庄・茶屋町の各支所市民係、船穂支所市民税務係、真備支所市民課、倉敷駅前連絡所、市保健所保健課、市ホームページで配布
※任期付職員採用選考試験については「広報くらしき11月号」でお知らせします。

問合せ：市職員採用試験委員会(本庁人事課内)
【電話】426-3141"
岡山県倉敷市,2024.10.01,広報くらしき 2024年10月号,今年は玉島で開催!くらしき環境フェア,イベント,"環境やリサイクル、リユース、SDGsなどをテーマにした、見て・聞いて・体験できるイベント。「楽しい!」「面白い!」と感じられる環境体験ブース・ワークショップなど盛りだくさん!
日時：10月13日(日)10時?15時(小雨決行)
場所：玉島市民交流センター・玉島文化センター

■メインステージ
・篠原かをりトークショー(13時10分?)
・教えてエコ博士!安田団長と坂本君とエコチャレンジ(13時35分?)

■展示・体験コーナー
・ジーンズのはぎれでストラップ!!
・玉島だるまの絵付け
・カチカチ楽しいリサイクル楽器を作って遊ぼう!!
・パソコンを分解して中にある金を取り出そう!
・マンホールdeアート
・くらしきの自然を感じよう!!
など

■フリーマーケット
自分だけの掘り出し物を探し出そう!マイバッグ持参に協力を。

■出張クルクルセンター　古着の大展示会
服・本を無料で提供します。数量限定。

■フードコート
地産地消フードや地元特産品などを販売

■公共交通機関を利用して行こう!
路線バス(玉島文化センター入口バス停下車)か無料シャトルバス(JR新倉敷駅北口?玉島支所)を利用した人に、会場で使える200円分の飲食券をプレゼント!先着100人。10月13日(日)は路線バス・臨鉄無料デー

■環境クイズラリー
正解者の中から先着300人にエコバッグをプレゼント!

■マイボトルを持って行こう!
プラスチックごみ減量のため、給水コーナーでマイボトルに給水した人へ記念品をプレゼント!先着100人

■それいけ!アンパンマンショー「ロールパンナとななつばのクローバー」
日時：10月13日(日)(1)10時半?(2)14時20分?
場所：メインステージ
観覧料：無料
※諸般の事情によりショー内容を変更・中止する場合があります。
(c)やなせたかし/フレーベル館・TMS・NTV

問合せ：環境学習センター
【電話】440-5607"
岡山県倉敷市,2024.10.01,広報くらしき 2024年10月号,スマホやパソコンなどから市営住宅家賃、水道料金の口座振替の手続きができます,くらし,"〔10月2日(水)からスマホやパソコンなどから市営住宅家賃、水道料金の口座振替の手続きができます〕
10月2日(水)?、スマホやパソコンで市営住宅家賃、水道料金の口座振替の手続きができる「Web口座振替受付サービス」を開始します。市役所や金融機関窓口に出向く必要がなく、書類の提出や押印も不要。窓口の開いていない時間でも利用できます。

利用可能な金融機関：中国銀行、トマト銀行、広島銀行、百十四銀行、伊予銀行、阿波銀行、四国銀行、もみじ銀行、鳥取銀行、山陰合同銀行、香川銀行、愛媛銀行、西日本シティ銀行、笠岡信用組合、ゆうちょ銀行、おかやま信用金庫、水島信用金庫、玉島信用金庫、吉備信用金庫。
ただし水道料金については、阿波銀行、四国銀行、鳥取銀行、愛媛銀行は利用できません。

問合せ：
市営住宅家賃について…本庁住宅課【電話】426-3531
水道料金について…水道局水道料金窓口【電話】426-3661"
岡山県倉敷市,2024.10.01,広報くらしき 2024年10月号,11月分(1月支給分)から児童扶養手当が拡充されます,子育て,"■拡充内容
(1)第3子以降の加算額を第2子の加算額と同額に引き上げ
(2)本人の所得制限限度額を引き上げる(所得制限緩和)

■申請方法
・児童扶養手当の資格がある人(全部停止の場合を含む)…申請不要
・ひとり親などで改正前の所得制限限度額を超過していたため児童扶養手当の手続きをしていない人…申請が必要。詳しくは、本紙の二次元コードで確認を。

問合せ：
本庁子育て支援課【電話】426-3314
児島【電話】473-1119・玉島【電話】522-8118・水島【電話】446-1114の各保健福祉センター福祉課
真備保健福祉課【電話】698-5113"
