自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
神奈川県厚木市,2024.05.15,広報あつぎ 第1423号（2024年5月15日発行）,みんなで川をきれいに 県央相模川サミット六市町村合同 クリーンキャンペーン,くらし,"近隣の5市町村(相模原・海老名・座間市、愛川町、清川村)と協力し、私たちの手で美しい相模川を守りませんか。

日時：5月26日　7時30分?8時30分
※荒天中止(当日6時15分に市HPに掲載)
場所：相模川三川合流点、旭町スポーツ広場
申込み：不要。

※公共交通機関を利用してください

当日はアユの稚魚を放流

問合せ：河川下水道総務課
【電話】225-2361"
神奈川県厚木市,2024.05.15,広報あつぎ 第1423号（2024年5月15日発行）,広報あつぎデジタル版,くらし,"■アプリ
※本紙の二次元コードをご参照ください。

■ウェブ
「マイ広報紙　あつぎ」で検索

■市HPでもPDF版を掲載"
神奈川県厚木市,2024.05.15,広報あつぎ 第1423号（2024年5月15日発行）,広報テレビ・ラジオ番組,くらし,"イベント情報や街の話題などを紹介

■ケーブルテレビ
▽AIC「あつぎ愛テレビ」
(1)12時?
(2)19時30分?
(3)22時45分?
(各15分)

■テレビ
▽tvk「猫のひたいほどワイド」
毎月第1・3月曜、13時ごろ(3分程度)

▽tvkデータ放送
テレビリモコンのdボタンを押して、厚木市の一押し情報をチェック

■ラジオ
▽FMヨコハマ「ラブリーデイ」(84.7MHz)
毎月第1・3火曜、9時35分ごろ(3分程度)

他にもエックスやインスタグラムなど、さまざまなソーシャルメディアで情報を発信中
詳しくは「厚木市　ソーシャルメディア」で検索"
神奈川県厚木市,2024.05.15,広報あつぎ 第1423号（2024年5月15日発行）,催し(1),イベント,"■神奈川工科大学厚木市子ども科学館の催し
□字幕付きプラネタリウム
(1)5月18日
(2)6月15日、13時30分?14時15分。
(1)「見えない宇宙に挑む」
(2)「ロゼッタ」。
日本語字幕とナレーション付きの番組。各回90人。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

□プラネタリウム特別投影「きらきらタイム」
5月22日、6月5・12日。11時?11時30分。満天の星の下、手遊び歌や童謡を楽しむ。定員90人。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

□コスモシアター・夏のプラネタリウム番組(6月1日?9月1日)
水曜(祝日、夏休み期間を除く)
・11時?「きらきらタイム」。
平日
・15時?
「ヒーリングアース」(7月19日まで)、
「ドラえもん・宇宙の模型」(7月20日?)。
土・日曜、祝日、7月21日?8月31日
・10時?
「土曜…きらきらタイム」
「土曜以外…それいけ!アンパンマン・星空をかえせ」(8月20日を除く)
・11時30分?
「6・8月…忍たま乱太郎の宇宙大冒険」(8月20日を除く)
「7月…もしものときのがんこちゃん　富士山がふんかしたら?」
・13時30分?「コズミックハーモニー・138億年の響き」
(各回45分)。星座解説あり(10時の回は除く)。各回90人。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

□ミニ工作教室「タコプター」
6月9日、
(1)13時40分?
(2)14時30分?(各回30分)。
紙コップで飛ばして遊ぶおもちゃを作る。定員24人(付き添いの方も要予約)。無料。
申込み：6月1日(市外の方は2日)9時から電話で受け付け。

○土曜科学実験室「火薬を使わない花火を作ろう」
6月22日、13時40分?15時40分。物体の燃焼実験と花火作り。小学生以上24人(付き添いの方も要予約)。無料。
申込み：6月1日から講座予約システムへ。

□大人のためのプラネタリウム「ほっと一息コンサート・星降る夜の音の旅」
6月29日、18?19時。満天の星の下、楽器演奏を楽しむ。15歳以上90人(中学生は除く)。200円。
申込み：5月26日(年間パスポートを持つ方は25日)9時から電話で受け付け。

□キッズ☆プラネタリウム「たなばたさま」
7月7日、
(1)10時?
(2)13時30分?(各回40分)。
子どもと一緒に星空を楽しむ。定員90人。200円(中学生以下50円)。
申込み：6月9日(年間パスポートを持つ方は8日)9時から電話で受け付け。

○ラジオ工作教室
7月28日、13時40分?15時40分。ラジオを組み立て、仕組みを学ぶ。小学生と保護者24人。1台3000円。
申込み：6月8日から講座予約システムへ。

○天体望遠鏡工作教室
8月10日、16時?20時30分。天体望遠鏡を作り夏の星空を観察。小学生と大人のグループ25人。1台4000円。
申込み：6月15日から講座予約システムへ。

いずれも会場、問い合わせは子ども科学館
【電話】221-4152。
先着順(○は抽選)。講座予約システム(インターネットで申し込み可)。

■ななさわ森のようちえん・森のたんけん隊
7月10日、14時?16時30分。七沢自然ふれあいセンター。森探検・遊びなど。市内在住で3?6歳の未就学児20人。1人500円(材料費、保険料)。
申込み：6月1?19日に講座予約システムへ。先着順。
講座予約システム(インターネットで申し込み可)。

問合せ：七沢自然ふれあいセンター
【電話】248-3500。

■市民ふれあいマーケットの開催
6月2日、9時30分?13時30分(雨天中止)。厚木中央公園。日用雑貨や衣料品などの不用品を100店舗が販売。
申込み：不要。

問合せ：環境事業課
【電話】225-2793。

■厚木市民朝市
日曜、6?7時。文化会館駐車場。市内産の新鮮な農産物や加工食品などを販売。

問合せ：農業政策課
【電話】225-2801。

■保育のしごと就職フェア
6月8日、13?16時。あつぎ市民交流プラザ。市内の保育施設で働く保育士による就職のアドバイス。市内の保育施設に就職希望または興味のある方(託児あり。1歳?小学3年生3人。5月15～24日に要予約。先着順)。無料。
申込み：不要。
詳細は市HPに掲載。

問合せ：保育課
【電話】225-2768。"
神奈川県厚木市,2024.05.15,広報あつぎ 第1423号（2024年5月15日発行）,催し(2),イベント,"■一日看護体験
8月16日、8時45分?12時。市立病院。病棟での看護ケア体験。市内または近隣市町村在住在学の高校生20人程度。無料。
申込み：6月14日までに市立病院HPから申し込み。抽選。

問合せ：病院総務課
【電話】221-1570。

■マンション管理組合交流会
6月22日、10?12時。あつぎ市民交流プラザ。マンション管理士を招いた管理組合交流会。市内分譲マンション管理組合役員・居住者30人。無料。
申込み：5月15日から電話またはファクスで住宅課へ。
【電話】225-2330【FAX】224-0621
先着順。

■あつぎひがし座「あつぎ郷土博物館　de(デ)　人形浄瑠璃」
6月16日、13?15時。あつぎ郷土博物館。「傾城阿波(けいせいあわ)の鳴門(なると)」や「団子売(だんごうり)」の公演。定員70人。無料。
申込み：往復ハガキに〒住所、氏名、人数を書き、5月15?27日に〒243-0004水引1-6-2-A102あつぎひがし座・林田へ。
【電話】222-4151
抽選。

■厚木なかちょう大通り商店街落語会
5月25日、11時?12時30分。あつぎ市民交流プラザ。出演は三遊亭好志朗。定員80人。800円。
申込み：不要。先着順。

問合せ：厚木なかちょう大通り商店街振興組合
【電話】225-3500。

■住宅デー
6月16日、10?15時(小雨実施)。松原公園。包丁研ぎや木工教室、住宅相談など。無料。
申込み：不要。

問合せ：厚木建築職組合
【電話】224-7538。"
神奈川県厚木市,2024.05.15,広報あつぎ 第1423号（2024年5月15日発行）,講座,講座,"■健康運動指導士による運動講座
7月11・25日、
(1)9時30分?
(2)10時45分?(各回45分)。
保健福祉センター。正しい歩き方、腰痛・膝痛予防の運動、おなか回りをスッキリさせる体操などの助言と実技。要介護の認定を受けていない市内在住の18歳以上。無料。
申込み：6月10日までに健康医療課へ。
【電話】225-2201
講座予約システム(インターネットで申し込み可)。

■応急手当普通救命講習会
6月5日、13時30分?16時30分。消防本部。応急手当ての重要性、自動体外式除細動器(AED)の取り扱いなど。市内在住在勤在学の中学生以上30人。無料。
申込み：5月15?22日に救急救命課へ。
【電話】223-9365
抽選。講座予約システム(インターネットで申し込み可)。

■マルチメディアボランティアのパソコン・スマホ無料講座
6月1・6・13・15・20・27日、9時30分?11時30分。あつぎ市民交流プラザ。基本操作、アプリのダウンロード・使い方、検索などの個別相談。各回6人。無料。
申込み：5月15日から各受講日の前日12時までにDX推進課へ。
【電話】225-2457
先着順。スマートフォン・パソコンをお持ちください。

■フレイルチェック
6月17日、13時30分?15時30分。あつぎ市民交流プラザ。フレイル(加齢で筋力や心身の活力が低下した状態)の測定と対策を学ぶ。市内在住の65歳以上10人。無料。
申込み：直接、電話またはハガキに講座名、〒住所、氏名、生年月日、電話番号を書き、5月31日(必着)までに〒243-8511地域包括ケア推進課へ。
【電話】225-2388
抽選。講座予約システム(インターネットで申し込み可)。

■市立病院がんサロン「つくしんぼカフェ」
5月22日、14?15時。市立病院。交流会や「制度のおはなし」をテーマに社会福祉士が解説。定員20人。無料。
申込み：5月15?21日にがん相談支援センターへ。
【電話】221-1570
先着順。

■JAあつぎの講座
□旬の野菜料理・エダマメとナス
7月10日。枝豆とナスを使った料理を作る。

○夏のらくらくクッキング
7月24日。レンジやオーブンを活用した料理を作る。

いずれも10時30分?13時。JAあつぎ本所。市内・清川村在住の18歳以上20人。1200円(材料費他)。
申込み：6月5日からJAあつぎへ。
【電話】221-6881
先着順。

■JAあつぎ女性大学「夢未スクール」
6月?2025年2月(全5回)。JAあつぎ本所他。「自分の街の美味しい!!楽しい!!を再発見」をテーマに食と農を学び、同年代の仲間をつくる。市内・清川村在住の55歳以下の女性24人。3000円(材料費他)。
申込み：5月13日?6月7日にJAあつぎへ。
【電話】221-6881
抽選。

■スポーツ協会の教室
□初心者弓道教室
6月3・6・10・13・17・20・24・27日、7月1・4日(全10回)。18時30分?20時30分。東町スポーツセンター。市内在住在勤在学の中学生以上30人。3000円。

□初・中級ジュニアテニス教室
6月8・15・22・29日(全4回)、17時?18時50分。南毛利スポーツセンター。市内在住在学の小・中学生20人。1500円。

□中学生バレーボール教室
6月8・15・22日(全3回)、18時30分?20時30分。南毛利スポーツセンター。市内在住在学の中学生20人。500円。

△ジュニアトランポリン教室
6月15・16日(全2回)、
(1)9時30分?11時
(2)11時30分?13時。
猿ケ島スポーツセンター。市内在住の小学生各回20人。1000円。

○湘南ベルマーレ小学生体力づくりアカデミー
(1)6月22日、9時30分?10時30分
(2)7月7日、9時10分?10時40分(全2回)。
南毛利スポーツセンター。
(1)ストレッチ・トレーニング
(2)サッカーを通じて運動能力の向上を目指す。
市内在住在学の小学1?3年生各回20人。500円。

いずれも□△は基礎技術の講習。
申込み：ハガキ、ファクス、Eメールに教室名(△は希望の時間)、〒住所、氏名(ふりがな)、年齢・学年、電話番号を書き、5月25日(必着)までに、〒243-0039温水西1-27-1スポーツ協会へ。
【電話】247-7212【FAX】248-7151【メール】info@atsugi-sports.com
抽選。

■初心者俳句講座
7月?2025年6月の金曜(全12回)、13?16時。あつぎ市民交流プラザ。市内在住在勤在学の方15人。2000円(テキスト代他)。
申込み：5月15日から俳句協会・川島へ。
【電話】221-3988
先着順。"
神奈川県厚木市,2024.05.15,広報あつぎ 第1423号（2024年5月15日発行）,子育て,子育て,"■親子ふれあい遊び
○7カ月～歩き始めの子ども
6月14日。市内在住の生後7カ月?歩き始めの子どもと保護者15組。

◇1歳児
6月28日。市内在住の1歳児と保護者15組。

いずれも10時30分?11時20分。あつぎ市民交流プラザ。親子で触れ合い遊びを楽しむ。無料。
申込み：○5月9日?6月5日◇5月15日?6月19日に子育て支援センターへ。
【電話】225-2922
抽選。講座予約システム(インターネットで申し込み可)。

■ベビーマッサージ
6月
(1)7日
(2)21日、10時30分?11時30分。
あつぎ市民交流プラザ。オイルを使ったマッサージで赤ちゃんとの触れ合い方を学ぶ。市内在住の生後1?6カ月の赤ちゃんと保護者15組。300円(オイル代)。
申込み：
(1)5月16?29日
(2)5月30日?6月12日に子育て支援センターへ。
【電話】225-2922
抽選。

■子育てリフレッシュ講座
6月27日、10時?12時30分。厚木ガスリセ。パン作り教室。市内在住の未就学児の保護者16人(託児あり。3カ月以上の子ども16人)。500円。
申込み：電話または子育て支援センター、市HPにある申込書を、郵送、ファクス、Eメールで5月15?31日(必着)に〒243-8511子育て支援センターへ。
【電話】225-2922【FAX】223-1684【メール】kosodate@city.atsugi.kanagawa.jp
抽選。講座予約システム(インターネットで申し込み可)。

■一緒に伸ばす赤ちゃんの発達
6月28日、10時?11時30分。保健福祉センター。「こどもの発達を促す体を使った遊び」がテーマの理学療法士による講義と親子遊び。市内在住の7カ月～歩き始め前の子どもと保護者15組。無料。
申込み：6月3?14日にこども家庭センターへ。
【電話】225-2597
抽選。

■中央図書館の催し
□おひざにだっこのおはなし会
5月22・23日、
(1)10時30分?
(2)11時30分?(各回30分)。
中央図書館。歌・手遊び、人形劇、紙芝居の読み聞かせなど。1?4歳程度の幼児と保護者各回12組。無料。
申込み：不要。先着順。

□ブックスタート
(1)5月25日、10時30分?11時30分。中央図書館
(2)6月19日、10時30分?11時30分。アミューあつぎ。
読み聞かせの方法や年齢に応じた絵本を5分程度で紹介し、1冊進呈。市内在住で2023年4月2日以降に生まれた赤ちゃんと保護者(赤ちゃん1人1回)。無料。
申込み：不要。母子健康手帳をお持ちください。(事前の電話予約で、第2・3木曜の11?12時、14?15時も中央図書館で受けられます)
絵本などのプレゼントのみ：
(1)中央図書館…9?17時
(2)依知北・睦合北・小鮎・玉川・相川・森の里・睦合西公民館の図書室…10時?12時30分、13時30分?17時
(3)荻野・南毛利公民館の図書室…10?17時
(4)移動図書館わかあゆ号…巡回時。
母子健康手帳をお持ちください。

□おはなし会
6月1・2・8・9・15・16・22・23・29・30日、14時?14時30分。中央図書館。素話や絵本と紙芝居の読み聞かせなど。4歳?小学2年生程度各回12人。無料。
申込み：不要。先着順。

いずれも
問合せ：中央図書館
【電話】223-0033。"
神奈川県厚木市,2024.05.15,広報あつぎ 第1423号（2024年5月15日発行）,募集,その他,"■市立病院の職員(任期付き障がい者枠)
職種：看護師、薬剤師、理学療法士、作業療法士、臨床工学技士、管理栄養士、診療情報管理士
対象：1990年4月2日以降生まれで、
(1)身体障害者手帳がある
(2)活字印刷文による出題に対応可能
(3)応募職種の免許有資格者または2025年実施の国家試験で資格免許を取得見込み
?の全てを満たす方若干名。
申込み：市立病院や市役所本庁舎、本厚木・愛甲石田駅連絡所、市立病院HPにある申込書を、直接または郵送で25年1月31日(必着)までに〒243-8588水引1-16-36病院総務課へ。
【電話】221-1570
受付後、随時書類選考結果をお知らせ。合格者には二次試験の日程を案内。詳細は募集要項に掲載。

■ジュニアエコリーダー
実験や施設見学を通して環境問題を考える児童を募集します。
期間：8?11月(全5回程度)
内容：実験や施設見学など
対象：小学4?6年生15人。
申込み：環境政策課や学校、公民館、児童館、市HPにある申込書を、直接または郵送で6月7日(消印有効)までに〒243-8511環境政策課へ。
【電話】225-2749
抽選。

■市立病院夏のインターンシップ参加者
日時：
(1)7月26日
(2)8月2日、8時40分?12時
場所：市立病院
内容：病院の紹介と見学、看護体験
定員：看護学生各回25人。
申込み：6月21日までに市立病院HPから申し込み。抽選。

問合せ：病院総務課
【電話】221-1570。

■環境教育等推進協議会
環境教育・学習の推進に関する事項を審議・検討する委員を募集します。
対象：
(1)市内在住在勤在学で応募日現在18歳以上
(2)平日昼間の会議(年2回程度)に出席できる
(3)他の審議会などの委員でない
(4)市の議員・職員でない
?の全てを満たす方2人
任期：8月1日?(2年間)
報酬：日額7800円(交通費含む)。
申込み：環境政策課や公民館、市HPにある申込書を、直接または郵送、Eメールで6月17日(消印有効)までに〒243-8511環境政策課へ。
【電話】225-2749【メール】3100@city.atsugi.kanagawa.jp
書類選考あり。"
神奈川県厚木市,2024.05.15,広報あつぎ 第1423号（2024年5月15日発行）,お知らせ(1),その他,"■個人住民税の定額減税
2024年度個人住民税を定額減税します。
対象：24年度個人住民税所得割の納税義務者で前年の合計所得金額が1805万円以下の方
減税額：納税義務者本人・配偶者を含めた扶養親族(国外居住者を除く)1人1万円を所得割額から控除
実施方法：
(1)普通徴収…第1期分の税額から控除。控除しきれない場合は第2期分以降の税額から順次控除
(2)給与特別徴収…対象者は24年6月分の天引きをせず、定額減税後の税額を11分割し、24年7月?25年5月分で天引き
(3)年金特別徴収…24年10月支払い分の税額から控除。控除しきれない場合は12月支払い分以降の税額から順次控除。
申請不要。詳細は市HPに掲載。

問合せ：市民税課
【電話】225-2010。

■緊急支援給付金(住民税均等割のみ・子育て世帯)
物価高騰により家計への影響が大きい世帯を対象に、給付金を支給します。

□住民税均等割のみ課税世帯
対象：2023年12月1日時点で、世帯全員が23年度の住民税均等割のみ課税者など(課税者の扶養親族を除く)
支給額：1世帯10万円。

○子育て世帯
対象：23年12月1日時点で、世帯全員が23年度の
(1)住民税非課税または
(2)住民税均等割のみ課税の子育て世帯
支給額：児童1人5万円。

いずれも対象者には5月から順次、申請書を送付。
申込み：申請書と必要書類を、直接または郵送で□・○(1)7月31日○(2)8月30日(必着)までに〒243-8511生活福祉課緊急支援給付金担当へ。
【電話】225-2384
詳細は市HPに掲載。

■リトルベビーハンドブックの写真展
6月1?15日。本厚木駅東口地下道他。1500グラム未満で生まれた赤ちゃんの成長過程の写真などを展示。

問合せ：こども家庭センター
【電話】225-2203。

■国民健康保険被保険者証(兼高齢受給者証)を送付
国民健康保険被保険者証(兼高齢受給者証)は、7月中旬から特定記録郵便(転送不可)で送付します。窓口受け取りや簡易書留を希望する方は、6月17日までに国保年金課へ。職場の健康保険に加入している場合などは、脱退の届け出が必要。マイナンバーカードの健康保険証利用が可。

問合せ：国保年金課
【電話】225-2120。

■特設人権相談
6月1日の人権擁護委員の日にちなみ、法務大臣から委嘱を受けた人権擁護委員が悩み事や困り事の相談に応じます。秘密は厳守します。
6月3日：午前…依知北、南毛利。午後…依知南、愛甲
4日：午前…睦合北。午後…厚木南、睦合南
5日：午前…睦合西、玉川。午後…荻野、森の里
6日：午前…緑ケ丘、相川。午後…小鮎
(午前は9時?、午後は13時30分?。各回150分。全て公民館)。

問合せ：市民協働推進課
【電話】225-2215。

■はかりの定期検査
取引や証明で使うはかりは、2年に1度の検査が義務付けられています。県計量協会の検査員・補助員が事業所や店舗を巡回して検査します。計量士に依頼した場合は、市の定期検査は不要。新たに市に定期検査を希望する場合は登録が必要。
検査時期：6?12月
対象：南部地域…厚木北・南、南毛利、南毛利南、相川、緑ケ丘(5丁目の一部)。

問合せ：消費生活センター
【電話】225-2155。

■太陽光パネルの共同購入者
太陽光発電設備や蓄電池を一括で発注し安く購入するため、購入希望者を募集します。
申込み：8月31日までに登録。詳しくは県HPに掲載。

問合せ：環境政策課
【電話】225-2749。"
神奈川県厚木市,2024.05.15,広報あつぎ 第1423号（2024年5月15日発行）,お知らせ(2),その他,"■教育委員会とフリースクールなどによる不登校相談会
6月8日、13時?16時30分。県立青少年センター(横浜市)。不登校経験者や保護者による座談会やフリースクールなどの活動紹介、個別相談会。無料。
申込み：不要。

問合せ：県子ども教育支援課
【電話】045-210-8292。

■6月1?10日は電波利用環境保護周知啓発強化期間
不法な無線局はテレビ放送や携帯電話、救急用無線などを妨害します。電波はルールを守り、正しく使いましょう。

問合せ：関東総合通信局
【電話】03-6238-1939。

■宅建協会合同無料相談会
5月18日、10?16時。宅建協会県央支部。専門家による法律や税金、不動産取引などの相談。無料。
申込み：5月17日までに宅建協会県央支部へ。
【電話】224-6561

■国民年金保険料の追納制度
免除、納付猶予、学生納付特例の承認期間がある方は、保険料を全額納付した場合に比べ、老齢基礎年金の受け取り額が少なくなります。免除期間の保険料を後から納付すると、将来受け取る年金を増やせます(追納時点で過去10年以内の月の保険料のみ)。

問合せ：厚木年金事務所
【電話】223-7171。

■オストメイト健康相談会
6月16日、13時30分?16時30分。ユニコムプラザさがみはら(相模原市)。講演、グループ懇談、装具の展示。人工肛門・ぼうこう保有者と家族、医療機関関係者、関心のある方60人。無料。
申込み：不要。

問合せ：日本オストミー協会神奈川支部県央・相模原
【電話】070-3998-8992。

■春秋叙勲候補者一般推薦
地域のために活躍した候補者を募集します。
対象：
(1)概ね20年以上地域で幅広く公共のために活躍した70歳以上
(2)20歳以上の推薦者1人と賛同者2人がいる(本人や二親等内の親族関係でない)
?などの全てを満たす方。
申込み：内閣府HPにある推薦書を、郵送で〒100-8914東京都千代田区永田町1-6-1内閣府賞勲局一般推薦担当へ。
【電話】03-3581-2868

■暴力団被害無料相談会
5月31日、10?18時。県弁護士会館(横浜市)。弁護士・警察官などが暴力団や反社会的勢力などによる被害の相談を受け付け。無料。
申込み：不要。
電話相談【電話】045-641-1851へ。

問合せ：県弁護士会
【電話】045-211-7702。"
