自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
神奈川県厚木市,2024.12.15,広報あつぎ 第1437号（2024年12月15日発行）,中心市街地の新たなシンボルに 複合施設の愛称に投票を,くらし,"多くの人が愛着を持てる施設となるよう募集した愛称の市民投票を実施します。応募総数244点から選考委員会が選出した5点の中から、ふさわしいと思う1点に投票してください。

投票期間：12月15日?1月17日
対象：市内在住在勤在学の方
投票方法：
(1)市HPから投票
(2)市HPや中央図書館、公民館などにある投票用紙を投票箱に投函(とうかん)または郵送で〒243-8511中央図書館へ。
愛称の候補(50音順)：
(1)ATSUMEKI(あつめき、アツメキ)
(2)アユラギ(あゆらぎ、AYURAGI)
(3)くりっぷ(クリップ、CLIP)
(4)シオリ(しおり、SIORI)
(5)HUHU(ふーふー、フーフー)

愛称の説明などの詳細は市HPに掲載。

※ロゴ作成に当たり、カッコ内の表記を採用する場合があります。

問合せ：中央図書館
【電話】223-0033"
神奈川県厚木市,2024.12.15,広報あつぎ 第1437号（2024年12月15日発行）,広報あつぎをアプリやウェブで配信中,くらし,カタログポケットは10言語に対応。音声読み上げもできます。
神奈川県厚木市,2024.12.15,広報あつぎ 第1437号（2024年12月15日発行）,広報テレビ・ラジオ番組,くらし,"イベント情報や街の話題などを紹介

■ケーブルテレビ
▽AIC「あつぎ愛テレビ」
(1)12時?
(2)19時30分?
(3)22時45分?
(各15分)

■テレビ
▽tvk「猫のひたいほどワイド」
毎月第1・3月曜、13時ごろ(3分程度)

▽tvkデータ放送
リモコンのdボタンを押して情報をチェック

■ラジオ
▽FMヨコハマ「ラブリーデイ」(84.7MHz)
毎月第1・3火曜、9時35分ごろ(3分程度)

他にもエックスやインスタグラムなどで情報を発信中
詳しくは「厚木市　ソーシャルメディア」で検索"
神奈川県厚木市,2024.12.15,広報あつぎ 第1437号（2024年12月15日発行）,催し(1),イベント,"■神奈川工科大学厚木市子ども科学館の催し
□昼寝タリウム
12月19日、1月9・16日。12時15分?12時45分。満天の星の下、ゆったりと過ごす。定員90人。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

□プラネタリウム特別番組「ライブ投影」
12月22日、13時30分?14時10分。季節の星座と注目の天文現象を解説。定員90人。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

□ミニ工作教室「たたきざる」
1月12日、(1)13時40分?(2)14時30分?(各回30分)。小さなシンバルをたたく猿を作る。各回24人。無料。
申込み：1月4日(市外の方は5日)9時から電話で受け付け。

□おもしろ実験「電池をつくろう」
1月19日、(1)10時30分?(2)14時?(各回45分)。身近な物で電池を作る。小学生以上各回10人。無料。
申込み：1月11日(市外の方は12日)9時から電話で受け付け。

○科学工作教室「とばして遊ぼう」
1月25日、13時40分?15時40分。いろいろな物を工夫して飛ばす。小学生以上24人(付き添いの方も要予約)。無料。
申込み：1月4?10日に講座予約システムへ。

いずれも会場、問い合わせは子ども科学館
【電話】221-4152。
先着順(○は抽選)。

■七沢自然ふれあいセンターの催し
□親子収穫体験・しいたけのほだ木づくり
2月16日、10?15時。七沢自然ふれあいセンター。シイタケ栽培の原木「ほだ木」やきのこ鍋を作る。市内在住の親子30人。1人2000円(材料費、保険料)、2歳以下45円(保険料)。
申込み：1月9日までに七沢自然ふれあいセンターへ。抽選。

□ななさわ森のようちえん・森のたんけん隊
2月19日、14時?16時30分。七沢自然ふれあいセンター。森探検・遊びなど。市内在住の3?6歳の未就学児20人。500円(材料費、保険料)。
申込み：1月1?28日に講座予約システムへ。先着順。

□出張!天体観望会・街中から木星を観よう
2月21日、18?19時。厚木中央公園。天体望遠鏡で星を観察。市内在住の小学生以上50人(中学生以下は保護者同伴)。1人100円(材料費、保険料)。
申込み：1月15日までに七沢自然ふれあいセンターへ。抽選。

いずれも問い合わせは七沢自然ふれあいセンター
【電話】248-3500。
講座予約システム(インターネットで申し込み可)。

■ちびっこサンタパレード
12月21日、11?15時。アミューあつぎ。サンタクロースの仮装をして館内を行進。定員90人。無料。
申込み：不要。先着順。詳細はアミューあつぎHPに掲載。

問合せ：商業観光課
【電話】225-2840。

■にぎわい美化清掃
金曜、15時?15時30分(雨天中止)。セーフティステーション番屋に集合し、本厚木駅周辺のゴミを拾う。参加者にはまちのコイン「アユモ」を進呈。
申込み：不要。

問合せ：商業観光課
【電話】225-2840。

■あつぎ夢プロジェクト(市民協働提案事業)
□チアダンス体験会
1月11日、(1)10時～10時40分(2)11～12時。あつぎ市民交流プラザ。(1)3歳以上の未就学児(2)小学生各回30人。無料。
申込み：ファクスに氏名、電話番号を書き、12月16日?1月6日にあつぎ夢プロジェクト事務局【FAX】294-0888へ。先着順。

□芸能発表会
2月9日、13?16時。レンブラントホテル厚木。カラオケ大会予選入賞者の決勝大会や踊り、キッズダンスの発表。定員300人。1000円(入場料)。
申込み：不要。先着順。

いずれも問い合わせは文化魅力創造課
【電話】225-2508。

■厚木なかちょう大通り商店街落語会
12月28日、11時?12時30分。あつぎ市民交流プラザ。出演は林家彦丸。定員80人。800円。
申込み：不要。先着順。

問合せ：厚木なかちょう大通り商店街振興組合
【電話】225-3500。"
神奈川県厚木市,2024.12.15,広報あつぎ 第1437号（2024年12月15日発行）,催し(2),イベント,"■飯山観音白山・桜山ハイキングとロウバイ鑑賞
1月19日、9時15分?14時30分。飯山白山・桜山。あつぎ観光ボランティアガイドと飯山白山を登る。定員25人。500円(資料代、保険料)。
申込み：12月18?27日に東丹沢七沢観光案内所【電話】248-1102へ。先着順。

■やさしい漢方・おきゅう体験
1月19日、(1)10時?(2)12時?(各回180分)。元湯玉川館。おきゅう体験と漢方講座。食事・入浴付き。各回10人。4500円(食事・入浴代、講師代他)。
申込み：1月9日までに市観光協会HPまたは東丹沢七沢観光案内所【電話】248-1102へ。抽選。

■東京農業大学厚木キャンパス農友会ウインドオーケストラ部定期演奏会
12月27日、15時?17時30分。伊勢原市民文化会館。吹奏楽の演奏。無料。
申込み：不要。

問合せ：同部・小室
【電話】250-5444。

■語る・かたる・人権トーク
1月16日、13時30分?15時30分。海老名市文化会館。人権問題の講演(要約筆記・手話通訳あり)。定員340人。無料。
申込み：不要。先着順。

問合せ：国連NGO横浜国際人権センター
【電話】045-261-3855。

■親子で遊ぼう!台湾のおやつとお正月
1月19日、13時30分?16時。あつぎ市民交流プラザ。親子で台湾のおやつを食べながら正月遊びで交流。市内在住の小・中学生と保護者20人。大人600円・子ども400円(材料費)。
申込み：12月22日までに多言語広場セルラスHPへ。抽選。

問合せ：NPO法人多言語広場セルラス
【電話】090-6308-9804。

■市民スキー選手権大会
2月1日、9?12時。鹿沢(かざわ)スノーエリアスキー場(群馬県)。市内在住在勤在学の小学生以上40人。各クラス3位まで表彰。高校生以上3500円、中学生以下2500円。
申込み：12月15日?1月5日に市スキー協会HPへ。先着順。詳細は市スキー協会HPに掲載。

問合せ：小竹
【電話】080-5539-6338。"
神奈川県厚木市,2024.12.15,広報あつぎ 第1437号（2024年12月15日発行）,講座(1),講座,"■マルチメディアボランティアのスマホ・パソコン無料講座
□手ほどき
1月9・16・18・23・30日。基本操作・アプリ・インターネットなどの個別相談。各回6人(16・30日は各回4人)。

□表計算ソフトパソコン講座
1月(1)16日。基本操作や書式設定など健康管理表の作り方を学ぶ。(2)30日。関数の初歩から実用例を学ぶ。各回4人。

いずれも9時30分?11時30分。あつぎ市民交流プラザ。無料。
申込み：12月16日から各受講日の前日12時までにDX推進課【電話】225-2457へ。先着順。スマートフォン・パソコンをお持ちください。

■自治会活性化講座
(1)1月11日、10時30分?12時30分。荻野運動公園。2月(2)8日、14?16時。文化会館。(3)12日、19?21時。あつぎ市民交流プラザ。自治会運営の事例や取り組みを紹介。各回80人。無料。
申込み：(1)12月24日(2)(3)1月14日までに市民協働推進課【電話】225-2101へ。抽選。

■救急救命講習会
□応急手当普通救命講習会(小児・乳児対象)
1月14日、13時30分?16時30分。

□応急手当普通救命講習会
1月25日、9?12時。

いずれも消防本部。応急手当ての重要性、心肺蘇生法、自動体外式除細動器(AED)の取り扱いなどを学ぶ。市内在住在勤在学の中学生以上30人。無料。
申込み：12月16?24日に救急救命課【電話】223-9365へ。抽選。講座予約システム(インターネットで申し込み可)。

■パソコン要約筆記講習会
1月20日?3月17日の月曜(全8回。2月24日を除く)、13時30分?15時30分(1月20日は13時10分?)。保健福祉センター。音声情報を文字にして聞こえにくい方に伝える方法を学ぶ。ウィンドウズ10以上対応のノートパソコンがある市内在住在勤在学の18歳以上15人。無料。
申込み：直接、電話またはハガキ、ファクス、Eメールに講座名、〒住所、氏名(ふりがな)、年齢、電話番号、Eメールアドレス、託児希望の有無、市外在住の方は勤務・通学先を書き、12月15日?1月15日(必着)に〒243-8511障がい福祉課【電話】225-2221【FAX】224-0229【メール】2100@city.atsugi.kanagawa.jpへ。先着順。講座予約システム(インターネットで申し込み可)。

■フレイルチェック
(1)1月21日、13時30分?15時30分(2)2月21日、10時?11時30分(全2回)。あつぎ市民交流プラザ。フレイル(加齢で筋力や心身の活力が低下した状態)の測定と対策を学ぶ。市内在住の65歳以上20人(既受講者を除く)。無料。
申込み：直接、電話またはハガキに講座名、〒住所、氏名、生年月日、電話番号を書き、12月26日(必着)までに〒243-8511地域包括ケア推進課【電話】225-2388へ。抽選。講座予約システム(インターネットで申し込み可)。

■家庭教育講演会
1月31日、10?12時。あつぎ市民交流プラザ。「教育資金のリアル・教育資金準備を見据えた将来の資金計画」がテーマの講演。市内在住で未就学児の保護者15人(託児あり。1歳?小学3年生10人。要予約)。無料。
申込み：12月16日?1月10日に市民協働推進課【電話】225-2511へ。先着順。

■いつもの生活にちょい足し!今日からできるプラスワン
2月6日、14時?15時30分。保健福祉センター。保健師による健康な体を維持する講話と運動指導士による運動の実践。血管年齢・骨健康度測定も実施。市内在住の40歳以上20人。無料。
申込み：1月16日までに健康医療課【電話】225-2201へ。抽選。講座予約システム(インターネットで申し込み可)。

■聴覚障がいの基礎知識講演会
1月20日、13時30分?15時30分。保健福祉センター。県聴覚障害者福祉センター職員による、聞こえや難聴者・中途失聴者の現状支援の解説、コミュニケーション方法などの講演。10人(Zoomでも参加可)。無料。
申込み：直接、電話またはハガキ、ファクス、Eメールに講座名、〒住所、氏名(ふりがな)、電話・ファクス番号、Eメールアドレス、希望の参加方法(会場・Zoom)を書き、12月15日?1月15日(必着)に〒243-8511障がい福祉課【電話】225-2221【FAX】224-0229【メール】2100@city.atsugi.kanagawa.jpへ。先着順。講座予約システム(インターネットで申し込み可)。"
神奈川県厚木市,2024.12.15,広報あつぎ 第1437号（2024年12月15日発行）,講座(2),講座,"■ボランティア・誘導法講座
1月25日?2月22日の土曜(全5回)、13時30分?15時30分。保健福祉センター(2月15日はあつぎ市民交流プラザ)。目が不自由な方の歩行サポートやイベントを楽しむための講座。市内在住の18歳以上10人。無料。
申込み：電話またはファクスに講座名、〒住所、氏名(ふりがな)、年齢、電話番号を書き、1月17日(必着)までに市ボランティアセンター【電話】225-2789【FAX】222-7440へ。抽選。

■健康運動指導士による運動講座
2月14・27日、(1)9時30分?(2)10時45分?(各回45分)。保健福祉センター。健康運動指導士による正しい歩き方、腰痛・膝痛予防の運動、おなか周りをスッキリさせる体操などの講習と実技。市内在住で要介護認定されていない18歳以上50人。無料。
申込み：1月10日までに健康医療課【電話】225-2201へ。抽選。講座予約システム(インターネットで申し込み可)。

■ゲートキーパー養成講座
2月26日、10時30分?12時。保健福祉センター。身近な人の心の不調のサインに気づき、声かけや傾聴、適切な相談機関につなぐ「ゲートキーパー」になるための知識を学ぶ。市内在住の方50人。無料。
申込み：1月31日までに健康医療課【電話】225-2201へ。抽選。講座予約システム(インターネットで申し込み可)。

■あつぎスポーツアカデミー
◇湘南ベルマーレ小学生体力づくり
1月13日、13時30分?14時30分。ラグビー体験。市内在住在学の小学1?3年生20人。500円。

◇中学生ソフトテニス
1月16・23・30日、2月6・13・20・27日、3月6・13日(全9回)。19時?20時50分。基礎技術の講習。市内在住在学の中学生15人。無料。

□幼児運動
1月24・31日、2月7・14・21・28日(全6回)。16時30分?17時30分。跳び箱、鉄棒、柔軟体操を体験。市内在住の5・6歳の未就学児10人。各回500円。

◇キッズ野球
1月26日、10時?11時30分。スポンジボールなどでキャッチボールやバッティングを体験。市内在住の年中?小学2年生30人。500円。

◇松蔭大学バスケットボール
1月26日、(1)13時?…市内在住在学の小学生の初心者20人(2)15時?…市内在住在学の小学3?6年生の経験者20人(各回90分)。女子バスケットボール部の教室。500円。

いずれも南毛利スポーツセンター。
申込み：ハガキ、ファクス、Eメールに教室名、〒住所、氏名(ふりがな)、電話番号、□は年齢◇は学年を書き、12月25日(必着)までに、〒243-0039温水西1-27-1スポーツ協会【電話】247-7212【FAX】248-7151【メール】info@atsugi-sports.comへ。抽選。

■スポーツ教室
□初・中級卓球教室
1月11・18・25日(全3回)、10?12時。南毛利スポーツセンター。市内在住在勤在学の小学生以上30人。2000円。

□ジュニアバドミントン教室
1月11・18・25日、2月8・15日(全5回)。13時30分?15時30分。南毛利スポーツセンター。市内在住の小・中学生40人。2000円。

□初心者空手道教室
1月12・19・26日(全3回)、10時?11時30分。東町スポーツセンター。市内在住在勤在学の小学生以上20人。800円。

□キッズテニス教室
1月19日、(1)10時?(2)13時30分?(各回120分)。南毛利スポーツセンター。(1)市内在住の年中?小学3年生30人(2)市内在住の年中?小学6年生30人。各回800円。

◇スキー教室
2月7?9日。斑尾(まだらお)マウンテンリゾート(長野県)。市内在住在勤の方30人(児童・生徒を除く)。4万円(宿泊・朝夕3食・バス代他)。

いずれも基礎技術の講習。
申込み：ハガキ、ファクス、Eメールに教室名、〒住所、氏名(ふりがな)、年齢、学年、電話番号を書き、□12月25日◇1月3日(必着)までに〒243-0039温水西1-27-1スポーツ協会【電話】247-7212【FAX】248-7151【メール】info@atsugi-sports.comへ。抽選。

■高齢者・障がい者虐待防止講演会
1月29日、14?16時。あつぎ市民交流プラザ。社会福祉士の体験談や意見交換を通じて、虐待に気づくポイントや受けた方へのケアを学ぶ。市内在住在勤の方50人。無料。
申込み：12月16日?1月22日に市権利擁護支援センターあゆさぽ【電話】225-2939へ。先着順。

■厚木ジュニアスキーキャンプ
3月8・9日(1泊2日)。菅平(すがだいら)高原スノーリゾート(長野県)。初心者も楽しめるスキー教室。小学3?6年生70人。2万9000円(宿泊・講習費他)。
申込み：1月3?9日に市スキー協会HPへ。抽選。

問合せ：市スキー協会・青木
【電話】090-1457-0168。

■バドミントン講習会
2月7・14・21・28日(全4回)、9?12時。南毛利スポーツセンター。初心者向けの講習。市内在住在勤の18歳以上30人。2500円(保険料他)。
申込み：Eメールに〒住所、氏名、電話番号を書き、12月15日?1月31日に市レクリエーションバドミントン協会・松村【電話】090-5210-3724【メール】rec.bad-@outlook.jpへ。先着順。"
神奈川県厚木市,2024.12.15,広報あつぎ 第1437号（2024年12月15日発行）,子育て,子育て,"■中央図書館の催し
□おひざにだっこのおはなし会
12月25・26日、(1)10時30分?(2)11時30分?(各回30分)。歌・手遊び、人形劇、紙芝居の読み聞かせなど。1?4歳程度の幼児と保護者各回12組。
申込み：不要。

□こどもえいがかい
12月27日、(1)11時?11時30分(2)14時?14時50分。子ども向けの映画上映会。(1)くまのがっこう「ジャッキーのじてんしゃりょこう」「手ぶくろを買いに」(2)「ブレーメンの音楽隊」「雪渡り」。3歳以上各回50人(幼児は保護者同伴)。
申込み：不要。

○ブックスタート
12月28日…中央図書館。1月15日…アミューあつぎ。10時30分?11時30分。読み聞かせの方法や年齢に応じた絵本を5分程度で紹介し、1冊進呈。市内在住で2023年4月2日以降に生まれた赤ちゃんと保護者(赤ちゃん1人1回)。生後4カ月頃からが最適。母子健康手帳をお持ちください。
申込み：不要。事前に予約し、第2・3木曜の11?12時、14?15時に中央図書館でも可
絵本などのプレゼントのみ：
(1)中央図書館…9?17時
(2)依知北・睦合北・小鮎・玉川・相川・森の里・睦合西公民館の図書室…10時?12時30分、13時30分?17時
(3)荻野・南毛利公民館の図書室…10?17時
(4)移動図書館わかあゆ号…巡回時。
母子健康手帳をお持ちください。

□おはなし会
1月4・5・11・12・18・19・25・26日、14時?14時30分。素話や絵本と紙芝居の読み聞かせなど。4歳?小学2年生程度各回12人。
申込み：不要。

いずれも中央図書館。無料。□は先着順。

問合せ：中央図書館
【電話】223-0033。

■ベビーマッサージ
(1)1月17日(2)31日、10時30分?11時30分。あつぎ市民交流プラザ。オイルを使ったマッサージで赤ちゃんとの関わり方を学ぶ。市内在住の保護者各回15人(生後1?6カ月の赤ちゃん同伴。保護者は1組2人まで)。各回300円(オイル代)。
申込み：(1)12月12日?1月8日(2)1月9?22日に子育て支援センター【電話】225-2922へ。抽選。講座予約システム(インターネットで申し込み可)。

■親子ふれあい遊び
◇2歳児
1月21日。市内在住の2歳児と保護者15組。

○7カ月?歩き始めの子ども
1月24日。市内在住の生後7カ月?歩き始めの子どもと保護者15組。

□1歳児
1月30日。市内在住の1歳児と保護者15組。

いずれも◇□10時30分?○13時30分?(各回50分)。あつぎ市民交流プラザ。親子で触れ合い遊びを楽しむ。無料。
申込み：○12月5?15日◇12月16日?1月10日□12月16日?1月21日に子育て支援センター【電話】225-2922へ。抽選。講座予約システム(インターネットで申し込み可)。

■子育てリフレッシュ講座
1月25日、10?12時。アミューあつぎ。ヨガ教室。市内在住の未就学児の保護者20人(託児あり。3カ月以上の子ども20人)。500円。
申込み：電話または子育て支援センター、市HPにある申込書を、郵送、Eメールで12月16日?1月6日(必着)に〒243-8511子育て支援センター【電話】225-2922【メール】kosodate@city.atsugi.kanagawa.jpへ。抽選。講座予約システム(インターネットで申し込み可)。

■一緒に伸ばす赤ちゃんの発達
1月30日、10時?11時30分。保健福祉センター。理学療法士による「子どもの発達を促す体を使った遊び」がテーマの講義と親子遊び。市内在住の7カ月?歩き始め前の子どもと保護者15組。無料。
申込み：12月16日?1月9日にこども家庭センター【電話】225-2597へ。抽選。

■プレパパママ教室・赤ちゃんを迎えた生活を考えよう
2月8日、10時?12時30分。保健福祉センター。出産後の生活の変化や親の役割、赤ちゃんの成長発達を学ぶ。希望者に沐浴(もくよく)体験あり。市内在住で初めて親になる方15組。無料。
申込み：1月28日までにこども家庭センター【電話】225-2597へ。抽選。"
神奈川県厚木市,2024.12.15,広報あつぎ 第1437号（2024年12月15日発行）,募集,その他,"■会計年度任用職員の登録者
職員の欠員や出産休暇などの際、補助業務に当たる職員の登録者を随時募集します。
職種：一般事務、保育士、保健師など
任期：最長1年
対象：18歳以上(職種によって要資格)
採用の流れ：
(1)申込書を提出
(2)書類選考
(3)選考結果により面接
(4)任用開始。
申込み：職員課や市HPにある申込書と小論文を直接、職員課【電話】225-2070へ。詳細は市HPに掲載。

■多文化共生アドバイザー
外国籍市民が市役所で手続きをする際に通訳をする方を募集します。
対象：ベトナム語で手続きの通訳や申請書などの記入例などの簡易な翻訳ができる方
頻度：月2回程度(1回2時間程度)
場所：市役所本庁舎
報酬：1時間2000円。
申込み：市民協働推進課や市HPにある申込書を1月15日(必着)までに直接または郵送、Eメールで〒243-8511市民協働推進課【電話】225-2215【メール】2800@city.atsgui.kanagawa.jpへ。面接あり。

■地下道活性化提案事業
本厚木駅前東口地下道の活性化を推進する事業を募集します。
対象：4月1日?2026年3月31日に実施する事業。
申込み：企画政策課または市HPにある応募用紙を、12月16日?1月17日に企画政策課【電話】225-2450へ。結果は2月下旬に通知。

■飯山楽菜園・飯山農楽校(のらっこ)の利用者
□飯山楽菜園
所在地：飯山3588他
募集数：40区画
費用：4万円(種苗・農機具代など)
期間：3月中旬?2026年1月31日。
申込み：電話またはファクスに、〒住所、氏名、電話番号を書き、1月31日までに飯山楽菜園管理組合・志村【電話・FAX】241-1946へ。飯山楽菜園HPからも申し込み可。抽選。

□飯山農楽校
所在地：飯山4094他
募集数：
(1)20平方メートル20区画
(2)30平方メートル30区画
費用：
(1)1万円
(2)苗・肥料込み3万7000円
(農具代含む)
期間：3月15日?2026年1月31日。
申込み：電話またはファクスに、〒住所、氏名、電話番号を書き、12月15日から飯山農楽校・渡辺【電話】090-1843-1117【FAX】241-3295へ。先着順。

■電話相談員ボランティア
精神的な救いや励ましを求める方と電話で対話するボランティアの方を募集します。
対象：
(1)2025年3月31日時点で23歳以上
(2)活動の理念に賛同
(3)1年間の養成講座に参加できる(毎週2時間と宿泊研修2回)
(4)月2回活動できる
?の全てを満たす方。
申込み：2月10日までに横浜いのちの電話事務局【電話】045-333-6163へ。"
神奈川県厚木市,2024.12.15,広報あつぎ 第1437号（2024年12月15日発行）,お知らせ(1),その他,"■新年を迎える前に「未病センターあつぎ」で健康チェック
体脂肪や骨格筋量、血管年齢、脳年齢などを測定できます。
場所：保健福祉センター
時間：平日9?12時、13?16時
対象：20歳以上
費用：無料。
申込み：不要。

問合せ：健康医療課
【電話】225-2201。

■歳末火災特別警戒
「守りたい　未来があるから　火の用心」をスローガンに特別警戒を実施します。外出前や就寝前には、火の元を確かめましょう。
期間：12月25?31日。

問合せ：警防課
【電話】223-9368。

■社会保険料控除の対象となる保険料額の通知
2024年中に納めた(1)国民健康保険料(2)後期高齢者医療保険料(3)介護保険料は、所得税や市・県民税の申告時に社会保険料控除の対象となります。対象者には1月中旬にハガキを送付。

問合せ：
(1)国保年金課【電話】225-2123
(2)国保年金課【電話】225-2223
(3)介護福祉課【電話】225-2393。

■国民年金付加年金制度
定額保険料に付加保険料(月額400円)を追加で納めた場合、老齢基礎年金に付加年金が上乗せされ、受け取る年金額が増えます。申し込みをした月分から納付できます。
対象：国民年金第1号被保険者と64歳以下の任意加入被保険者(国民年金基金に加入中、保険料の免除、納付猶予、学生納付特例を受けている方は除く)。
申込み：基礎年金番号の分かる書類を持ち、国保年金課【電話】225-2121へ。

■2025・26年度小規模工事(修繕)受注希望者の登録
市の競争入札に参加しない事業者に公共施設などの小規模工事(修繕)の受注機会を拡大する制度です。既登録者も申請が必要。
受注範囲：
・工事…1件130万円以下。
・修繕…1件50万円以下
有効期間：4月?(2年間)。
申込み：市HPにある申請書を直接または簡易書留で1月6日?2月28日(必着)に〒243-8511契約検査課【電話】225-2080へ。

■中小企業退職金共済・特定退職金共済掛け金の一部補助
対象：
(1)市内で継続して1年以上事業を経営
(2)2017年2月以降に共済契約を結び25年1月1日現在も継続(適格退職年金制度からの移行、退職手当共済制度の加入は除く)
(3)従業員数が300人以下
(4)市税を完納
?の全てを満たす事業主
補助額：従業員(パートを含む)1人につき払い込み掛け金の10分の1(月の上限700円)。
申込み：1月1?31日に市HPへ。

問合せ：
産業振興課【電話】225-2585
(特定退職金共済は厚木商工会議所【電話】221-2151)。

■中小企業利子補給金申請書の送付
市の融資制度などを利用して利子補給を受ける事業者に、12月下旬に申請書を送ります。借入金融機関へ早めに提出してください。

問合せ：産業振興課
【電話】225-2830。"
