自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
岡山県倉敷市,2025.02.01,広報くらしき 2025年2月号,表紙の説明 「くらちゃん健幸アプリ」,その他,"・「くらちゃん健幸アプリ」は歩いたり体重を記録したりすると、毎日ポイントがたまるよ!(健康づくりマスコットキャラクター「健康くらちゃん」)
・千ポイントためると毎月抽選でデジタルギフト券が当たるん?私もアプリを入れてみようかな!(健康づくり自主グループ「健康くらちゃんつきいち会」の三宅さん)
・今日は4千歩ウオーキングしたから2020ポイントたまったよ!(健康づくり自主グループ「健康くらちゃんつきいち会」の三上さん)"
岡山県倉敷市,2025.02.01,広報くらしき 2025年2月号,ファジアーノ岡山の2025明治安田J1リーグが開幕!,スポーツ,"ファジアーノ岡山は、昨年12月7日のJ1昇格プレーオフ決勝を制し、クラブ初となる悲願のJ1昇格を決めました。2月15日(土)に行われるホームでの京都サンガF.C.との対戦を皮切りに、ついにJ1での戦いが開幕します。
ファジアーノ岡山は倉敷を拠点に活動していたチームが原点であり、倉敷市はファジアーノ岡山のホームタウンの1つです。ホームで、アウェーで、みんなで応援しましょう!

昨年12月13日、木山隆之監督・柳育崇副キャプテン・田上大地選手・神谷優太選手・木村太哉選手会長・森井悠社長が、倉敷市役所を訪問し、市民や職員約400人が出迎える中、伊東市長にJ1昇格を報告しました。

■2025明治安田J1リーグ　2月・3月の日程
<img class=""alignnone size-full wp-image-9197157"" src=""https://mykoho.jp/wp-content/uploads/2025/01/sn_kurashiki250201_1.png"" alt="""" width=""712"" height=""250"" />

■小学生対象の「夢チケ」はホーム応援エリア(自由席)に無料で入場できます
申込方法など詳しくは、ファジアーノ岡山ホームページで確認を。
定員：300人
申込期間：試合日の2カ月前?チケット一般販売開始の5日前(開幕戦などシーズン序盤戦は調整)。多数の場合は抽選し、当落を一般販売開始の3日前に通知

問合せ：
本庁スポーツ振興課【電話】426-3855
ファジアーノ岡山スポーツクラブ【電話】086-948-5654"
岡山県倉敷市,2025.02.01,広報くらしき 2025年2月号,〔特集1〕スマホで始めよう!くらちゃん健幸(けんこう)アプリ,くらし,"くらしき健康ポイント事業「くらちゃん健幸アプリ」は、アプリ「グッピーヘルスケア」の倉敷市版です。歩数・食事・体重・血圧・健診などを記録したり、健康に関するイベントに参加したりすることでポイントがたまり、1,000ポイント以上ためると、なんと毎月抽選で500円分のデジタルギフト券が当たります(応募は必要ありません)。
健康づくりになかなか一歩を踏み出せなかったあなた!アプリを活用して、楽しく取り組んでみませんか?
対象：18歳以上で市内在住・通勤・通学の人
参加費：無料

■参加方法
(1)アプリ「グッピーヘルスケア」を2次元コード(本紙参照)からインストール
※Androidを利用している人は、「Google　Fit」も同時にインストールし、必ず連携してください。
(2)プロフィールを入力後、左上の「+」ボタンをタップして、自治体の中から倉敷市を選択して項目を追加
(3)地域と加入している健康保険を選択し、サービスコード「33202」を入力した後、「追加する」をタップすることで「くらちゃん健幸アプリ」としての設定が完了します

■1日で獲得できるポイント例
・アプリを起動…10ポイント
・4,000歩歩く…20ポイント(たくさん歩くほどポイントがたまります)
・体重を記録…5ポイント
・食事を記録…5ポイント
・血圧を記録…5ポイント
・睡眠時間を記録…5ポイント
・休肝日を設ける…5ポイント
合計55ポイント

◇その他、健診受診やイベント参加でさらに…!
・健康診断・人間ドックを受診…300ポイント(年度で1回限り)
・市指定の健康づくりのイベントに参加…50?100ポイント

◇1,000ポイント以上ためると毎月抽選で500円分デジタルギフト券が当たる!
※PayPayマネーライトは出金不可です。
※本プログラムは(株)グッピーズによる提供で、本プログラムについての問い合わせはAmazonでは受け付けていません。(株)グッピーズ【電話】03-5908-3883へお願いします。
※Amazon、Amazon.co.jpおよびそれらのロゴはAmazon.com,Inc.またはその関連会社の商標です。
※「QUOカードPay」もしくは「クオ・カードペイ」およびそれらのロゴは(株)クオカードの登録商標です。

■代表的な機能
歩く・体重・睡眠・エクササイズ・お酒・食事・健診・走る・メンタル・生理・禁煙・ラジオ体操など、16種類以上の健康管理機能があります。
また、市からの健康情報や健康づくりに関するイベント情報もお知らせします。

問合せ：
アプリの使い方について…(株)グッピーズ【電話】03-5908-3883
くらしき健康ポイント事業について…市保健所健康づくり課【電話】434-9820"
岡山県倉敷市,2025.02.01,広報くらしき 2025年2月号,〔特集2〕倉敷の老舗,しごと,"市内には、激動の時代変遷の中で、さまざまな困難を乗り越えながら、長年にわたり家業の理念を堅実に守り、伝統の産業を継承してきた企業が数多くあります。市では、100年以上市内に主たる事務所を置き、市の経済発展に貢献している企業を老舗企業とし、「倉敷の老舗」として顕彰しています。
今年度は、大正12年以前に創業した8社へ、これまでの功績をたたえるとともに地域経済への貢献に感謝の意を込めて、感謝状を贈呈しました。

■(有)下津井造船所
所在地：大畠2-6-19
創業年：1868(明治元)年
現在の事業：各種船舶・海洋構造物の修繕
下津井港に寄港していた北前船の修繕に始まり、主に木造漁船の建造・修繕をする「柏山造船所」を創業。その後、新たに鉄鋼船の修繕を始めました。現在修繕する船舶は、観光船からバンカー船など多岐にわたり、浮き桟橋などの海洋構造物の修繕も行っています。十数年前から個人のレジャー用船舶の修繕・メンテナンスも開始。現在代表を務める中奥光夫さんは、長年の経験と「まじめにコツコツ」の精神で、社を率いています。

■(有)ヒルトップ
所在地：中央1-10-11(事務所)
創業年：1910(明治43)年
現在の事業：不動産賃貸
初代・上岡嘉七が「上岡石炭商店」を創業して石炭の卸・小売りを開始。その後、山陽新幹線の岡山駅延伸に伴う観光ブーム到来に合わせて石炭置き場を貸駐車場に転用。平成5年には、その場所に現在の倉敷美観地区の倉敷デニムストリートとなる建物を造り、企業への不動産賃貸業に業種転換しました。同建物のトイレを無料で開放するなど、4代目・修作さんは、事業を通して地域の観光をサポートしています。

■(有)マルイケ
所在地：船穂町船穂5039
創業年：1916(大正5)年
現在の事業：みそ・醤油製造
初代・兼信泰次郎が「兼信味噌(みそ)醤油醸造工場」を創業。家屋と醸造場が丸い池のほとりにあり、それが屋号の由来となりました。現在も同じ場所で製造を続け、変わらぬ手作りの味を届けています。主力商品の「いなか味噌」は、今では少なくなった室(むろ)で作る米麹(こうじ)を使用しており、甘さがあって老若男女を問わず評判。4代目・史宏さんは、米麹と創業以来使い続けている蔵の独自の酵母により自慢の味を作り出しています。

■(有)佐藤製麺所
所在地：川西町7-22
創業年：1921(大正10)年
現在の事業：製麺業
初代・佐藤小梅が「佐藤製麺所」を創業。飲食店や水島地区の工場給食へ、うどんや焼きそばなどのゆで麺やゆでそば、生ラーメンを販売してきました。1968(昭和43)年には学校給食の指定を受け、現在もソフト麺などを市内の小・中学校に提供し続けています。地元のスーパーや小売店などにも納品しており、お客さんに喜んでもらうため、3代目・省吾さんや息子の文雄さん・修二さんを中心に、誠心誠意心を込めて製造を続けています。

■カモ井加工紙(株)
所在地：片島町236
創業年：1923(大正12)年
現在の事業：各種粘着テープ、捕虫製品製造
初代・鴨井利郎が「カモ井のハイトリ紙製造所」を創業し国産のハエ取り紙の製造を開始。その後、新たな顧客ニーズを捉え、粘着テープの製造に着手。現在は工業用テープを主力としており、粘着テープ、捕虫製品の市場は国内外に広がっています。近年では、文具・雑貨用マスキングテープの「mt」が大ヒット。創業以来の「粘着」の技術を核として、4代目・尚志さんを先頭に、今までの発想にとらわれない、社会に役立つ製品を送り出しています。

■(有)食器のみつはた
所在地：阿知2-6-26
創業年：1923(大正12)年
現在の事業：食器販売
初代・光畑太郎が「カネタ陶器店」を創業して陶器の小売りを開始。以来、陶器の販売一筋。強みは壁を埋め尽くすほどの商品の多さで、店内には和洋の食器、花器などが所狭しと並んでいます。3代目・芳浩さんは、インターネット販売を開始するなど、時代に応じて新しいものを取り入れるため日々の勉強は欠かしません。創業以来「生真面目すぎるくらいの商売」を心掛け、歩みを進めています。

■つちや産業(株)
所在地：児島味野6-9-2
創業年：1923(大正12)年
現在の事業：ドライバーズユニホームなどの被服製造業
初代・永山久吉が「千里足袋(株)」を創業して足袋製造を開始。その後、学生服の製造にも事業を拡大しました。現在はユニホームなどの被服製造業を主力としています。制服は長く供給しなければならないため、同じ素材・色の安定した品質の商品を提供しています。昨年10月からは、幅広い体型に対応した新ブランド「Gorilla(ゴリラ)Suit(スーツ)」の販売も始めました。4代目・司さんが社を率い、多くの人にとって着心地の良い製品づくりを進めています。

■(有)佐藤建具
所在地：茶屋町163
創業年：1923(大正12)年
現在の事業：建具・家具の製造、取り付け
初代・佐藤猪都二が「佐藤建具店」を創業して建具の製造を開始。茶屋町小学校の前身の茶屋町国民学校の建具も手掛けました。現在は住宅や店舗の幅広い要望に応じて、伝統的な組子建具の他、モダンな建具・家具など多様な製品を作っています。「建具は、デザインや素材・色などにより住空間の表情をがらりと変えるもの」と語る3代目・雅弘さん。創業から一貫した「お客さまに喜んでいただけるものづくり」の実績が、現在につながっています。

問合せ：本庁くらしき地域資源推進室
【電話】426-3406"
岡山県倉敷市,2025.02.01,広報くらしき 2025年2月号,〔特集3〕税の申告はお早めに!,くらし,"令和6年(1月1日?12月31日)の収入を対象とした、市県民税の申告と所得税・復興特別所得税の確定申告の申告会場を開設します。申告書の提出(市県民税を除く)は、2月14日(金)以前でも各税務署で受け付けています。期間中の混雑緩和のため、早めの申告をお願いします。
※各税務署から申告の案内を受け取っている人は、案内状記載の申告会場で、スマホを利用して確定申告書を作成してください。(1)マイナンバーカード(2)利用者証明用電子証明書のパスワード(数字4桁)(3)署名用電子証明書のパスワード(英数字6文字以上16文字以下)を準備して、申告会場へ来場してください。

■申告時の注意事項(市県民税、所得税・復興特別所得税の共通事項)
・ふるさと納税を行い、ワンストップ特例を利用した人が医療費控除などの確定申告をした場合は、ワンストップ特例は無効となるため、確定申告で寄付金控除を受ける必要があります。
・確定申告書第二表の「住民税・事業税に関する事項」欄は、市県民税・事業税の算定に必要な内容です。該当する項目がある人は必ず記入してください。
※特に、配当や株式の譲渡所得の申告で、すでに特別徴収された市県民税額がある場合や、ふるさと納税などの寄付をした場合は、記入した場合のみ控除が受けられます。

■市県民税
◇申告相談会場・日時(市県民税の申告のみが対象)
・本庁2階207会議室・児島支所・玉島支所…2月17日(月)?3月17日(月)
・船穂支所…2月19日(水)
・庄公民館…2月21日(金)
・茶屋町支所…2月26日(水)
・水島支所…3月3日(月)?7日(金)
・真備支所…3月11日(火)?14日(金)。各会場とも受付時間は9時?16時((土)(日)(祝)(休)除く)

◇申告が必要な人
令和7年1月1日現在で市内に住所があり、次の要件のいずれかに該当する人。ただし、所得税・復興特別所得税の確定申告をした人は必要ありません。
(1)給与所得者で、給与以外の所得(個人年金など)が20万円以下の人
(2)年金受給者で、年金に係る雑所得以外の所得が20万円以下の人
(3)給与所得者や年金受給者以外の個人年金や一時所得などがある人で、1年間の所得金額の合計額が基礎控除額、配偶者控除額および扶養控除額の合計額を超える人

◇申告に必要なもの
(1)申告書
(2)マイナンバーカードまたは通知カードおよび運転免許証などの身分証明書
(3)収支内訳書(事業所得などがある人は必ず持参)など
(4)収入や必要経費の計算ができる資料
(5)社会保険料の資料(国民健康保険料の支払額が分かるものなど)
(6)生命保険料、個人年金保険料、介護医療保険料、地震保険料の支払額の証明書など
(7)給与や年金の源泉徴収票
(8)医療費控除を受ける人は、医療費控除の明細書
(9)寄付金控除を受ける人は、寄付金の領収書など

◇市県民税申告書の作成はインターネットで!
詳しくは、市ホームページで確認を。申告書は印刷し、必要書類を添付して郵送か窓口で。

問合せ：本庁市民税課(〒710-8565西中新田640)
【電話】426-3181

■所得税・復興特別所得税
◇申告・納税期限
3月17日(月)

◇振替納税を利用する場合の振替日
4月23日(水)

◇申告相談会場・日時
会場への入場には入場整理券が必要です。入場整理券は各会場で当日配布(なくなり次第終了)します。2月17日相談分から、右記国税庁LINE公式アカウントでの事前発行も可能です。
<img class=""alignnone size-full wp-image-9197163"" src=""https://mykoho.jp/wp-content/uploads/2025/01/sn_kurashiki250201_2.png"" alt="""" width=""482"" height=""225"" />
※イオンモール倉敷に申告会場を設置している間、倉敷税務署では申告相談を行っていません。

◇申告が必要な人
(1)事業所得や不動産所得などがあり、1年間の所得金額の合計額が所得控除の合計額を超える人
(2)土地・建物などを譲渡した人
(3)給与収入が2,000万円を超える人
(4)給与を1カ所から受けていて、給与所得や退職所得以外の所得の合計額が20万円を超える人
(5)給与を2カ所以上から受けている人

◇申告に必要なもの
市県民税の申告に必要なものと同じ。住宅借入金等特別控除を受ける人は、家屋の登記事項証明書の写し、売買契約書の写しまたは請負契約書の写し、住宅取得資金などの借入金の年末残高証明書など。所得税・復興特別所得税が還付される場合、通帳など振込先の分かるもの

問合せ：倉敷【電話】422-1201・児島【電話】472-2630・玉島【電話】522-3121の各税務署

■確定申告はマイナンバーカードでe-Tax提出を
マイナポータル連携により、各種証明書などのデータを一括取得し、確定申告書の該当項目へ自動入力できます。給与の源泉徴収票をスマホで撮影すると自動で入力でき、青色申告決算書・収支内訳書もスマホで作成できます。

◇国税庁ホームページ確定申告特集
確定申告に係る事前準備などの情報を紹介しています。

◇税務相談チャットボット
確定申告やインボイス制度などの質問に人工知能(AI)が回答します。"
岡山県倉敷市,2025.02.01,広報くらしき 2025年2月号,私たちの市民憲章,くらし,"<img class=""alignnone size-full wp-image-9197170"" src=""https://mykoho.jp/wp-content/uploads/2025/01/sn_kurashiki250201_3.png"" alt="""" width=""298"" height=""417"" />

■市民憲章とは
「市民共通の願い」「市民生活の心のよりどころ」として、昭和47年2月1日の制定から53年となります。環境、子どもの成長、健康長寿、平和、安全、働くよろこび、教養や個性ある文化、世界との協働などを表す内容は、現在、世界が取り組んでいる「持続可能な社会をつくる」というSDGsの理念に通じるものになっています。制定当時から先見性を持ち、市民の大きな期待や思いを込めて、市の進むべき方向を示しています。

■市民憲章の推進
47年7月に、倉敷市民憲章推進協議会が発足され、現在49団体が加盟し、市民憲章の周知を図るとともに、市民協働の力で、より快適なまちをつくるため、各団体が活動しています。「?します」という決意型の市民主体の憲章を声に出して読んでみて、まちづくりについて考えるきっかけにしてみませんか。

問合せ：本庁市民活動推進課
【電話】426-3107"
岡山県倉敷市,2025.02.01,広報くらしき 2025年2月号,民間保育園・認定こども園就活フェア?ここからスタート!を開催,しごと,"市内に認可保育園・認定こども園などを設置する社会福祉法人などが集まり、就職説明会を開催。無料。申し込み不要

日時：2月15日(土)13時半?15時半
場所：環境交流スクエア(水島愛あいサロン)
対象：保育士資格があり、保育士登録済みの人(取得見込み可)。学生・既卒者・家族も参加可

問合せ：
倉敷市民間保育所協議会事務局(市社会福祉協議会内)【電話】434-3381
本庁保育・幼稚園課【電話】426-3367"
岡山県倉敷市,2025.02.01,広報くらしき 2025年2月号,すみっこまちコラボスタンプラリーin倉敷市,イベント,"人気キャラクター「すみっコぐらし」と一緒にまちを盛り上げるコラボスタンプラリーを開催します。市観光休憩所か児島駅観光案内所で台紙を受け取り、「すみっこポイント」4カ所のスタンプを集めて、台紙を市観光休憩所か児島駅観光案内所へ持っていくと、オリジナル缶バッジがもらえます(先着3千人)。さらに抽選で400人にオリジナルマスキングテープもプレゼント!

期間：2月1日(土)?3月23日(日)
スタンプ設置場所：市観光休憩所(台紙も配布)、鷲羽山ビジターセンター、旧野?家住宅、ベティズストア(ベティスミスジーンズミュージアムandヴィレッジ内)
参加費：無料

問合せ：倉敷観光コンベンションビューロー
【電話】421-0224"
岡山県倉敷市,2025.02.01,広報くらしき 2025年2月号,新しいあんこスイーツとの出会いを楽しめる 備中あんたび3,イベント,"備中エリアにあるあんこスイーツと観光スポットを巡るスタンプラリー。「あんことペアリング」をテーマに、各参加店舗があんこと相性の良い食材や飲み物を組み合わせたオリジナルあんこスイーツを開発。テレビ番組など多くのメディアに出演している、日本あんこ協会のにしいあんこ会長が監修協力。集めたスタンプ数に応じて、抽選プレゼントや、日本あんこ協会オリジナルの「備中あんバサダー認定証」の贈呈もあります。

期間：3月16日(日)まで
場所：倉敷市・新見市・高梁市・総社市・矢掛町にある16店舗と観光スポット5カ所

問合せ：本庁観光課
【電話】426-3411"
岡山県倉敷市,2025.02.01,広報くらしき 2025年2月号,女性のためのおしごと応援フェアの参加者募集,しごと,"約10社が参加。託児・申込方法など詳しくは、市ホームページで確認を。

日時：2月4日(火)14時?16時
場所：本庁207会議室
対象：短時間(特に週20時間未満)のパートタイムでの就職を希望する女性

問合せ：本庁労働雇用政策課
【電話】426-3415"
