自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
神奈川県厚木市,2024.07.15,広報あつぎ 第1427号（2024年7月15日発行）,市制70周年記念広報写真コンクール 作品募集,くらし,"家族や友人、恋人など、大好きな人に届けたい市の日常の瞬間やまちの魅力をとらえた写真を募集します。

■テーマ
大好き!届け!私の一枚

■応募要件
・被写体の肖像権などは、応募者が承諾を得る
・応募は1人各3点まで(組み写真は不可)
・2024年1月1日?12月31日に市内で撮影した未発表作品
・著しい合成・加工をした作品やパノラマ写真は不可

■応募方法
▽プリントした写真を提出
申込み：六ツ切り・ワイド六ツ切り・A4サイズにプリントした作品の裏に市HPにある応募票を貼り、直接または郵送で25年1月17日(必着)までに〒243-8511広報シティプロモーション課へ。

▽市公式LINEより写真データを提出
申込み：25年1月17日までに市公式LINEの入力フォームで提出(1回の申し込みで添付できる写真は1枚)。友だち登録が必要。

■賞・副賞
<img class=""alignnone size-full wp-image-8771077"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240715_1.jpg"" alt="""" width=""350"" height=""174"" />

問合せ：広報シティプロモーション課
【電話】225-2040"
神奈川県厚木市,2024.07.15,広報あつぎ 第1427号（2024年7月15日発行）,広報あつぎデジタル版,くらし,"■アプリ
※本紙の二次元コードをご参照ください。

■ウェブ
「マイ広報紙　あつぎ」で検索

■市HPでもPDF版を掲載"
神奈川県厚木市,2024.07.15,広報あつぎ 第1427号（2024年7月15日発行）,広報テレビ・ラジオ番組,くらし,"イベント情報や街の話題などを紹介

■ケーブルテレビ
▽AIC「あつぎ愛テレビ」
(1)12時?
(2)19時30分?
(3)22時45分?
(各15分)

■テレビ
▽tvk「猫のひたいほどワイド」
毎月第1・3月曜、13時ごろ(3分程度)

▽tvkデータ放送
テレビリモコンのdボタンを押して、厚木市の一押し情報をチェック

■ラジオ
▽FMヨコハマ「ラブリーデイ」(84.7MHz)
毎月第1・3火曜、9時35分ごろ(3分程度)

他にもエックスやインスタグラムなど、さまざまなソーシャルメディアで情報を発信中
詳しくは「厚木市　ソーシャルメディア」で検索"
神奈川県厚木市,2024.07.15,広報あつぎ 第1427号（2024年7月15日発行）,催し(1),イベント,"■七沢自然ふれあいセンターの催し
□親子で藍の生葉染め
9月8日、10?15時。七沢自然ふれあいセンター。藍の葉で手拭いを染める。市内在住の親子60人。1000円(材料費、保険料)、3歳未満45円(保険料のみ)。
申込み：8月16日までに七沢自然ふれあいセンターへ。抽選。講座予約システム(インターネットで申し込み可)。

□ななさわ森のようちえん・出張!森のたんけん隊
9月11日、14時?16時30分。あつぎこどもの森公園。森探検・遊びなど。市内在住の3?6歳の未就学児20人。500円(材料費、保険料)。
申込み：8月1?21日に講座予約システムへ。先着順。

□大人のための外遊びクラブ・竹羊羹(たけようかん)・竹のミニランプシェードづくり
9月22日、10?15時。七沢自然ふれあいセンター。クラフト、野外炊事。市内在住の18歳以上20人。2000円(材料費、保険料)。
申込み：8月15日までに七沢自然ふれあいセンターへ。抽選。講座予約システム(インターネットで申し込み可)。

いずれも
問合せ：七沢自然ふれあいセンター
【電話】248-3500。

■神奈川工科大学厚木市子ども科学館の催し
□昼寝タリウム
7月18日、12時15分?12時45分。満天の星の下、ゆったりと過ごす。定員90人。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

□字幕付きプラネタリウム「彗星・宇宙の旅人」
7月20日、8月17日。13時30分?14時15分。日本語字幕とナレーション付きの番組。定員90人。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

◇夏休み科学教室「レトロ懐中電灯」
7月24日、8月4日。廃材で懐中電灯を作る。
申込み：7月20日(市外の方は21日)9時から電話で受け付け。

□プラネタリウム特別番組「銀河クルージング」
7月28日、13時30分?14時10分。双眼鏡で銀河や星団を楽しむ。定員90人。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

◇夏休み科学教室「ペーパークロマトグラフィー」
8月7・18日。紙と水で色を分けて遊ぶ。
申込み：8月3日(市外の方は4日)9時から電話で受け付け。

□アロマプラネタリウム・夏「大人のための癒しの時間」
8月17日、18?19時。アロマと安らぎの音楽などを楽しむ。15歳以上90人(中学生は除く)。200円。
申込み：当日9時から観覧券を販売。

◇夏休み科学教室「水あそび実験」
8月21・25日。水を使った科学実験を楽しむ。
申込み：8月17日(市外の方は18日)9時から電話で受け付け。

◇は(1)13時20分?(2)14時40分?(各回45分)。定員24人(付き添いの方も要予約)。無料。

いずれも会場、問い合わせは子ども科学館。先着順。
【電話】221-4152

■恐竜体験フェア
7月27?31日、10?17時。アミューあつぎ。恐竜の標本や化石の展示、発掘体験、工作など。無料。
申込み：不要。
詳細はアミューあつぎHPに掲載。

問合せ：商業観光課
【電話】225-2840。

■ねこの保護ってどうやるの?見て、聞いて、体験してみよう!
8月22日、11?16時。あつぎ市民交流プラザ。「しっぽ村」の活動紹介や新しい飼い主を待つ犬猫の写真展示など。無料。
申込み：不要。

問合せ：生活環境課
【電話】225-2750。

■保育のしごと就職フェア
8月9日、13?16時。アミューあつぎ。市内保育施設の保育士が、園の特色を紹介しながら就職のアドバイス。市内の保育施設に就職希望または興味のある方(託児あり。1歳?小学3年生3人。7月25日までに要予約。先着順)。無料。
申込み：不要。
詳細は市HPに掲載。

問合せ：保育課
【電話】225-2768。"
神奈川県厚木市,2024.07.15,広報あつぎ 第1427号（2024年7月15日発行）,催し(2),イベント,"■厚木なかちょう大通り商店街落語会
7月27日、11時?12時30分。あつぎ市民交流プラザ。出演は三遊亭栄豊満(えいとまん)。定員80人。800円。
申込み：不要。先着順。

問合せ：厚木なかちょう大通り商店街振興組合
【電話】225-3500。

■オストメイト健康相談会
7月21日、13時30分?16時30分。秦野市保健福祉センター。講演、グループ懇談、装具の展示。人工肛門・ぼうこう保有者と家族、医療関係者、関心のある方50人。無料。
申込み：不要。

問合せ：日本オストミー協会神奈川支部
【電話】070-4469-0025。

■県央圏域就労移行支援事業所合同説明会
7月29日、14?16時。大和市文化創造拠点シリウス。就労を希望する障がい者が利用する福祉サービス事業所の合同説明会。各事業所ブースでサポート説明・相談。就労に向けた進路選択を検討する障がい者と家族、関係機関。無料。
申込み：不要。

問合せ：障害者就業・生活支援センターぽむ
【電話】232-2444。

■レクリエーションバドミントン協会・秋桜大会
9月23日、9時?。荻野運動公園。種目はダブルス(一般男・女、壮年男・女)、混合ダブルス(一般、壮年)。市内在住在勤在学の方160組。1700円(小・中学生1200円)。
申込み：協会HPにある申込書を8月1?31日にEメールで市バドミントン協会・天野へ。
【電話】090-6303-7736【メール】rec.bad-@outlook.jp
先着順。

■相模川灯ろう流しの夕べ
8月17日、19?20時(受け付けは18時30分?19時30分。雨天中止、当日HPに掲載)。相模川三川合流点。先祖や亡き家族、友人への思いを込めた灯籠を流す。1000円(小学生以下300円)。
申込み：不要。

問合せ：明るい社会づくり運動市協議会・臼井
【電話】090-5757-7004。"
神奈川県厚木市,2024.07.15,広報あつぎ 第1427号（2024年7月15日発行）,講座(1),講座,"■小学生獣医師体験
8月22日、13時30分?15時30分。あつぎ市民交流プラザ。獣医師の指導の下、縫合の体験や動物のクイズなど。小学生20人。無料。
申込み：7月16日から生活環境課へ。
【電話】225-2750
先着順。

■簡単!楽しい!ビブリオバトル
8月18日、14?16時。中央図書館。お気に入りの本を持ち寄ってゲーム感覚で5分間で紹介する「ビブリオバトル」を体験。中学生以上20人。無料。
申込み：7月15日から中央図書館へ。
【電話】223-0033
先着順。講座予約システム(インターネットで申し込み可)。

■ペットボトルキャップを使ったリサイクル体験教室
8月8日、10?12時。アミューあつぎ。ペットボトルキャップでアクセサリーやペンダントを作る。市内在住の小学生と保護者30人。無料。
申込み：7月29日までに環境事業課へ。
【電話】225-2793
抽選。

■児童思春期精神保健講座「第28回本講座」
8月24日、14時30分?16時40分。保健福祉センター。「子どもの発達障がいの理解について・周囲の大人の対応」がテーマの講演会。定員50人。無料。
申込み：7月16日～8月9日に青少年教育相談センターへ。
【電話】225-2520
先着順。

■マルチメディアボランティアのスマホ・パソコン無料講座
□手ほどき
8月17日。基本操作・アプリ・インターネットなどの個別相談。定員6人。

□4日間で学ぶ表計算ソフト講座
8月1・8・22・29日(全4回)。スケジュール表や家計簿、住所録を作り、基本操作と活用方法を学ぶ。定員8人。

いずれも9時30分?11時30分。あつぎ市民交流プラザ。無料。
申込み：7月16日から各初回開催日の前日12時までにDX推進課へ。
【電話】225-2457
先着順。スマートフォン・パソコンをお持ちください。

■健康運動指導士による運動講座
9月6・20日。(1)9時30分?(2)10時45分?(各回45分)。保健福祉センター。健康運動指導士による正しい歩き方、腰痛・膝痛予防のための運動、おなか周りをスッキリさせる体操などの講習と実技。市内在住の18歳以上50人(要介護認定されている方を除く)。無料。
申込み：8月9日までに健康医療課へ。
【電話】225-2201
抽選。

■日本赤十字社幼児安全法支援員養成講習会
8月24・25日(全2回)、9?17時。保健福祉センター。子どもの事故予防や傷病者の救命処置などを学ぶ。15歳以上20人。2200円(教材費、保険料)。
申込み：往復ハガキ、Eメールに、講習名、〒住所、氏名(ふりがな)、性別、年齢、電話番号を書き、8月5日(必着)までに〒243-8511地域包括ケア推進課へ。
【電話】225-2200【メール】1910@city.atsugi.kanagawa.jp
抽選。

■古い蔵で昔の暮らし体験
8月8日、10?12時。報徳会厚木事務所。電気やガスを使わない建物で井戸水のくみ上げなどを体験。小学生と保護者10組。無料。
申込み：電話またはEメールに〒住所、氏名、年齢、電話番号を書き、7月24日までに環境政策課へ。
【電話】225-2749【メール】3100@city.atsugi.kanagawa.jp
抽選。講座予約システム(インターネットで申し込み可)。"
神奈川県厚木市,2024.07.15,広報あつぎ 第1427号（2024年7月15日発行）,講座(2),講座,"■歯と歯ぐきの健康相談
7月25日、8月5・20日。9時30分?11時30分。保健福祉センター。歯科衛生士による歯磨きや口の悩み相談。無料。
申込み：不要。
参加者には歯間ブラシとデンタルフロスをプレゼント。

問合せ：健康医療課
【電話】225-2201。

■シニアの健康教室
□からだいきいき運動教室
(Aコース)9月4日?11月20日の水曜(全12回)、14時?。東町スポーツセンター
(Bコース)9月5日?11月21日の木曜(全12回)、10時?。南毛利スポーツセンター
(Cコース)9月4日?11月20日の水曜(全12回)、10時?。荻野運動公園。

□脳とからだのいきいき運動教室
9月5日?11月28日の木曜(全12回)、13時30分?。厚木YMCA。認知症予防プログラムを取り入れた運動。

□物忘れ予防・脳いきいき教室(室内編)
9月4日?11月20日の水曜(全12回)、14時?。あつぎ市民交流プラザ。ストレッチを取り入れた認知症予防。

◇筋力トレーニング教室
9月10日?12月10日の火曜(全13回)、10時～。ふれあいプラザ。マシンを使った筋力トレーニング。

いずれも各回120分。市内在住で全日程参加できる65歳以上25人(◇は10人)。要介護認定を受けている方は要相談。無料。
申込み：直接、電話またはハガキに教室・コース名、〒住所、氏名、生年月日、電話番号を書き、7月31日(必着)までに〒243-8511地域包括ケア推進課へ。
【電話】225-2388
抽選。講座予約システム(インターネットで申し込み可)。

■リコチャレ2024・見えないものを「はかる」
8月23日、13時30分?15時30分。アンリツ本社。5G電波などの見えないものをはかる。中学・高校生の女性15人。無料。
申込み：7月12日～8月16日にアンリツHPから申し込み。先着順。

問合せ：市民協働推進課
【電話】225-2215。

■かながわ　にじいろ・ほっとスペース
8月18日、14時30分?16時30分。本厚木駅付近の公共施設(詳細は申込者に連絡)。29歳以下の性的マイノリティー当事者と家族向け交流会。定員16人。無料。
申込み：8月16日16時までにかながわにじいろ・ほっとスペースHPまたは事務局へ。
【電話】045-306-6769
先着順。

問合せ：県共生推進本部室
【電話】045-210-3637。

■神奈川工科大学「KAITサイエンスサマー」
8月6日、10?16時。研究室や学生サークルの展示、体験ブースで科学技術を学ぶ。小学生?高校生。無料。
申込み：不要。
詳細は神奈川工科大学HPに掲載。

問合せ：神奈川工科大学
【電話】291-3212。

■里親講座「子どもたちのしあわせのために」
8月20日、10?12時。保健福祉プラザ(綾瀬市)。事情により家庭で生活できない子どもたちを自宅に迎えて養育する「里親制度」を学ぶ。里親の体験発表など。定員40人。無料。
申込み：7月16日～8月19日に県大和綾瀬地域児童相談所へ。
【電話】0466-81-8066
先着順。

■初心者ジュニア剣道教室
8月6・7・8・9日(全4回)、9時30分?11時30分。南毛利スポーツセンター。基礎技術の講習。市内在住の小学生25人。1000円。
申込み：ハガキ、ファクス、Eメールに教室名、〒住所、氏名(ふりがな)、年齢、学年、電話番号を書き、7月25日(必着)までに〒243-0039温水西1-27-1スポーツ協会へ。
【電話】247-7212【FAX】248-7151【メール】info@atsugi-sports.com
抽選。

■JAあつぎの講座
□体に優しいカフェランチ講習会
9月3日、10時30分?13時。大豆ミートのタコライスなどを作る。1600円。

□秋の和菓子作り講習会
9月13日、10時?12時30分。栗の形をした焼きまんじゅうを作る。1100円。

いずれもJAあつぎ本所。対象は市内・清川村在住の18歳以上20人。費用は材料費他。
申込み：8月6日からJAあつぎへ。
【電話】221-6881
先着順。"
神奈川県厚木市,2024.07.15,広報あつぎ 第1427号（2024年7月15日発行）,子育て,子育て,"■一緒に伸ばす赤ちゃんの発達
8月30日、10時?11時30分。保健福祉センター。「こどもの発達を促す体を使った遊び」がテーマの理学療法士による講義と親子遊び。市内在住の7カ月?歩き始める前の子どもと保護者15組。無料。
申込み：7月16日?8月9日にこども家庭センターへ。
【電話】225-2597
抽選。

■ベビーマッサージ
8月23日、10時30分?11時30分。あつぎ市民交流プラザ。オイルを使ったマッサージで赤ちゃんとの関わり方を学ぶ。市内在住の生後1?6カ月の赤ちゃんと保護者15組。300円(オイル代)。
申込み：7月19日?8月14日に子育て支援センターへ。
【電話】225-2922
抽選。講座予約システム(インターネットで申し込み可)。

■親子ふれあい遊び
8月30日、10時30分?11時20分。あつぎ市民交流プラザ。親子で触れ合い遊びを楽しむ。市内在住の生後7カ月?歩き始めの子どもと保護者15組。無料。
申込み：7月18日?8月21日に子育て支援センターへ。
【電話】225-2922
抽選。講座予約システム(インターネットで申し込み可)。

■中央図書館の催し
□おひざにだっこのおはなし会
7月24・25日、(1)10時30分?(2)11時30分?(各回30分)。中央図書館。歌・手遊び、人形劇、紙芝居の読み聞かせなど。1?4歳程度の幼児と保護者各回12組。
申込み：不要。先着順。

□ブックスタート
(1)7月27日、10時30分?11時30分。中央図書館
(2)8月21日、10時30分?11時30分。アミューあつぎ。
読み聞かせの方法や年齢に応じた絵本を5分程度で紹介し、1冊進呈。市内在住で2023年4月2日以降に生まれた赤ちゃんと保護者(赤ちゃん1人1回)。
申込み：不要。母子健康手帳をお持ちください(事前の電話予約で、第2・3木曜の11?12時、14?15時に中央図書館でも可)
絵本などのプレゼントのみ：
(1)中央図書館…9?17時
(2)依知北・睦合北・小鮎・玉川・相川・森の里・睦合西公民館の図書室…10時?12時30分、13時30分?17時
(3)荻野・南毛利公民館の図書室…10?17時
(4)移動図書館わかあゆ号…巡回時。
母子健康手帳をお持ちください。

□おたのしみ会(人形劇の公演)
7月31日、11?12時。厚木シティプラザ。「劇団なるにあ」による人形劇「三匹の子ぶた」。5歳以上100人(幼児は保護者同伴)。
申込み：不要。先着順。

□夏休み図書館クイズラリー
8月1?7日、9?17時。中央図書館。本や市に関するクイズ(全問正解者にはプレゼントあり)。小学生と幼児(親子での参加も可)。
申込み：不要。

□おはなし会
8月3・4・10・11・17・18・24・25・31日、14時?14時30分。中央図書館。素話や絵本と紙芝居の読み聞かせなど。4歳?小学2年生程度各回12人。
申込み：不要。先着順。

いずれも無料。

問合せ：中央図書館
【電話】223-0033。

■子育てリフレッシュ講座
9月9日、10?12時。あつぎのえいがかんkiki。映画鑑賞「52ヘルツのクジラたち」。市内在住の未就学児の保護者20人(託児あり。3カ月以上の子ども20人)。500円。
申込み：電話または子育て支援センター、市HPにある申込書を郵送、Eメールで7月22日?8月16日(必着)に〒243-8511子育て支援センターへ。
【電話】225-2922【メール】kosodate@city.atsugi.kanagawa.jp
抽選。講座予約システム(インターネットで申し込み可)。"
神奈川県厚木市,2024.07.15,広報あつぎ 第1427号（2024年7月15日発行）,募集(1),その他,"■外来生物駆除プロジェクト
広町公園でアメリカザリガニなどの外来生物駆除に参加する方を募集します。
活動日時：8月17日、9時?12時30分
対象：市内在住在勤在学の小・中学生と保護者20人(小学生は保護者同伴)。
申込み：電話またはEメールに〒住所、氏名、年齢、電話番号を書き、8月2日までに環境政策課へ。
【電話】225-2749【メール】3100@city.atsugi.kanagawa.jp
抽選。講座予約システム(インターネットで申し込み可)。

■市営住宅の入居者
対象：
・吾妻団地(吾妻町1-A-1)3DK…5戸
・吾妻(2)団地(吾妻町2-A-2)3DK…2戸
・富士見町団地(旭町4-17-5)3DK…2戸
・旭町ハイツ(旭町2-11-10)3DK…2戸
・妻田東ハイツ(3)(妻田東1-21-3)3DK…1戸
・宮の里ハイツ(宮の里1-1-8)1LDK…2戸、3DK…2戸、3DK(車いす専用)…1戸
・上向原ハイツB(及川2-9-2)1DK(単身者用)…1戸、2DK…1戸
・戸室ハイツA(戸室5-21-1)1K(単身者用)…1戸
・戸室ハイツB(戸室5-21-2)2DK…1戸
入居日：11月1日
資格：
(1)夫婦(婚約者、内縁関係、パートナーシップ宣誓書受領証を持つ方を含む)や親子主体の家族で、市内に住民登録後1年以上続けて居住または市内に1年以上続けて勤務
(2)収入が基準に該当
(3)市税(延滞金を含む)を滞納していない
(4)住宅困窮事情がある
(5)入居者の中に暴力団員がいない
?の全てを満たす方(単身者は(1)の家族要件を除く)
家賃：団地、部屋の大きさ、収入などに応じて決定。
申込み：住宅課や市HP、市役所本庁舎、公民館、本厚木・愛甲石田駅連絡所、保健福祉センター、市立病院にある申込書を、7月16?31日に直接、住宅課へ。
【電話】225-2346

■会計年度任用職員の登録者
職員の欠員や出産休暇などの際、補助業務に当たる職員の登録者を随時募集しています。
職種：一般事務、保育士、保健師など
任期：最長1年
対象：18歳以上(職種によって要資格)。職種や給与などの詳細は市HPに掲載
採用の流れ：
(1)申込書などを提出
(2)書類選考
(3)選考結果により面接
(4)任用開始。
申込み：職員課や市HPにある申込書と小論文を直接、職員課へ。
【電話】225-2070

■市民ふれあいマーケットの出店者
家庭で不用になった物を販売する出店者を募集します。
日時：9月29日(雨天中止)、9時30分?13時30分
場所：厚木中央公園
販売内容：日用雑貨や衣料品など(手作り品、食品、動植物は不可)
対象：市内在住の方100組(高校生以下は不可)
出店料：500円。
申込み：往復ハガキに〒住所、参加者全員の氏名、日中に連絡が取れる電話番号、Eメールアドレス、販売品目、自動車の有無(1店舗1台まで)、車種、ナンバー、返信先を書き、8月15日(消印有効)までに〒243-8511環境事業課へ。
【電話】225-2793【メール】3300@city.atsugi.kanagawa.jp
抽選。

■地下道活性化提案事業
本厚木駅前東口地下道の活性化を推進し、市街地の回遊性の向上やにぎわいを創出する事業を募集します。
対象：10月?2025年3月31日に実施する事業。
申込み：企画政策課や市HPにある応募用紙を8月16日までに直接、企画政策課へ。
【電話】225-2450
結果は9月に通知。"
神奈川県厚木市,2024.07.15,広報あつぎ 第1427号（2024年7月15日発行）,募集(2),その他,"■自然環境を保護する緑地・樹木・生け垣
緑地や美観に優れた樹木・生け垣を保護するため、「保護地区等」に指定し、奨励金を交付します。
交付額：
・緑地1平方メートル…年18円
・樹木1本…年4500円
・生け垣1メートル…年180円。
限度額1万8000円。
申込み：8月31日までに公園緑地課へ。
【電話】225-2412
要件は市HPに掲載。

■Tobioギャラリー写真まつりの作品
10月1日からTobioギャラリー(鳶尾団地内)に展示する作品を募集します。
テーマ：地域の魅力
部門：ひと、自然、景観、自由、中学生以下
応募点数：1人3点まで
表彰式：10月30日、14?15時。
申込み：Eメールに氏名、タイトル、撮影場所、エピソード、部門を書き、写真(25メガバイト以下)を添え9月14日までにTobioギャラリー写真まつり係へ。
【メール】tobioproject@yahoo.co.jp

問合せ：Tobioギャラリー
【電話】281-9623。

■みどりと清流のふるさと創造委員会会員・草むしり作業ボランティア
飯山の里地里山を生かした「花の里づくり」を一緒に盛り上げる会員と、ザルギクの生育を助ける草むしり作業のボランティアを募集します。
期間：
・会員…随時
・草むしり
(1)7月20日、9時?
(2)8月17日、9時?。
申込み：実施日の前日までにみどりと清流のふるさと創造委員会・小島へ。
【電話】241-1353

■児童館指導員
対象：子どもの健全育成に熱意がありパソコンが使える18歳以上
勤務先：市内児童館(児童館内での異動あり)
勤務内容：子どもの指導育成、施設管理など
勤務時間：週15時間程度(10?17時のうち4時間程度、複数人の交代勤務制)
報酬：時給1158円(条件付きで通勤手当あり)。
申込み：青少年課や市HPにある申込書を、直接または郵送で〒243-8511青少年課へ。
【電話】225-2581
書類選考後、面接あり。

■災害時通訳ボランティア
災害時に外国籍市民を通訳・支援する方を募集します。研修受講後、ボランティアとして登録します。
対象：外国籍市民の支援に理解と熱意があり、通訳・翻訳ができる18歳以上。
申込み：市役所本庁舎や市HPにある申込書を、直接または郵送、Eメールで7月31日(必着)までに〒243-8511市民協働推進課へ。
【電話】225-2215【メール】2800@city.atsugi.kanagawa.jp"
