自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
神奈川県厚木市,2025.03.01,広報あつぎ 第1442号（2025年3月1日発行）,今日も走る,くらし,"■安全に、いつまでも
「車両、健康状態共に異常ありません」「速度、車間距離などに注意して走行してください」ー。市内の路線バスが発着する神奈川中央交通の厚木営業所と厚木北営業所。バスを安全に走らせるため、運転士や整備士、運転士への指導やダイヤ管理をする運行管理者など約300人が働いています。運行管理者との対面の点呼を終えた運転士はバスに乗り込み、エンジン音を響かせて、今日も待っている皆さんの元へと動き出します。
路線バスは長年、身近で安価に乗れる移動手段として親しまれてきました。しかし、コロナ禍をきっかけに利用者が減少(グラフ参照)。運転士などのなり手不足や減便も進んでいます。
移動手段の一つである路線バス。これからも利用するため、できることを考えてみました。
(4・5面に関連記事あり)

▽市内の路線バスの利用者数
<img class=""alignnone size-full wp-image-9266481"" src=""https://mykoho.jp/wp-content/uploads/2025/02/ynatsugi250301_1.jpg"" alt="""" width=""436"" height=""276"" />
出典：統計あつぎ

問合せ：都市計画課
【電話】225?2357"
神奈川県厚木市,2025.03.01,広報あつぎ 第1442号（2025年3月1日発行）,【Zoom Up】新しい産業拠点に 酒井地区の整備が進む,くらし,"2019年から酒井地区でスタートした土地区画整理事業は、昨年11月に基盤整備工事を終え、進出予定の企業が建設工事に取りかかっています。市では新たな産業拠点の創出のため、事業を実施する土地区画整理組合を支援し、活力あるまちづくりを進めています。

土地区画整理事業は、道路や公園などの公共施設を整備し、形の整った土地を生み出すことで、土地利用を向上させる事業です。酒井地区では区域内の地権者が組合を設立し事業を進めています。市では、新たな産業拠点を創出するため組合を支援。2020年1月に始まった基盤整備工事は昨年11月に完了し、進出企業の建設工事が進んでいます。

◆充実した交通網を生かして
酒井地区は、三つの高速道路が近接し交通アクセスが良く、製造・物流業などにとって恵まれた立地条件にあります。広い土地を整備することで多くの企業を誘致でき、雇用が生まれ、経済の活性化が期待されます。対象区域は、酒井・下津古久・愛甲地区にまたがる約27・6ヘクタール(本紙参照)。昨年11月までに、河川の氾濫を防ぐための雨水調整池をはじめ、道路などのインフラ施設を整備しました。現在、進出企業2社が建設工事を進めています。
酒井土地区画整理組合理事長の?橋功雄さん(72・酒井)は「企業の参入が地域の活性化につながる。通学路の歩道や公園など、皆さんに安心・安全に利用してもらえるよう進めた。完成に向けて、地域の皆さんの生活に配慮しながら取り組みたい」と話します。

◆未来につなぐまちづくり
昨年、14年から進められてきた森の里東地区の土地区画整理事業が完了しました。新たな町名を「森の里紅葉台」とし、現在9社が操業しています。市では他にも山際・長谷南部地区などの事業化に向けた地権者組織を支援しています。今後も、事業を推進することで産業用地を創出し、活気あふれるまちづくりを進めていきます。

■土地区画整理がまちの力に
日本政策金融公庫
厚木支店　支店長
大東　寿夫さん(56)
厚木は子育て支援が充実し、5つの大学や多数の企業があるなど、全世代の人たちが集う魅力があります。企業誘致の優遇策も充実しているため、業種に偏りなく企業が立地しているのが特徴です。土地区画整理に力を注ぎ企業が集まると、雇用が生まれる他、住む人や商業施設が増え、まちのにぎわいにつながります。土地区画整理や企業活動だけでなく、住みよいまちをつくることで、人と人とがつながり、幸福度の高いまちを築くことができると思います。

問合せ：区画整理課
【電話】225-2837"
神奈川県厚木市,2025.03.01,広報あつぎ 第1442号（2025年3月1日発行）,年度末・年度初め 日曜も窓口を臨時開庁,くらし,"転入・転出などの手続きが集中する時期に、通常の土曜開庁に加え臨時で窓口を開設します。

<img class=""alignnone size-full wp-image-9266485"" src=""https://mykoho.jp/wp-content/uploads/2025/02/ynatsugi250301_2.jpg"" alt="""" width=""546"" height=""323"" />

問合せ：行政経営課
【電話】225-2160"
神奈川県厚木市,2025.03.01,広報あつぎ 第1442号（2025年3月1日発行）,一人で悩まないで相談しよう 3月は自殺対策強化月間,健康,"進学や就職など生活環境が大きく変わる3月は、自殺者が増える傾向にあります。一人で悩まず、相談窓口や身近な人などに話してみませんか。

■いのちのサポート相談
電話や対面で、臨床心理士に相談できます。
日時：
・3月3日　13?16時
・3月19日　9?12時
場所：保健福祉センター
対象：市内在住の方
申込み：前日までに健康医療課へ。

■ゲートキーパー養成講座
支援の輪を広げるため、SOSのサインに気付き、声を掛け、話を聴く方法などが学べる市民団体向けの出前講座を開いています。
申込み：直接、健康医療課へ。

市広報番組あつぎ愛テレビ：3/1〜

問合せ：健康医療課
【電話】225-2201"
神奈川県厚木市,2025.03.01,広報あつぎ 第1442号（2025年3月1日発行）,【Zoom Up】安心・安全な学校生活を 体育館に冷暖房設備を設置,くらし,"昨年10月から市立小・中学校の体育館に冷暖房施設の設置を進めています。3年間で全校に設置し、教育環境の充実や災害時の避難所の機能強化につなげていきます。

夏の猛暑時などでも子どもたちが安心・安全な学校生活が送れるよう、2013年度から市立小・中学校の普通教室に冷暖房を設置しています。現在、家庭科室や理科室などの特別教室への設置を進める中、昨年10月からは、体育館への設置も始めました。

◆熱中症を防止
今年度に設置するのは、小学校3校と中学校11校です。ガスや電気を熱源とした冷暖房設備を3年間かけて全校に取り付けていきます(下記参照)。整備は、体育館での授業に加えて、夏季休業期間中にも部活動や大会などでの使用が多い中学校を優先しています。建物の構造上、熱がこもり室温が上昇しやすい体育館でも適切な温度管理ができることにより、熱中症のリスク軽減や子どもたちの活動のサポートが期待できます。
厚木中学校の小野亮平教諭(39)は「最近は夏の暑さが厳しく、できるだけ昼間の気温が上がる時間帯の利用を避けたり、小まめに水分をとらせたりしていたが、熱中症にならないか心配だった。冷暖房設備の設置によって、生徒たちも部活動や体育の授業で体を動かしやすくなり、より集中して取り組めると思う」と話します。
学校は、災害が発生した時の指定避難所にも定められています。体育館では地震や台風、大雨などで避難した多くの市民の皆さんを受け入れるため、過ごしやすい環境を整えるための設備の導入は、避難所の機能強化にもつながります。

◆施設整備で学びを後押し
市では、他にも安全で快適な教育環境を整えるため、校舎のトイレ改修を21年に完了。経年劣化した受変電設備・受水槽などの付帯設備をはじめ、外壁・屋上防水、グラウンドなど、施設の改修を実施しています。
今後も、2050年カーボンニュートラルの実現に向けた学校の省エネルギー化として、校内の照明を環境に優しいLED器具へ更新するなど、計画的な施設整備を進め、子どもたちの学びを支えていきます。

■冷暖房設備設置状況(2024年9月1日時点)
<img class=""alignnone size-full wp-image-9266490"" src=""https://mykoho.jp/wp-content/uploads/2025/02/ynatsugi250301_3.jpg"" alt="""" width=""362"" height=""130"" />

■体育館への設置スケジュール
▽2024年度(小学校3校・中学校11校)
厚木・南毛利・依知小学校
厚木・荻野・睦合・小鮎・玉川・南毛利・東名・藤塚・森の里・睦合東・相川中学校

▽25年度(小学校12校・中学校2校)
依知南・北・三田・清水・厚木第二・緑ケ丘・戸室・愛甲・妻田・毛利台・戸田・上依知小学校
依知・林中学校

▽26年度(小学校8校)
荻野・小鮎・玉川・相川・鳶尾・上荻野・飯山・森の里小学校

※体育館の建て替え工事を予定する学校は移動式冷暖房装置を置き、改修時に設備を設置

問合せ：学校施設課
【電話】225-2601"
神奈川県厚木市,2025.03.01,広報あつぎ 第1442号（2025年3月1日発行）,利用自治会を募集 自治会の回覧板を電子化,くらし,"自治会の負担軽減やデジタル化推進のため、自治会向けSNSアプリ「いちのいち」を6月に導入します。スマートフォンなどで回覧物が見られます。

■自治会SNSアプリ「いちのいち」とは
・自治会の回覧板の内容をスマートフォンなどで見られる
・自治会だけでなく市からの回覧物も一斉配信できる
・アプリ内に回覧情報が残るため、イベントの日時などを再確認できる

■導入の効果
・高齢者や共働き世帯などが増える中、自治会活動の負担軽減につながり、実施したいイベントなどの活動に注力できる

利用開始：6月?
費用：無料
申込み：利用を希望する自治会は、電話またはEメールで市民協働推進課【メール】2800@city.atsugi.kanagawa.jpへ。

問合せ：市民協働推進課
【電話】225-2101"
神奈川県厚木市,2025.03.01,広報あつぎ 第1442号（2025年3月1日発行）,マイナンバーカードで待ち時間かからず コンビニで証明書を取得,くらし,"マイナンバーカードを使い、コンビニエンスストアで住民票の写しや印鑑登録証明書などの証明書が発行できます。

取得できる証明書：
(1)住民票の写し
(2)印鑑登録証明書
(3)戸籍謄本・抄本
(4)付票の写し
(5)市・県民税(課税・非課税)証明書
※(1)(2)(5)は市内在住の方のみ取得可
費用：300円((3)は450円)
時間：6時30分?23時((3)(4)は平日9時?19時30分)
※12月29日?1月3日とメンテナンス日を除く
場所：マルチコピー機があるコンビニエンスストア

■3月31日で市役所内の証明書自動交付機のサービス終了
本庁舎1階に設置している証明書自動交付機のサービスを終了します。4月から、コンビニで取得できる「コンビニ交付サービス」を利用してください。

市広報番組あつぎ愛テレビ：3/1〜

問合せ：
市民課【電話】225-2110
((5)は市民税課【電話】225-2012)"
神奈川県厚木市,2025.03.01,広報あつぎ 第1442号（2025年3月1日発行）,【特集】公共交通が危ない 10年後、どうやって移動する?(1),くらし,"駅へ、職場へ、買い物へ、皆さんは普段どうやって移動していますか。生活に合った交通手段を選べるのが一番ですが、10年、20年後、さらにその先、今と同じ方法を続けられるでしょうか。生活の変化に合わせて交通手段を選べるよう、将来自分がどうやって移動するのか、一度想像してみませんか。

■路線バスがあるのは、当たり前じゃない
路線バスの利用者は減少傾向にあり、運転士のなり手も減っています。それに合わせて運行本数も減りつつあります。必要な時に使えるようバスを維持していくためには、皆さんの積極的な利用が必要です。

■厚木のバス路線
本厚木駅を中心に、放射状にバス路線が広がり、路線に沿って住宅地が形成されています。

■本厚木駅周辺への交通手段
<img class=""alignnone size-full wp-image-9266496"" src=""https://mykoho.jp/wp-content/uploads/2025/02/ynatsugi250301_4.jpg"" alt="""" width=""342"" height=""209"" />
出典：2023年市民意識調査(回答数1413人)

■バスに乗る人も乗らない人も自分の交通手段を考えよう
今バスを使っているかに関わらず、一人一人が将来どうやって移動するかを考えることが大切です。考えるためのチェックリストと、市の取り組みを紹介します。

▼チェックリスト
□何歳まで車を運転する?
…車を手放した後はどうするか、路線バスは今と同じように走っているか

□最寄りのバス停はどこ?
…「厚木市の公共交通」の裏面にある路線図を見て、最寄りのバス停や本数を調べる

□今からできることは?
…バスに乗ってみる、健康維持のために運動をする

◆「今は車に乗っているけれど、高齢になって車を手放したらバスに乗りたい」
車を使いながら、月に1回、週に1回でもバスを利用してみましょう。市では高齢者のバス・タクシー利用を後押しするため、助成やチケットの配布をしています。対象などの詳細は市HPへ。

▽かなちゃん手形購入費助成
1回100円で神奈中バスに乗れる割引券「かなちゃん手形」の購入費用を助成します。
助成額：1年券…7800円(自己負担額3000円)

▽高齢者タクシー助成
市が協定しているタクシー事業者で使える利用券を配布します。
助成額：400円券×48枚

問合せ：福祉総合支援課
【電話】225-2220

◆「路線バスに乗ったことがないのでやり方が分からない」
パンフレット「厚木市の公共交通」では、市内の全ての路線図や、バスの乗り方、支払い方法などを紹介しています。市HPから見られます。

◆「バス停が遠くて困っている人が周りに多い」「コミュニティ交通を検討してみたい」
コミュニティ交通は、バス停から距離がある交通不便地域を運行するバスです。市内では現在二つの地域に導入しています。

▽森の里地域、鳶尾・まつかげ台・みはる野地域で運行
運営協議会などが主体となって立ち上げ、ルートや本数決め、運転なども地域で運営しています。
導入方法など詳しくは都市計画課へ。

■将来を見据えて明日の行動を変える
市地域公共交通会議委員長
東海大学建築都市学部土木工学科
梶田　佳孝　教授(54)
バスの減便や廃線は全国的な課題で、県内でも同様です。話を聞くと、多くの方が将来の移動方法に不安を抱えています。公共交通を維持するためには、普段バスを利用していない方も週に1回、月に1回でもバスを利用するように生活のスタイルを変えていくことがとても大事です。
公共交通は防災と同じで、日頃から考えて備えることや、地域で協力し合うことが大切です。近所の方と交通について話してみることはいいきっかけになります。また、普段バスを使わない方は実際に乗ってみる体験も大事です。意外と便利に感じるかもしれません。
自動運転などの新しい技術の導入にはまだまだ時間がかかるため、すぐに頼れる特効薬とはなっていません。今ある公共交通を守ることが最優先です。行政や企業が何とかすることだと思わず、「明日からバスはなくなります」と言われてから困ることのないように、一人一人が能動的に考えて事前に備えられると良いです。"
神奈川県厚木市,2025.03.01,広報あつぎ 第1442号（2025年3月1日発行）,【特集】公共交通が危ない 10年後、どうやって移動する?(2),くらし,"■市民リポーターが考えました「私の交通手段」
将来の交通手段を考えることは、今の生活の見直しにもつながります。市民リポーター3人が集まり、それぞれ考えてみました。

▽話し合ったテーマ
(1)今使っている交通手段
(2)住んでいる地域の特徴
(3)将来、どうやって移動する?
(4)今からできること

◇運転が好きだからこそよく考えて備えたい
主に自転車、車を利用
住まい：岡田
清水　ゆかりさん(54)

現在：駅へは主に自転車を利用。運転が好きで車や大型バイクにも乗り、休日は運転を楽しむために出かけることも。

コメント：運転が好きなので、車に乗れなくなったらどうするかを普段から考えていて、自分にとって深刻な問題です。
駅までは徒歩20分ほどで、荷物があると歩くのは辛い距離です。近所には自宅がバス通りから遠い方も多く、みんなが抱えている問題だと思うので、地域全体で考えていけたらいいなと思います。
移動に困っている高齢の方に自分ができることはないかなと思っていたので、近所同士で移動を助け合うシステムなどができれば協力したいです。公的なサービスの整備ももちろんですが、自分たちでできることを協力し合えるようになれば、不安も少なくなるのではないでしょうか。

◇車を手放した後の移動の不安に気付けた
主にバスを利用
住まい：森の里
柏木　康男さん(65)

現在：通勤には主にバスを使い、お出かけや買い物には車を使用。近年バスの本数が減り、現在は1時間に1本。

コメント：バスに乗っている間は自由に過ごせて、駐車場を探す手間もなく楽です。私が利用しているバスも減便しましたが、1回の乗車人数は変わっていないので、使う人が減っているのを肌で感じます。
事故などを起こす不安から、車はなるべく早く手放したいと考えているので、将来もバスで移動したいです。駅以外の場所へ行く際の不便さや減便、値上げも心配ですが、それでも自分が運転せずに移動できる公共交通を頼りにしています。
今回皆さんと話してみて、選べる交通手段が車以外にもあるのか、不安な点が多いことに気付けました。自分の移動方法を真剣に考えるきっかけになりました。

◇便利な機能を使ってバスを乗りこなす
主にバスを利用
住まい：飯山
星野　咲子さん(49)

現在：車は家族と共同で使っているので、主にバスを利用。時間通りに来ないこともあるが、バスの現在地を調べられる機能などを活用して乗っている。

コメント：バス停から家までは歩いて5分ほどですが、急な坂なので、高齢になるとバスでの移動は大変だと思います。両親は車と併用して、助成のチケットを使いタクシーも利用しています。
学生の頃からバスを利用していますが、本数が減ったなと感じています。路線バスがあり続けられるよう、これからも利用していきたいと思っていますが、新しい技術にも期待しています。自動運転のバスやタクシー、そして環境にもっと優しい公共交通が走るようになるといいなと思います。多くの人がもっと便利にバスに乗れるよう、現在地が分かる機能などを知ってほしいです。
(詳細は神奈中バスのHPへ)

■あなたの運転、人々の未来へつなぎませんか「路線バス・タクシー運転士募集」
公共交通を維持するためには運転士の存在が欠かせません。皆さんの暮らしを支えるバス・タクシーの運転士になりませんか。詳細は各事業者に問い合わせてください。

▽バス
大型自動車第二種運転免許を持っていない方も応募できます。

問合せ：神奈川中央交通
【電話】0463-22-8811

▽タクシー

問合せ：
神奈中タクシー厚木【電話】046-250-8685
東横交通【電話】046-221-3218

この活動は厚木・伊勢原・秦野市、愛川町、清川村と合同で実施しています

問合せ：都市計画課
【電話】225-2357"
神奈川県厚木市,2025.03.01,広報あつぎ 第1442号（2025年3月1日発行）,街のNEWS あつトピ!,くらし,"■節目の一日を市民の皆さんと共に
▽2月1日に厚木市制70周年記念式典を開催
文化会館で市制70周年記念式典を開催しました。式典には、市政や教育の振興、スポーツ・文化の向上に寄与し、表彰を受ける方など約1200人が出席。記念映像の上映や書家・金澤翔子さんによる席上揮毫(きごう)などを楽しみ、節目を祝いました。
式典は、市の歩みを振り返り、飛躍を誓うために開催。厚木の70年をたどる映像を上映した後、金澤さんが「飛翔」の二文字を力強く揮毫しました。最後には、厚木中学校吹奏楽部の演奏が披露され、会場は大きな拍手に包まれました。
特別表彰を受けた吉田文雄さん(81・飯山南)は「これからも広報あつぎの連載を通して、自然の大切さを伝えていきたい」と笑顔を見せました。

■6市町村が広域課題や取り組みを協議
▽県央相模川サミットを開催
相模川周辺の自治体による「県央相模川サミット」が、海老名市役所で開かれました。厚木市の他、相模原・海老名・座間市、愛川町、清川村の首長に加え、オブザーバーとして県の橋本副知事が出席し意見交換しました。
サミットは、河川の保全活用や災害・環境・交通対策などの共通課題を協議するため、2009年度に始まり16回目。これまで、合同クリーンキャンペーンや水害対策などに取り組んできました。この日は、水の事故防止に向けた共同メッセージの作成をはじめ、リニア中央新幹線神奈川県駅設置などに伴う橋本駅周辺のまちづくり、防災対策・カーボンニュートラルの推進を議題に意見を交わしました。

■市とJAが有害鳥獣対策の一環で連携
▽イノシシ肉と葉ニンニクを使ったソーセージを商品化
農作物を荒らす有害鳥獣として捕獲されたイノシシを食材として活用するため、市とJAあつぎが共同でソーセージを開発しました。JAが鳥獣除けとして栽培を始めた葉ニンニクと合わせた野性味あふれる味が特徴で、市内の農産物直売所「夢未市」などで販売されます。
市役所に商品化の報告に訪れた夢未市の清田陽平店長は「葉ニンニクを加えたことでうまみが増した。ぜひご賞味いただきたい」と報告。試食した山口市長は「ジューシーで臭みもなくおいしいので、多くの皆さんに食べてもらいたい」と話しました。
市とJAは今後、シカ肉の食材利用も検討するなど、鳥獣被害対策と地域の特産品作りを進めていきます。

■幅広い年代のランナーがたすきをつなぐ
▽あつぎ駅伝競走大会に56チームが出場
市制施行を記念し始まった「あつぎ駅伝競走大会」を、荻野運動公園を発着点に開催しました。市内外から56チームが参加し、懸命にたすきをつなぎました。
71回目を迎えた今回は、地区対抗の部22チーム、女子の部1チーム、高校の部20チーム、一般の部13チームが参加。市内各所の中継所でたすきをつなぎました。沿道では、市民らが選手に拍手と声援を送る姿が見られました。
地区対抗の部で優勝のゴールテープを切った南毛利Aチームの矢口陽太さん(20・長谷)は「たすきをもらった時点で後ろと2分ほど離れていたので、自分の記録を意識して走った。風が強かったけれど、沿道の声援もあり走り切れた」と笑顔を見せました。"
