自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
神奈川県厚木市,2024.07.01,広報あつぎ 第1426号（2024年7月1日発行）,まちを支える産業,しごと,"金属音が聞こえる工場の中。大きな機械で金属のプレートを一つ一つ丁寧に加工し、指定されたサイズに黙々と仕上げていきます。完成したプレートは全国の工場に運ばれ金型や機械の部品になります。
市内では、製造・運送・飲食・サービス業などの企業が活発な活動を展開しています。大小さまざまな企業の存在は、雇用の創出など活気あるまちづくりにつながっています。市ではこれまで会社の創業や運営への支援、誘致に力を入れてきました。今後も企業や働く人々が生き生きと活躍できるまちづくりを進めていきます。
(4・5面に関連記事)

■市内事業所の総数
9435事業所

■市内事業所の種類(上位5種)
<img class=""alignnone size-full wp-image-8768838"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240701_2.jpg"" alt="""" width=""232"" height=""117"" />
出典：令和3年経済センサス-活動調査結果

■市民税内訳
<img class=""alignnone size-full wp-image-8768837"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240701_1.jpg"" alt="""" width=""156"" height=""169"" />
出典：2021年度一般会計・特別会計決算書及び付属書類

問合せ：産業振興課
【電話】225-2832"
神奈川県厚木市,2024.07.01,広報あつぎ 第1426号（2024年7月1日発行）,【Zoom Up】迅速な水難救助をサポート 水中用ドローンを導入,くらし,"河川での水難事故の際、救助活動をより迅速に進めるため、水中の映像をリアルタイムで確認できるドローンを導入しました。例年、夏は水辺での事故が増えるため、川でのレジャーの際は子どもだけで遊ばない、むやみに川に入らないなどを心がけ、事故に遭わないようにしましょう。

<img class=""alignnone size-full wp-image-8768983"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240701_7_02.png"" alt="""" width=""341"" height=""919"" />

※事故を防ぐポイントについては下記をご覧ください。

■水中用ドローンの特徴
・水深200メートル、半径200メートルの範囲で稼働できる
・360度移動可能
・高性能レンズで水中でも細部まではっきり撮影できる

■水の事故は心がけで防げる
警防課　岩?　健吾(31)
川での事故が最も増えるのは夏です。特にお酒を飲んだ勢いで川に入るケースや、子どもの事故が多くなっています。
事故に遭わないために、お酒を飲んだら川に入らない、子どもだけで川で遊ばない、川で遊ぶときはライフジャケットを着けることなどを心がけてください。釣りを楽しむ際は、熱中症により川の中に倒れる危険性もあるため、無理をせず自分の体調を知っておくことが大切です。水の事故に注意して、川辺でのレジャーを楽しんでほしいです。

■楽しい夏を過ごすために　水の事故に注意
市内の河川では毎年、水の事故が発生しています。安全に過ごすためのポイントを押さえて、川のレジャーを楽しみましょう。

▽川での事故件数
<img class=""alignnone size-full wp-image-8768840"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240701_3.jpg"" alt="""" width=""258"" height=""147"" />

▽事故を防ぐポイント
・子どもだけで遊ばない、遊ばせない
・水辺にいる子どもから目を離さない
・泳ぐ力を過信せず、無理をしない
・お酒を飲んだら、水に入らない
・?れている人を見つけたら大声で近くの人に知らせ、すぐに119番通報
・応急手当ての知識を身に付ける

問合せ：警防課
【電話】223-9368"
神奈川県厚木市,2024.07.01,広報あつぎ 第1426号（2024年7月1日発行）,みんなでつくる安心・安全なまち 社会を明るくする運動,くらし,"犯罪のない安全で安心な社会を目指し、犯罪・非行をした人たちへの更生を支援する全国的な取り組みです。誰もが明るく暮らせる社会を目指しましょう。

■社会を明るくする運動メイン行事
日時：7月6日　14時45分?16時
場所：保健福祉センター、本厚木駅周辺
内容：社会を明るくする運動の街頭啓発、啓発物品配布、デジタルサイネージの放映

■地域や社会との関わりが大切
保護司会・更生保護
女性会会長
前頭　七恵さん(65)
市内では47人の保護司が犯罪や非行をした人の立ち直りを地域で支援し、ボランティアでつくる更生保護女性会では、190人が子育て支援や更生保護施設での食事作りなどの活動をしています。犯罪をした人の再犯率は、社会や地域に関わっている人ほど低くなります。安心・安全なまちを目指すために、まずは運動を知ることから始めてほしいと思います。

問合せ：地域包括ケア推進課
【電話】225-2200"
神奈川県厚木市,2024.07.01,広報あつぎ 第1426号（2024年7月1日発行）,【Zoom Up】4月から特別警戒アラート運用開始 熱中症に警戒を,健康,"<img class=""alignnone size-full wp-image-8768845"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240701_8.jpg"" alt="""" width=""654"" height=""711"" />

■7月は熱中症に注意
熱中症による市内での救急搬送数は7月に急激に増加しているため、特に注意が必要です。

▽市内の熱中症による搬送者数(2023年度)
<img class=""alignnone size-full wp-image-8768844"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240701_4.jpg"" alt="""" width=""194"" height=""117"" />

▽予防のポイント
・時間を決めて喉が渇く前に小まめな水分補給
・外出する時は日傘や帽子を身に着ける
・室内では適度にエアコンを使う
・日頃から体調を整える

▽熱中症が疑われる時は
・日陰や室内などの涼しい場所へ移動し安静にする
・水分と塩分を補給
・濡れたタオルや氷で首や脇の下、足の付け根などを冷やす
・体調が回復しない場合は119番に通報"
神奈川県厚木市,2024.07.01,広報あつぎ 第1426号（2024年7月1日発行）,参加者募集 あつぎ食育アドバイザー養成講座,講座,"<img class=""alignnone size-full wp-image-8768847"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240701_9.jpg"" alt="""" width=""335"" height=""68"" />

日時：
(1)9月4日?10月30日
(2)11月6日?12月20日
(各全10回)
場所：
・あつぎ市民交流プラザ
・保健福祉センター
内容：食育の講義と実習
対象：食のボランティアとして活動する意欲がある市内在住の18歳以上各16人((2)は託児あり。1歳?小学3年生5人。要予約。抽選)
費用：2000円(食材費の一部、テキスト代他)
申込み：健康医療課や市HPにある申込書を直接または郵送で7月31日(必着)までに〒243-8511健康医療課へ。抽選。講座予約システム(インターネットで申し込み可)。

問合せ：健康医療課
【電話】225-2201"
神奈川県厚木市,2024.07.01,広報あつぎ 第1426号（2024年7月1日発行）,SDGsを楽しく学ぶ 学習ボードゲーム厚木市版 Get The Pointを作成,くらし,"SDGsを楽しく学ぶ
学習ボードゲーム厚木市版
Get The Point(ゲット　ザ　ポイント)を作成

<img class=""alignnone size-full wp-image-8768849"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240701_10.jpg"" alt="""" width=""659"" height=""47"" />

◆ゲームの概要
資源が描かれたカードを使ってアイテムを作り、アイテムのポイント数で競うボードゲーム。勝利の条件を変えることで、遊びながらSDGsを学べる

◆活用方法
体験イベント、市の出前講座、小・中学校でのSDGsの紹介に活用

◆市生涯学習出前講座「SDGs」
市職員がボードゲームなどを使ってSDGsを解説
申込み：電話で企画政策課へ。

■遊びながら学べる
神奈川工科大学
山之内　優斗さん(20・松枝)
地方創生推進プロジェクトのメンバーとして制作に関わりました。ゲームを身近に感じてもらえるよう、厚木の有名な食べ物や農産物などをカードに取り入れています。ルールも簡単なので、大人から子どもまで、楽しみながらSDGsを知ってもらえるとうれしいです。

■あつぎSDGsパートナーを募集
SDGsの達成や地域課題の解決に向けて取り組む企業や団体などを募集します。
登録のポイント：
(1)登録証を交付
(2)取り組みを市HPなどで紹介
(3)オリジナルロゴが使用可能
申込み：市HPにある申請書をEメールで7月31日までに企画政策課へ。
【メール】1100@city.atsugi.kanagawa.jp"
神奈川県厚木市,2024.07.01,広報あつぎ 第1426号（2024年7月1日発行）,【特集】あつぎ起業スクールで夢を後押し 新たな未来を切り開く,しごと,"<img class=""alignnone size-full wp-image-8768852"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240701_11.jpg"" alt="""" width=""414"" height=""146"" />

■あつぎ起業スクールとは?
起業に必要な知識を専門家から幅広く学べる講座で、これまで526人が受講しています。起業を目指す人を後押しし、市内の産業の活性化につなげるため、受講後も相談や創業に伴う税の優遇措置などサポート体制を整えています。
<img class=""alignnone size-full wp-image-8768851"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240701_5.jpg"" alt="""" width=""165"" height=""165"" />

■焦らず一歩一歩前に
じゅうたん輸入販売
吉田　純子さん(52・温水)
2023年受講生
<img class=""alignnone size-full wp-image-8768853"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240701_12.jpg"" alt="""" width=""576"" height=""1187"" />

■幼い頃に描いた夢を
パン工房
松村　浩一さん(43・上古沢)
2017年受講生
<img class=""alignnone size-full wp-image-8768854"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240701_13.jpg"" alt="""" width=""837"" height=""1188"" />

■募集　あつぎ起業スクール受講生
<img class=""alignnone size-full wp-image-8768855"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240701_14.jpg"" alt="""" width=""235"" height=""70"" />
日時：8月31日、9月7・14・21・28日、10月12日(全6回)　13?17時
対象：市内で起業予定または起業後原則1年以内の方30人程度
場所：厚木商工会議所
費用：6000円
内容：成功する起業の条件、マーケティング戦略、ビジネスモデルの作成、資金・利益計画、融資制度・体験談の紹介、個別相談など
申込み：産業振興課や公民館、市HPなどにある申込書を直接または郵送、ファクス、Eメールで7月1?31日(必着)に〒243-0017栄町1-16-15厚木商工会議所へ。
【電話】221-2153【FAX】221-2152【メール】kigyou@atsugicci.or.jp
市HPからも申し込み可。選考あり。

■創業をサポート
<img class=""alignnone size-full wp-image-8768856"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240701_15.jpg"" alt="""" width=""406"" height=""69"" />

▽特定創業支援
市内での創業に必要な知識などを学べる講座や手続き・資金調達の相談窓口。修了者は創業に伴う税や融資の優遇措置が受けられます。
<img class=""alignnone size-full wp-image-8768857"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240701_16.jpg"" alt="""" width=""168"" height=""71"" />

▽相談
中小企業診断士などの専門家による助言、経営・融資などの相談ができます。
<img class=""alignnone size-full wp-image-8768858"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240701_17.jpg"" alt="""" width=""220"" height=""112"" />

▽融資・補助制度
創業する方への融資や、金融機関に支払った利子、信用保証料の一部を補助する制度があります。
<img class=""alignnone size-full wp-image-8768859"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240701_18.jpg"" alt="""" width=""250"" height=""133"" />

◇まずは気軽に相談を
<img class=""alignnone size-full wp-image-8768860"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240701_19.jpg"" alt="""" width=""303"" height=""49"" />
皆さんの描いた夢を実現できるよう、市の無料相談や起業スクールなどで多くの話を聞き、一人一人に合わせたサポートを心がけています。起業への一歩を踏み出すためには、不安や悩みを解消することが大切です。経営や融資、起業に向けた課題解決など、支援体制が整っているので、「こんなささいなことを聞いていいのかな」と思わず、積極的に相談窓口を活用してほしいです。"
神奈川県厚木市,2024.07.01,広報あつぎ 第1426号（2024年7月1日発行）,街のNEWS あつトピ!,くらし,"■4年後のロサンゼルス五輪を目指して
▽トランポリンの国際大会優勝者が市長に報告
4月にコロンビアで開かれたトランポリンの国際大会に、市内出身の三澤優華さん(21)が日本代表として出場し優勝を果たしました。
三澤さんが出場したのは「2024パシフィック・リム選手権大会」。世界各国から13人の選手が出場した中、金メダルに輝きました。5月下旬、市役所を訪れた三澤さんは「表彰台の一番高い所に上れてうれしかった。4年後のロサンゼルス五輪を目指して技術を磨きたい」と市長に報告。山口市長は「日頃の努力が良い結果につながったと思う。これからも活躍を期待し応援します」とたたえました。
現在、大学4年生の三澤さんは、卒業後も五輪を目標に競技を続けていきます。

■早朝から約1900人が清掃活動に汗
▽県央相模川サミット六市町村合同クリーンキャンペーン
美しい環境を守るためのクリーンキャンペーンを、相模川三川合流点と旭町スポーツ広場で実施しました。市民や市内企業の社員など約1900人が、早朝から清掃活動に汗を流しました。
キャンペーンは、流域の6市町村で構成する「県央相模川サミット」(厚木・相模原・海老名・座間市、愛川町、清川村)が協力して開催し15回目。参加者たちは、空き缶やペットボトルなどのごみを拾い、清掃後はアユの稚魚の放流を楽しみました。
親子で参加した網藤秀和さん(49・森の里)は「キャンペーンには初めて参加した。バーベキューをした後の紙や炭などのごみが落ちていたが、全体的にごみが少なく、取り組みの成果が出ていると感じた」と笑顔で話しました。

■親子連れなど180人が参加
▽厚木歯科医師会がイベントで歯と口の健康の大切さをPR
6月4?10日の「歯と口の健康週間」に合わせたイベントが、保健福祉センターで開催されました。子どもたちが白衣を着て歯科医を体験するブースや無料相談コーナーなどが設けられ、約180人が歯と口の健康や日頃のケアの大切さを学びました。
当日、「なってみよう!子供歯医者さん」のブースでは、子どもたちが歯科治療に用いられる器具を使い虫歯に見立てた模型を修復。体験した松岡直軌さん(10)は「歯に詰め物を入れる時、平らになるように頑張った。これからもちゃんと歯磨きをしたい」と笑顔で話しました。
厚木歯科医師会では他にも、本を通じて歯の大切さを知ってもらうため2021年から毎年、中央図書館に予防や治療の知識が得られる書籍や、歯磨きの絵本などを寄贈しています。

■共同住宅での延焼拡大を食い止める
▽市消防本部が火災の初期消火に当たった市民を表彰
市消防本部は、宮の里の共同住宅での火災発生時に初期消火に当たった伊東克巳さん(36)に、感謝状と記念品を贈りました。
デイサービスの事業所を運営する伊東さんは5月3日、利用者のマンションのエレベーター内が燃えているのを発見。設置されていた粉末消火器を使い速やかに消火し、延焼を食い止めました。表彰された伊東さんは「焦ったけれど、利用者さんを守らなければと行動した。火災を食い止められてよかった」と話しました。岡田消防長は「迅速な通報と消火活動で被害を最小限にとどめたことに感謝します。一連の冷静な対応はプロの目から見ても素晴らしい行動」と感謝の言葉を伝えました。
消防本部では、火災や水害、事故が起きた際、人命救助などに協力した市民らを表彰しています。"
神奈川県厚木市,2024.07.01,広報あつぎ 第1426号（2024年7月1日発行）,県央やまなみ探訪,文化,"<img class=""alignnone size-full wp-image-8768866"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240701_20.jpg"" alt="""" width=""449"" height=""89"" />

■第2回　丹沢の水の恵み　厚木名物・アユと日本酒
丹沢の山々が育んでいる清らかな水は、厚木の街に、さまざまな食の恵みをもたらしています。
今年も6月1日に釣りが解禁されたばかりのアユの資源を守るため、種苗放流に取り組んでいる人たちがいます。200年の歴史を誇る老舗の酒蔵は、地元で採れた酒米を丹沢の伏流水で仕込み、地産地消の日本酒づくりに乗り出しています。厚木名物を届けるために奮闘している現場を訪ねてみました。

ニュースサイトで詳しく紹介しています

問合せ：商業観光課
【電話】225-2820"
神奈川県厚木市,2024.07.01,広報あつぎ 第1426号（2024年7月1日発行）,厚木愛通信,くらし,"厚木市長　山口貴裕

今秋、市内に新たな町名が誕生します。森の里東土地区画整理事業の施行区域の大半が「森の里紅葉台(もみじだい)」となり、2014年度から進められてきた事業もいよいよ完了を迎えます。土地区画整理組合や関係者の皆さんのご尽力で、既に8社が操業を開始。厚木の産業を盛り上げていただいています。
市内には現在、約9400の事業所があります。そこで働く人の数はおよそ15万人に上り、県内の市で唯一、昼間の人口が夜間を上回るほど企業活動が活発です。企業の皆さんからの法人市民税は、市の財政基盤の礎となり、国からの普通地方交付税に頼らず独自の税収だけで運営できる「不交付団体」を、60年にわたり継続できています。小・中学校給食費の無償化や「かなちゃん手形」購入費助成の拡大なども、確かな財政基盤があってこそ実現できる事業です。
五つのインターチェンジがあり、交通アクセスの良い厚木市は、都市と自然の調和した魅力的な場所です。新たな産業拠点の創出に向けた事業は酒井地区で進んでいる他、山際や長谷、玉川などでも検討されています。より財政力の強いまちへ。これからも企業や市民の皆さんの活動を応援してまいります。"
