自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
神奈川県厚木市,2025.05.15,広報あつぎ 第1447号（2025年5月15日発行）,みんなで川をきれいに 県央相模川サミット六市町村合同 クリーンキャンペーン(申込不要),くらし,"美しい相模川を守るため、近隣の5市町村(相模原・海老名・座間市、愛川町、清川村)と協力し、川岸のごみを拾います。

日時：5月25日　7時30分?8時30分
※荒天中止(当日6時15分に市HPに掲載)
会場：相模川三川合流点、旭町スポーツ広場
アクセス：詳しくは本紙の地図をご覧ください
※公共交通機関を利用してください

当日はアユの稚魚を放流

問合せ：河川下水道総務課
【電話】225-2361"
神奈川県厚木市,2025.05.15,広報あつぎ 第1447号（2025年5月15日発行）,広報あつぎをアプリやウェブで配信中,くらし,カタログポケットは10言語に対応。音声読み上げもできます。
神奈川県厚木市,2025.05.15,広報あつぎ 第1447号（2025年5月15日発行）,広報テレビ・ラジオ番組,くらし,"イベント情報や街の話題などを紹介

■ケーブルテレビ
▽AIC「あつぎ愛テレビ」
(1)12時?
(2)19時30分?
(3)22時45分?
(各15分)

■テレビ
▽tvk「猫のひたいほどワイド」
毎月第1・3月曜、13時ごろ(3分程度)

▽tvkデータ放送
リモコンのdボタンを押して情報をチェック

■ラジオ
▽FMヨコハマ「ラブリーデイ」(84.7MHz)
毎月第1・3火曜、9時35分ごろ(3分程度)

他にもエックスやインスタグラムなどで情報を発信中
詳しくは「厚木市　ソーシャルメディア」で検索"
神奈川県厚木市,2025.05.15,広報あつぎ 第1447号（2025年5月15日発行）,催し,イベント,"■神奈川工科大学厚木市子ども科学館の催し
□コスモシアター・夏のプラネタリウム(5月31日?8月31日。6月23〜27日を除く)
毎日…15時?「すみっコぐらし・ひろい宇宙とオーロラのひかり」。
水曜(祝日、7月21日?8月31日を除く)…11時?「きらきらタイム」。
土曜…10時?「きらきらタイム」。
日曜、祝日、7月21日?8月31日の平日…10時?「ちびまる子ちゃん南十字星に魅せられて」(7月6日・8月18日を除く)、11時30分?「忍たま乱太郎の宇宙大冒険・やっぱり地球は回っていた!の段」(8月18日を除く)、13時30分?「ドラえもん・宇宙の模型」(7月6日を除き18日まで)、「あゆコロちゃんの冒険・皆既月食の巻」(7月20日〜。7月24・27日、8月7・16日を除く)。
(各回45分)。番組前半は夏の星座解説(10時の回は除く)。各回90人。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

□字幕付きプラネタリウム「宇宙への旅」
5月17日、13時30分?14時15分。日本語字幕とナレーション付きの番組。定員90人。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

□プラネタリウム特別投影「きらきらタイム」
5月21日、6月4・11日。11時?11時30分。満天の星の下、手遊び歌や童謡を楽しむ。各回90人。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

□太陽観察会
5月25日、12時30分?13時(荒天中止)。専用の望遠鏡で太陽を観察。無料。
申込み：不要。未就学児は保護者同伴。

□ミニ工作教室「七夕星型モビール」
6月8日、(1)13時40分?(2)14時30分?(各回30分)。風に揺れる星を作る。各回24人(付き添いの方も要予約)。無料。
申込み：5月31日(市外の方は6月1日)9時から電話で受け付け。

○土曜科学実験室「手作りマイクとスピーカー」
6月21日、13時40分?15時40分。仕組みを学びながらマイクとスピーカーを作る。小学生以上24人(付き添いの方も要予約)。無料。
申込み：5月31日?6月6日に講座予約システムへ。

□キッズ☆プラネタリウム「たなばたさま」
7月6日、(1)10時?(2)13時30分?(各回40分)。子どもと一緒に星空を楽しむ。各回90人。200円(中学生以下50円)。
申込み：6月8日(年間パスポートを持つ方は7日)、9時から電話で受け付け。

○ラジオ工作教室
7月26日、13時40分?15時40分。ラジオを組み立て、仕組みを学ぶ。小学生と保護者24人。1台3300円。
申込み：6月7?13日に講座予約システムへ。

□昼寝タリウム
木曜(5月29日を除く)、12時15分?12時45分。満天の星の下、ゆったりと過ごす。定員90人。入退場自由。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

いずれも会場、問い合わせは子ども科学館。
【電話】221-4152
先着順(○は抽選)。講座予約システム(インターネットで申し込み可)。

■ななさわ森のようちえん・森のたんけん隊
7月9日、14時?16時30分。七沢自然ふれあいセンター。森探検・遊びなど。市内在住の3?6歳の未就学児20人。500円(材料費、保険料)。
申込み：6月1?14日に講座予約システムへ。先着順。
講座予約システム(インターネットで申し込み可)。

問合せ：七沢自然ふれあいセンター
【電話】248-3500。

■厚木なかちょう大通り商店街落語会
5月24日、11時〜12時30分。あつぎ市民交流プラザ。出演は春風亭一花(しゅんぷうていいちはな)。定員80人。800円。
申込み：不要。先着順。

問合せ：厚木なかちょう大通り商店街振興組合
【電話】225-3500。

■第11次総合計画長期ビジョン素案に対するオープンハウス
5月(1)24日、10?15時。ぼうさいの丘公園(2)25日、9時30分?14時。厚木中央公園(3)6月1日、10?15時。荻野運動公園。まちづくりの方向性を示す新しい総合計画の策定に向け、パネルを使った計画の説明と意見の聞き取り。
申込み：不要。

問合せ：企画政策課
【電話】225-2455。

■マンション管理組合交流会
6月21日、10?12時。あつぎ市民交流プラザ。マンション管理士を招いた交流会。市内分譲マンション管理組合役員・居住者30人。無料。
申込み：直接、電話または市HPにある申込書をファクスで5月15日から住宅課【電話】225-2330【FAX】224-0621へ。先着順。"
神奈川県厚木市,2025.05.15,広報あつぎ 第1447号（2025年5月15日発行）,講座(1),講座,"■ゲートキーパー養成講座
6月25日、10時30分?12時。保健福祉センター。身近な人の心の不調や自殺に傾く人のサインに気づき、声かけや傾聴、適切な相談機関につなぐ「ゲートキーパー」になるための知識を学ぶ。市内在住在勤の方30人。無料。
申込み：5月15日?6月13日に健康医療課【電話】225-2201へ。先着順。講座予約システム(インターネットで申し込み可)。

■マルチメディアボランティアのスマホ・パソコン無料講座
□手ほどき
6月5・7・12・19・21日。基本操作・アプリ・インターネットなどの個別相談。各回5人。

□スマートフォン講座
6月26日。基本操作やアプリのダウンロードなどを学ぶ。定員8人。

いずれも9時30分?11時30分。あつぎ市民交流プラザ。無料。
申込み：5月15日から各受講日の前日12時までにDX推進課【電話】225-2457へ。先着順。スマートフォン・パソコンをお持ちください。

■フレイルチェック
6月(1)20日、10?12時(2)27日、10時?11時30分(全2回)。あつぎ市民交流プラザ。フレイル(加齢で筋力や心身の活力が低下した状態)の測定と対策を学ぶ。受講経験のない市内在住の65歳以上の方20人。無料。
申込み：直接、電話またはハガキに講座名、〒住所、氏名、生年月日、電話番号を書き、5月30日(必着)までに〒243-8511地域包括ケア推進課【電話】225-2388へ。抽選。講座予約システム(インターネットで申し込み可)。

■高齢者健康スイミング教室(春期コース)
□水中ウォーキング教室
6月20日?7月18日の金曜(全5回)。

□スイミング教室
6月23日?7月14日の月・木曜(全7回)。

いずれも10時20分?(各回60分)。ふれあいプラザ。2026年3月31日までに65歳以上になる方20人。無料。参加条件あり。
申込み：健康医療課や公民館、市HPにある申込書を直接または郵送、ファクス、Eメールで5月30日(必着)までに〒243-8511健康医療課【電話】225-2201【FAX】223-7066【メール】2250@city.atsugi.kanagawa.jpへ。抽選。詳細は市HPに掲載。

■応急手当普通救命講習会
6月13日、13時30分?16時30分。消防本部。応急手当ての重要性、心肺蘇生法、自動体外式除細動器(AED)の取り扱いなど。市内在住在勤在学の中学生以上30人。無料。
申込み：5月15?22日に救急救命課【電話】223-9365へ。抽選。講座予約システム(インターネットで申し込み可)。

■フィットネスプログラム「キックボクシング・エクササイズ」
5月31日、(1)男性の部…9時30分?(2)女性の部…11時15分?(各回75分)。保健福祉センター。インストラクターによるキックボクシングの要素を取り入れた自宅でできるトレーニングの実技。市内在住在勤在学の20?64歳各回30人。無料。
申込み：5月15?23日に講座予約システムへ。先着順。
講座予約システム(インターネットで申し込み可)。

問合せ：健康医療課
【電話】225-2201。"
神奈川県厚木市,2025.05.15,広報あつぎ 第1447号（2025年5月15日発行）,講座(2),講座,"■市立病院がんサロン「つくしんぼカフェ」
5月28日、14?15時。市立病院。患者同士の交流会や治療によるしびれについてのミニレクチャー。定員20人。無料。
申込み：5月15日からがん相談支援センター【電話】221-1570へ。先着順。

■厚木医師会女性医師部会講演会
7月3日、18時30分?20時。保健福祉センター。大人もかかる小児の感染症の予防と対策。市内・愛川町・清川村在住在勤の方50人。無料。
申込み：直接またはファクス、Eメールに〒住所、氏名、電話番号、人数を書き、5月15日?6月25日に厚木医師会【電話】222-1259【FAX】223-0556【メール】info@atsugi-ishikai.or.jpへ。先着順。

■スポーツ協会の教室
□初心者弓道教室
6月2・5・9・12・16・19・23・26・30日、7月3日(全10回)。18時30分?20時30分。東町スポーツセンター。市内在住在勤在学の中学生以上30人。3000円。

□中学生バレーボール教室
6月14・21・28日(全3回)、18時30分?20時30分。南毛利スポーツセンター。市内在住在学の中学生20人。500円。

□初級・中級ジュニアテニス教室
6月14・21・28日、7月12日(全4回)、17時?18時50分。南毛利スポーツセンター。市内在住在学の小・中学生20人。1500円。

□ジュニアトランポリン教室
6月21・22日、(1)9時30分?(2)11時30分?(全2回、各回90分)。猿ケ島スポーツセンター。市内在住在学の小学生各回20人。1000円。

いずれも基礎技術の講習。
申込み：ハガキ、ファクス、Eメールに教室名、〒住所、氏名(ふりがな)、年齢・学年、電話番号を書き、5月25日(必着)までに〒243-0039温水西1-27-1スポーツ協会【電話】247-7212【FAX】248-7151【メール】info@atsugi-sports.comへ。抽選。

■JAあつぎの講座
□夏野菜の冷凍活用講習会
7月9日。冷凍した夏野菜で時短料理を作る。1300円。

□ハーブランチ講習会
7月18日。生のハーブを使った料理を作る。1500円。

いずれも10時30分?13時。JAあつぎ本所。市内・清川村在住の18歳以上25人。費用は材料費など。
申込み：6月2?10日にJAあつぎ【電話】221-6881へ。抽選。

■初心者俳句教室
7月?2026年6月の金曜(全12回)、13?16時。あつぎ市民交流プラザ。市内在住在勤在学の方15人。2000円(テキスト代など)。
申込み：5月15日から俳句協会・川島【電話】221-3988へ。先着順。"
神奈川県厚木市,2025.05.15,広報あつぎ 第1447号（2025年5月15日発行）,子育て,子育て,"■中央図書館の催し
□ブックスタート
(1)5月24日、10時30分?11時30分。中央図書館
(2)6月3日、12時?12時30分。保健福祉センター
(3)6月18日、10時30分?11時30分。アミューあつぎ。
読み聞かせの方法や年齢に応じた絵本を5分程度で紹介し、1冊を進呈。市内在住で2024年4月2日以降に生まれた赤ちゃんと保護者(赤ちゃん1人につき1回)。生後4カ月頃からが最適。母子健康手帳をお持ちください。
申込み：不要(事前の電話予約で、第2・3木曜の11?12時、14?15時に中央図書館でも可)。
絵本などのプレゼントのみ：
(1)中央図書館…9?17時
(2)依知北・睦合北・小鮎・玉川・相川・森の里・睦合西公民館の図書室…10時?12時30分、13時30分?17時
(3)荻野・南毛利公民館の図書室…10?17時
(4)移動図書館わかあゆ号…巡回時。
母子健康手帳をお持ちください。

□おひざにだっこのおはなし会
5月28・29日、(1)10時30分?(2)11時30分?(各回30分)。中央図書館。歌・手遊び、人形劇、紙芝居の読み聞かせなど。1?4歳程度の幼児と保護者。
申込み：不要。

□おはなし会
6月1・7・8・14・15・21・22・28・29日、14時?14時30分。中央図書館。素話や絵本と紙芝居の読み聞かせなど。4歳?小学2年生程度。
申込み：不要。

いずれも無料。

問合せ：中央図書館
【電話】223-0033。

■親子ふれあい遊び
◇1歳児
6月10・17日。市内在住の1歳児と保護者各回15組。

□7カ月?歩きはじめのこども
6月18・25日。市内在住の保護者各回15人(生後7カ月?歩き始めの子どもを同伴)。

いずれも10時30分?11時20分。あつぎ市民交流プラザ。親子で触れ合い遊びを楽しむ。保護者は1組2人まで。無料。
申込み：□5月7日?6月9日◇5月15日?6月1日に子育て支援センター【電話】225-2922へ。抽選。講座予約システム(インターネットで申し込み可)。

■ベビーマッサージ
6月13日、10時30分?11時30分。あつぎ市民交流プラザ。オイルを使ったマッサージで赤ちゃんとの関わり方を学ぶ。市内在住の保護者15組(生後1?6カ月の赤ちゃんを同伴。保護者は1組2人まで)。300円(オイル代)。
申込み：5月13日?6月4日に子育て支援センター【電話】225-2922へ。抽選。講座予約システム(インターネットで申し込み可)。

■パパと一緒にベビーマッサージ
6月28日、10時30分?11時30分。あつぎ市民交流プラザ。オイルを使ったマッサージで赤ちゃんとの関わり方を学ぶ。市内在住の生後1?6カ月の赤ちゃんと父親15組。300円(オイル代)。
申込み：5月15日?6月18日に子育て支援センター【電話】225-2922へ。抽選。講座予約システム(インターネットで申し込み可)。

■みんなの食堂
6月19日、16?18時。厚木北公民館。地元の野菜や米を使った弁当を提供し、ゲームなどを楽しむ。市内在住の方100人。300円(高校生以下100円)。
申込み：6月2日からファンライフ・望月【電話】090-4363-8420へ。先着順。"
神奈川県厚木市,2025.05.15,広報あつぎ 第1447号（2025年5月15日発行）,募集,その他,"■文化芸術全国大会等出場奨励金
文化芸術分野で全国・世界大会に出場が決定した個人・団体に奨励金を交付します。
対象期間：4月1日?
対象：市内在住在勤在学の個人または市内で活動する団体。
詳細は市HPに掲載。

問合せ：文化魅力創造課
【電話】225-2508。

■ジュニアエコリーダー
実験や施設見学を通して環境問題を考える児童を募集します。
期間：7?11月(全5回程度)
内容：実験や施設見学など
対象：小学4?6年生15人。
申込み：環境政策課や小学校、公民館、児童館、市HPにある申込書を、直接または郵送で6月6日(消印有効)までに〒243-8511環境政策課【電話】225-2749へ。抽選。

■生産緑地地区の指定申し出を受け付け
事前相談期間：5月19?30日
申出期間：6月2?6日
場所：都市計画課
対象：幅員4メートル以上の道路に接し、防災協力農地に登録見込みなどの指定要件を満たす市街化区域内の一団で、300平方メートル以上の農地(一団で指定の場合、1カ所の最低面積は100平方メートル)。

問合せ：都市計画課
【電話】225-2401。

■太陽光パネルの共同購入者
太陽光発電設備や蓄電池を一括で発注し安く購入するため、購入希望者を募集します。
申込み：9月4日までに県HPで参加登録。詳しくは県HPに掲載。

問合せ：環境政策課
【電話】225-2746。

■市立病院の職員(任期付き障がい者枠)
職種：看護師、薬剤師、臨床検査技師、理学療法士、作業療法士、臨床工学技士、管理栄養士、社会福祉士、診療情報管理士
対象：1991年4月2日以降生まれで、
(1)身体障害者手帳がある
(2)活字印刷文による出題に対応可能
(3)応募職種の免許有資格者または2026年実施の国家試験で資格免許を取得見込み
?の全てを満たす方若干名。
申込み：市立病院や市役所本庁舎、本厚木・愛甲石田駅連絡所、市立病院HPにある申込書を、直接または郵送で7月31日(必着)までに〒243-8588水引1-16-36病院総務課【電話】221-1570へ。受付後、書類選考結果をお知らせ。合格者には二次試験の日程を案内。詳細は、募集要項に掲載。

■セーフコミュニティ推進委員会の委員
セーフコミュニティ推進条例の運用状況を点検する委員を募集します。
対象：
(1)市内在住在勤在学で応募日現在18歳以上
(2)平日昼間の会議(年3回程度)に出席できる
(3)他の審議会などの委員でない
(4)市の議員・職員でない
?の全てを満たす方2人
任期：7月?(2年間)
報酬：日額7800円(交通費含む)。
申込み：くらし交通安全課や市政情報コーナー、公民館、保健福祉センター、中央図書館、市HPにある申込書と応募動機(400字程度)を、直接または郵送、ファクス、Eメールで6月13日(必着)までに〒243-8511くらし交通安全課【電話】225-2865【FAX】221-0260【メール】3400@city.atsugi.kanagawa.jpへ。書類選考あり。

■保健福祉審議会委員
保健や福祉に関する事項を審議・検討する委員を募集します。
対象：
(1)市内在住で応募日現在18歳以上
(2)平日昼間の会議(年3回程度)に出席できる
(3)他の審議会などの委員でない
(4)市の議員・職員でない
?の全てを満たす方3人
任期：8月?(2年間)
報酬：日額7800円(交通費含む)。
申込み：地域包括ケア推進課や公民館、市HPにある申込書を、直接または郵送、Eメールで6月20日(必着)までに〒243-8511地域包括ケア推進課【電話】225-2200【メール】1900@city.atsugi.kanagawa.jpへ。書類選考あり。

■農業委員・農地利用最適化推進委員(非常勤特別職)
□農業委員
対象：農業の識見を持ち、職務を遂行できる方13人(うち1人は農業者ではなく、利害関係のない方)
内容：農地の権利移動の許可・転用などの審議、遊休農地に対する措置など。

◇農地利用最適化推進委員
対象：農地などの利用の最適化推進に熱意と識見を持つ方14人(依知、睦合、荻野、小鮎、南毛利、玉川、厚木・相川地区各2人)
内容：農地の集積・集約化、耕作放棄地の発生防止・解消など。

いずれも任期は10月17日?(3年間)。報酬は月額3万9400円。
申込み：農業政策課、農業委員会、市政情報コーナー、各公民館、市HPにある申込書を、直接または郵送で6月2?30日(必着)に〒243-8511□農業政策課【電話】225-2800◇農業委員会【電話】225-2480へ。詳細は市HPに掲載。

■小中高生のための夏休み海外研修交流事業参加者
国際青少年研修協会が主催する海外研修です。
日程：7月26日?8月14日のうち7?17日間
内容：ホームステイ、学校訪問、地域見学など
研修国：アメリカ(サイパン、ハワイ)、イギリス、オーストラリア、カナダ
対象：小学3年?高校3年生各コース10?20人
費用：30万?80万円(施設利用料、食費、交通費など)。
申込み：6月5日までに国際青少年研修協会【電話】03-6825-3130へ。先着順。オンラインの事前説明会あり。日程や内容、定員、費用は行き先で異なる。"
神奈川県厚木市,2025.05.15,広報あつぎ 第1447号（2025年5月15日発行）,お知らせ,その他,"■愛甲石田駅北口駅前広場の環境整備工事
7月中旬頃から、特設タクシー乗り場に屋根やベンチを設置する工事を実施します。

問合せ：交通混雑対策課
【電話】225-2324。

■国民健康保険資格確認書などを送付
国民健康保険加入者でマイナ保険証を持っていない方に資格確認書、持っている方に資格情報のお知らせを7月中旬から特定記録郵便(転送不要)で送付します。同一世帯で混在する場合は、別々の封筒で送付します。窓口受け取りや簡易書留を希望する方は、6月18日までに国保年金課へ。既に職場の健康保険に加入している場合などは、脱退の手続きが必要です。

問合せ：国保年金課
【電話】225-2120。

■特設人権相談
6月1日の人権擁護委員の日にちなみ、法務大臣から委嘱を受けた人権擁護委員が悩み事や困り事の相談に応じます。秘密は厳守します。
6月2日：午前…依知北、南毛利。午後…依知南、愛甲
3日：午前…厚木北、睦合北。午後…厚木南、睦合南
4日：午前…睦合西、玉川。午後…荻野、森の里
5日：午前…緑ケ丘、相川。午後…小鮎
(いずれも午前は9時?、午後は13時30分?。各回150分。全て公民館)。

問合せ：市民協働推進課
【電話】225-2215。

■はかりの定期検査
取引や証明で使うはかりは、2年に1度の検査が義務付けられています。県計量協会の検査員・検査補助員が、事業所や店舗を巡回して検査します。計量士に依頼した場合は、市の定期検査は不要。新たに市に定期検査を希望する場合は、登録が必要です。
検査時期：6?12月
対象地域：依知北・南、睦合北・南・西、荻野、小鮎、玉川、緑ケ丘、森の里。

問合せ：消費生活センター
【電話】225-2155。

■教育委員会とフリースクールなどによる不登校相談会
6月7日、13時?16時30分。県立青少年センター(横浜市)。不登校経験者や保護者による座談会やフリースクールなどの活動紹介、個別相談会。無料。
申込み：不要。

問合せ：県子ども教育支援課
【電話】045-210-8292。

■オストメイト健康相談会
6月22日、13時30分?16時30分。ユニコムプラザさがみはら(相模原市)。講演、グループ懇談、装具の展示。人工肛門・ぼうこう保有者と家族、医療機関関係者、関心のある方50人。無料。
申込み：不要。先着順。

問合せ：日本オストミー協会神奈川支部
【電話】070-4003-1239。

■6月1?10日は電波利用環境保護周知啓発強化期間
不法な無線局は、テレビ放送や携帯電話、救急用無線などを妨害します。電波はルールを守り、正しく使いましょう。

問合せ：関東総合通信局
【電話】03-6238-1939。

■国民年金保険料の追納制度
免除、納付猶予、学生納付特例の承認期間がある方は、保険料を全額納付した場合に比べ、老齢基礎年金の受け取り額が少なくなります。免除期間の保険料を後から納付すると、将来に受け取る年金を増やせます(追納時点で過去10年以内の月の保険料のみ)。

問合せ：厚木年金事務所
【電話】223-7171。"
神奈川県厚木市,2025.05.15,広報あつぎ 第1447号（2025年5月15日発行）,【政策トピック】幅広い年代に関心を カーボンニュートラルを学ぶ漫画を作成,くらし,"2050年のカーボンニュートラル達成に向け、幅広い年代の方に取り組みを知ってもらうオリジナル漫画を作成しました。脱炭素社会に効果が高いものや取り組みやすいものを解説。漫画は市HPで見られる他、子ども向けの講座などでも活用します。

■作成の背景と狙い
・市民で構成される「あつぎ気候市民会議」で作成した脱炭素社会を目指すプランを分かりやすく漫画化
・会議に参加した市民で漫画家のきくち栞(しおり)さんが作成
・子どもから大人までがカーボンニュートラルに親しみを持てるよう、小学生の「ナンデちゃん」と同級生の会話でストーリーが展開

■漫画で分かること
・温室効果ガスの発生理由や削減のための取り組みを紹介
・太陽光パネルや蓄電池など環境に配慮するための住宅設備や電気自動車などの補助金を分かりやすく解説

問合せ：環境政策課
【電話】225-2746"
