自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
岡山県倉敷市,2024.12.01,広報くらしき 2024年12月号,きらきら手話コーナー 手話で交流しませんか,くらし,"?手話でつながり　共に暮らす?
手話は、手指や体の動き、表情を使って視覚的に表現する言葉です。市は、令和3年12月に「倉敷市手話言語条例」を制定し、一人一人が手話についての理解を深め、障がいの有無にかかわらず全ての市民が共に暮らし、支え合い、輝くことのできる共生社会実現への取り組みを進めています。

市では、手話を使いやすい環境づくりに取り組んでいます。市内には聴覚に障がいがある人や手話に興味のある人が集まって学習・交流できる場がたくさんあります。また、YouTubeチャンネル「倉敷市e公民館」でも、手話を学べる動画を公開しています。
手話が分からない場合にも、聴覚に障がいがある人とコミュニケーションをとる際は、口の動きが見えるようにマスクを外し、筆談や会話の文章はなるべく短くするように意識してみましょう。

■市内手話サークル
申し込み不要。(祝)(休)は休みか日程を変更する場合があります。
<img class=""alignnone size-full wp-image-9058160"" src=""https://mykoho.jp/wp-content/uploads/2024/11/sn_kurashiki241201_1.png"" alt="""" width=""701"" height=""436"" />

問合せ：本庁障がい福祉課
【電話】426-3305

■手話通訳士(者)(会計年度任用職員)を募集
詳しくは、受験案内で確認してください。
職務内容：手話通訳、派遣する手話通訳者の日程調整など。週35時間勤務
任期：4月1日?令和8年3月31日(再任用は勤務実績などにより最長で11年度末まで)
受験資格：手話通訳士または手話通訳者の資格がある健康な人
定員：2人
報酬：月額185,341円。期末・勤勉手当の支給あり。報酬など勤務条件は、条例・規則などの改正により変更する場合あり
受付期間：1月10日(金)まで。1月8日(水)の消印有効
受験案内：本庁障がい福祉課、市総合療育相談センター「ゆめぱる」、児島・玉島・水島の各保健福祉センター福祉課、真備保健福祉課、市ホームペ?ジで配布

問合せ：本庁障がい福祉課
【電話】426-3305"
岡山県倉敷市,2024.12.01,広報くらしき 2024年12月号,〔特集1〕令和5年度決算報告,くらし,"一般会計では、収入が2,422億7,600万円(前年度比7.0%増)、支出が2,344億7,900万円(前年度比8.9%増)で、令和6年度への繰越財源を差し引いた実質収支は61億8,500万円の黒字となっています。黒字の要因は、市税や地方交付税などで予算額を上回る収入があったことや、支出において児童福祉費や保健衛生費などで不用額が生じたことによるものです。

■会計別の決算額(単位…100万円)
<img class=""alignnone size-full wp-image-9058162"" src=""https://mykoho.jp/wp-content/uploads/2024/11/sn_kurashiki241201_2.png"" alt="""" width=""550"" height=""522"" />
※100万円単位のため、金額を調整しています。
・一般会計…福祉、道路・公園、教育など、市が行う仕事の中心となる会計
・特別会計…特定の収入を特定の支出に充てる会計
・財産区会計…市町村から独立して、所有する財産の管理や処分ができる特別な地方公共団体の会計
・企業会計…事業によって得られる収入で支出を賄う独立採算の会計

■一般会計目的別決算の内訳(単位…100万円)
<img class=""alignnone size-full wp-image-9058163"" src=""https://mykoho.jp/wp-content/uploads/2024/11/sn_kurashiki241201_3.png"" alt="""" width=""418"" height=""500"" />
※100万円単位のため、金額を調整しています。
・民生費…障がい者・高齢者・児童福祉など
・衛生費…健康づくり、環境対策、ごみ処理など
・総務費…広報、情報化、防災、選挙など
・土木費…道路整備、土地区画整理など
・公債費…借入金の返済
・教育費…学校教育、生涯学習など
・農林水産業費…農業・漁業などの振興・育成
・消防費…消火・救急活動、防災対策
・商工費…商工業の育成、観光振興

■主な財政指標で見る5年度決算
◇財政力指数
市が通常必要とする経費を、市税など普段の収入で、どの程度賄うことができるかを表す指数。
数字が1以上なら、市が年間に必要とする経費以上に税収などがあり、豊かな自治体といえます。
<img class=""alignnone size-full wp-image-9058164"" src=""https://mykoho.jp/wp-content/uploads/2024/11/sn_kurashiki241201_4.png"" alt="""" width=""267"" height=""240"" />

◇経常収支比率
人件費や扶助費など経常的に必要な経費が、市税などの普段の収入に占める割合を表す指標。
数字が大きくなると財政が硬直化し、新規事業に充てる予算が少なくなります。
<img class=""alignnone size-full wp-image-9058165"" src=""https://mykoho.jp/wp-content/uploads/2024/11/sn_kurashiki241201_5.png"" alt="""" width=""270"" height=""242"" />

◇健全化判断比率
「実質赤字比率」「連結実質赤字比率」「実質公債費比率」「将来負担比率」の4つの指標の総称。これらの比率が1つでも基準値を上回ると、財政の早期健全化または財政再生のための計画を定め、財政の健全化を図らなければなりません。5年度は黒字であり、実質公債費比率と将来負担比率は、いずれも基準値を下回るものでした。

◇公営企業の資金不足比率
各公営企業の事業規模に対する資金不足額の割合を示す指標。経営健全化基準値を上回ると、経営健全化のための計画を定め、経営の健全化を図らなければなりません。5年度は、下水道事業・水道事業・市民病院事業・モーターボート競走事業のいずれも資金不足は発生しませんでした。

問合せ：本庁財政課
【電話】426-3155"
岡山県倉敷市,2024.12.01,広報くらしき 2024年12月号,〔特集2〕瀬戸内倉敷ツーデーマーチ,イベント,"?歩くよろこび　ふれあう心　夢と歴史の瀬戸の道?
3月8日(土)・9日(日)

瀬戸内倉敷ツーデーマーチは、自然に親しみながら、体力づくり、健康づくり、そして心と心の触れ合いを図る歩く祭典です。集合場所は本庁。競技ではないので、仲間との会話を楽しんだり、好きな景色を撮影したりしながら、自分のペースで歩くことができます。初めて参加する人も大歓迎!ぜひ倉敷の春の訪れを満喫してください。

■距離と種別
◇40km・30kmコース
フルマラソン完走のような達成感が味わえます。

◇20kmコース
体を動かして、しっかり歩きたい人にお勧めです。

◇10kmコース
少し遠出の遠足に行くつもりで。

◇5kmコース
平地で歩きやすく、散歩気分で楽しめます。

◇観光ウオーク?美観地区の素敵なところ見つけよう!?
ボランティアガイドと歩きながら、美観地区の新たな魅力を発見できます。各日先着140人
※事前申し込みのみ

■コースと出発時間
?コースごとにいろいろな見どころがあるよ!?
コース内容の詳細はホームページで。
受け付けは各出発時刻の1時間前から、出発式は10分前から、本庁で行います。

◇8日(土)
7時…吉備真備コース/40km
9時…高梁川コース/20km
10時…酒津公園コース/10km
11時…美観地区コース/5km、観光ウオーク/5km

◇9日(日)
7時…瀬戸大橋・鷲羽山コース/30km
9時…新熊野史跡コース/20km
10時…源平史跡コース/10km
11時…美観地区コース/5km、観光ウオーク/5km

■ふれあいウォークinツーデーマーチの参加者募集〔9日(日)のみ開催〕
障がいのある人・家族・同伴者で一緒に参加しませんか。途中で体調が悪くなったときや、車いす対応トイレが必要なときは搬送車両で対応します。
コース：美観地区コース(5km)、源平史跡コース(10km)
対象：市内在住・通勤・通学・通所する障がいのある人、障がいのある人の家族または同伴者
参加費：500円(障がいのある人1人に家族・同伴者2人まで。2人を超える場合は1人につき大人2,000円、中・高校生500円、小学生以下無料)
申込方法：12月2日(月)?1月31日(金)(必着)に所定の用紙で。事前申し込みのみ

◇障がいのある人と一緒に歩くボランティアを募集
定員：30人
申込締切：1月31日(金)
申込方法：倉敷ボランティアセンター【電話】434-3350へ電話で。事前研修あり

問合せ：本庁障がい福祉課
【電話】426-3305

■インスタグラム投稿抽選会
「歩くよろこび　ふれあう心夢と歴史の瀬戸の道」をテーマに、大会期間中の参加者や自然を題材とした投稿を募集。抽選で25人に記念品を贈呈します。詳しくは、ホームページで。

■参加費
1日だけの参加、2日間の参加問わず同額
・事前申し込み…大人2,000円、中・高校生500円、小学生以下無料
・当日申し込み…大人2,200円、中・高校生500円、小学生以下無料
※小学生以下は保護者同伴。
※小学生以下は参加記念品はありません。希望する場合は、出発会場の専用ブースで購入可

■当日申し込み
主会場(本庁)で受け付け
※観光ウオークの当日受け付けはありません

■事前申し込み
12月1日(日)?1月31日(金)(必着)に、次のいずれかで。
・インターネット…本紙の二次元コードで確認を。要手数料
・電話…【電話】0570-039-846((祝)を除く(月)?(金)10時?17時)
・郵便振替…専用の振込用紙に必要事項を記入して、郵便局で支払い
・窓口…参加申込書(ホームページ、窓口で配布)に参加費を添えて下記で。
(1)本庁スポーツ振興課((土)(日)(祝)・年末年始を除く8時半?17時15分)
(2)ライフパーク倉敷、倉敷・児島・玉島・水島・庄・茶屋町・船穂・真備の各公民館((月)・年末年始・1月14日(火)を除く9時?17時15分)

〔申込方法をチェック!〕
スポーツエントリーホームぺージ(本紙の二次元コード参照)

問合せ：同実行委員会事務局(〒710-8565西中新田640、本庁スポーツ振興課内)
【電話】426-3855"
岡山県倉敷市,2024.12.01,広報くらしき 2024年12月号,姉妹都市サンクトペルテン市(オーストリア共和国)の浸水被害 義援金を受け付けています,くらし,"9月の中・東欧州での豪雨による、姉妹都市サンクトペルテン市(オーストリア共和国)の浸水被害を受け、被災された方々への義援金を受け付けています

■募金箱
受付期間：12月27日(金)までの開庁時間内((土)(日)除く)
設置場所：本庁総合案内・国際課、児島支所市民ホール、玉島支所市民課総合収納窓口前、水島・真備の各支所市民課、庄・茶屋町・船穂の各支所

■口座振り込み
受付期間：12月27日(金)まで。
振込先口座：中国銀行倉敷市役所出張所　普通2519544　倉敷市サンクトペルテン豪雨災害義援金
※振込手数料が必要となります。

問合せ：本庁国際課
【電話】426-3015"
岡山県倉敷市,2024.12.01,広報くらしき 2024年12月号,緊急告知FMラジオの購入を補助,くらし,"緊急告知FMラジオは、緊急地震速報や、市が発出する避難指示などの防災情報、弾道ミサイル発射といった緊急情報を受信した際に、電源を切っていても自動的にスイッチが入り、大音量で放送するラジオです。平常時はFMくらしき、NHK‐FM、RSK山陽放送、FM岡山の4局が受信できます。

■申請(購入)・受け取りは指定取扱店で
1世帯当たり1台。詳しくは、市ホームページで確認するか問い合わせを。
対象：
(1)市内在住でスマートフォンを持っていない人
(2)市内在住の避難行動要支援者
自己負担額(販売金額)：2,000円
指定取扱店：
・(株)エフエムくらしき(白楽町520-28)【電話】430-0600
・児島市民交流センター(児島味野2-2-38)【電話】474-8550
・玉島市民交流センター(玉島阿賀崎1-10-1)【電話】526-1400
・玉島テレビ放送(株)(玉島阿賀崎1-2-31)【電話】526-7075
・玉島信用金庫・水島信用金庫の市内全店舗
・たけのこ茶屋(真備町箭田3652-1まきび公園内)【電話】698-1514
購入方法：指定取扱店に設置の申請書類に必要事項を記入し、自己負担額を添えて指定取扱店に提出。年齢が確認できる身分証明書の提示が必要(避難行動要支援者を除く)。指定取扱店に納品があり次第、引き渡し
※受注生産のため、申請から引き渡しまで期間を要します。
※受信確認のための貸し出しあり。詳しくは、指定取扱店へ問い合わせを。

問合せ：本庁危機管理課
【電話】426-3645"
岡山県倉敷市,2024.12.01,広報くらしき 2024年12月号,二十歳(はたち)の集いを1月12日(日)に開催,イベント,"日時・内容：1月12日(日)(開場10時半)。
・オープニングセレモニー…11時?
・式典…11時半?
・恩師交流…12時?
場所：倉敷スポーツ公園マスカットスタジアム
対象：平成16年4月2日?17年4月1日生まれの人
持参品：
・市内に住民票がある人…12月9日(月)発送予定の入場券
・市外に住民票がある人…生年月日が分かる身分証明書

最新の情報は、市ホームページで確認を。(本紙の二次元コード参照)

問合せ：教育委員会生涯学習課
【電話】426-3845"
岡山県倉敷市,2024.12.01,広報くらしき 2024年12月号,年末年始の業務 窓口業務/ごみ・し尿収集/斎場業務,くらし,"倉敷市コールセンター【電話】426-3030(年中無休)

■窓口業務
<img class=""alignnone size-full wp-image-9058172"" src=""https://mykoho.jp/wp-content/uploads/2024/11/sn_kurashiki241201_6.png"" alt="""" width=""962"" height=""166"" />

問合せ：本庁市民課
【電話】426-3265

■ごみ・し尿収集〔倉敷・児島・玉島・水島・船穂の各地区〕
◇ごみの収集・持ち込み
<img class=""alignnone size-full wp-image-9058173"" src=""https://mykoho.jp/wp-content/uploads/2024/11/sn_kurashiki241201_7.png"" alt="""" width=""966"" height=""198"" />

〔年始のごみの収集〕
1月6日(月)から通常通り。1月1日(祝)?3日(金)が資源ごみ・埋立ごみの収集日に当たる地区は、2月から収集

〔年始のごみの持ち込み〕
各環境センター、水島清掃工場、西部クリーンセンターは1月4日(土)(8時45分?16時半)から通常通り

※施設への持ち込みは、大変な混雑が予想されます。特に12月28日(土)?30日(月)・1月4日(土)?6日(月)は待ち時間が長時間になる恐れがあります。ごみステーション収集に協力をお願いします。

問合せ：
本庁一般廃棄物対策課【電話】426-3375
倉敷【電話】426-3371・児島【電話】472-5166・玉島【電話】522-3844・水島【電話】444-6640の各環境センター

◇し尿収集
・年末…12月27日(金)まで
・年始…1月6日(月)から

※地区により収集日が異なる場合があります。詳しくは、担当の業者へ問い合わせを。

問合せ：本庁一般廃棄物対策課
【電話】426-3375

■ごみ・し尿収集〔真備地区〕
◇年末のごみの収集・持ち込み
収集：燃えるごみ(月)(木)の地区は12月30日(月)まで、(火)(金)の地区は12月27日(金)まで。燃えないごみ・資源ごみは12月27日(金)まで
持ち込み：吉備路クリーンセンターは12月30日(月)まで。29日(日)(9時?16時)も可

◇年始のごみの収集・持ち込み
収集：1月6日(月)から
持ち込み：吉備路クリーンセンターは1月4日(土)(9時?11時)から

問合せ：
真備支所市民課【電話】698-1114
吉備路クリーンセンター【電話】698-3774

◇し尿収集
年末：電話受け付けは12月25日(水)まで。収集は12月27日(金)まで
年始：1月6日(月)から通常通り

問合せ：(有)中央クリーン
【電話】698-1960

<img class=""alignnone size-full wp-image-9058174"" src=""https://mykoho.jp/wp-content/uploads/2024/11/sn_kurashiki241201_8.png"" alt="""" width=""608"" height=""408"" />

■斎場業務〔中央・児島・玉島・真備の各斎場〕
年末：12月31日(火)まで。ペット火葬(中央斎場のみ)は10時?12時
年始：中央・児島・真備の各斎場は1月4日(土)から。玉島斎場は1月2日(木)から。

問合せ：本庁環境衛生課
【電話】426-3361"
岡山県倉敷市,2024.12.01,広報くらしき 2024年12月号,1月26日(日)は倉敷市議会議員選挙の投票日,くらし,"〔期日前投票期間は1月20日(月)?25日(土)〕
任期満了に伴う市議会議員選挙が1月19日(日)告示、26日(日)投票の日程で行われます。

投票日時・場所：1月26日(日)7時?20時、投票所入場券に記載の投票所
投票できる人：平成19年1月27日までに生まれた日本国民で、令和6年10月18日までに住民登録・転入届をし、投票日まで引き続き住民基本台帳に記録され、倉敷市の選挙人名簿に登録されている人(選挙権がない人を除く)
※投票所入場券が届いていても、投票の際、選挙権がない人や市外に転出した人は投票できません。
※目の不自由な人で、投票所入場券に点字表示を希望する場合は、連絡してください。
選挙公報：候補者の氏名・経歴・政見などを掲載した選挙公報を新聞折り込み(1月22日(水)または23日(木)の山陽・朝日・読売・毎日・産経・日経・中国の各朝刊)で配布。自宅への郵送を希望する人は連絡を。本庁・各支所、図書館、公民館、市ホームページでも入手可

■期日前投票
期間・場所：
・1月20日(月)?25日(土)8時半?20時…本庁・各支所
・1月21日(火)?23日(木)10時?20時…イオンモール倉敷1階第2イオンホール

■不在者投票
選挙期間中、仕事や旅行などで市外に滞在中の人や、都道府県の選挙管理委員会が指定した病院や老人ホームなどに入院・入所中の人は、不在者投票ができます。

■郵便などによる不在者投票
投票所へ行くことが困難な重度の障がいのある人などが、自宅で投票できる制度。事前に申請して「郵便等投票証明書」の交付を受けてください。詳しくは、問い合わせを。
対象：身体障がい者手帳や戦傷病者手帳を持ち、障がいの程度が所定の条件に該当する人、介護保険の要介護状態区分が「要介護5」の人

問合せ：本庁選挙管理委員会事務局
【電話】426-3875"
岡山県倉敷市,2024.12.01,広報くらしき 2024年12月号,寄付禁止のルールを守って、明るい選挙を実現しましょう,くらし,"■みんなで徹底　三ない運動?贈らない!求めない!受け取らない!
政治家が選挙区内の人に、金銭や物品を贈ることは法律で禁止されています。また、私たち有権者が政治家に寄付を求めることも禁止されています。

■禁止されている寄付の例
・歳暮や中元
・祭りへの寄付や差し入れ
・町内会や地域の行事への寸志や差し入れ
・入学祝い、卒業祝い
・秘書などが代理で出席する場合の結婚祝い・葬式の香典
・葬式の花輪・供花
・病気見舞い
・落成式・開店祝いの花輪

問合せ：本庁選挙管理委員会事務局
【電話】426-3875"
岡山県倉敷市,2024.12.01,広報くらしき 2024年12月号,水島地区公共施設再編整備基本計画のパブリックコメントを募集,くらし,"3月に策定した水島地区公共施設再編整備基本構想に基づき、水島公民館・水島児童館・水島図書館の複合施設などの整備方針を示す基本計画案を策定しました。寄せられた意見は、市の考えと共に公表します(氏名などは非公表)。電話での意見の受け付けや、個別の回答は行いません。

閲覧・募集期限：12月24日(火)必着
閲覧場所：本庁公共施設再編整備支援室・情報公開室、児島・玉島・水島・庄・茶屋町・船穂・真備の各支所、市ホームページ
応募資格：市内在住・通勤・通学の人、市内に事務所・事業所を有する法人・個人事業者、この案の利害関係者
提出方法：問い合わせ先へ郵送かFAX、Eメール、持参で。

問合せ：本庁公共施設再編整備支援室(〒710-8565西中新田640)
【電話】426-3134【FAX】426-5131
【E-mail】ppty-saihen@city.kurashiki.okayama.jp"
