自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
神奈川県厚木市,2024.10.15,広報あつぎ 第1433号（2024年10月15日発行）,11月9?15日は秋の火災予防運動 火災に気を付けて,くらし,"空気が乾燥し火災が起きやすくなる季節です。「守りたい　未来があるから　火の用心」をスローガンに、火災から身を守りましょう。運動期間中は、消防車両が巡回広報します。

・住宅用火災警報器は定期的に点検
・こんろから離れる時は火を消す
・電気プラグやコンセントの掃除
・消火器の使い方や使用期限を確認

11月9日7時に試験のため市内全域でサイレンを鳴らします

■暖房器具や火の取り扱いに注意を
予防課
川島　慎司(35)
気温が下がり暖房器具を使う機会が増え、空気の乾燥で火が燃え広がりやすくなるため、火災の危険性が高まります。ストーブの上で洗濯物を干すと、ハンガーから外れて火災の原因になる可能性があるため注意が必要です。こんろやたばこ、たき火による火災も多く発生しています。火災を未然に防ぐため、火を取り扱う際は常に防火の意識を持ちましょう。

■火災・災害に備えて地域を守る消防団員募集
「自分たちのまちは自分たちで守る」の思いの下、地域住民で組織する消防団。皆さんの力を生かしてみませんか。

▽消防団の主な活動
消火・水防・放水活動、警戒パトロール、各イベント従事など

※関心のある方は消防総務課に問い合わせてください

問合せ：消防総務課
【電話】223-9366

問合せ：予防課
【電話】223-9371"
神奈川県厚木市,2024.10.15,広報あつぎ 第1433号（2024年10月15日発行）,広報あつぎをアプリやウェブで配信中,くらし,カタログポケットは10言語に対応。音声読み上げもできます。
神奈川県厚木市,2024.10.15,広報あつぎ 第1433号（2024年10月15日発行）,広報テレビ・ラジオ番組,くらし,"イベント情報や街の話題などを紹介

■ケーブルテレビ
▽AIC「あつぎ愛テレビ」
(1)12時?
(2)19時30分?
(3)22時45分?
(各15分)

■テレビ
▽tvk「猫のひたいほどワイド」
毎月第1・3月曜、13時ごろ(3分程度)

▽tvkデータ放送
リモコンのdボタンを押して情報をチェック

■ラジオ
▽FMヨコハマ「ラブリーデイ」(84.7MHz)
毎月第1・3火曜、9時35分ごろ(3分程度)

他にもエックスやインスタグラムなどで情報を発信中
詳しくは「厚木市　ソーシャルメディア」で検索"
神奈川県厚木市,2024.10.15,広報あつぎ 第1433号（2024年10月15日発行）,催し(1),イベント,"■神奈川工科大学厚木市子ども科学館の催し
□字幕付きプラネタリウム「彗星・宇宙の旅人」
10月19日、11月16日。13時30分?14時15分。日本語字幕とナレーション付きの番組。定員90人。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

□天体観望会
11月9日、17?19時。天体望遠鏡で秋の星座、月・土星・金星などを観察。定員50人。無料。
申込み：10月19日(市外の方は20日)9時から電話で受け付け。

□ミニ工作教室「十字ブーメラン」
11月10日、(1)13時40分?(2)14時30分?(各回30分)。厚紙でブーメランを作る。各回24人。無料。
申込み：11月2日(市外の方は3日)9時から電話で受け付け。

□アロマプラネタリウム・秋「大人のための癒しの時間」
11月16日、18?19時。アロマと安らぎの音楽などを楽しむ。15歳以上90人(中学生は除く)。200円。
申込み：当日9時から観覧券を販売。

□おもしろ実験「へんしん!紫いもパン」
11月17日、(1)10時30分?(2)14時?(各回45分)。ムラサキイモの粉で蒸しパン作り。小学生以上各回10人。無料。
申込み：11月9日(市外の方は10日)9時から電話で受け付け。

□熟睡プラネタリウム「寝かせタリウム」
11月23日、13時30分?14時10分。15歳以上90人(中学生は除く)。200円。託児あり(1歳?小学3年生5人。10月26日?11月5日に要予約)。
申込み：10月27日(年間パスポートを持つ方は26日)9時から電話で受け付け。

○科学工作教室「リモコンロボットを作ろう」
11月30日、13時40分?15時40分。モーターで動くロボットを作る。小学生以上24人(付き添いの方も要予約)。無料。
申込み：11月9日から講座予約システムへ。

□キッズ☆プラネタリウム「クリスマス」
12月21日、(1)10時?(2)13時30分?(各回40分)。クリスマスの夜空とお話を楽しむ。定員90人。200円(中学生以下50円)。
申込み：11月17日(年間パスポートを持つ方は16日)、9時から電話で受け付け。

□昼寝タリウム
木曜、12時15分?12時45分。満天の星の下、ゆったりと過ごす。定員90人。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

いずれも会場、問い合わせは子ども科学館。
【電話】221-4152
先着順(○は抽選)。

■あゆコロちゃんバルーンリュックをつくろう
10月26日、11?15時。アミューあつぎ。バルーンリュックを作り館内をパレード。定員60人。無料。
申込み：不要。先着順。
詳細はアミューあつぎHPに掲載。

問合せ：商業観光課
【電話】225-2840。

■厚木なかちょう大通り商店街落語会
10月26日、11時?12時30分。あつぎ市民交流プラザ。出演は古今亭ぎん志。定員80人。800円。
申込み：不要。先着順。

問合せ：厚木なかちょう大通り商店街振興組合
【電話】225-3500。

■七沢自然ふれあいセンターの催し
□大人のための外遊びクラブ・ダッチオーブン料理・リースづくり
12月1日、10?15時。七沢自然ふれあいセンター。ダッチオーブン料理(グラタン・パン)とリース作り。市内在住在勤在学の18歳以上(高校生不可)20人。2000円(材料費、保険料)。
申込み：11月3日までに七沢自然ふれあいセンターへ。抽選。

□ななさわ森のようちえん・出張!森のたんけん隊
12月18日、14時?16時30分。ぼうさいの丘公園。森探検・遊びなど。市内在住の3?6歳の未就学児20人。500円(材料費、保険料)。
申込み：11月1?20日に講座予約システムへ。先着順。

いずれも問い合わせは七沢自然ふれあいセンター。
【電話】248-3500
講座予約システム(インターネットで申し込み可)。

■オリジナル星座を作ろう!
(1)11月30日、13?15時。中央図書館。星座の本の読み聞かせとオリジナルの星座を作る
(2)12月7日、13?15時。神奈川工科大学厚木市子ども科学館。(1)で作った星座をプラネタリウムで上映し、星座に関するエピソードを発表(上映のみ参加も可)。
市内在住の小学生20人(小学2年生以下は保護者同伴)。無料。
申込み：10月16日?11月13日に中央図書館【電話】223-0033へ。抽選。講座予約システム(インターネットで申し込み可)。

■妻田薬師?三田の史跡・文化財巡り
11月2日、9時30分?12時30分。観光ボランティアガイドと妻田薬師や三田の史跡・文化財を訪ねる。定員25人。500円(保険料・資料代)。
申込み：10月18?25日に東丹沢七沢観光案内所【電話】248-1102へ。先着順。

■マンション管理組合交流会
11月24日、10?12時。あつぎ市民交流プラザ。マンション管理士を招いた管理組合交流会。市内分譲マンション管理組合役員・居住者30人。無料。
申込み：電話または市HPにある申込書を、ファクスで10月15日から住宅課【電話】225-2330【FAX】224-0621へ。先着順。"
神奈川県厚木市,2024.10.15,広報あつぎ 第1433号（2024年10月15日発行）,催し(2),イベント,"■中井智弥and堀米綾レクチャーコンサート・和と洋の絃が紡ぐ神秘の調べ
12月9・23日、14時?15時30分。保健福祉センター。市内在住のハープ奏者・堀米綾さんと箏(こと)・二十五絃箏(にじゅうごげんそう)奏者・中井智弥さんが楽器の歴史や仕組みを解説しながら演奏。各回200人(未就学児は入場不可)。500円。
申込み：10月26日10時から市文化会館チケット予約センター【電話】224-9999へ。先着順。文化会館HPからも申し込み可。

問合せ：文化魅力創造課
【電話】225-2508。

■ソーラークッカー全国大会
10月27日、10?15時。ぼうさいの丘公園。太陽のエネルギーで調理するソーラークッカー大会の観覧、活用方法やレシピなどの情報交換。無料。
申込み：不要。

□タケノコ王と里山の自然を考えよう
13?14時。タケノコ王として知られる風岡直宏さんが里山の保全や自然環境の大切さを語る。定員70人(雨天時35人)。無料。
申込み：直接センター施設へ。先着順。

□ひまわり1000人プロジェクト
10?15時。ソーラークッカーを使った調理体験。小学生以上(小学1・2年は保護者同伴)。無料。
申込み：Eメールに氏名、年齢、児童・生徒は学校名と学年を書き、10月24日までにあつぎ環境市民の会・狩野【電話】090-1618-4583【メール】utyuukittinn2016@gmail.comへ。

問合せ：環境政策課
【電話】225-2746。

■あつめ木ときめき木の香風呂
11月10日、14?16時。ジェラテリアSeaGrace(シーグレイス)。かんなくずのお風呂で厚木の名前の由来や木材ができるまでを学ぶ。クリスマスリース作り体験もあり。定員10人。500円(体験希望者は定員5人。1500円)。
申込み：10月15日から暮らしの保健室あつぎ【電話】409-9512へ。先着順。

■ビッグレスキューかながわ
11月23日、10?12時。県総合防災センター。医療救護活動など実践的な総合防災訓練。会場付近では航空機による騒音を想定。
申込み：不要。

問合せ：県危機管理防災課
【電話】045-210-3433。

■かながわにじいろ・ほっとスペース
11月9日、14時30分?16時30分。本厚木駅付近の公共施設(詳細は申込者に連絡)。29歳以下の性的マイノリティー当事者と家族向け交流会。定員16人。無料。
申込み：11月8日までにかながわにじいろ・ほっとスペースHPまたは事務局【電話】045-306-6769へ。先着順。

問合せ：県共生推進本部室
【電話】045-210-3637。

■月例マラソン
11月10日、12月8日、2月23日。荻野運動公園
部門・スタート時間：
(1)小学1?4年生1キロメートル…9時40分
(2)小学5・6年生1.5キロメートル…9時50分
(3)中学生男子3キロメートル…10時20分
(4)中学生女子3キロメートル…10時40分
(5)一般3キロメートル…10時
(6)一般5キロメートル…11時
対象：市内在住在勤在学の方(小学生は親子での参加可)。無料。
申込み：スポーツ協会HPにある申込書をスタート15分前までに直接会場へ。

問合せ：スポーツ協会
【電話】247-7212。

■おいでよ!ぼうさいの丘公園
11月9日、10?14時(雨天中止)。ぼうさいの丘公園。ミニ蒸気機関車、小動物園、起震車体験、トレジャーハント、ワークショップ、キッチンカーなど。
申込み：不要。

問合せ：環境みどり公社
【電話】225-2778。"
神奈川県厚木市,2024.10.15,広報あつぎ 第1433号（2024年10月15日発行）,講座(1),講座,"■森林づくり体験教室
11月30日、9?16時。七沢の森林。枝打ち体験とシイタケ栽培の原木「ほだ木」作り(ほだ木は持ち帰り)。小学生以上40人(小学生は保護者同伴)。670円(材料費、保険料)。
申込み：11月1日までに農業政策課【電話】225-2351へ。抽選。

■マルチメディアボランティアのスマホ・パソコン無料講座
□手ほどき
11月2・7・14・16日。基本操作・アプリ・インターネットなどの個別相談。定員各回6人。

□2日間で学ぶ年賀状作成パソコン講座
11月21・28日(全2回)。表計算ソフトで住所録を、文書作成ソフトで宛名書きと写真・図形入りの文面作りを学ぶ。定員8人。

いずれも9時30分?11時30分。あつぎ市民交流プラザ。無料。
申込み：10月15日から各受講日の前日12時までにDX推進課【電話】225-2457へ。先着順。スマートフォン・パソコンをお持ちください。

■犬のしつけ教室
11月16日、(1)10時?(2)14時?(各回120分)。ぼうさいの丘公園。トレーナーから愛犬と一緒に楽しくしつけをする方法を学ぶ(雨天時は室内で講義のみ)。
市に登録があり
(1)健康状態が良好
(2)生後4カ月以上
(3)本年度に狂犬病予防注射実施届け出済み
?の全てを満たす犬と市内在住の飼養者各回20組。
無料。
申込み：10月31日までに生活環境課【電話】225-2750へ。抽選。

■安心・安全なまちづくり研修会
11月12日、14時?15時30分。保健福祉センター。「子どもを守るために地域でできること」がテーマの講演。定員100人。無料。
申込み：不要。

問合せ：くらし交通安全課
【電話】225-2148。

■市立病院講演会
11月19日、14?15時。市立病院。高血圧と腎臓病をテーマに医師が解説。定員50人。無料。
申込み：11月1日までに病院総務課【電話】221-1570へ。抽選。

■これだけは知っておきたい相続と成年後見制度
12月7日、14?15時。中央図書館。行政書士による講座。市内在住在勤在学の方40人。講座終了後に個別の相談会(先着10人)を実施。無料。
申込み：10月15日?11月22日に中央図書館【電話】223-0033へ。先着順。講座予約システム(インターネットで申し込み可)。

■シニアの健康教室
□からだいきいき運動教室
Aコース：12月5日?3月6日の木曜(全12回。12月26日、1月2日は除く)、14時?。東町スポーツセンター
Bコース：12月4日?3月5日の水曜(全12回。12月25日、1月1日は除く)、10時?。ぼうさいの丘公園
Cコース：12月5日?3月6日の木曜(全12回。12月26日、1月2日は除く)、10時?。荻野運動公園。

□脳とからだのいきいき運動教室
12月5日?3月13日の木曜(全12回。12月26日、1月2日、2月27日は除く)、13時30分?。厚木YMCA。認知症予防プログラムを取り入れた運動。

□物忘れ予防・脳いきいき教室(室内編)
12月3日?3月4日の火曜(全12回。12月31日、2月11日は除く)、10時?。あつぎ市民交流プラザ。ストレッチを取り入れた認知症予防。

◇筋力トレーニング教室
12月17日?3月18日の火曜(全13回。12月31日は除く)、10時?。ふれあいプラザ。マシンを使った筋力トレーニング。

いずれも各回120分。市内在住の65歳以上25人(◇は10人)。要介護認定を受けている方は要相談。無料。
申込み：直接、電話またはハガキに教室・コース名、〒住所、氏名、生年月日、電話番号を書き、10月31日(必着)までに〒243-8511地域包括ケア推進課【電話】225-2388へ。抽選。講座予約システム(インターネットで申し込み可)。"
神奈川県厚木市,2024.10.15,広報あつぎ 第1433号（2024年10月15日発行）,講座(2),講座,"■いつもの生活にちょい足し!今日からできるプラスワン
11月28日、14時?15時30分。荻野公民館。健康な体を維持する講話や運動の実践。血管年齢・骨健康度測定も実施。市内在住の40歳以上20人。無料。
申込み：11月7日までに健康医療課【電話】225-2201へ。抽選。

■脳トレリズム体操
11月14日、12月6日。10?11時。保健福祉センター。指先の体操とリズム運動を融合した新感覚のゲームエクササイズを体験。要介護認定を受けていない市内在住の18歳以上40人。無料。
申込み：10月25日までに健康医療課【電話】225-2201へ。抽選。

■救急救命講習会
□応急手当普通救命講習会(小児・乳児対象)
11月6日。

○応急手当普通救命講習会
11月18日。

いずれも9?12時。消防本部。応急手当ての重要性、心肺蘇生法、自動体外式除細動器(AED)の取り扱いなど。市内在住在勤在学の中学生以上30人。無料。
申込み：10月15?23日に救急救命課【電話】223-9365へ。抽選。講座予約システム(インターネットで申し込み可)。

■健康運動指導士による運動講座
12月4・20日、(1)9時30分?(2)10時45分?(各回45分)。保健福祉センター。正しい歩き方、腰痛・膝痛予防のための運動、お腹周りをスッキリさせる体操などの講習と実技。市内在住の要介護認定されていない18歳以上50人。無料。
申込み：11月8日までに健康医療課【電話】225-2201へ。抽選。

■歯と歯ぐきの健康相談
10月21日、11月12日。9時30分?11時30分。保健福祉センター。歯科衛生士による歯磨きや口の悩み相談。参加者には歯間ブラシとデンタルフロスをプレゼント。無料。
申込み：不要。

問合せ：健康医療課
【電話】225-2201。

■市民公開講座・人工関節の進歩と骨粗しょう症
11月16日、13時30分?16時。神奈川工科大学ITエクステンションセンター。骨粗しょう症の講演と体操の実演。定員90人。無料。
申込み：直接またはファクス、Eメールに氏名、電話番号、人数を書き11月11日までに神奈川リハビリテーション病院【電話】249-2220【FAX】249-2598【メール】res-dep@kanagawa-rehab.or.jpへ。先着順。

■精神障がい者と家族の教室
10月28日、14?16時。あつぎ市民交流プラザ。当事者によるパネルディスカッションなど。精神障がい者と家族50人。無料。
申込み：市HPにある申込書を、ファクス、Eメールで10月15～27日に県厚木保健福祉事務所【電話】224-1111【FAX】221-4834【メール】atsugihwc.1587.yobouka@pref.kanagawa.lg.jpへ。先着順。"
神奈川県厚木市,2024.10.15,広報あつぎ 第1433号（2024年10月15日発行）,講座(3),講座,"■オストメイト健康相談会
10月27日、13時30分?16時30分。ユニコムプラザさがみはら。講演、グループ懇談、装具の展示。人工肛門・ぼうこう保有者と家族、医療機関関係者、関心のある方50人。無料。
申込み：不要。

問合せ：日本オストミー協会神奈川支部
【電話】070-4469-0025。

■じぶんノートの活用法
10月31日、(1)10時?(2)13時?(各回120分)。暮らしの保健室あつぎ。じぶんノートの活用法を終活アドバイザーが解説。各回5人。800円(飲料代他)。
申込み：10月15日から暮らしの保健室あつぎ【電話】409-9512へ。先着順。

■地域で取り組むTNR活動の講習会
10月20日、9時30分?11時30分。あつぎ市民交流プラザ。飼い主のいない猫に不妊・去勢手術をして繁殖を抑えるTNR活動の効果や成功事例を紹介し、捕獲方法、手術の流れ、リターン後の管理方法などを学ぶ。市内在住在勤在学の方25人。無料。
申込み：不要。

問合せ：しっぽ村
【電話】281-7457。

■市立病院がんサロン「つくしんぼカフェ」
11月27日、14?15時。市立病院。患者同士の交流会や「正しい歩き方」のレクチャー。定員20人。無料。
申込み：10月15日からがん相談支援センター【電話】221-1570へ。先着順。

■スポーツ協会の教室
□中学生ソフトテニスアカデミー
11月7・14・21・28日、12月5・12・19日(全7回)。19時?20時50分。基礎技術の講習。市内在住在学の中学生20人。無料。

□ミニバスケットボール教室
11月16・17日(全2回)、10?12時。基礎技術の講習。市内在住の小学生30人。700円。

△トランポリン教室
11月23日、1部…9時30分?、2部…11時20分?(各回90分)。基礎技術の講習。市内在住の小学生各30人。無料。

△走り方教室
11月23日、1部…10?11時。市内在住の小学4?6年生20人。2部…11時20分?12時20分。市内在住の小学1?3年生20人。走り方の基本を学ぶ。無料。

△とびばこandてつぼう教室
11月23日、1部…10時?、2部…11時20分?(各回60分)。跳び箱と鉄棒の基本を学ぶ。市内在住の小学1?3年生各15人。無料。

○ソフトテニス体験教室
11月23日、1部…9時30分?、2部…11時20分?(各回90分)。基礎技術の講習。市内在住の年中?小学生(親子での参加可)。無料。

◇ジュニア陸上競技教室
11月30日、12月7・21日、1月11・18日、2月8日(全6回)。9時30分?11時30分。基礎技術の講習。市内在住の小学4?6年生20人。500円。

□湘南ベルマーレ小学生体力づくりアカデミー
12月7日、9時10分?10時40分。バランス感覚などを鍛え、運動能力の向上を目指す。市内在住在学の小学1?3年生20人。500円。

いずれも南毛利スポーツセンター(◇は荻野運動公園)。
申込み：ハガキ、ファクス、Eメールに教室名、〒住所、氏名(ふりがな)、学年、電話番号、△○は希望の部、○は親子参加の場合は保護者の氏名(ふりがな)・年齢を書き、10月25日(必着)までに、〒243-0039温水西1-27-1スポーツ協会【電話】247-7212【FAX】248-7151【メール】info@atsugi-sports.comへ。抽選。

■JAあつぎの講座
□ハーブ香るクリスマス料理講習会
12月11日、10?13時。ハーブを使ったクリスマス料理を作る。1500円。

○冬の和菓子作り・きんつば
12月20日、10時?12時30分。市内産のサツマイモあんと粒あんのきんつばを作る。1100円。

いずれもJAあつぎ本所。対象は市内・清川村在住の18歳以上24人(○は20人)。費用は材料費他。
申込み：11月5日からJAあつぎ【電話】221-6881へ。先着順。"
神奈川県厚木市,2024.10.15,広報あつぎ 第1433号（2024年10月15日発行）,子育て,子育て,"■子育てリフレッシュ講座
11月19日、10時30分?12時。アミューあつぎ。ボルダリング教室。市内在住で未就学児の保護者15人(託児あり。3カ月以上の子ども15人)。500円。
申込み：電話または子育て支援センター、市HPにある申込書を郵送、Eメールで10月15?31日(必着)に〒243-8511子育て支援センター【電話】225-2922【メール】kosodate@city.atsugi.kanagawa.jpへ。抽選。講座予約システム(インターネットで申し込み可)。

■パパと一緒にベビーマッサージ
11月16日、10時30分?11時30分。あつぎ市民交流プラザ。マッサージで赤ちゃんとの触れ合い方を学ぶ。市内在住の生後1?6カ月の赤ちゃんと父親15組。300円(オイル代)。
申込み：10月15日?11月6日に子育て支援センター【電話】225-2922へ。抽選。講座予約システム(インターネットで申し込み可)。

■ベビーマッサージ
11月(1)6日(2)22日、10時30分?11時30分。あつぎ市民交流プラザ。オイルを使ったマッサージで赤ちゃんとの関わり方を学ぶ。市内在住の保護者15人(生後1?6カ月の赤ちゃん同伴。保護者は1組2人まで)。300円(オイル代)。
申込み：(1)10月10?25日(2)10月28日?11月13日に子育て支援センター【電話】225-2922へ。抽選。講座予約システム(インターネットで申し込み可)。

■中央図書館の催し
□おひざにだっこのおはなし会
10月23・24日、(1)10時30分?(2)11時30分?(各回30分)。歌・手遊び、人形劇、紙芝居の読み聞かせなど。1?4歳程度の幼児と保護者各回12組。
申込み：不要。先着順。

□ブックスタート
(1)10月26日、10時30分?11時30分。中央図書館。
(2)11月20日、10時30分?11時30分。アミューあつぎ。
読み聞かせの方法や年齢に応じた絵本を5分程度で紹介し、1冊進呈。市内在住で2023年4月2日以降に生まれた赤ちゃんと保護者(赤ちゃん1人1回)。生後4カ月頃からが最適。母子健康手帳をお持ちください。
申込み：不要。事前に電話予約し、第2・3木曜の11?12時、14?15時に中央図書館でも可
絵本などのプレゼントのみ：
(1)中央図書館…9?17時
(2)依知北・睦合北・小鮎・玉川・相川・森の里・睦合西公民館の図書室…10時?12時30分、13時30分?17時
(3)荻野・南毛利公民館の図書室…10?17時
(4)移動図書館わかあゆ号…巡回時。
母子健康手帳をお持ちください。

□おはなし会
11月2・3・9・10・16・17・23・24・30日、14時?14時30分。素話や絵本と紙芝居の読み聞かせなど。4歳?小学2年生程度各回12人。
申込み：不要。先着順。

□こどもえいがかい
11月4日、(1)11時?11時25分(2)14時?14時50分。子ども向けの映画上映会。
(1)「ねこざかな」「ごちゃまぜカメレオン」「だんまりこおろぎ」
(2)「大造じいさんとガン」「赤毛のアン」。
3歳以上各回50人(幼児は保護者同伴)。
申込み：不要。先着順。

いずれも中央図書館。無料。

問合せ：中央図書館
【電話】223-0033。"
神奈川県厚木市,2024.10.15,広報あつぎ 第1433号（2024年10月15日発行）,募集,その他,"■あつぎ食ブランド新規認定品
市の新たな特産品となる食品を募集します。
対象：市内の事業者が販売するコンテスト入賞などの認定基準を満たした食品。
申込み：市HPにある申請書を、直接またはEメールで10月24日までに商業観光課【電話】225-2820【メール】3800@city.atsugi.kanagawa.jpへ。認定基準などの詳細は市HPに掲載。

■あつぎ夢プロジェクト参加者(市民協働提案事業)
□初心者向け踊りの講習会
11月16日、13時30分?15時。あつぎ市民交流プラザ。民謡踊りを学ぶ。定員40人。無料。先着順。

○カラオケ大会予選会
12月21日、11?16時。厚木シティプラザ。入賞者3人は2025年2月9日のチャンピオン大会に出場。定員30人。1000円。抽選。

いずれも
申込み：ファクスに氏名、電話番号、参加希望事業を書き、10月15日?11月11日にあつぎ夢プロジェクト事務局【FAX】294-0888へ。

問合せ：文化魅力創造課
【電話】225-2508。

■生産緑地地区変更に伴う都市計画変更案の縦覧と意見書の受け付け
縦覧期間：10月21日?11月5日
縦覧場所：都市計画課
意見書提出：直接または郵送で、11月5日(必着)までに〒243-8511都市計画課【電話】225-2401へ。

■うたと音楽で健康づくり
地域で健康づくりに取り組む通いの場などに音楽健康指導士を派遣します。
日時：平日9?17時の間で、1回90分程度(1団体1回)。
無料。
申込み：市HPにある申込書を、2025年2月25日までに地域包括ケア推進課【電話】225-2388へ。

■夢を生きる賞・夢の扉賞
雇用・生活条件向上のため、技能訓練や教育を受ける女性を支援します。
募集資格：
(1)経済的扶養責任を負っている家族がいる
(2)専門知識や技術を得るために高校・専門学校職業訓練校・大学課程(大学院を除く)に在籍または入学許可を得ている
(3)経済的援助が必要
?の全てを満たす女性(夢の扉賞は(1)を除く)。
申込み：11月15日までに国際ソロプチミスト厚木・内田【電話】090-9838-7764へ。"
