自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
神奈川県厚木市,2024.08.01,広報あつぎ 第1428号（2024年8月1日発行）,いきものはすぐそばに,くらし,"背の高い花の周りを飛び回るモンシロチョウ。草むらを一歩進むたびに勢いよく跳ねるバッタ。ブブブと羽音をたててシロツメクサの花弁をかき分けるミツバチ。夏の日差しの下、足元に目を凝らすと、小さな生き物たちの世界が広がっています。
私たちの生活に欠かせない水や食料などは、微生物や動植物の存在があって初めてもたらされるもの。多様な生き物が暮らす環境を守ることは、私たちの未来を守ることにもつながります。
自然の中へ飛び込み、生き物の暮らしを見て、音に耳を澄ますと、見えてくるものがあります。この夏は生き物探しに出かけてみませんか。

■スマホで生き物を探そう
生き物や植物の写真を撮って名前を調べたり、投稿したりできるスマートフォンアプリ「Biome(バイオーム)」を使い、市民参加型の生き物調査を開催します。身近にいる生き物を探して、生物多様性を学んでみませんか。
名称：あつぎいきもの調査隊2024
開催時期：8?10月
費用：無料

愛TV(市広報番組あつぎ愛テレビ)：8/1?

問合せ：環境政策課
【電話】225?2749"
神奈川県厚木市,2024.08.01,広報あつぎ 第1428号（2024年8月1日発行）,【Zoom Up】安定した雇用のために 障がい者雇用奨励交付金を増額,しごと,"障がいのある人の雇用を促進するため、中小企業などを対象とした雇用奨励金を交付しています。今年度からは、市内に住む方を雇用する場合の交付額を一人当たり10万円に増額。企業などへの支援とともに、意欲のある人が働ける環境づくりを後押ししています。

奨励交付金は、障がい者の雇用促進と就労機会確保のため、1981年に導入しました。市内事業所で1年以上障がい者を雇用し、法定雇用率を達成する企業などが対象で、昨年度は42事業所に交付。厚木公共職業安定所管内では、46・8%の企業が雇用率を達成しました(下記参照)。

◆交付額を一人10万円に増額
共生社会の実現に向けて今年度、法定雇用率が引き上げられました。市では企業などの障がい者雇用を支援するとともに、働く意欲を持つ市民の就労を後押しするために市内在住者を対象とした奨励金を4万円増額。一人につき市内在住は10万円、市外在住は5万円を10年間交付します。
補助金を利用した株式会社セルタンの米沢定司さん(59)は「現在働いている方の仕事内容や作業時間は、本人や担当の支援員と定期的に話し合いながら決めている。話し合うことで、生産ラインの作業見直しや職場における安全性の確保など、新しい視点からの改善ができた。誰もが安心して働けるよう、今後も環境を整えていきたい」と話します。

◆企業の雇用をサポート
市では他にも、高年齢者を継続雇用する企業に対する補助(下記参照)、新卒・転職者向けの就職イベントなどに出展する際の補助、従業員の賃上げに対する補助など、雇用に関するさまざまな支援制度を設けています。
これからも市内に立地する企業に対する支援を進め、誰もが働きやすいまちづくりを進めていきます。

◆市障がい者雇用奨励交付金の利用企業数
<img class=""alignnone size-full wp-image-8783487"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240801_1.jpg"" alt="""" width=""190"" height=""175"" />

◆企業の法定雇用率達成率と雇用障がい者数(厚木公共職業安定署管内)
<img class=""alignnone size-full wp-image-8783488"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240801_2.jpg"" alt="""" width=""193"" height=""174"" />

◆障がい者雇用奨励交付金
対象：8月1日現在
(1)市内で1年以上継続して事業を経営
(2)障がい者を1年以上継続して常用雇用
(3)障がい者雇用率2.5%を達成
(4)市税を完納
?の全てを満たす従業員数40?300人の中小企業など
補助額：1人10万円(3カ月以上継続して市内在住)または5万円(市外在住)
申込み：市HPにある申請書と必要書類を添えて、直接または郵送で8月31日(消印有効)までに〒243-8511産業振興課へ。

問合せ：産業振興課
【電話】225?2830

■熟練の力を活用　高年齢者継続雇用奨励補助金
高年齢者を継続して雇用する中小企業に補助金を交付します。
対象：8月1日現在
(1)市内で1年以上継続して事業を経営
(2)2025年3月31日現在で66?70歳の方を1年以上継続して常用雇用
(3)市税を完納
?の全てを満たす従業員数300人以下の市内中小企業など
補助額：1人5万円(3カ月以上継続して市内在住)または1万円(市外在住)。1企業3人まで。
申込み：市HPにある申請書と必要書類を、直接または郵送で8月31日(消印有効)までに〒243-8511産業振興課へ。

他にも従業員の賃上げにつながる設備投資などをした企業に対する経費の一部補助など、市内企業への支援制度を設けています。

問合せ：産業振興課
【電話】225-2830"
神奈川県厚木市,2024.08.01,広報あつぎ 第1428号（2024年8月1日発行）,通園が難しい子どもをサポート 市児童発達支援センター「ひよこ園」への通園支援を開始,子育て,"医療的ケアが必要などの理由で、通園バスの利用が困難な児童をタクシーで送迎する事業がスタートしました。保護者の負担を軽減し、児童の通園機会を守ります。

対象児童：市児童発達支援センター「ひよこ園」に通い集団での通園バスに乗れないが、専用の送迎タクシーに乗れると医師が判断した児童
送迎方法：市と協定を結んだ事業者が提供するタクシーを利用

■「ひよこ園」とは
発達に心配がある子どもと家族を支援しています。

▽児童発達支援
日常・集団生活をスムーズに送るための適応訓練などを実施

▽保育所等訪問支援
児童が通う園や学校などに支援員が訪問し、児童の集団生活を支援

▽障害児相談支援
障がい児や家族からの相談受付、利用計画の作成など

※利用要件などあり。
詳細は市HPに掲載

問合せ：こども家庭センター
【電話】225-2252"
神奈川県厚木市,2024.08.01,広報あつぎ 第1428号（2024年8月1日発行）,【Zoom Up】ロゴマークやラッピングバスを制作 2月1日に市制70周年,くらし,"市は2025年2月1日に市制70周年を迎えます。節目の年を皆さんとお祝いするためのロゴマークが決定。他にもラッピングバスの運行や特設サイトの開設、記念日までのカウントダウンなどで機運を高めていきます。

厚木市は1955年に1町4村が合併して誕生しました。2025年2月1日には市制70周年を迎えます。大きな節目を市民の皆さんとお祝いするために、70周年の象徴となるロゴマークが決定しました。

◆鮎と花火をモチーフに
ロゴマークは3月から5月にかけて公募し、市内外から698点の応募がありました。70周年の記念キャッチフレーズ「未来へ一歩　つながる　あつぎ70年」や市のイメージに合うものを選考し、最優秀賞の作品がロゴマークに決まりました(本紙参照)。考案した茨城県在住の小竹恵さん(33)は「未来に残したい厚木市の魅力として、歴史があり、多くの人に愛されているあつぎ鮎まつりをモチーフにした。最優秀賞と聞き、とてもうれしかった」と喜びを伝えました。ロゴマークは、70周年のPR活動などに活用します。

◆ラッピングバスや特設サイトも
その他にも、市制70周年を記念したデザインのラッピングバスを2台制作(本紙参照)。8月から6カ月間市内を走ります。さらに、記念事業の最新情報を発信する特設サイトを8月27日に開設。市内の昔の写真や著名人からのお祝いのメッセージ、記念日までカウントダウンなどを掲載します。

◆映画の製作が決定
また、厚木を舞台にした映画の製作が決定しました。市は記念事業に位置付け、市民の皆さんのエキストラ参加などを通して製作に協力します。70周年の年となる25年度に市内各地で撮影し、26年の上映を予定しています。
今後、記念事業の開催情報は広報あつぎや特設サイトでお知らせします。

■キャッチフレーズ
未来へ一歩　つながる　あつぎ70年

■70周年記念ロゴマーク
・あつぎ鮎まつりの花火や鮎、川がモチーフ
・応募総数698点から決定

■ラッピングバス
・2台のラッピングバスが8月から市内を運行
・市章や市の花「さつき」をあしらったデザイン

■あつぎ鮎まつりでラッピングバスをお披露目
オープニングパレードにラッピングバスが登場します。
日時：8月3日　13時15分?13時45分
場所：中央通り〜なかちょう大通り

問合せ：企画政策課
【電話】225-2450"
神奈川県厚木市,2024.08.01,広報あつぎ 第1428号（2024年8月1日発行）,マイナンバーカードで傷病者の情報を把握 マイナ救急で救急搬送をより迅速・円滑に,くらし,"総務省消防庁と連携したマイナ救急実証事業が8月9日から始まります。傷病者本人の同意を得て、マイナンバーカードから通院状況や既往歴などを読み取って医療機関の選定の参考にし、より迅速な搬送につなげます。
もしもの時に備えて、普段からマイナンバーカードを携行しましょう。

実施期間：8月9日?(約2カ月)
期待できる効果：
・正確な情報を把握できる
・記憶が曖昧、意識障害などで会話が難しい場合でも読み取れるため、傷病者の負担軽減になる
・医療機関と連携し、迅速な搬送が可能に

問合せ：救急救命課
【電話】223-9365"
神奈川県厚木市,2024.08.01,広報あつぎ 第1428号（2024年8月1日発行）,児童手当の制度が変わります,子育て,"10月から児童手当の制度が変わります。8月下旬、対象の方へ確認書類や申請書を送付します。

■変更点
・高校生年代も支給対象に
・所得制限を撤廃
・第3子以降の支給額を増額
・父母などが学費や生活費を負担している大学生年代の子どもがカウント対象に(要件あり)
・支払い回数が年6回になり支払通知書は廃止

■改正後の給付額など
<img class=""alignnone size-full wp-image-8783497"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240801_3.jpg"" alt="""" width=""543"" height=""83"" />

■送付書類と対象者
□対象児童確認書類
市から児童手当・特例給付を受給している方

◇申請書
市から児童手当・特例給付を受給していない方で、
(1)2006年4月2日?09年4月1日生まれの子どもの父母など
(2)22年度以降に市に児童手当の新規認定請求書や現況届を提出し、所得制限により却下・消滅となった方

申込み：□は書類に記載のない子どもを養育している場合のみ、◇は希望者全員、送付した各書類を直接または郵送で9月30日(必着)までに〒243-8511子育て給付課へ。初回支給は12月を予定。
※単身赴任などで父母が別居している場合は申請方法が異なる場合あり。公務員は職場で申請。

問合せ：子育て給付課
【電話】225-2230"
神奈川県厚木市,2024.08.01,広報あつぎ 第1428号（2024年8月1日発行）,【特集】厚木で暮らす外国人 国籍を越えた心のふれあいを(1),くらし,"身近な人たちのことを、どれくらい知っていますか。市内には1万人近くの外国人が暮らしています。文化や価値観の違いを知り、一歩ずつ歩み寄ることで、誰もが住みよいまちに近づきます。特集では外国にルーツがある2人の姿を追いました。

■日本とインドネシアの懸け橋に
インドネシア出身
ヌルハニファーさん(40・旭町)

[インドネシア]
人口：約2.7億人
人口は世界第4位。約9割がイスラム教徒で1日に5回のお祈りや、豚肉や酒類など禁止された食べ物があり、女性は「ヒジャブ」と呼ばれるスカーフを身に付ける。

旭町にある食料品店に足を踏み入れると、異国の調味料や菓子、食材がずらりと並んでいます。「いらっしゃいませ」。笑顔でお客さんを迎えるのはインドネシア出身のヌルハニファーさん。「日本に住む外国人に喜んでもらえる商品をそろえている。故郷の味を思い出してもらいたい」と、インドネシアをはじめとした東南アジアの食料品を販売しています。

▽憧れの日本での生活
ヌルハニファーさんは小さい頃からアニメ「ドラえもん」が大好きで日本に興味を持ち、大学では日本語学科を専攻。教員研修生として来日しました。留学前から日本語を話せましたが、言葉の壁よりも環境の違いに戸惑いました。アルバイトや授業で忙しそうな日本人学生に話しかけられず、食事ではイスラム教徒が食べられる食材が身近な場所にはなく、卵と魚ばかり口にしていました。「憧れの日本で学べてうれしいはずなのに、心細くてホームシックになった」
そんな中、東南アジアの文化に興味があった日本人に声をかけられたのをきっかけに、来日して初めて友達ができました。「自分のことを深く知ろうとしてくれたことがうれしく、当時の心の支えだった」と話します。

▽困っている人の力に
日本で生活するため、食材を母国から取り寄せていたヌルハニファーさん。自動車工場で働く同郷の友人に頼まれ食材を届けると、とても喜ばれました。「もっと食に困っている人の力になりたい」と思うようになり、食材店を始めました。
厚木に店を出したのは2年前。お店に来たお客さんからは、生活の悩みを相談されることもあります。少しでも不安を和らげるために自身の経験を伝えながら、話を聞くことを心がけています。

▽お店からコミュニティーづくり
ヌルハニファーさんは、日本人の夫の慎一郎さん(45)と共に4人の子どもを育てています。「厚木は駅前が便利。公園や自然もたくさんあり、子育てしやすい」。家族で公園に遊びに行ったり、子どものバスケットボールを見に行ったりするのが休日の楽しみです。「子どもには国籍に関わらず多くの人と関わってほしい」と願っています。
現在、食料品店の1階にレストランを新設する工事をしています。「日本人の方にも来てほしい。たくさんの人をつなぐコミュニティーのような場所になれたら」。真っすぐな瞳で話すヌルハニファーさんは、今日も笑顔でお客さんを迎えています。

■心で通じ合う
ハンガリー出身
フェケテ・ジョゼフさん(41・毛利台)

[ハンガリー]
人口：約960万人
コンピューターの基礎やマッチ、ルービックキューブなどを発明した物作りが盛んな国。400を越える温泉や名字を先に表記するなど日本との共通点も多くある。

光が差し込む森の中、楽しげな話し声が聞こえてきます。「自然に囲まれリラックスすると新しいアイデアがどんどん出てくる」と話すジョゼフさん。8年前から、七沢でレジャー関係の仕事をしています。

▽未知の環境に飛び込む
ハンガリー出身のジョゼフさんが日本を訪れたのは2010年。日本語学校で言語を学び、ドローン関係の会社に正社員として入社しました。3年ほど働きましたが、時間や規則などで細かく決められた仕事の進め方が肌に合わず退職。その後はウエイターや、高木を伐採・せん定する造園業なども経験しました。ハンガリーの自然に囲まれた地域で育ったことや物作りが得意だったこともあり、次第に特技が生かせる環境で働きたいと考えるようになりました。
その頃、ジョゼフさんは結婚を機に妻の穂波さん(36)の親戚がいる厚木に住み始めました。仕事を探す中で七沢のアスレチック施設を知り、オーナーの三好洋一さん(57)と出会います。三好さんは「多くの日本人と働いてきたがこんなに気が合う仲間は初めて。自由な発想や考え方も似ていて、やりやすい」と話し、二人でアイデアを出し合い型にとらわれず自由に仕事を進めています。
市内で自分を出せる仕事を見つけたジョゼフさん。「厚木は私の地元に雰囲気が似ている」と、休日は家族で公園や川遊びに出かけたり、友人を招いて庭でハンガリー料理を振る舞ったりと、このまちでの暮らしを楽しんでいます。

▽心の壁を越えて
ジョゼフさんは日本に来て多くの人と知り合う中、「外国人だから」と、相手が戸惑う様子を感じる場面がありました。「どう接したらいいんだろうという一瞬の戸惑いは空気で分かる。そうなると自然な会話はできない」と振り返るジョゼフさん。関わる人には、自分から積極的に話しかけることを心がけています。「日本に住んでいる外国人は日本語を話せる人も多い。壁を作らないで気軽に話しかけてほしい」と笑顔で話します。

▽力を合わせて
この夏、ジョゼフさんと三好さんは、旅館の一室を借りてバックパッカーやバイクで遠出する方向けの宿泊サービスを始めました。手先が器用なジョゼフさんは宿泊者が使うテーブルや椅子を木材で手作りし、こだわりが詰まった空間をつくっています。「遊び心を忘れず、来てくれる人に楽しんでもらいたい」と話すジョゼフさん。これからも大好きな自然や家族、仲間に囲まれながら、やりたいことにチャレンジしていきます。

問合せ：市民協働推進課
【電話】225-2215"
神奈川県厚木市,2024.08.01,広報あつぎ 第1428号（2024年8月1日発行）,【特集】厚木で暮らす外国人 国籍を越えた心のふれあいを(2),くらし,"■市内に住む外国人の出身国
ベトナム：2504人(26%)
中国：1491人(15%)
スリランカ：963人(10%)
フィリピン：902人(9%)
ペルー：682人(7%)
ブラジル：469人(5%)
その他77カ国：2747人(28%)
※2024年7月1日現在

■市内に住む外国人の人数
<img class=""alignnone size-full wp-image-8783504"" src=""https://mykoho.jp/wp-content/uploads/2024/07/ynatsugi240801_4.jpg"" alt="""" width=""290"" height=""213"" />
※24年1月1日現在

■勇気を持って一歩を
外国籍市民交流委員会
災害時通訳ボランティア
趙　凌雲(ちょう　りょううん)さん(52・水引)
厚木に住み始めて20年以上経ちますが、以前に比べて外国人を見かけることが日常になりました。外国人と話すときは、気にしすぎず自然に接することが大切です。国籍や見た目ではなく、その人自身を知りたいという素直な気持ちで話してみてください。宗教など、相手が大切にしているものを尊重する気持ちを忘れなければ、きっと相手に伝わります。
インターナショナルティーサロンでは、日本人と関わりたい外国人の方が参加しています。外国語が話せなくても問題ありません。外国人と交流することは、世界を広げるきっかけの一つになります。国際交流に興味がある方はぜひ参加してみてください。まずは勇気を出して一歩踏み出しましょう。

■気軽に国際交流を　インターナショナルティーサロン
市内に住む外国籍の市民の方と交流できます。季節の催しを楽しみながら、気軽に話してみませんか。
日時：8月10日　14?16時
※年3回開催
場所：あつぎ市民交流プラザ
内容：盆踊りや折り紙を楽しみながら交流(日本語での会話も可)
費用：無料
申込み：不要。

問合せ：市民協働推進課
【電話】225-2215

■広報あつぎなどを多言語で配信
広報あつぎやごみの出し方などのまちの情報を多言語で見られるアプリ「カタログポケット」で配信します。
対応言語：日本語・英語・韓国語・中国語(繁体字・簡体字)・タイ語・ポルトガル語・スペイン語・インドネシア語・ベトナム語
掲載内容：広報あつぎ、ごみの出し方、ハザードマップ、市勢ガイドなど
機能：多言語の翻訳、音声での読み上げなど

問合せ：広報シティプロモーション課
【電話】225-2040

問合せ：市民協働推進課
【電話】225-2215"
神奈川県厚木市,2024.08.01,広報あつぎ 第1428号（2024年8月1日発行）,街のNEWS あつトピ!,くらし,"■課題解決や市民サービス充実に向けて
▽NTT東日本とDX推進に関する連携協定を締結
市の課題解決や魅力向上などに取り組むため、NTT東日本とデジタルトランスフォーメーション(DX)推進に関する連携協定を結びました。情報通信技術(ICT)の恩恵を誰もが受けられるよう、デジタル技術活用などへの助言や提案をしていただきます。
主な連携内容は、市民生活の利便性向上や、まちの魅力向上、行政事務の効率化、情報通信技術の最適化、その他DX推進の5項目。締結式で同社の相原朋子神奈川事業部長は「地域に密着する企業として培ったノウハウを活用し、市のDX推進を支援したい」とあいさつ。山口市長は「課題の解決や市民サービスの充実などに向けて力添えをいただきたい」と話しました。

■SDGsを身近に
▽小鮎小でボードゲームを活用した授業を実施
SDGsを楽しく学べるボードゲーム「厚木市版Get The Point」を活用した授業が小鮎小学校で実施されました。当日はゲームを企画・制作した企業の社員が進行。5年生2クラスが体験しました。
ボードゲームはSDGsを身近に感じてもらうために市が作成。アユやとん漬けなどの特産品やマスコットキャラクターなどが描かれたオリジナルカードになっています。子どもたちは、木材や鉄、動物、化石燃料などの「資源のカード」を使って、家や車、携帯電話といった「アイテムカード」を獲得。SDGsの意義を確認しながらゲームを楽しみました。
市では、若い世代のSDGsへの理解を深めるため、ボードゲームを市内小・中学校などで活用する予定です。

■みんなでつくる犯罪や非行のない社会
▽社会を明るくする運動、暴力追放・街頭犯罪防止キャンペーン
犯罪防止や暴力追放などを啓発するイベントを7月、保健福祉センターで開催しました。その後、本厚木駅周辺で保護司会や防犯協会会員らが、道行く人にチラシや啓発物品を手渡し理解を呼びかけました。
このイベントは、社会を明るくする運動強調月間、暴力追放旬間に合わせて市と防犯協会が開催。厚木警察署や青少年の育成支援団体などが協力し、安心・安全なまちづくりに協働で取り組んでいます。参加した小野雅之さん(52・栄町)は「社会復帰したいと思っている人をはじめ、さまざまな人が世の中にいることを一人でも多くの人に知ってもらえたら」と力を込めました。
市は今後、市内15地区での啓発活動や、小・中学生を対象とした同運動の作文コンクールなども実施します。

■能登半島地震からの復興の一助に
▽輪島朝市の商品を県内で初めて厚木市民朝市で販売
毎週日曜の6時から文化会館駐車場で開催している厚木市民朝市で7月、石川県・輪島朝市の商品を特別販売しました。早朝から約800人が訪れ、輪島朝市の商品は完売となるにぎわいを見せました。
特別販売は、能登半島地震で大きな被害を受けた輪島朝市を応援するため、厚木市民朝市の出店者らの発案で実施しました。ホタルイカの素干しや、干し海老、乾燥さきイカなどの商品を現地から取り寄せて販売。売り場には募金箱も設置し、約1万5000円が集まりました。出店者組合長の伊藤洋文さん(66・温水)は「輪島朝市は全国朝市サミット協議会の仲間。少しでも復興支援になるようこれからも応援していきたい」と話しました。
輪島朝市の商品は、12月の開設50周年記念フェアでも販売する予定です。"
神奈川県厚木市,2024.08.01,広報あつぎ 第1428号（2024年8月1日発行）,県央やまなみ探訪,くらし,"厚木・秦野・伊勢原市、愛川町、清川村の5市町村が観光振興で連携している「県央やまなみ地域」の魅力を、毎月順番に紹介します。紙面では伝えきれない5市町村の観光にまつわるコラムを、ニュースサイトでも紹介します。

■第3回　表丹沢の山麓に広がる秦野戸川公園
森と清流が自慢の公園の中に、人工壁をよじ登る競技・スポーツクライミングを気軽に楽しめる施設があります。
実は初心者や女性でも気軽に楽しめるスポーツで、未経験者のための教室も開催中。森のさわやかな空気を吸いながら、心地よい汗を流してみませんか。

ニュースサイトで詳しく紹介しています

問合せ：商業観光課
【電話】225-2820"
