自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
神奈川県厚木市,2025.02.01,広報あつぎ 第1440号（2025年2月1日発行）,おめでとう!市制70周年,くらし,"2月1日、厚木市は市制施行70周年を迎えました。
1955年に厚木町、南毛利村、睦合村、小鮎村、玉川村の1町4村が合併して誕生した厚木市。70年の間、時代の流れと共にまちの景観を変えながらも、今も変わらず皆さんの笑顔であふれています。
70周年の節目は新たなスタートです。これからもこのまちに住む皆さんが誇りを感じられ、笑顔があふれるまちであり続けられるよう、未来に向けて歩んでいきましょう。
(4・5・8面に関連記事あり)

問合せ：企画政策課
【電話】225-2450

■70周年記念誌を発行
70年の歩みや、市にゆかりのある方からのお祝いメッセージ、市民の皆さんの未来の厚木への思いなどを紹介しています。
・フルカラー32ページ。閲覧用を公民館や図書館などの公共施設に配架します。2月1日から70周年記念サイトで公開
・表紙は市内出身のアーティスト・井上純さんが描いた70周年記念作品(8面に関連記事)

問合せ：広報シティプロモーション課
【電話】225-2040"
神奈川県厚木市,2025.02.01,広報あつぎ 第1440号（2025年2月1日発行）,【Zoom Up】地域の防犯力を向上 公共施設に防犯カメラを設置,くらし,"防犯カメラは、犯罪の抑止や犯人の特定・検挙率を高める効果があります。既に設置している中心市街地などに加え、昨年12月から、公民館や公園をはじめとする公共施設への設置を進めています。5年間で約300施設への設置を予定し、防犯力を高めていきます。

市では、2008年から本厚木駅周辺や通学路などに防犯カメラを設置し、犯罪の未然防止に取り組んでいます。現在、約300台が稼働し、08年に4224件あった市内の刑法認知件数は、23年には1262件に減少しました。防犯カメラは、犯罪抑止の効果が高いことから、公共施設への設置も始めました。

◆犯罪の抑止に
今年度に設置するのは、公民館や児童館、公園、保育所の60カ所程度。今後は老人憩の家、消防団器具庫などにも設置し、5年間で300施設ほど増やす予定です。設置場所は、厚木警察署と連携し、犯罪が多く発生している場所や、子どもが集まる施設の周囲を優先的に選定。敷地の侵入箇所になり得る隣接道路などが映る効果的な位置に取り付けます。
岡田児童館の河原紀子指導員(59)は、「少人数で常に子どもたちを見守っているので、どうしても目が届きにくくなってしまう部分がある。何も起きないのが一番だが、施設の前は人通りも少ないので、抑止効果のある防犯カメラが設置されるのは安心感につながる」と話します。

◆みんなで安全を守る
犯罪から身を守るには、日頃から防犯意識を持つことが大切です。戸締りの徹底や、暗い・人通りの少ない道は避ける、防犯ブザーを持ち歩くなどの意識がリスク軽減につながります。
市では、不審者対応を学ぶ研修会を実施。さらに、市民安全指導員や地域、自主防犯団体による防犯パトロールなど、犯罪者を寄せ付けない環境づくりに取り組んでいます。今後も、警察や地域と力を合わせ、安心して暮らせるまちづくりを進めていきます。

■防犯意識を高めてまずはできることを
厚木警察署
横田　和道　署長(59)
犯人などはカメラに映るのを嫌がる傾向にあるため、防犯カメラの設置は、犯罪の抑止に効果があります。また、犯罪発生後の重要な手がかりや証拠につながり、早期の事件解決に欠かせないアイテムです。公園や児童館など約300施設以上の設置は、他市にはない規模の取り組みで、今後の犯罪発生数の減少が期待できます。
犯罪に巻き込まれないためには、「自分の身は自分で守る」という防犯意識が重要です。人けのない場所では周囲に気を配る、日頃から家族で対策を話し合うなど、まずはできることから実践してください。市内では、声かけや付きまといなどの不審者や窃盗、空き巣などが発生しています。不審・不安なことがあれば迷わず110番通報してください。

問合せ：くらし交通安全課
【電話】225-2148"
神奈川県厚木市,2025.02.01,広報あつぎ 第1440号（2025年2月1日発行）,募集 地域で子育て支援,しごと,"地域で子育てを支援するボランティアや提供会員を募集します。

■ファミリー・サポート・センター会員
対象：子どもの一時的な預かりや、保育施設への送迎などができ、講習会を受講できる市内在住の方15人

▽講習会
日時：
・3月5日　9時50分?16時45分
・3月6日　9時30分?17時
(全2回)
場所：あつぎ市民交流プラザ
※託児あり(1歳～小学3年生5人。2月18日までに要予約。先着順)
申込み：子育て支援センターや公民館にある申込書と証明写真2枚を、2月3～18日に直接子育て支援センター【電話】225-2933へ。先着順。

■子育てアドバイザー講習会
日時：
・3月5日　9時50分?16時45分
・3月6日　9時30分?17時
(全2回)
場所：あつぎ市民交流プラザ
内容：子どもとの関わり方を学ぶ
対象：市内在住で地域の子育て支援に携わりたい方15人。託児あり(1歳～小学3年生5人。2月18日までに要予約。先着順)。別途保育所実習(半日)が必要。全日程修了者に認定証を交付。
申込み：2月3～18日に子育て支援センター【電話】225-2922へ。先着順。講座予約システム。"
神奈川県厚木市,2025.02.01,広報あつぎ 第1440号（2025年2月1日発行）,あつぎ地区看護職合同就職相談会,しごと,"厚木地区の13病院が一堂に会して、就職相談会を開催します。

日時：3月8日　12時30分?15時30分
場所：あつぎ市民交流プラザ
内容：病院の説明会と市内3カ所の看護学校による相談コーナー(キッズスペースあり)
対象：看護職を目指す方や就職したい方、子育てや休職中で職場復帰を考えている方
費用：無料
申込み：不要。

■看護職復職支援研修
復職・再就職希望者のための研修です。
場所：市内・愛川町・清川村の病院
内容：基礎知識や技術の学び直し、最新の医療技術習得
対象：市内・愛川町・清川村在住で看護師免許を持ち、看護師として勤務していない方
費用：無料
申込み：電話で希望する病院へ。

問合せ：厚木地区看護部長会
【電話】284-2121

問合せ：健康医療課
【電話】225-2174"
神奈川県厚木市,2025.02.01,広報あつぎ 第1440号（2025年2月1日発行）,あつぎのしゃしん。,くらし,"「一斉放水」
#1月12日撮影
#消防出初め式
#火の用心
#niceatsugi
市公式インスタグラムで公開中"
神奈川県厚木市,2025.02.01,広報あつぎ 第1440号（2025年2月1日発行）,タウンガイド,その他,"■斎場施設見学会
2月17日、10時30分?12時。市斎場。施設見学と葬儀の説明。定員30人。無料。
申込み：2月1?16日に市斎場【電話】281-8595へ。先着順。

■ベビーマッサージ
3月7日、10時30分?11時30分。あつぎ市民交流プラザ。オイルを使ったマッサージで赤ちゃんとの関わり方を学ぶ。市内在住の保護者15人(生後1?6カ月の赤ちゃん同伴。保護者は1組2人まで)。300円(オイル代)。
申込み：2月6?26日に子育て支援センター【電話】225-2922へ。抽選。講座予約システム。

■博物館実習生を募集
あつぎ郷土博物館で実習を希望する方を募集します。
対象：博物館の基本科目を修得した方3人
期間：7月25・28?30日、8月18?20日、9月6日
費用：300円(テキスト代)。
申込み：2月3?28日にあつぎ郷土博物館【電話】225-2515へ電話し、申込書を提出。面接あり。詳細は市HPに掲載。

■地域計画(案)の公告・縦覧
地域農業を維持するための計画案の縦覧などを実施します。
期間：2月3?17日
場所：農業政策課、市政情報コーナー、市HP
意見書提出：計画区域内の農地と利害関係のある方(農地所有者・耕作者など)のみ可。提出方法は閲覧場所にある用紙に掲載。

問合せ：農業政策課
【電話】225-2800。

■本厚木駅連絡所の臨時休業
2月18・19日は駅ビル休館のため、連絡所・観光案内所業務を休業します。

問合せ：市民課
【電話】225-2110。"
神奈川県厚木市,2025.02.01,広報あつぎ 第1440号（2025年2月1日発行）,市制70周年記念事業 参加者募集 あつぎ飯山桜まつり 花音頭・さくら輿(こし),イベント,"春の訪れを告げる桜の下、祭りを一緒に盛り上げる方を募集します。厚木の春を楽しみませんか。

日にち：3月30日
場所：飯山白山森林公園桜の広場

■花音頭
対象：練習会に参加できる方
練習会：3月中旬(全3回)。小鮎公民館

◆さくら輿
対象：高校生以上の女性

いずれも初心者可。無料。
申込み：■3月5日◆19日までに市観光協会【電話】240-1220へ。協会HPからも申し込み可。抽選。

問合せ：商業観光課
【電話】225-2820"
神奈川県厚木市,2025.02.01,広報あつぎ 第1440号（2025年2月1日発行）,古民家岸邸のひな祭り,イベント,"3月3日のひな祭りに合わせて、約26点の人形を飾ります。春の訪れを感じてみませんか。

■ひな人形の展示
日時：2月15日?3月9日　10?15時(2月17・18・25・26日、3月3・4日は休館)

■昔遊びと折り紙
日時：2月24日　10?12時
内容：ボランティアによる折り紙や昔遊びの講座

いずれも古民家岸邸。無料。
申込み：不要。

問合せ：あつぎ郷土博物館
【電話】225-2515"
神奈川県厚木市,2025.02.01,広報あつぎ 第1440号（2025年2月1日発行）,市制70周年記念事業 募集 緑のまつり ステージ出演団体 出店者・協賛者,イベント,"美しい花に彩られたステージでパフォーマンスを披露する団体や緑化や環境に関する活動をPRする出店者などを募集します。

■「花と緑のステージ」出演団体
内容：ダンス、楽器演奏など(1団体15分以内。移動・準備時間含む)
対象：3人以上の団体

◆出店者
内容：緑化や環境に関する展示、即売、体験など
対象：市内や近隣市の企業・学校など

●70周年を記念したフラワーカーペット設置の協賛者
対象：祭りの趣旨に賛同する企業など(個人は不可)
掲載方法：会場内で企業名などを2日間掲示

いずれも5月10・11日、10?16時。厚木中央公園。
申込み：公園緑地課や公民館、市HPにある申込書を直接または郵送、ファクス、Eメールで3月●1日■◆3日(必着)までに〒243-8511公園緑地課【電話】225-2412【FAX】225-3027【メール】4800@city.atsugi.kanagawa.jpへ。■は抽選◆は書類選考あり。詳細は市HPに掲載。"
神奈川県厚木市,2025.02.01,広報あつぎ 第1440号（2025年2月1日発行）,全国瞬時警報システム(J(ジェイ)-アラート)全国一斉情報伝達試験,くらし,"J-アラートの確認のため、防災行政無線で試験放送を実施します。

日時：2月12日　11時～

※気象状況などにより中止の場合あり。

問合せ：危機管理課
【電話】225-2190"
神奈川県厚木市,2025.02.01,広報あつぎ 第1440号（2025年2月1日発行）,みんなの声でつくるまち,くらし,"■パブリックコメント
▽廃棄物処理施設の立地(設置)の考え方
閲覧期間：2月3日?3月4日
閲覧場所：環境事業課、環境政策課、中央図書館、あつぎ市民交流プラザ、保健福祉センター、市政情報コーナー、公民館、本厚木・愛甲石田駅連絡所、市HP
応募方法：閲覧場所にある用紙に掲載。

問合せ：環境事業課
【電話】225-2793。

■意見交換会
▽アミューあつぎ駐輪場の有料化
2月25日、19?20時。あつぎ市民交流プラザ。手話通訳・要約筆記あり。
申込み：不要。

問合せ：生涯学習課
【電話】225-2512。

「厚木市　市民参加」で検索"
神奈川県厚木市,2025.02.01,広報あつぎ 第1440号（2025年2月1日発行）,ホットいいメール Hot E Mail,その他,"インターネットモニターからの意見を紹介

■1月1日号「広報あつぎ」を読んで
・厚木出身の人が活躍しているのはうれしい/30代女性
・住んでいると感じにくいが対談したお二人の言葉から厚木の魅力を再確認できた/60代男性
・引き算の演出って何だろうと思い給食の動画を見たが自然体の表情・笑顔・様子がすてきだと感じた/50代女性
・厚木高校の生徒による交通混雑緩和の実証実験はいい試みだと感じた/70代男性
・金澤翔子さんのイベントに参加したい/50代女性

■インターネットモニター募集中
「厚木市　インターネットモニター」で検索

問合せ：広報シティプロモーション課
【電話】225-2043"
神奈川県厚木市,2025.02.01,広報あつぎ 第1440号（2025年2月1日発行）,編集後記,その他,6人の方に厚木の魅力やどんなまちになってほしいかを聞きました。自然や住みやすさ、お気に入りの場所など皆さんが思う魅力はさまざまでしたが、「このままでいてほしい」と口をそろえていたのが印象に残っています。新しいことに目を向けるだけでなく、変わらないものを大切にしたいと改めて感じました。今回の紙面が、70周年の節目を迎えるこの街を振り返るきっかけになればうれしいです/佐々木
