自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
岡山県倉敷市,2025.01.01,広報くらしき 2025年1月号,表紙の説明 高橋大輔さん、村元哉中(かな)さんによるスケート教室が行われました!,その他,"〔市内でも競技を開催!晴れて輝け!おかやま国スポ〕
1月26日(日)?2月5日(水)に西日本初の冬季大会として開催される国民スポーツ大会(詳しくは、本紙26ページに掲載)に向けて、開催競技の一つであるフィギュアスケートの体験教室が11月30日にヘルスピア倉敷で行われました。小学生58人が参加し、2人から、スケートの基本や魅力などを学びました。"
岡山県倉敷市,2025.01.01,広報くらしき 2025年1月号,〔特集1〕あなたの暮らしをもっと便利に 倉敷市公式アプリを使おう!,くらし,"倉敷市公式アプリはリリースから1周年を迎えました。公式アプリでは、日常生活に役立つ情報を受け取ることができます。今回は便利なお薦め機能を紹介!まだアプリを使っていない人は、ぜひインストールして活用して下さい。
・妊娠・出産、新居・引っ越しなど、人生の出来事で必要な手続きなどが分かる
・市立学校園への欠席連絡ができる
・ハザードマップ、各種観測情報、警報の発令情報などが分かる
・ごみの分別や粗大ごみ戸別収集を確認できる
・観光情報や市営駐車場の混雑状況がリアルタイムで分かる
・マイナポータルを通じたオンライン手続きや公共施設の予約などができる
・乳幼児健診情報や子育て支援情報が分かる
・防犯情報などが確認できて安心
・けんしん実施医療機関や介護の相談窓口などが確認できる
・イベント情報が分かる

■他のアプリやサイトと連携してさらに便利!
◆楽しみながら健康に!くらちゃん健幸(けんこう)アプリ
1月6日(月)リリース!詳しくは、「広報くらしき2月号」に掲載します。
対象：18歳以上で市内在住・通勤・通学の人

◇アプリをインストールするとこんな機能が!
・歩数や体重などの健康状態の記録ができる!
・健康づくりに関する情報が確認できる!
・歩数や体重などの記録、イベントへの参加でポイントをためることができ、抽選で賞品が当たる!

問合せ：市保健所健康づくり課
【電話】434-9820

◆擬革くらしき子育てアプリ(電子母子手帳)
◇アプリをインストールするとこんな機能が!
・子どもの情報を登録すると、成長の記録や予防接種のスケジュール管理ができる!
・地域のイベントや育児情報が届く!

◆おくやみ手続ナビと連携
・簡単な質問に答えるだけで必要な手続きが分かる!

■倉敷市公式アプリの生活で役立つ機能
?約54,000人が利用中!?
※令和6年12月1日現在

(1)図書館の本の予約
市内図書館の利用者登録とパスワード登録をしておけば予約ができます。近くの図書館や公民館を選択して、予約した本などを受け取ることができます。

(2)窓口の混雑状況の確認
現在の窓口の待ち人数や呼び出し中の番号を、リアルタイムで確認できます。
※本庁、児島・玉島・水島の各支所市民課のみ確認可能

(3)休日夜間当番医の確認
休日当番医や急患センターなどの問い合わせ先、対象となる診療科目などの確認ができます。

(4)道路の危険箇所の通報
道路の危険箇所を発見した際、情報を画像付きで投稿できます。案内に従い、地区や写真を選択して投稿してください。

■知りたい情報を選んで受信できるプッシュ通知を設定してみよう!
(1)ホーム画面から「設定」を選択
(2)「設定」メニューから「プッシュ通知設定」を選択
(3)お知らせの通知の「受け取る」にチェック、プッシュ通知したい関心のあるキーワードにチェックを入れて更新ボタンをタップ
(4)設定されたキーワードに関する情報が配信されると、スマホなどに通知が届きます。

■その他にも機能がたくさん!
詳しくは、市ホームページで確認を。
アプリのインストールは本紙の二次元コードから!

問合せ：本庁デジタルガバメント推進室
【電話】426-3219"
岡山県倉敷市,2025.01.01,広報くらしき 2025年1月号,〔特集2〕倉敷ならではの強みを生かして MICE(マイス)誘致を,くらし,"MICEとは、多くの集客交流が見込まれるビジネスイベントなどを指します。市では、過去に2度のG7関係閣僚会合開催地となった経験を生かし、令和6年4月にMICE誘致推進室を設置し、MICEの誘致に力を入れています。
〔11月のモデルイベントでは、児島地区の野?家別邸　暇堂(たいかどう)で旅行会社などを招いたレセプションを開催〕

■01.MICEって何?
◇『M』eeting(ミーティング)
企業が目的に応じて関係者を集めて行う、会議やセミナー

◇『I』ncentive　travel(インセンティブ　トラベル)
企業が、従業員や代理店などの表彰、研修、顧客の招待などの目的で実施する旅行

◇『C』onvention(コンベンション)
国際機関や団体が主催または後援する大会、学会、国際会議など

◇『E』xhibition/『E』vent(エキシビション/イベント)
国際機関や団体、学会などが主催または後援する展示会、見本市、イベントなど

■02.どんな効果が?
(1)高い経済効果
一般的な観光客を呼び込むよりも経済波及効果が高いとされています。

(2)ビジネス機会などの創出
地域資源の販路拡大やグローバル企業と地元企業とのつながりなどが期待できます。

(3)都市ブランド・競争力向上

(4)交流人口の平準化
MICEの開催は平日が多いことから、休日に来訪者が集中することを回避できます。

(5)国際理解や郷土愛の高まり
参加者との交流を通じて、異なる文化や価値観に触れることで、国際理解や地元への愛着の高まりなど、さまざまな効果が期待できます。

■03.MICE誘致の実績(一例)
・G7倉敷教育大臣会合(平成28年5月)
・G7倉敷労働雇用大臣会合(令和5年4月)
・国際ムーンビレッジワークショップandシンポジウム(令和5年12月)
・日本ニュージーランド経済人会議(令和6年11月)

■04.市のMICE推進が目指すもの
?まちの価値を創造し、地域を豊かに?
市では、MICEの参加者だけでなく、それに関わる地元事業者や受け入れ地域など、市民の皆さんをはじめ全ての関係者が満足できる、心に刻まれるMICEを目指して取り組んでいます。加えて、稼ぐ力の向上や産業振興につながること、また、文化振興や文化遺産の価値向上に資することを目指しています。
・11月26日?28日、国際MICEを扱う旅行会社などを対象に行ったモデルイベント。民藝、灯(あか)り、吉備の歴史、デニム、歴史的建造物や文化施設の活用をテーマに、今後の商品化を見据えた5つのプログラムを実施

問合せ：本庁MICE誘致推進室
【電話】426-3244"
岡山県倉敷市,2025.01.01,広報くらしき 2025年1月号,〔特集3〕2024年 倉敷の軌跡,くらし,"小田川合流点付替え事業の竣工や、市が平成30年7月豪雨災害の復興のシンボルとなるべく整備してきた「まびふれあい公園」の開園など、真備地区復興の大きな節目を迎えました。公園の開園に先立ち、天皇、皇后両陛下が真備地区をご視察になりました。両陛下は住民代表にねぎらいのお言葉をかけられるなど、私たちの大きな励みとなりました。
元日に令和6年能登半島地震が発生、8月には南海トラフ地震臨時情報(巨大地震注意)が発表され、災害への警戒感が大きく高まりました。市では、防災備蓄倉庫の増設、避難行動要支援者への防災普及啓発や個別避難計画の策定支援のための戸別訪問、非常持出品・非常備蓄品チェックリストの配布、市一斉地震対応訓練など、ハード・ソフトの両面から、災害に備えるまちづくりの推進に取り組みました。

<img class=""alignnone size-full wp-image-9133369"" src=""https://mykoho.jp/wp-content/uploads/2024/12/sn_kurashiki250101_1.png"" alt="""" width=""1017"" height=""910"" />
<img class=""alignnone size-full wp-image-9133370"" src=""https://mykoho.jp/wp-content/uploads/2024/12/sn_kurashiki250101_2.png"" alt="""" width=""1010"" height=""933"" />
<img class=""alignnone size-full wp-image-9133371"" src=""https://mykoho.jp/wp-content/uploads/2024/12/sn_kurashiki250101_3.png"" alt="""" width=""1018"" height=""1120"" />
(文中にある数字は写真の番号です。写真は本紙を参照してください。)"
岡山県倉敷市,2025.01.01,広報くらしき 2025年1月号,ファジアーノ岡山が悲願のJ1初昇格!,スポーツ,"ファジアーノ岡山は、12月7日にシティライトスタジアム(県総合グラウンド陸上競技場)で行われたJ1昇格を争うプレーオフ決勝で、ベガルタ仙台に2-0で勝利し、悲願のJ1初昇格を果たしました。
倉敷市はファジアーノ岡山のホームタウンの1つです。J1という新たな舞台でもみんなで応援しましょう!

問合せ：本庁スポーツ振興課
【電話】426-3855"
岡山県倉敷市,2025.01.01,広報くらしき 2025年1月号,都市防災公園の名称を「倉敷ふれあいの丘公園」に決定,くらし,"市では、山陽ハイツ跡地(有城)に、自然や地形を活(い)かした多世代が集い憩える場として、また災害時の避難場所や活動の拠点として、都市防災公園・複合施設の整備を進めています。
公園名称の募集に寄せられた437件の提案を検討し「倉敷ふれあいの丘公園」に決定しました。市民の皆さんをはじめ、全国の多くの人々に訪れてもらうこと、また自然や地形を活かし、災害時には避難の場所にもなる「丘」であり、豊かな自然やさまざまな文化の「ふれあい」の場所になり、子どもから高齢者まで多世代の「ふれあい」を楽しめる公園になってほしいとの願いを込めています。

問合せ：本庁公園緑地課
【電話】426-3495"
岡山県倉敷市,2025.01.01,広報くらしき 2025年1月号,農地の貸し手と借り手の直接の貸借(利用権設定)は廃止になります,くらし,"農業経営基盤強化促進法の改正により、貸し手と借り手の直接の貸借(利用権設定)が廃止され、4月1日以降の更新から農地中間管理機構を通じた貸借へ移行します。詳しくは、市ホームページで確認するか問い合わせを。

貸し手と借り手の直接の貸借(利用権設定)の最終申込締切：1月10日(金)
※希望する場合は農地法第3条による貸借への移行も可能
<img class=""alignnone size-full wp-image-9133378"" src=""https://mykoho.jp/wp-content/uploads/2024/12/sn_kurashiki250101_4.png"" alt="""" width=""362"" height=""745"" />

問合せ：
本庁農業委員会事務局【電話】426-3895
児島【電話】473-4374・玉島【電話】522-8126・真備【電話】698-5042の各駐在(各支所内)"
岡山県倉敷市,2025.01.01,広報くらしき 2025年1月号,1月26日(日)は倉敷市議会議員選挙の投票日,くらし,"1月26日(日)は倉敷市議会議員選挙の投票日　期日前投票期間は1月20日(月)?25日(土)

投票所入場券はがきの発送：選挙人名簿の内容に基づき、12月27日(金)に発送。全世帯への配達完了は、1月17日(金)を予定
※入場券が届いても、投票の際に選挙権がない人や市外に転出した人は投票できません。
※入場券に点字表示を希望する場合は連絡してください。
投票日時・場所：1月26日(日)7時?20時、投票所入場券に記載の投票所
投票できる人：平成19年1月27日までに生まれた日本国民で、令和6年10月18日までに住民登録・転入届をし、投票日まで引き続き住民基本台帳に記録され、倉敷市の選挙人名簿に登録されている人(選挙権がない人を除く)
選挙公報：候補者の氏名・経歴・政見などを掲載した選挙公報を新聞折り込み(1月22日(水)または23日(木)の山陽・朝日・読売・毎日・産経・日経・中国の各朝刊)で配布。自宅への郵送を希望する人は連絡を。本庁・各支所、図書館、公民館、市ホームページでも入手可
持参するもの：入場券。ただし券をなくした人や届いていない人でも選挙人名簿に登録されている人は投票できるので、投票所で申し出を。
代理・点字投票：体の不自由な人やけがなどで字が書けない人は、投票所係員による代理投票制度があります。また、目の不自由な人には点字投票制度があります。投票の秘密は固く守られますので、投票所の係員に申し出てください。

■期日前投票
期間・場所：
・1月20日(月)?25日(土)8時半?20時…本庁・各支所
・1月21日(火)?23日(木)10時?20時…イオンモール倉敷1階第2イオンホール
持参するもの：入場券。入場券裏面の期日前投票で必要な宣誓書に記入を。

■不在者投票
◇市外に滞在している人
仕事や旅行などで市外に滞在中の人は、市選挙管理委員会へ不在者投票の請求をすると、投票用紙が郵送で届き、最寄りの選挙管理委員会で投票ができます。請求書は市ホームページでも入手できます。

◇入院・入所中の人
都道府県の選挙管理委員会が指定した病院や老人ホームなどに入院・入所中の人は、施設内で投票できます。

◇郵便などによる不在者投票(在宅投票)
投票所へ行くことが困難な重度の障がいのある人などが、自宅で投票用紙を記入し郵送で投票できる制度。事前に申請の上「郵便等投票証明書」の交付を受け、1月22日(水)までに投票用紙を請求してください。
対象：身体障がい者手帳や戦傷病者手帳を持ち、障がいの程度が所定の条件に該当する人、介護保険の要介護状態区分が「要介護5」の人

問合せ：本庁選挙管理委員会事務局
【電話】426-3875"
岡山県倉敷市,2025.01.01,広報くらしき 2025年1月号,4月1日からJR各社などで精神障がい者保健福祉手帳による運賃割引が開始,くらし,"運賃割引開始日：4月1日(火)
割引の受け方：次の3点を満たす精神障がい者保健福祉手帳をJR各社などに提示。
(1)有効期限内
(2)顔写真の貼付がある
(3)旅客運賃減額(第一種、第二種)に該当するとの記載がある
※第一種は、手帳の等級が1級、第二種は2級・3級(等級とは別に記載)

■割引を希望する人で、手帳に顔写真の貼付がない、または旅客運賃減額に該当の記載がない場合
市保健所保健課精神保健係、児島・玉島・水島・真備の各保健推進室の窓口で手続きをしてください。

問合せ：
精神障がい者保健福祉手帳について…市保健所保健課精神保健係【電話】434-9823
割引の内容について…JR各社"
岡山県倉敷市,2025.01.01,広報くらしき 2025年1月号,低濃度PCB廃棄物の処分期限が迫っています!,くらし,"古い電気機器の中には、絶縁油にPCB(ポリ塩化ビフェニル)が含まれているものがあります。事業所や倉庫などで使用・保管している電気機器で該当するものがないか確認してください。

処分期限：令和9年3月31日(水)
電気機器の種類：変圧器、コンデンサー、溶接機、開閉器、X線機器、計器用変成器など
調査方法：電気機器の銘板情報などから型式や製造年を調査し、メーカーのホームページなどで確認。PCB分析が必要となる場合あり
PCB廃棄物を発見した場合：市の環境センターや清掃施設では処分できません。詳しくは、問い合わせてください。

※PCBとは…燃えにくく電気絶縁性に優れているため、変圧器やコンデンサーなどの電気機器の絶縁油として広く使用されていましたが、有害であることが判明したため、昭和47年以降は製造や新たな使用は禁止されています。

問合せ：本庁産業廃棄物対策課
【電話】426-3385"
