自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
岡山県倉敷市,2025.04.01,広報くらしき 2025年4月号,「広報くらしき」を5月号から全面リニューアル!,くらし,"新しい「広報くらしき」が目指すのは、市政情報に触れるきっかけをつくり、自分に関係がある情報や関心がある情報を見つけやすい、月ごとの情報を簡潔にまとめた「伝わる広報紙」です。
このリニューアルに合わせて、「紙版広報くらしき」に掲載している情報を集約した「Web版広報くらしき」サイトもスタートします!
紙面で、Webサイトで、5月号(No.700)以降のリニューアルした広報くらしきをぜひ活用してください!

■新しい広報紙はこうなります!
◇1.より読みやすく!
・縦・横書きが混在していた紙面を横書きに統一し、横書きに合わせた「左開き」になります。これにより、英字・数字なども読みやすくなります。
・タイトルを大きくし、内容は分かりやすい表現で簡潔にまとめます。

◇2.欲しい情報を見つけやすく!
・各記事に2次元コードを掲載して、より詳しい情報が分かるホームページへ案内します。
・読者に合わせたコーナーを新設
(1)「子育て・教育」…子育て世帯に向けた情報
(2)「いきいきはつらつ」…シニア世代に向けた情報。他のコーナーより紙面上で詳しく掲載しています。
(3)「イベント」…催しや講座、セミナーなど楽しんだり学んだりできるイベントの情報

◇3.ホームページも充実!
・4月25日(金)から公開する「Web版広報くらしき」サイトでは広報くらしきを記事単位で読むことができます。
・スマホでも読みやすく、キーワードやタグによる検索もできます。
・毎月公開日には、市公式アプリや市公式ラインアカウントで通知します。

■折り込み・別冊について
これまで広報くらしきに折り込み・別冊として一緒に配布していた冊子は、一部を除き市ホームぺージや担当課窓口などでの閲覧・配布に変更となります。詳しくは、市ホームぺージで確認を。

問合せ：本庁くらしき情報発信課
【電話】426-3061"
岡山県倉敷市,2025.04.01,広報くらしき 2025年4月号,〔特集〕令和7年度当初予算 安心と発展へ 活力あるまちづくり予算(1),くらし,"令和7年度当初予算は、経済が緩やかに上向き、賃金が上昇していく一方、それを上回る物価高騰が続く地域経済にとって厳しい状況下で、「安心と発展へ活力あるまちづくり予算」と位置付けて予算編成を行いました。「第七次総合計画」に掲げる施策のうち重点分野施策に属する事業、市長公約関連事業および将来を見据えた都市・生活基盤等整備事業を重点的に取り組む事業とし、財源の重点的な配分を行うこととしています。
※表やグラフ、本文中の金額などは概数であり、表示単位の端数処理の関係で合計などが一致しない場合があります。また、前年度比は、市長選挙後の肉付け予算となる前年度6月補正後予算(低所得者支援および定額減税の補足給付経費である初日議決分予算を除く)と比較しています。

市民1人当たりの予算額：44.8万円
※一般会計、令和6年12月末現在の人口で試算

■会計別当初予算
令和7年度当初予算額は、一般会計が2,120億円で、肉付け予算となる前年度6月補正後予算(初日議決分予算を除く)と比較すると28億円、率にして1.4%の増加となっています。

◇一般会計
2,119億8,400万円
福祉、道路・公園、教育など、市が行う仕事の中心となる会計

◇特別会計
1,014億9,200万円
特定の収入を特定の支出に充てる会計
国民健康保険事業　440億2,500万円
介護保険事業　487億2,700万円
母子父子寡婦福祉資金貸付　8,700万円
後期高齢者医療事業　86億5,300万円

◇財産区会計
4,400万円
市町村から独立して、所有している財産の管理や処分ができる、特別な地方公共団体の会計

◇企業会計
1,113億5,400万円
事業によって得られる収入で支出を賄う独立採算の会計
下水道事業　299億4,500万円
水道事業　157億2,600万円
市民病院事業　45億5,400万円
モーターボート競走事業　611億2,900万円

◇全会計合計
4,248億7,400万円

■一般会計　歳入
市税は、国の実施した定額減税の終了や、景気の回復により個人市民税の増額が見込まれることに加え、企業の設備投資が引き続き堅調であることなどから、全体で55・2億円の増額となる見込みです。依存財源のその他は、地方特例交付金が定額減税相当額を含む21・6億円の減額となったことなどにより、15・1億円の減額を見込んでいます。繰入金は、減債基金が33・5億円で前年度当初予算と比べ10・8億円の増額となるものの、財政調整基金や清掃施設整備基金などの繰り入れの減などにより、全体では1・8億円の減額となっています。地方交付税は1億円の増額、その代替財源である臨時財政対策債は12億円の減額となり、制度が始まって以来初めての新規発行ゼロを見込んでいます。市債は、倉敷西部クリーンセンター整備事業費や水島緑地福田公園屋内プール整備事業費、臨時財政対策債などの減により、47・2億円減額しています。

◇歳入の状況
2,119億8,400万円
<img class=""alignnone size-full wp-image-9327073"" src=""https://mykoho.jp/wp-content/uploads/2025/03/sn_kurashiki250401_1.png"" alt="""" width=""498"" height=""425"" />

◇市債残高
<img class=""alignnone size-full wp-image-9327074"" src=""https://mykoho.jp/wp-content/uploads/2025/03/sn_kurashiki250401_2.png"" alt="""" width=""524"" height=""264"" />
※令和5年度までは年度末現在高。6年度は2月補正後、7年度は当初予算後現在高。(　)は臨時財政対策債を除いた市債残高
※臨時財政対策債は、国の地方交付税の代替財源として市債を発行するもので、返済額の全てが後年度の地方交付税で措置されるため、市の実質的な負債にはなりません。

◇市税収入
<img class=""alignnone size-full wp-image-9327075"" src=""https://mykoho.jp/wp-content/uploads/2025/03/sn_kurashiki250401_3.png"" alt="""" width=""413"" height=""333"" />
※令和5年度までは決算額。6年度は2月補正後の額、7年度は当初予算額"
岡山県倉敷市,2025.04.01,広報くらしき 2025年4月号,〔特集〕令和7年度当初予算 安心と発展へ 活力あるまちづくり予算(2),くらし,"■一般会計　歳出
人件費は、職員給与費や会計年度任用職員の報酬の増などにより、13億円増額しています。扶助費は、施設型・地域型保育給付事業費や児童手当給付事業費などの社会保障関係経費の増などにより、52・8億円増額しています。普通建設事業費は、倉敷西部クリーンセンター整備事業費や(仮称)水島緑地福田公園屋内プール整備事業費の減などにより、63・6億円減額しています。物件費は、倉敷西部クリーンセンター管理運営事業費や倉敷および(仮称)児島学校給食共同調理場整備運営事業費の増などにより、15・5億円増額しています。

◇歳出の状況
2,119億8,400万円
※マイナスは▲と表記
※[　]内は前年度比
<img class=""alignnone size-full wp-image-9327077"" src=""https://mykoho.jp/wp-content/uploads/2025/03/sn_kurashiki250401_4.png"" alt="""" width=""706"" height=""447"" />

◇歳出の目的別予算額と職員給与費
※マイナスは▲と表記
※[　]内は前年度比
<img class=""alignnone size-full wp-image-9327078"" src=""https://mykoho.jp/wp-content/uploads/2025/03/sn_kurashiki250401_5.png"" alt="""" width=""1020"" height=""506"" />"
岡山県倉敷市,2025.04.01,広報くらしき 2025年4月号,〔特集〕令和7年度当初予算 安心と発展へ 活力あるまちづくり予算(3),くらし,"■主な事業の紹介
◆子ども・子育て・教育
◇妊婦のための支援給付事業〔3億9,053万円〕
妊婦への経済的支援として妊婦支援給付金を支給

◇妊産婦乳児健康診査事業〔4億5,292万円〕〔拡大〕
妊産婦および乳児の健康増進を図るため、健診の費用を助成(乳児健診の対象に1カ月児を新たに追加)

◇民間保育所施設整備助成事業〔4億3,540万円〕
民間保育所の施設費の一部を助成

◇屋内運動場エアコン整備事業〔2億1,711万円〕〔新規〕
小学校7校、中学校2校の屋内運動場にエアコンを設置

◇自立応援室支援員配置事業〔812万円〕〔拡大〕
教室に入りづらい児童生徒の居場所として自立応援室を運営(令和7年度は15校でオンライン対応を開始)

◇学校徴収金収納管理事業〔5,122万円〕〔新規〕
8年度から学校給食費を含む学校徴収金の収納管理を市が実施

◇長尾小学校校舎等整備事業〔3億742万円〕
教室不足の解消に向けて校舎などを増築

◆文化・産業
◇MICE誘致推進事業〔3,267万円〕〔拡大〕
インバウンドや首都圏からの誘客につながる戦略的なMICE誘致を推進

◇日本遺産推進事業〔3,090万円〕〔拡大〕
全国の日本遺産が倉敷に集結する日本遺産フェスティバルを開催

◇大阪・関西万博プロモーション事業〔552万円〕〔新規〕
大阪・関西万博会場内で「食」「食文化」をテーマとしたプロモーションを実施

◇キャリア教育推進事業〔575万円〕〔拡大〕
中学校や高等学校で地元企業が行う出前講座を実施

◇企業誘致推進事業〔17億3,002万円〕
市内産業の活性化、競争力強化、雇用の維持・創出を図り、税収の増加につなげるため、工場などの新増設などを行う事業者へ助成

◇農作物鳥獣害防止事業〔4,749万円〕〔拡大〕
地域の課題や要望を把握し、専門家と連携して地域ぐるみで鳥獣被害対策に取り組む

◇ものづくり継続支援事業〔300万円〕〔新規〕
市内のものづくり企業の事業継続を目的として、製品に独自の付加価値を付与するために必要となる設備の更新などの費用の一部を助成

◆生活環境・防災・都市基盤
◇ボランティア送迎支援事業〔330万円〕〔新規〕
地域の移動を支援するため、非営利法人がボランティア送迎を行う経費の一部を補助

◇観光事業者の災害対応力強化事業〔150万円〕〔新規〕
災害発生時の観光客の安全確保のため、宿泊事業者などに向けた災害対応セミナーの開催および災害対応マニュアルを作成

◇王子が岳レストハウス再整備事業〔2,456万円〕
王子が岳レストハウスの建て替えに伴う設計業務委託

◇阿知まち広場改修事業〔2,700万円〕
倉敷物語館に隣接する阿知まち広場を市民や観光客が交流する拠点として整備

◇ZEH(ゼッチ)・太陽光発電等導入促進事業〔1億2,704万円〕〔拡大〕
既築住宅用太陽光発電システムなどの導入費用の一部を助成

◇電気自動車等導入費補助事業〔4,350万円〕

◇倉敷ふれあいの丘公園及び交流棟整備事業〔9億2,046万円〕

◇建築物耐震診断・改修等助成事業〔6,538万円〕〔拡大〕
旧基準で建築された建築物の耐震診断・耐震補強費用の一部を助成

◇浸水対策事業〔35億1,917万円〕
排水機場の改修などを実施

◆保健・医療・福祉
◇重層的支援体制整備事業〔6,458万円〕〔拡大〕
介護、障がい、子ども・子育て、生活困窮など複合的な課題を抱える相談に対する支援を強化

◇高齢者等予防接種事業〔12億3,293万円〕〔拡大〕
予防接種法に基づく定期B類の予防接種を実施(帯状疱疹ワクチンが定期接種化)

◇健康増進事業〔8億5,130万円〕〔拡大〕
健康増進法に基づく各種がん検診・健康教育などや20歳?39歳までの女性一般健康診査を実施(新たに歯周病検診の対象を20歳・30歳にも拡大)

◇保健衛生普及事業〔4,861万円〕〔拡大〕
国保被保険者の健康教育や生活習慣病の人を対象とした医療機関への受診勧奨を実施(対象を生活習慣病の治療中断者に加え、高血圧などの未治療者にも拡大)

◆SDGs・市民協働・コミュニティー・行財政
◇戦後80周年平和学習事業〔544万円〕
戦後80周年に平和啓発事業を拡大実施

◇施設予約システム運用事業〔5,560万円〕〔新規〕
電子申請やオンライン決済などを利用できる公共施設予約システムを導入

◇窓口DX推進事業〔6,012万円〕〔新規〕
「書かない窓口」の実現に向けて、申請書作成支援システムなどを導入

◇庁舎等再編整備事業(防災危機管理センター棟整備および本庁舎長寿命化)〔24億1,336万円〕

◇庁舎等再編整備事業(市民交流ゾーン整備)〔2億3,233万円〕
本庁舎エリアに整備する複合施設棟および駐車場などの整備

◇児島地区公共施設再編整備事業〔4億274万円〕
児島地区の老朽化した公共施設(市立短期大学他)の再編整備

◇水島地区公共施設再編整備事業〔2,892万円〕
水島地区の老朽化した公共施設(水島公民館他)の再編整備

◇(仮称)水島緑地福田公園屋内プール整備事業〔12億9,130万円〕
老朽化した屋内水泳センターと水島緑地福田公園水泳場を統合し、水島緑地福田公園に新たな屋内プールを整備

問合せ：本庁財政課
【電話】426-3155"
岡山県倉敷市,2025.04.01,広報くらしき 2025年4月号,令和7年大船渡市林野火災で被災された方々への義援金を受け付けています,くらし,"■募金箱
受付期間：(土)(日)(祝)(休)除く開庁時間内
設置場所：本庁総合案内、児島支所市民ホール、玉島支所市民課総合収納窓口前、水島支所市民課待合、庄・茶屋町・船穂の各支所、真備支所市民課

■口座振り込み
振込先口座：中国銀行倉敷市役所出張所　普通2519870　倉敷市令和7年大船渡市林野火災災害義援金　倉敷市長伊東香織
※振込手数料が必要となります。

問合せ：本庁総務課
【電話】426-3121"
岡山県倉敷市,2025.04.01,広報くらしき 2025年4月号,本庁舎の工事に伴い、4月7日(月)から、障がい者等用駐車場の場所が変わります,くらし,"本庁舎の長寿命化などの改修工事に伴い、東玄関前駐車場が一定期間使用できなくなります。本紙の図のとおり、水道局玄関前に障がい者等用臨時駐車場を設置しますので、来庁の際は使用してください。
臨時駐車場設置期間：4月7日(月)?令和8年10月(予定)

問合せ：本庁総務課
【電話】426-3121"
岡山県倉敷市,2025.04.01,広報くらしき 2025年4月号,庄支所・庄分団消防機庫の建て替え工事に伴い、4月1日(火)から、駐車場の場所が変わります,くらし,"老朽化した庄支所と庄分団消防機庫の建て替え工事に伴い、既存の駐車場が一定期間使用できなくなります。庄支所に来庁の際は、本紙の図の臨時駐車場を利用してください。なお、窓口業務は、工事期間中も通常通り行っています。
臨時駐車場設置期間：4月1日(火)?令和8年3月(予定)

問合せ：
本庁総務課【電話】426-3121
庄支所【電話】462-1212"
岡山県倉敷市,2025.04.01,広報くらしき 2025年4月号,5月1日(木)から、住民団体を対象とする「防犯カメラ設置助成事業補助金」の申請を受け付け,くらし,"犯罪のない安全・安心なまちづくりを推進するため、防犯カメラの設置費用の一部を補助します。詳しくは、市ホームページで確認してください。

■補助対象
自治会や町内会などの住民団体が、新規で設置する防犯カメラに要する経費。維持管理費や既設の買い換えなどの更新費は対象外

■補助要件
(1)犯罪の防止が目的であり、不特定多数の人が利用する道路や公園などが撮影場所であること
(2)県が策定した「防犯カメラの設置及び運用に関するガイドライン」に沿った運用・管理を行うこと

■補助金額
補助対象経費の10分の9以内。1台当たり上限30万円(県の補助を含む)。1団体3台まで

■申請期間
5月1日(木)?10月31日(金)
※予算額に達し次第終了します。

■手続きの流れ
必ず、設置する前に申請手続きをしてください
・設置場所や台数、費用、業者などを検討し、運用規程を作成
・地域の合意を得て、警察と協議
・補助金交付申請書に必要書類を添えて市に提出
・市から補助金交付決定通知書が届いたら、設置工事を実施
・施工業者に支払い
・実績報告書に必要書類を添えて市に提出
・市が補助金交付額確定通知書を郵送後、補助金を指定口座に支給

問合せ：本庁生活安全課
【電話】426-3111"
岡山県倉敷市,2025.04.01,広報くらしき 2025年4月号,1カ月児への乳児健康診査受診票を追加交付します,子育て,"現在、妊娠届出書の提出時に、1歳に到達した日の月末までに医療機関で健康診査を受診できる「乳児健康診査受診票」を3回分交付しています。
このたび、疾病や異常の早期発見などを目的に、1カ月ごろの乳児が健康診査を受診できるよう、令和7年4月1日以降に出生した乳児を対象に、1カ月児専用の健康診査受診票を追加交付します。なお、この受診票で受診できる期間は、出生後28日目から41日目までです。

■追加の受診票の交付数
乳児1人当たり1回分(1回当たり6,390円分)

■対象の乳児
(1)7年4月1日以降に妊娠届出書を提出し、同日以降に出生する乳児
(2)6年度中に妊娠届出書を提出し、7年4月1日以降に出生した乳児

■追加の受診票の交付方法
・(1)…妊娠届出書を提出時に交付
・(2)のうち、出産予定日が7年5月31日まで…出生が確認でき次第郵送
・(2)のうち、出産予定日が7年6月1日以降…4月上旬に郵送
※4月1日以降に子どもが生まれた人で、生後3週を過ぎても受診票が届かない場合は、問い合わせてください。

問合せ：市保健所健康づくり課
【電話】434-9820"
岡山県倉敷市,2025.04.01,広報くらしき 2025年4月号,令和7年度は春と秋に開催!ハートランド倉敷 春,イベント,"春の2日間は、特別に装飾された川舟流しを実施。倉敷小町が、紅白装飾の川舟には花嫁衣裳を、市花「ふじ」をテーマに装飾された川舟には藤娘衣装をまとい、歌い手・演奏者と共に華やかな風景を演出します。詳しくは、ホームページで。

日にち：4月26日(土)・27日(日)
場所：美観地区一帯
内容：
・紅白装飾の川舟流し(12時半、14時、15時)
・藤の花装飾の川舟流し(13時、14時半、15時半)

問合せ：
同実行委員会事務局(倉敷観光コンベンションビューロー内)【電話】421-0224
本庁観光課【電話】426-3411"
