自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,表紙の説明 完成時期を5年前倒しで進めてきた小田川合流点付替え事業が竣工しました,その他,"昨年10月に新しい河道への通水を開始してから事業の最終段階として進めてきた、旧合流点での、高梁川と小田川を分離する締切堤防の建設工事と、新合流点の掘削工事が終わり、小田川合流点付替え事業が竣工(しゅんこう)しました。
これにより、地域の治水安全度は大きく高まりました。"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,〔特集1〕真備緊急治水対策プロジェクトが完成しました(1),くらし,"?小田川合流点付替え事業等が竣工し、真備緊急治水対策プロジェクトが完成しました?

■小田川合流点付替え事業等竣工(しゅんこう)記念式典(真備緊急治水対策プロジェクト完成)
平成30年7月豪雨災害からの復旧・復興に向け、国・県・市は連携して小田川合流点付替えなどのハード面の対策と、災害時の情報発信の強化、マイ・タイムラインなど早期避難を促す避難体制づくりの推進、防災教育の強化などのソフト面の対策とが一体となった取り組みである「真備緊急治水対策プロジェクト」を策定し、進めてきました。
このたび、小田川合流点付替え事業の竣工により同プロジェクトが完成し、3月23日、マービーふれあいセンターにおいて「小田川合流点付替え事業等竣工記念式典(真備緊急治水対策プロジェクト完成)」が開催されました。
式典には、主催者のこやり隆史国土交通大臣政務官、伊原木隆太岡山県知事、伊東香織倉敷市長、来賓として加藤勝信衆議院議員をはじめとする国会議員、関係市町の首長、中島光浩倉敷市議会議長をはじめとする県・市・町議会の議長・議員、行政関係者、高槻素文真備地区まちづくり推進協議会連絡会会長をはじめとする地元関係者など約550人が出席し、復興の大きな節目を祝いました。
伊東市長はあいさつで、「小田川沿川住民の皆さまの長年の悲願であった小田川合流点付替え事業が竣工記念の日を迎えました。この事業は今からちょうど100年前の大正14年に竣工した、東高梁川と西高梁川を、今の形の高梁川に一本化する工事以来の大工事でありました。この事業の竣工により、地域の治水安全度は大きく高まり、今後100年、200年と住民の皆さまの暮らしを支える基盤となります」と、事業竣工への思いを述べました。

問合せ：本庁復興推進室
【電話】426-3460

■事業により治水安全度が大きく向上
国では、小田川合流点付替え事業を5年前倒しの完成に向けて進め、このたび事業完成を迎えました。本事業には、次の水位低下の効果があります。
・洪水時に高梁川からの背水の影響が減少し、小田川の水位が大幅に低下する
・小田川を下流で合流させることにより、酒津地点の洪水時の水位も低下し、倉敷市街地の氾濫危険度を低減できる
・小田川を下流で合流させることにより、水面の高低差が大きくなり、高梁川へ水が流れやすくなり、その結果、小田川の水位が低下する
治水安全度は災害前に比べ高くなりましたが、絶対安全と過信せず、引き続き早めの避難を心掛けていただきますよう、よろしくお願いします。

問合せ：国土交通省岡山河川事務所
【電話】086-223-5101

◆水位低下のイメージ図
本紙3ページの図をご覧ください。

◆主な施設
◇締切堤防・南山掘削法面
高梁川と小田川を分離するために新しく締切堤防を造りました。また、小田川の川幅を確保するために南山を掘削しました。南山で発掘された城跡などは記録保存しています。

◇堤防天端道路(歩道・サイクリング道)
新たに造られた堤防の天端は、歩行者・自転車の専用道路です(河川管理用車両などは通行)。

◇河川防災ステーション
災害時の防災活動拠点。平常時は、公園として利用できます。

◆地域の防災力向上の拠点に!「柳井原地区水防センター」と「柳井原みらい公園」が完成
小田川合流点付替え事業に合わせて市が整備してきた、「柳井原地区水防センター」と「柳井原みらい公園」が完成しました。
国が整備中の、備蓄資材置場やヘリポートを備える「河川防災ステーション」内にあり、平常時には地域住民のコミュニティ活動の場・憩いの場として、災害時には対策指令室や備品倉庫、臨時駐車場などとして活用できる「防災・交流拠点」です。
・3月23日に行われた完成記念式典では、内藤智委員長をはじめとする柳井原小田川放流対策協議会の皆さんや柳井原小学校の児童などが参加して、テープカットや、小田川合流点付替え事業竣工記念碑の除幕などを行いました。

問合せ：本庁事業推進課
【電話】426-3489"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,〔特集1〕真備緊急治水対策プロジェクトが完成しました(2),くらし,"■県管理の小田川3支川(末政川・高馬川・真谷川)の改良復旧工事が完成
県では、真備緊急治水対策プロジェクトの一環として、堤防の決壊や越水などが起きた県管理の小田川3支川(末政川・高馬川・真谷川)において、再度災害防止を図るため、重点的な堤防整備(かさ上げ・堤防強化など)を進めていましたが、このたび完成しました。平成30年7月豪雨と同等の出水があっても安全に流れます。

◇決壊箇所の復旧
末政川3カ所、高馬川2カ所、真谷川1カ所で堤防が決壊。令和元年6月中旬までに復旧しました。

◇有井橋架け替え
有井橋の架け替えのため、令和3年4月?4年12月の1年9カ月間通行止めをして、工事を実施。末政川の堤防のかさ上げ・強化をするとともに有井橋の陸閘(りっこう)が解消され、増水時の安全度の向上が図られました。

◇水位計・河川監視カメラの設置などのソフト対策も実施

問合せ：備中県民局河川災害対策班
【電話】434-7157

■真備の復興は、さらなる地域の発展に向けた創造期へ
市では、災害からの復旧・復興に向けて平成31年3月に策定した5カ年の真備地区復興計画を基に、被災された皆さまのたゆまぬ努力や多くの皆さまからの復興に向けたご支援をいただきながら、治水工事や生活再建、経済活動の復興などを進めてきました。
今後は、平成30年7月豪雨災害の教訓を生かした防災教育の推進や、全市・全国へのこれまでの被災経験の伝承、そして、復興のシンボルとして、子どもから大人まで多様な世代が楽しめる場や真備の魅力を発信できる場として整備を進めている「まびふれあい公園」などを生かした地域のにぎわい創出、「まきび公園」「金田一耕助」「箭田大塚古墳」などの観光資源や竹・農産物など特産物を活用した地域経済の活性化、各地区のまちづくり推進協議会や各種団体、市民活動団体などが行う活動の支援など、さらなる地域の発展につながる創造期に向けた、災害に強く、魅力あるまちづくりを進めていきます。
・農業を通じた交流促進
・地域のにぎわい創出
・小田川堤防を活用した行事
・被災経験・復興の伝承
・地域資源の魅力発信
・真備・船穂総おどりの再開

問合せ：本庁復興推進室
【電話】426-3460"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,〔特集2〕ユーリ阿久井政悟選手に市スポーツ栄誉章・守安竜也会長に市スポーツ章を贈呈!,くらし,"■県内ジムの所属選手で、初の世界王者が誕生!!
1月の世界ボクシング協会(WBA)フライ級タイトルマッチで、22戦無敗の王者アルテム・ダラキアン選手に勝利し、王座を獲得した、市出身のユーリ阿久井政悟選手。その功績をたたえ、3月に本庁市民ホールで表彰式を行い、市スポーツ栄誉章を贈りました。また、ユーリ阿久井選手を世界王者に導いた、倉敷守安ボクシングジムの守安竜也会長には、優秀指導者に贈る市スポーツ章を贈呈。関係者や市民約100人が出席し、2人の受章を祝福しました。ユーリ阿久井選手は、5月6日(休)に東京ドームで初防衛戦に臨みます。

◇WBAフライ級王者　ユーリ阿久井(あくい)政悟(せいご)選手
「素晴らしい章を頂き光栄です。皆さんの応援のおかげで世界チャンピオンになれました。これからも練習を続けて強くなります」
〔プロフィール〕
平成21年　倉敷守安ボクシングジムに入門(北中学校2年)
平成24年　国民体育大会　5位入賞(倉敷翠松高校2年)
平成26年　プロデビュー(IPU環太平洋大学1年)
平成27年　全日本ライトフライ級新人王決定戦　王座獲得
令和元年　日本フライ級王座決定戦　王座獲得
令和6年　世界ボクシング協会(WBA)フライ級タイトルマッチ　王座獲得

◇倉敷守安ボクシングジム　守安竜也(もりやすりゅうや)会長
「三十数年取り組んできて、やっと世界チャンピオンを出せました。阿久井選手には、この先上を目指して頑張ってもらいたい」
〔プロフィール〕
昭和49年　プロデビュー
昭和56年　日本ジュニアウェルター級(現スーパーライト級)タイトルマッチ　王座獲得
昭和58年　現役引退
昭和62年　ボクシングジムを開設
令和6年　ユーリ阿久井選手を県内ジム所属初の世界王者へ導く

問合せ：本庁スポーツ振興課
【電話】426-3855"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,〔特集3〕スタートしました!くらしき健幸プラン,健康,"みんなでつくる　元気なくらしき
?誰ひとり取り残さない健康づくり
市健康増進計画・食育推進計画

■いつまでも心身共に健康で生き生きと、健康寿命の延伸を目指して…
全ての市民の健康づくりの指針となる計画がスタートしました。計画の期間は令和6年度から17年度までの12年間です。「くらしき健幸プラン」は、健康を健「幸」とし、計画を通じて、体の健康づくりだけでなく人々が幸せで満足している状態、健康で豊かな生活を目指します。市民一人一人の健康づくりを応援し、自然に健康になれる環境づくりに、関係機関・団体と協力して取り組んでいきます。

■元気なくらしきを実現するために
◆健康づくりは生涯にわたって大切!ライフコースアプローチ
?胎児期から高齢期までずっと元気で健やかに?
これまでの生活習慣や社会環境などが、現在の健康状態に影響を与える可能性があります。胎児期から高齢期に至るまでの人の生涯を切れ目なく捉えた健康づくり(ライフコースアプローチ)に加えて、それぞれのライフステージの課題に応じた取り組みも推進します。

◆個人の健康づくりを支えるための3つの環境づくり
◇自然に健康になれる環境づくり
本人が無理なく健康な行動を取ることができる環境づくりを推進します。
・「くらしき3ベジプロジェクト」の推進や、「くらしき　まち歩き　さと歩きマップ」の活用

◇人と人・人と社会をつなぐ地域づくり
地域とのつながりや社会参加を通じて、心身の健康づくりや生活習慣の改善を推進します。
・地域の人々がつながりを持てるよう市民の地域参加を推進

◇持続可能な食を支える環境づくり
健全な食生活の基盤となる持続可能な環境づくりを関連団体・関係部署と共に推進します。
・地産地消、食品ロスについてイベントで啓発

◆7つの分野で健康づくりを応援!
・運動…自分に合った運動を継続しましょう。
・たばこ…受動喫煙のない社会を!
・健康管理…適正体重を目指しましょう。
・歯・口…半年に1回は歯科けんしんを。
・休養…自分に合った気分転換・ストレス対処法を。
・食育…くらしき3ベジプロジェクトを実践!
・飲酒…自分のペースを守り、飲み過ぎ注意!

問合せ：
市保健健所健康づくり課健康管理係【電話】434-9820
食育推進係【電話】434-9868"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,〔特集4〕児童館にでかけよう!,子育て,"5月は「春のこどもまんなか月間」
こどもの日から1週間は「こどもまんなか児童福祉週間」

市内の児童館・児童センターでは、18歳未満の全ての児童に遊び場と遊びを提供し、遊びを通して子どもが心身ともに健やかに成長するお手伝いをしています。
倉敷児童館・倉敷北児童センターでは、休日保育も実施。地域の母親クラブも児童館・児童センターの活動に積極的に参加し、子育てを応援しています。

■児童館・児童センター
対象者：18歳未満の全ての児童(乳幼児は保護者同伴)
開館時間：9時?17時15分
休館日：(月)(夏休み期間中は(日))、(祝)(休)(5月5日除く。(月)が(祝)(休)の場合は翌(火)も休館)、年末年始

問合せ：本庁子育て支援課
【電話】426-3314

■5月は「春のこどもまんなか月間」
子ども・子育てに優しい社会づくりのためには、社会全体で子どもや子育て中の人を支える機運を高める必要があります。さまざまな取り組みを進めるため、5月は「春のこどもまんなか月間」、11月は「秋のこどもまんなか月間」と定められています。

■こどもの日から1週間は「こどもまんなか児童福祉週間」
子どもや家庭、子どもの健やかな成長について国民全体で考えることを目的に、毎年5月5日の「こどもの日」から1週間は「こどもまんなか児童福祉週間」と定められています。

■令和6年度「こどもまんなか児童福祉週間」標語
すきなこと　どんどんふやして　おおきくなあれ

■「春のこどもまんなか月間」「こどもまんなか児童福祉週間」のイベント
申し込みが必要な場合があるので、各児童館で配布している「じどうかんだより」やホームページで確認してください。

◇倉敷児童館【電話】429-1791
・ブロックでつくろう…5月5日(祝)10時?11時半
・ごー!ごー!!じどうかん?すこやかプラザまつり…5月11日(土)9時半?12時

◇倉敷北児童センター【電話】422-6539
・手形でこいのぼりを作ろう…5月5日(祝)10時?16時の間で随時
・ごー!ごー!!じどうせんたー?こいのぼり運動会ごっこ…5月29日(水)10時?11時

◇児島児童館【電話】473-2844
・こどもの日ウィーク「こいのぼり工作」…5月5日(祝)までの随時
・こいのぼりのチャームブレスレットを作ろう…5月5日(祝)10時?11時

◇玉島児童館【電話】526-3400
・おでかけ児童館「端午の節句まつり」…5月5日(祝)10時?13時。玉島市民交流センター
・ごー!ごー!!じどうかん「来い!来い!こいのぼり♪」…5月8日(水)?11日(土)の随時

◇水島児童館【電話】448-0650
・ごー!ごー!!じどうかん「みんなで遊ぼう♪こどもの日」(1)「どらやき」を作ろう…5月5日(祝)10時半?12時(2)「スライム」を作ろう…14時?15時
・ごー!ごー!!じどうかん「グッド・トイで遊ぼう」…5月11日(土)13時?15時

◇真備児童館【電話】697-0831
・こいのぼりをさがせ!…5月1日(水)・2日(木)・5日(祝)9時?17時の間で随時
・おはなしでてこい…5月10日(金)10時45分?11時"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,〔特集5〕スマホやタブレットで使える母子手帳アプリ「くらしき子育てアプリ」,子育て,"母子手帳アプリ「くらしき子育てアプリ」は、妊娠期から出産、子育てまでサポートする、スマホやタブレットで使える無料アプリです。
妊娠中の健康管理はもちろん、乳幼児健診や予防接種のスケジュール管理、子どもの成長の記録・家族間での共有などができる他、子育てイベントやお役立ち情報をプッシュ配信します。
紙版のおやこ(母子)健康手帳と併せて、ぜひ活用してください。

■くらしき子育てアプリの特長…妊娠中や子育ての悩みを解決!
◇妊娠中の記録・子どもの成長記録を簡単に残せます
・母親や赤ちゃんの身長・体重が自動でグラフになり、簡単に成長の記録を確認できます。
・日々の思い出を写真とコメント付きで記録できます。
・家族みんなで成長記録を共有でき、みんなで子どもの成長を見守れます。

◇子どもの予防接種を簡単に管理できます
・子どもの生年月日や接種歴から、最適な接種日を自動的に表示します。
・予防接種の接種日をスケジューリングできます。
・接種予定日が近づくと、事前にプッシュ通知でお知らせが届くため、忘れず安心です。

◇地域のイベント・施設の検索
・地域で実施している子育てイベントを検索することができます。
・居住地域周辺の医療機関、保育園・幼稚園、児童館など、出産から子育てに必要な施設を検索できます。

◇市の育児情報をお知らせ
・妊娠週数や子どもの月齢・年齢に応じた市からの子育て情報・手続きの案内などを、タイムリーに受け取ることができます。

■くらしき子育てアプリの利用方法…登録は簡単。すぐに利用できます!
◇(1)アプリをインストール
本紙8ページの二次元コードまたは、アプリストアで「母子モ」を検索して、インストールします。
※登録や利用は無料ですが、情報の送受信などにかかる通信料は、利用者負担となります。

◇(2)初期設定
「母子モ」を起動したら、プロフィール(ニックネーム・居住地域など)、妊娠または子どもの情報などを登録します。居住地域を倉敷市にすることで「くらしき子育てアプリ」として設定が完了します。

◇(3)アプリを利用
「母子モ」を起動すると「くらしき子育てアプリ」がすぐに利用できます。

問合せ：市保健所健康づくり課
【電話】434-9820"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,防災士育成講座の受講者募集,講座,"要件など詳しくは、市ホームページで確認を。

日時・場所：7月13日(土)・14日(日)8時45分?18時、ヘルスピア倉敷
受講料：市が負担。防災士認証登録料5,000円は受講者が負担
申込方法：5月7日(火)?24日(金)に、市ホームページから電子申請で。多数の場合は選考。決定通知は後日Eメールで連絡

問合せ：本庁防災推進課
【電話】426-3131"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,本庁舎の敷地西側通路 5月7日(火)?9日(木)・27日(月)?令和7年12月全面通行止め,くらし,"《防災危機管理センター棟の工事に伴い、本庁舎の敷地西側通路は、5月7日(火)?9日(木)・27日(月)?令和7年12月全面通行止め》
本庁舎の敷地西側通路は、防災危機管理センター棟の新築工事のため、終日全面通行止めとなります。本紙9ページの図の通り、迂回(うかい)をお願いします。また、工事範囲に含まれる駐輪場(円形)は使用できなくなるため、他の駐輪場を利用してください。防災危機管理センター棟などについて詳しくは、市ホームページで確認してください。

期間：5月7日(火)?9日(木)・27日(月)?令和7年12月(予定)
場所：本庁舎の敷地西側通路

問合せ：本庁総務課
【電話】426-3121"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,国民健康保険の医療費通知の発送を年2回に変更,くらし,"令和6年度から発送を年2回とします。6年1月?10月の診療分を6年12月下旬に、6年11月・12月の診療分を7年2月下旬に発送します。5月と8月の発送はありません。

問合せ：本庁国民健康保険課
【電話】426-3282"
