自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
神奈川県厚木市,2025.01.01,広報あつぎ 第1438号（2025年1月1日発行）,思いをかたちに,文化,"新しい年が始まり、2月1日に厚木市は市制70周年を迎えます。改めて私たちが暮らすまちのことを見つめる節目の年。二人の表現者が、生まれ育った厚木のことや未来を思い、絵と歌を作り上げました。
1月4日、改修を終えた文化会館が、いよいよリニューアルオープンの日を迎えます。市の文化芸術の拠点として多くの表現者を送り出していったこの場所で、アーティスト・井上純さんと、シンガーソングライター・NakamuraEmiさんが、ふるさと厚木で道草したり、遠回りしたりしながら過ごした日々、出会った人たち、遊び楽しむ大切さ、文化芸術の意義などを語り合いました。
(4・5面に関連記事あり)

■プロフィル
・NakamuraEmi(ナカムラエミ)さん
1982年生まれ。依知小・中学校、厚木東高校出身。市内在住。2016年メジャーデビュー。アニメや企業の楽曲を制作。25年9月6日に文化会館でワンマンライブ開催。

・井上 純さん
1981年生まれ。荻野小・中学校、厚木西高校出身。2010年ナイキ本社の壁画を制作。企業とのコラボレーションや海外での個展開催など国内外で活躍。"
神奈川県厚木市,2025.01.01,広報あつぎ 第1438号（2025年1月1日発行）,厚木から羽ばたく 熱気人 ATSUGIBITO(1),スポーツ,"夢に向かって歩み続ける「熱気人」たち。努力を重ね、ひたむきに競技に向き合う姿勢は、明るい未来へとつながっていく。

■「大好き」を胸に
バスケットボール選手　野口龍太郎(Noguchi Ryutaro)
プロフィル：1997年生まれ。緑ケ丘小・厚木中学校出身。中町在住。大学卒業後、Bリーグ熊本ヴォルターズに入団。現在、アースフレンズ東京Zに所属。191センチの体格を生かしたプレーとスリーポイントシュートを武器に活躍。

力みのないフォームで放たれたボールはきれいな放物線を描き、リングへと吸い込まれていく。けがからの復帰に向けて、膝の状態を確認しながらシュートを打つのは野口龍太郎さん。プロ5年目の今季から、アースフレンズ東京Zに所属するバスケットボール選手だ。

○変わらない気持ちで
野口さんは小学3年生の時にバスケットボールを始め、卒業文集に「プロになりたい」と書くほどのめり込んだ。「中学生の頃、休日は朝からみんなで公園のコートでバスケをしてから部活に行って、部活後も日が落ちてリングが見えなくなるまで遊んでいた」と、夢中でボールを追いかける日々を送った。
高校は、熊本県のバスケットボール強豪校に進んだ。「一番伸びたのは高校時代」と振り返る野口さん。慣れない環境や厳しい練習で、一時は体重が20キロ近く落ちたが、両親や高校の恩師・仲間のサポートで、九州地区の選抜チームに選ばれるまでになった。部活だけでなく学業にも力を入れ、精神面も大きく成長。めきめきと力をつけていった。
大学では、プロを目指すチームメートに囲まれ、2年生の頃から自然とプロを意識しながら練習に打ち込むようになった。しかし4年生の春、不慮の事故に遭い、頭部や腰などに大怪我を負った。緊急手術の後、医師からは「今までのようにはプレーできない」と告げられた。病室のベッドに横たわりながら、引退という言葉が頭をよぎった。
1カ月後、野口さんは市内にある神奈川リハビリテーション病院に移ってきた。リハビリの先生と体育館へ行った時、「バスケしたいでしょ」と言われた。「絶対にジャンプはしないで」と、くぎを刺されながら久しぶりにシュートを打ち、ボールがスパッと音をたてリングに吸い込まれると、「やっぱりバスケは楽しい」と心から思えた。前向きにリハビリに取り組み、3カ月後には熊本のチームから練習に誘われるまでに回復した。理想のプレーには程遠かったが、体を動かせることがうれしかった。手応えをつかんだ野口さんは完全復帰を目指し、練習を続けた。大学卒業後、そのままチームに加入。事故の1年半後、野口さんはBリーグのコートに立っていた。「大好きなバスケができるのは当たり前ではなく、幸せなことだと気づかされた。支えてくれる人のためにプレーしたい」と心に決めた。

○地元への思いと決意
野口さんは、プロ選手になった今も、市内の体育館や公園のコートで中学時代の仲間や出会った子どもたちと一緒にバスケットボールを楽しんでいる。「地元の友だちとバスケするのが一番楽しい」と、昔と変わらない気持ちを大切にしている。
11月、荻野運動公園の体育館でBリーグの試合が開催された。昨年8月に負った膝のけがの影響で、地元でのプレーはかなわなかったが、ベンチから大きな声を出し、チームを盛り上げた。会場には、両親や中学の先生、地元の友人が駆け付けてくれた。「地元でプレーを見せられる日まで続けたい。もっとうまくなりたい」と、悔しさをにじませた。「試合を見に来た子どもたちから、次の選手が出てくればうれしい。厚木の子どもたちの憧れの選手になれれば」と話す野口さん。これからも大好きなバスケットボールに向き合い続けていく。

■「挑戦」が原動力
ポールダンサー　加藤汐里(Kato Shiori)
プロフィル：1991年生まれ。市内でポールダンススタジオを営み、インストラクターとして活動。2024年4月にイタリアで開催されたポールダンスの国際大会「Soul on Pole」に出場。プロフェッショナルクラスのコンテンポラリー部門・アート部門で優勝した。

天井から伸びる1本のポール。腕や脚を巻き付けるように宙に浮き、体の先まで神経を尖らせてしなやかに舞う。「筋力や柔軟性、バランスを一つにして表現する」。市内でスタジオを開き、生徒に教えながら競技に打ち込む加藤さんは、世界大会で優勝を果たしたポールダンサーだ。

○夢中になれることを
加藤さんがポールダンスに出合ったのは18歳の頃。語学留学したオーストラリアで見た大会がきっかけだった。「空中に浮き、体をいっぱいに使う姿がかっこよかった」。初めて目にしたポールダンスに魅了された加藤さんは、妊娠・出産を経験した後、20歳の時にスタジオに通い始めた。「育児や家事、仕事の忙しさなどいろいろな葛藤はあったけれど、挑戦する気持ちを持ち続けたい」と一歩踏み出した。ダンスは初心者で、指導者もいない中、動画で手の位置や体の使い方などを研究し、子育てと両立しながら独学で技を身に付けていった。
大会では、決められた時間内で演技し、技の難易度や美しさ、構成などを採点。ポールに登り音楽に合わせて踊ったり、回転したりと華麗な技が披露される。始めて5年目、韓国で開かれた大会に初出場し優勝した加藤さん。「もっと多くの大会にチャレンジしたい」とスタジオに通う回数を増やしたが、翌年、レベルを上げて挑んだヨーロッパでの大会で惨敗。海外選手の見たことのないオリジナルの技や表現方法、小道具を使った斬新な演技などを目の当たりにした。「自分との差が歴然だった」。加藤さんはスキルを身に付けるためコンテンポラリーダンスを新たに学ぶなど自身を見つめ直した。「表現力が自分の強み。海外の選手と比べて体が小さいので、曲調や歌詞に合った表現を大切にしている」と技に磨きをかけていった。

○いつまでも前へ
ポールの摩擦による火傷や落下でのけがも経験する中、支えになったのは、生徒や家族の存在だ。「やめようと思ったことは何度もある。それでも生徒たちの『演技を見て感動した』『目標にしている』などの声が力になった」と話す加藤さん。12歳になる息子も野球に夢中で、一緒にトレーニングをしたり、試合前には「お互い頑張ろう」と励まし合い、支え合っている。
努力が実を結び、昨年4月にイタリアで開かれた世界大会では2部門で優勝。特に、自由な表現が評価されるコンテンポラリー部門は、力を入れて取り組んでいた。「苦手にしていた部門で評価されてうれしかった」と笑顔を見せる。
現在、小学生から大人まで約50人の生徒に囲まれ、指導にも力を注ぐ加藤さん。「ポールダンスは自分と向き合える大切な存在。母、インストラクター、選手としてかっこよくいるため、体力が続く限り、挑み続けたい」。加藤さんの歩みは止まらない。"
神奈川県厚木市,2025.01.01,広報あつぎ 第1438号（2025年1月1日発行）,厚木から羽ばたく 熱気人 ATSUGIBITO(2),スポーツ,"■スポーツチームを応援しよう
厚木でのホストゲーム開催や、市を拠点に全国で活動するチームを紹介します。

○バスケットボール　湘南ユナイテッドBC
男子プロバスケットボールリーグのB3に加盟。市と協定を締結し、昨年から市内でホストゲームを開催。

○ハンドボール　ブルーサクヤ鹿児島
ハンドボールのリーグH(エイチ)に加盟。鹿児島県霧島市を拠点に、所属企業のグループ本社がある厚木でもホストゲームを開催。

○サッカー　厚木はやぶさFC
Jリーグ加盟を目指し、関東リーグで活躍中。市と協定を締結し、普段は荻野運動公園で練習を重ねる。

○ラグビー　クリタウォーターガッシュ昭島
NTTジャパンラグビーリーグワンに加盟し、ディビジョン3で活躍中。以前市内に練習場があった縁から、市内でもホストゲームを開催。

○ソフトボール　あつぎSC
日本女子ソフトボールリーグに加盟。選手全員がさまざまな職に就きながら、飯山のグラウンドで練習を重ねる。

市内での試合情報は市HPに掲載

問合せ：広報シティプロモーション課
【電話】225-2040"
神奈川県厚木市,2025.01.01,広報あつぎ 第1438号（2025年1月1日発行）,【新春対談】文化芸術を楽しむまちに(1),くらし,"市では、市民の皆さんの文化芸術活動を応援するため、イベントの開催や施設整備など、「文化芸術の聖地づくり」に力を注いでいます。今回は、市内出身のアーティスト・井上純さんと、シンガーソングライター・NakamuraEmiさんを迎え、厚木の思い出や文化芸術の魅力などを語り合いました。

・厚木市長　山口貴裕
・シンガーソングライター　NakamuraEmiさん
・アーティスト　井上純さん

市長：新年あけましておめでとうございます。市民の皆様におかれましては、輝かしい新春をお迎えのこととお喜び申し上げます。今回は、国内外で活躍されている井上純さんとナカムラエミさんをお招きし、話を伺いたいと思います。

■緊張とワクワクの場所
市長：ここ文化会館は1月にリニューアルオープンします。文化会館での思い出はありますか。
井上：僕は父親の職場がここだったので、幼い頃からよく来ていました。小学生の時、自分の絵が友好都市の中国に行く作品に選ばれて、その展示会を地下で見た記憶もあります。ワクワクしながら来たんですけど、中国の同じ年の子の書がものすごく達筆で、びっくりしました。
ナカムラ：私は初めて人前に出る経験をしたピアノの発表会の会場がここで、本当に緊張しました。ダンスの発表会や読書感想文で入賞した時の表彰式もここで、うれしさと緊張する思い出が入り交じっている場所です。
市長：私も中学生の頃、TUBEのコンサートを親と見に来たのを覚えています。工事期間中、井上さんは仮囲いに絵を描かれていましたね。
井上：今は暮らしやすい世界になっていますが、反対に自然との距離が離れているんじゃないかなという疑問があります。仮囲いには山・川・海という普遍的な自然を描きました。改めて、みんなが自然に思いをはせることが必要なのではと思って。
市長：ナカムラさんは以前もこのステージに立たれ、今年もワンマンライブを開催されるそうですね。
ナカムラ：私の音楽活動に直結しているのが、厚木で育った言葉や、人との出会いです。今回のライブで、家族や友だち、いろいろな人にお礼を伝えたいです。そして初めて見てくれた方にも「ちょっと明日頑張ってみようかな」と思ってもらえたら、厚木への恩返しや、これからも頑張る意思表明ができるかなと思っています。

■人と自然が近いまち
市長：厚木での経験が創作に生かされることはありますか。
井上：実家の裏が山で、幼い頃は兄や近所の友達と川で釣りしたり、山に秘密基地を作ったり、自然に触れて育ちました。自然からのインスピレーションを大切にして描いています。厚木で育ったからこういう作品になっているのかなと思います。
ナカムラ：私の家の近所も田んぼだらけで、山や川に囲まれて育ったことが今の自分を作っていると大人になって気付きました。歌詞には厚木の人や景色がいっぱい出てきます。ジャズライブやライブハウス、飲食店でいろいろな人に出会い、新しい文化にたくさん触れたことも表現につながっています。
市長：今回、井上さんには市制70周年のキャッチフレーズ「未来へ一歩　つながるあつぎ　70年」をテーマにした作品を描いていただきました。
井上：作品は白黒とカラフルな絵を合わせて、一つになっています。白黒の方に今の時代、暗いニュースや辛いこと、ネガティブなことがある中でも力強く生きていこうという思いを込めています。カラフルな方は生き生きとした、子どもたちだけでなく大人たちも楽しむ、明るい未来を、希望を込めて描きました。
市長：井上さんが、音楽が流れる部屋で無から絵を描く姿を見て感動しました。
ナカムラ：作品の黒が本当に印象的です。「黒って怖いな」「苦手だな」と思っている子も、純さんの作品に触れたら、「黒って楽しいんだ」って世界が広がるのかなと感じています。
井上：ありがとうございます。
市長：作品は2月3日から市役所本庁舎に飾らせていただきます。ナカムラさんは、シティプロモーションの一環でオリジナルの楽曲「MICHIKUSA」を手がけられました。
ナカムラ：私はずっと厚木に住んでいますが、仕事で全国を回って厚木を客観的に見て、ふるさとのことを話したような歌詞ができました。自然もあり、暮らしやすいこのまちで、子どもたちが失敗したり、怪我したり、けんかしたりと、たくさん遠回り、道草、寄り道しながら大人になり、そういった経験がすてきな宝物になったらいいなと感じています。
市長：歌詞に246号線や田んぼも出てきて厚木を感じました。「大人は自分に旅をさせよ、己耕せ、夢に泳げ」というフレーズが印象的です。
井上：「大人が変わっていこうぜ」って思いが強く歌詞に出ていて、お尻をたたかれる気持ちになりましたね。
市長：市内で撮影した映像にナカムラさんの楽曲を乗せた動画を、市の公式YouTubeなどで公開します。多くの皆様に聴いていただきたいです。"
神奈川県厚木市,2025.01.01,広報あつぎ 第1438号（2025年1月1日発行）,【新春対談】文化芸術を楽しむまちに(2),くらし,"■遊びから芸術が生まれる
市長：文化やアートの持つ力は何だと思いますか。
ナカムラ：一人一人のネガティブなところや、すてきな部分を広げられることだと思います。私も思いを言葉にするのがすごく苦手です。だから歌詞を書いて音楽を作れているのですが、自分のネガティブな部分を楽しいものに変えられてすごく救われました。純さんの作品みたいに、見た人の感覚を広げてくれるのが魅力だと思います。
市長：井上さんは文化や芸術に多くの方が親しみ、まちが盛り上がるには何が必要だと考えていますか。
井上：まず、余裕です。余裕があることで、インスピレーションやひらめきが生まれると思います。そして道を外れることも僕は大事かな、と。他人からしたら無駄に見えるような時間を過ごすことで、個性や人格ができていくんじゃないかと思います。あとは、遊ぶことです。遊びを追求した結果、生まれるのが文化や芸術だと思います。

■これから
市長：市制70周年に合わせて、厚木を舞台とした映画の製作など多くのイベントを開催予定です。皆さんの誇りとあつぎ愛を育む1年にしたいです。お二人はどんな年にしたいですか。
ナカムラ：9月のライブでこの会場をいっぱいにしたいです。その日だけは厚木を引っ張れるようなライブにできたらと思います。あと、厚木で生まれた曲を世界に出せるように頑張りたいです。
井上：最近、時間がたつのがものすごく早く感じます。あっという間に過ぎていく日々の中で、毎日を大事に、一生懸命生きたいなと思います。健康で、楽しく家族と生きられることが大事だと感じています。
市長：厚木を文化芸術の聖地にしていく思いが、一層強くなりました。今後もお力添えいただきたいです。本日はありがとうございました。

◆市公式YouTubeで公開中　子育てプロモーション動画
NakamuraEmiさんが厚木をイメージして作った「MICHIKUSA」に、市内で撮影した映像を合わせた動画を市公式YouTubeで公開しています。

◆抽選でプレゼント　サイン入り色紙
井上純さんとNakamuraEmiさんの直筆サインをプレゼントします。
対象：市内在住の方各5人
申込み：市公式LINEの応募フォームまたはハガキに希望する色紙と〒住所、氏名、電話番号を書き、1月31日(必着)までに〒243-8511広報シティプロモーション課【電話】225-2040へ。抽選。
※当選者の発表は、発送をもって代えさせていただきます(2月末発送予定)。"
神奈川県厚木市,2025.01.01,広報あつぎ 第1438号（2025年1月1日発行）,街のNEWS あつトピ!,くらし,"■4回の記念フェアに約4600人が来場
○厚木市民朝市が11月17日で開設50周年
文化会館駐車場で毎週日曜の6時から開かれている厚木市民朝市が、開設50周年を迎えました。地場産の採れたて野菜や加工品に加え、友好都市の特産品やジビエ肉の加工食品、石川県輪島朝市と三崎朝市の特別出店などのフェアが実施され、大勢の買い物客でにぎわいました。
市民朝市推進委員会出店者組合長の伊藤洋文さん(66・温水)は「多くの方に支えられて50周年を迎えられた。これからも市民に愛される朝市を続けていきたい」と力を込めました。家族で訪れた服部健太さん(43・戸室)は「採れたてで新鮮な野菜などが買えるのが魅力。歴史ある朝市をこれからも楽しみにしている」と笑顔で話しました。

■横断歩道を効率的に渡り車の流れを円滑化
○厚木高校の生徒と市が共同で交通混雑緩和の実証実験
国道246号線・水引交差点での交通混雑解消に向け、市と県立厚木高校が実証実験を実施しました。生徒8人が10日間交差点に立ち、歩行者がスムーズに横断歩道を渡る方法を検証しました。
実験はスーパーサイエンススクールに指定される学校の、主体的な探求活動の一環で実施。昨年5月から週2回、交差点の様子を調査・研究した結果、横断歩道を渡る歩行者の速度向上が交通混雑の緩和につながるとの仮説に至りました。実証実験では、生徒が2グループに分かれ、「左側通行にご協力をお願いします」と声をかけ、歩行者を誘導。歩行者数や、横断歩道を渡り切る時間を調査しました。
実験で得られたデータは学校が解析し、3月の成果発表会で公表します。

■小・中学生11人を表彰
○あつぎ市民交流プラザで和田傳(でん)文学賞の授賞式を実施
市内小・中学生の優れた文学作品をたたえる「和田傳文学賞」の授賞式を開催しました。大賞と特選に選ばれた児童・生徒11人に、山口市長が賞状を手渡しました。
この文学賞は、名誉市民である故・和田傅(つとう)氏の遺志による寄付金で創設した基金を基に教育委員会が実施し38回目。作文や詩、短歌など140作品を対象に審査を実施しました。当日、大賞の3人が作品を朗読すると、会場から大きな拍手が送られました。「ダムがつなぐ思いと未来」を朗読した松本蒼生さん(玉川中3年)は「受賞を知ったときはとても驚いた。作文を通して、多くの人にダムの歴史や思いを知ってもらえたらうれしい」と話しました。
和田傳大賞の作品は、市ホームページで公開しています。

■若者と市長が意見交換
○「あつぎタウンミーティング」を開催
市内の大学生10人があつぎ市民交流プラザに集い、「若者が考える魅力あるまち」をテーマに山口市長らと語り合いました。
あつぎタウンミーティングは、幅広く市民の声を聴き、誇りや憧れを持てる厚木をつくるために開催しています。この日はテーマごとに二つのグループに分かれ意見交換し、山口市長が「厚木の強みである自然を生かしてどのように人に集ってもらうかが課題。若い目線での意見が聞きたい」と質問すると「自然を生かした有名な観光スポットを作ると良いのでは」などと、活発に意見が出されました。
市では今年度、自治会長や農業関係団体とのタウンミーティングを実施。今後は、出産を控える父母などとも意見交換し、市政運営に生かしていきます。"
神奈川県厚木市,2025.01.01,広報あつぎ 第1438号（2025年1月1日発行）,県央やまなみ探訪,くらし,"厚木・秦野・伊勢原市、愛川町、清川村の5市町村が観光振興で連携している「県央やまなみ地域」の魅力を、毎月順番に紹介します。紙面では伝えきれない5市町村の観光にまつわるコラムを、ニュースサイトでも紹介します。

■第8回　旬を迎える厚木のイチゴ
厚木の名産の一つに、イチゴがあります。冬から春にかけて旬を迎えるイチゴは、厚木にある農園で、摘みたての新鮮な味を楽しめます。大人から子どもまで人気の味覚を届けようと、シーズンを前に農園関係者は汗を流しています。

ニュースサイトで詳しく紹介しています

問合せ：商業観光課
【電話】225-2820"
神奈川県厚木市,2025.01.01,広報あつぎ 第1438号（2025年1月1日発行）,PR動画「おいしいね厚木の給食」,くらし,"■地域プロモーションアワード2024　ふるさと動画大賞　戸?良彦賞を受賞
全国から104作品の応募があり、受賞8作品の内、審査委員賞に選ばれました。
講評(抜粋)：登場人物、世界観ともに演出を感じさせない、素直なシティプロモーションだと感じました。引き算の演出が、光っていると思います。

問合せ：広報シティプロモーション課
【電話】225-2040"
神奈川県厚木市,2025.01.01,広報あつぎ 第1438号（2025年1月1日発行）,市民の皆様により身近な議会へ,くらし,"■市議会議長　遠藤浩一
市民の皆様、希望に満ちた輝かしい新春を、お迎えのこととお喜び申し上げます。日頃から、市議会に対しましてご理解とご協力を賜り、厚くお礼申し上げます。
昨年、厚木市議会は議会報告会や中学生議会の開催などを通し、多くの市民の皆様からご意見を頂いてまいりました。
本年も二元代表制の一翼を担う議会として、皆様の声をしっかりと受け止め、議会活動の充実や機能強化に努めてまいりますので、引き続き、ご支援とご協力を賜りますようお願い申し上げます。
結びに当たり、市民の皆様にとりまして新しい年が、実り多き年になりますとともに、皆様のご健勝を祈念いたしまして新年のごあいさつといたします。"
神奈川県厚木市,2025.01.01,広報あつぎ 第1438号（2025年1月1日発行）,あつぎのしゃしん。,その他,"■「あつぎウィンターフェスティバル」
#12月6日撮影
#厚木公園
#イルミネーション
#niceatsugi
市公式インスタグラムで公開中"
