自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
岡山県倉敷市,2024.11.01,広報くらしき 2024年11月号,倉敷市一斉地震対応訓練を実施しました!,くらし,"〔地震が起きたらまず低く・頭を守り・動かない〕

■今後30年以内に70?80パーセントの確率で発生する南海トラフ巨大地震に備えて
8月8日に宮崎県日向灘で震度6弱の地震があり、気象庁から「南海トラフ地震臨時情報(巨大地震注意)」が出されました。南海トラフ巨大地震はいつ発生してもおかしくありません。
市では、地震発生時に重要な、まず自分の身を守る行動などを確認してもらうため、9月26日に全市一斉の地震対応訓練を初めて実施しました。市内の学校や企業など約1,100団体・9万人の皆さんが参加しました。

■対策・訓練で、日頃から地震に備えましょう
日頃から防災対策や安全確保行動を確認し、非常持出品・非常備蓄品を備えましょう。"
岡山県倉敷市,2024.11.01,広報くらしき 2024年11月号,〔特集1〕市総合防災訓練体験型イベント くらしき防災フェア,イベント,"?私たちにできること?いま考え、未来を守る?
会場はまびふれあい公園
11月10日(日)10時?15時
雨天決行
※駐車場は会場周辺に約1,500台。乗り合わせなどでの来場をお願いします。

大人から子どもまで、誰もが気軽に楽しく参加でき、防災意識の向上につながる体験型イベント!公園内の建屋では真備地区の小中学生が作成したマップ展示も。入場無料。詳しくは、市ホームページで。

■体験型・展示型イベント
・VR(仮想現実)映像による災害体験、煙避難体験
・防災運動遊び(子ども向けサーキット運動)
・関係機関の防災対策などの取り組み紹介ブース(約60ブース)

■防災ワークショップ
・毛布で担架づくり、防災工作、防災カードゲームなど

■地震体験車による地震体験

■訓練の実演
・市消防局…車両に閉じ込められた要救助者の救出救助訓練
・自衛隊…被災時における炊き出し(豚汁)・配給

■車両展示
・市消防局…消防車、救急車
・県警察…パトロールカー
・自衛隊…1・1/2トン中型トラック、3・1/2トン大型トラック
・国土交通省…排水ポンプ車
・その他…災害救援車、通信指令車、ショベルカー、ホイルローダーなど

■ステージイベント
・真備かなりや認定こども園幼年消防クラブ鼓笛隊・市消防音楽隊・県警察音楽隊による演奏
・子ども向け防災人形劇場。出演は市立短大子どもの劇場
・防災クイズ

■スタンプラリー・お楽しみ抽選会
・各ブースを体験し、スタンプを集めると、豪華景品が当たるお楽しみ抽選会に参加できます

■飲食ブース(有料)
・キッチンカー13店舗

問合せ：本庁防災推進課
【電話】426-3131"
岡山県倉敷市,2024.11.01,広報くらしき 2024年11月号,〔特集2〕地域の課題を解決しよう! 倉敷市市民企画提案事業,くらし,"市民企画提案事業は、地域の身近な課題の解決を目指し、市民と行政の協働によるまちづくりを推進するものです。市民団体などが実施する公益的な自主事業や、市と協働で実施する事業の経費の一部を負担します。設立して間もない団体から長年活動を続けている団体まで、幅広く利用できます。

■令和7年度の事業を募集!
詳しくは、本庁市民活動推進課・各支所・各図書館・ライフパーク倉敷・各公民館などで配布する募集要項で確認を。市ホームページからも入手可
申込締切：12月13日(金)

◆採択までの流れ
申し込み⇒〔1次〕書類審査⇒〔2次〕プレゼンテーション⇒採択
※3月末までに決定

◆自主事業部門
市民活動団体が単独で実施する事業が対象です。

◇新規チャレンジコース
新規の申込団体が対象。活動実績不問
・補助上限額　15万円
・補助率　75%以内
・補助年数　1年以内

◇協働準備コース
協働事業への発展を目指しながら行う事業
・補助上限額　30万円
・補助率　80%以内
・補助年数　2年以内

◆協働事業部門
申し込みの際は、市担当課と協働して事業計画を立てることが必要です。

◇市民提案コース
団体が企画提案し、市と協働で実施する事業
・補助上限額　50万円
・補助率　90%以内
・補助年数　通算して3年以内

◇行政提案コース
市が提示するテーマに沿って団体が企画提案し、市と協働で実施する事業
・補助上限額　50万円
・補助率　100%以内
・補助年数　通算して3年以内

◆事業説明会を開催
日時：11月7日(木)14時?
会場：市民活動センター
コース内容や補助要件などについて説明します。参加は任意。要申し込み

■令和5年度の事例　こんな事業が地域に貢献しました!
◆自主・新規チャレンジ
◇食品ロス削減推進事業　食の未来を考える「もったいない」の一歩先へ
提案団体：sa-mo17
・食品ロスを活用した調理講座の実施
・生産者と消費者をつなぐイベントの開催　など

◇倉敷市で増えていく空き家の問題を
解決するための支援事業
提案団体：一般社団法人相続と空き家の相談窓口
・空き家と相続についての講演会や相談会の開催

◆自主・協働準備
◇平成30年西日本豪雨災害の真備町被災者による「語り部」活動支援事業
提案団体：語り部ネットワークまび
・地域住民参加の「オールまび語り部の会」の定期開催
・災害伝承先進地に学ぶ研修会　など

◆協働・市民提案
◇住民主体の倉敷市イベント情報発信「市民レポーター」事業
提案団体：一般社団法人はれとこ
担当課：本庁観光課
・地域情報の発信に関心のある市民に向けた記事作成スキルを学ぶセミナーの開催
・セミナー受講生に記事を書いてもらい、イベントや市の取り組みを紹介する仕組み作り　など

◆協働・行政提案
倉敷市地域防災活性化推進事業
提案団体：くらしき防災士の会
担当課：本庁防災推進課
・市民向けの防災講演会や体験会の実施
・自主防災組織に向けた活動事例紹介の研修会の実施　など

平成17年度?令和6年度の19年間で、121団体により、延べ252事業が行われています

問合せ：本庁市民活動推進課
【電話】426-3107"
岡山県倉敷市,2024.11.01,広報くらしき 2024年11月号,〔特集3〕ストップ!子どもへの虐待・ストップ!女性への暴力,くらし,"■11月は「オレンジリボン・児童虐待防止推進キャンペーン」期間
全ての子どもには、適切な養育を受け、健やかな成長・発達や自立が図られることなどを保障される権利があります。子どもの健やかな成長に影響を及ぼす児童虐待の防止は、社会全体で取り組むべき重要な課題です。

◆身体的暴力だけが児童虐待ではありません
◇身体的虐待
殴る、蹴る、投げ落とす、激しく揺さぶる、やけどを負わせる、家の外に閉め出す　など

◇ネグレクト
家に閉じ込める、自動車の中に放置する、食事を与えない、ひどく不潔なままにする、重い病気にかかっても病院に連れて行かない　など

◇心理的虐待
言葉による脅し、無視、きょうだい間で差別する、子どもの目の前で家族に対して暴力を振るう面前DV(ドメスティックバイオレンス)　など

◇性的虐待
子どもへの性的行為、性的行為を見せる、ポルノグラフィの被写体にする　など

◆子育ては、頑張り過ぎないことも大切
無理をせず、次のことに気を付けて家族や周囲の人たちに協力してもらいましょう。
(1)完璧を求めない
(2)自分の時間を持つ
(3)子育て仲間に加わってみる
(4)困ったときには助けてもらう

◆もしかして虐待!?と思ったら、【電話】189(いちはやく)へ!
児童虐待防止法により、虐待を受けていると思われる児童を発見した場合には、市区町村や児童相談所などに通報することが国民に義務付けられています。
・児童相談所虐待対応ダイヤル【電話】189(通話無料、24時間対応)

◆子育てに悩んでいたら、心配な家庭があったら、勇気を出して相談してください
・本庁子ども相談センター(子どもに関する相談全般)【電話】426-3330(平日8時半?17時15分、(祝)(休)除く)
・市児童虐待通告専用ダイヤル【電話】426-3337(平日8時半?17時15分、(土)(日)(祝)(休)・夜間は宿直へ転送)

◆子ども本人からの悩み相談は
・こどもあいカード　フリーダイヤル【電話】0120-15-1155(8時半?22時、22時?翌日8時半は留守番電話)

◆子育てや親子関係で悩んだときは
・親子のための相談LINE　@778asdia(平日10時?19時)

問合せ：本庁子ども相談センター
【電話】426-3330

■「リボン運動」に参加しませんか
無料。配布場所など詳しくは、問い合わせを。

問合せ：
オレンジリボン…本庁子ども相談センター【電話】426-3330
パープルリボン…本庁男女共同参画課【電話】426-3105

■11月12日?25日は「女性に対する暴力をなくす運動」期間
女性に対する暴力には、DV、性暴力、売買春、人身取引、セクシュアルハラスメント、ストーカー行為などがあります。これらの根底には、女性の人権を軽視する考えが潜んでいます。

◆身体的暴力だけがDVではありません
◇身体的暴力
殴る、蹴る、眠らせない、食べ物や薬を取らせない、病院に行かせない　など

◇精神的暴力
無視する、怒鳴る、大切なものを壊す、服装や髪型を制限する　など

◇性的暴力
性行為の強要、避妊に協力しない、中絶の強要、婚外関係を持つ　など

◇社会的暴力
行動や通信履歴の監視、外出の制限、家族や友人との交流の制限　など

◇経済的暴力
生活費を渡さない、働かせない、酒やギャンブルに生活費をつぎ込む　など

◇子どもを巻き込んだ暴力
子どもに暴力を見せる、子どもに暴力を振るうと脅す　など

◆独りで悩まず、勇気を出して相談を
配偶者や恋人からの言動や暴力で悩んでいる人は、勇気を出して相談してください。また、身近な人がDV被害を受けている場合は、相談を勧めてください。
・ウィズアップくらしき【電話】435-5670((火)?(土)9時?17時半、(祝)除く)
・岡山県女性相談支援センター
【電話】086-235-6060(平日9時?16時半、(祝)(休)除く)
【電話】086-235-6101(平日16時半?20時、(土)9時?16時半、(祝)(休)除く)
・DV相談+(プラス)　フリーダイヤル【電話】0120-279-889(24時間対応)(12時?22時、チャットでの相談にも対応)
・DV相談ナビ【電話】#8008

◆相手の同意のない性的な行為は、性暴力です!
性暴力の加害者と被害者は、多くの場合顔見知りであり、拒否できなかったケースも多いといわれています。どのような関係性・状況においても、相手の同意のない性的な行為は性暴力です。「はっきり拒絶しなかったから」などの思い込みは、性暴力を正当化する理由にはなりません。
・性犯罪・性暴力被害者のための短縮電話番号【電話】♯8891
・性犯罪被害相談電話【電話】♯8103

問合せ：本庁男女共同参画課
【電話】426-3105

■全国一斉「女性の人権ホットライン【電話】0570-070-810」強化週間
法務局職員・人権擁護委員が応じます。秘密厳守。無料
開設日時：11月13日(水)?19日(火)8時半?19時、(土)(日)は10時?17時

問合せ：岡山地方法務局倉敷支局
【電話】422-9679"
岡山県倉敷市,2024.11.01,広報くらしき 2024年11月号,令和6年能登豪雨災害で被災された方々への義援金を受け付けています,くらし,"■募金箱
受付期間：3月31日(月)までの((土)(日)(祝)(休)除く)開庁時間内
設置場所：本庁総合案内、児島支所市民ホール、玉島支所市民課総合収納窓口前、水島・真備の各支所市民課、庄・茶屋町・船穂の各支所

■口座振り込み
受付期間：3月31日(月)まで。
振込先口座：中国銀行倉敷市役所出張所　普通2519374　倉敷市令和6年能登豪雨災害義援金
※振込手数料が必要となります。

令和6年能登半島地震で被災された方々への義援金も、12月27日(金)まで受け付けています。

問合せ：本庁総務課
【電話】426-3121"
岡山県倉敷市,2024.11.01,広報くらしき 2024年11月号,国民健康保険・後期高齢者医療12月2日(月)以降は保険証の発行を終了,くらし,"保険証利用登録をしたマイナンバーカード「マイナ保険証」の利用を基本とする仕組みに移行するため、12月2日(月)以降、現行の国民健康保険被保険者証・後期高齢者医療被保険者証の発行を終了します。
12月1日時点で有効な被保険者証は、記載された有効期限まで使用可能です。ただし12月2日以降に記載事項に変更があった場合は使用できなくなるため、マイナ保険証を使用してください。
マイナンバーカードを作っていない人や、マイナ保険証の利用登録をしていない人が国民健康保険に加入したり、記載事項に変更があった場合は、現行の被保険者証と同じように利用できる「資格確認書」を交付します。また、マイナ保険証を持っている人には「資格情報のお知らせ」を交付します。なお、後期高齢者医療では、令和7年7月31日までは、マイナ保険証の有無にかかわらず「資格確認書」を交付します。
※国民健康保険・後期高齢者医療以外の保険に加入している人は、各保険者に問い合わせてください。

■マイナンバーカードの保険証利用登録
利用登録は、パソコンやスマホなどを使って、マイナポータルから行うことができます。詳しくは、ホームページかマイナンバー総合フリーダイヤル【電話】0120-95-0178で確認してください。

問合せ：
国民健康保険…本庁国民健康保険課【電話】426-3282
後期高齢者医療制度…本庁医療給付課【電話】426-3395"
岡山県倉敷市,2024.11.01,広報くらしき 2024年11月号,玉島・船穂地区の持ち込みごみの受け入れ施設が変わります,くらし,"ごみ処理施設の新設に伴い、玉島・船穂地区の持ち込みごみの受け入れ施設が変わります。持ち込み時は、生活道路は通行せず、堀貫線(産業通り)などの幹線道路を通行してください。
受付日時(変更なし)：(月)?(金)8時45分?16時半、(土)8時45分?14時

■燃やせるごみ・粗大ごみ(可燃)
・令和6年12月2日(月)?…(新)倉敷西部クリーンセンター　玉島乙島8255-49
・6年11月30日(土)まで…倉敷西部清掃工場　玉島道越888-1

■資源ごみ・粗大ごみ(可燃・不燃)・埋立ごみ・乾電池
・7年4月1日(火)?…(新)玉島環境センター　玉島乙島8255-49
・7年3月31日(月)まで…玉島環境センター　浅口市金光町八重317

問合せ：本庁一般廃棄物対策課
【電話】426-3375"
岡山県倉敷市,2024.11.01,広報くらしき 2024年11月号,高梁川流域自治体スマートフォン講習会の受講者募集,講座,"時間：
・午前の部…10時?12時半
・午後の部…13時?15時半
内容：
・基本…カメラの撮り方、インターネットの使い方など
・応用…アプリの基礎知識、マップ(地図)アプリの使い方など
・共通…安全に使うこつ、ゲーム体験会、お薦めの使い方、相談会
対象：高梁川流域圏域在住で、おおむね65歳以上のスマホ初心者
定員：各先着15人
受講料：無料
持参品：筆記用具、自分のスマホ(貸し出しも可)
申込方法：予約専用電話フリーダイヤル【電話】0120-356-813へ電話か、本紙の二次元コードから電子申請で。

■12月
<img class=""alignnone size-full wp-image-8985823"" src=""https://mykoho.jp/wp-content/uploads/2024/10/sn_kurashiki241101_1.png"" alt="""" width=""426"" height=""356"" />

■1月
<img class=""alignnone size-full wp-image-8985824"" src=""https://mykoho.jp/wp-content/uploads/2024/10/sn_kurashiki241101_2.png"" alt="""" width=""425"" height=""337"" />

問合せ：本庁デジタルガバメント推進室
【電話】426-3219"
岡山県倉敷市,2024.11.01,広報くらしき 2024年11月号,「広報くらしき」リニューアルに関するアンケートを実施,くらし,"市では、令和7年5月号からの「広報くらしき」リニューアルに向けて準備を進めています。今後の紙面構成の参考とするため、閲覧内容や方法などについてのアンケートを行います。3分程度で回答できるので、ご協力をお願いします。

回答期限：11月29日(金)
回答方法：本紙の二次元コードから電子申請で。

問合せ：本庁くらしき情報発信課
【電話】426-3061"
岡山県倉敷市,2024.11.01,広報くらしき 2024年11月号,任期付職員を募集,しごと,"受験資格、業務内容など詳しくは、受験案内で確認してください。

任期：4月1日?令和10年3月31日。業務の都合により、本人の同意の上、採用日から5年間に延長する場合あり
受験資格：各職種の受験資格を満たす人。年齢不問
申込方法：10月4日(金)?11月8日(金)(消印有効)に郵送で。郵送以外は不可
第一次試験：書類選考
受験案内・受験申込書：本庁総合案内・人事課、児島・玉島・水島の各支所総務課、庄・茶屋町の各支所市民係、船穂支所市民税務係、真備支所市民課、倉敷駅前連絡所、市保健所保健課、市ホームページで配布
募集職種・採用予定人員：
(1)保育教育職(保育士)10人程度
(2)保育教育職(幼稚園教諭)10人程度
(3)学芸員(動物)1人程度
(4)環境整備員1人程度

問合せ：市職員採用試験委員会(本庁人事課内、〒710-8565西中新田640)
【電話】426-3141"
