自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
岡山県倉敷市,2025.03.01,広報くらしき 2025年3月号,表紙の説明 第39回倉敷音楽祭,その他,市民創作オリジナルミュージカル「この道」の出演者と実行委員会の皆さん。日本画の巨匠で市名誉市民・池田遙邨の生誕130年を記念し、遙邨の旅と自然を愛した生涯を描きます。
岡山県倉敷市,2025.03.01,広報くらしき 2025年3月号,〔特集1〕市公式ホームページを全面リニューアル!?3月5日から?,くらし,"3月5日(水)から、市公式ホームページが新しくなります。スマホでもより見やすく、イベントや、転居時・出産時などに必要な手続きも探しやすくなります。
※リニューアルに伴い、トップページや一部施設ページのトップページ以外のアドレス(URL)が変わります。

■市公式ホームページには、市からの最新のお知らせを掲載しています
広報紙などの紙媒体と比較すると、情報量の制約がほぼなく、最新の情報が掲載されているという長所があります。これまであまり利用しなかった人も、より便利になった市公式ホームぺージをぜひ閲覧してみてください。

■最新のお知らせは市公式アプリでも受け取れます
災害発生時の緊急情報や、市公式ホームページに掲載された新着情報は、スマホアプリの「市公式アプリ」でも受け取ることができます。アプリをまだ入手していない人は、この機会にぜひ、本紙目次の2次元コードからダウンロードしてください。

■スマホでの表示イメージ
詳細は本紙を参照してください。

◇ボトムナビゲーション
よく使う機能を集約し、片手で操作しやすい画面下部に配置しました

◇見やすいデザイン
トップページのメニューをすっきりさせ、スマホでも見やすいデザインに!

■パソコンでの表示イメージ
詳細は本紙を参照してください。

◇申請・手続き検索
トップページ上部にある「申請・手続き検索」は、必要な手続きが分かっていて、申請書を見つけたい人などに便利な検索機能です。

◇「Web版広報くらしき」サイト
4月25日(5月号掲載情報)から、「紙版広報くらしき」に掲載している情報を集約した「Web版広報くらしき」サイトがスタートします。
ホームページ上でも読みやすく、探しやすいようにデザインしており、記事のタイトルをクリック(タップ)すると、詳細を読むことができます。
知りたい情報を、キーワードやタグで検索することもできます。休日・夜間当番医も調べることができるので、チェックしてみてください。

◇入札・契約や採用に関する情報は「新着情報」に
「お知らせ」「採用情報」「入札情報」「イベント」のカテゴリー別に、新着情報が表示されます。

◇災害発生時に緊急情報を発信
地震などの災害発生時には、緊急情報をトップページに掲載します。市公式アプリと連携して緊急情報を発信するとともに、防災ポータルに案内します。

◇イベントカレンダー
広報紙のアンケートでも希望が多かった、イベント情報を充実させました。イベントカレンダーで、いつどこでどんなイベントがあるのかを調べることができ、イベントの種類・対象者・開催地区などから絞り込むこともできます。

◇くらしき手続きナビ
転居や出産時など、現在の状況に応じた必要な手続きを幅広く調べることができる機能「くらしき手続きナビ」を導入しました。カテゴリーを選択し、質問に「はい」「いいえ」で答えていくと、必要な手続き・手続き担当部署・必要な物の一覧が完成します。

問合せ：
市公式ホームページ…本庁くらしき情報発信課【電話】426-3061
市公式アプリ…本庁デジタルガバメント推進室【電話】426-3219"
岡山県倉敷市,2025.03.01,広報くらしき 2025年3月号,〔特集2〕春のおすすめイベント3選!,イベント,"■倉敷音楽祭
倉敷に春を呼ぶ倉敷音楽祭。今回の特集地域は「中部」。多彩な催しで音楽祭を盛り上げます。各公演の前売券が完売した場合、当日券の販売はありません。チケットの最新情報は、ホームページで確認を。
・「箏コンサート　つるころりん」、市民参加公演(「日本の太鼓」を除く)は全席自由、その他は全席指定
・「くらしきビックバンドフェスティバル」は未就学児無料。★は未就学児は膝上鑑賞に限り無料。その他は未就学児入場不可(「町並みコンサート」を除く)

◇〔オープニングステージ〕箏演奏and中部地方の芸能紹介
日時：3月9日(日)11時?・14時?
場所：芸文館ホール
料金：一般2,000円、大学生以下500円(当日各500円増)

◇箏コンサート　つるころりん
日時：3月10日(月)18時?
場所：芸文館アイシアター
料金：1,000円(当日500円増)

◇TSUKEMEN　CONCERT　キャンドルのぬくもり
日時：3月11日(火)18時?
場所：芸文館ホール
料金：一般5,000円、大学生以下500円(当日各500円増)

◇八神純子キミの街へ2025?Share　the　moment　with　you
完売

◇coba×檜山学　The　2　Accordions
日時：3月14日(金)18時?
場所：芸文館ホール
料金：一般4,000円、大学生以下500円(当日各500円増)

◇★音楽の絵本コンアモーレ
日時：3月15日(土)14時?
場所：芸文館ホール
料金：2,500円(当日500円増)

◇石川さゆり　Premium　Acoustic　Live
日時：3月16日(日)17時?
※13時?は完売
場所：芸文館ホール
料金：一般6,000円、大学生以下500円(当日各500円増)

◇サンプラザ中野くんLIVE
日時：3月19日(水)18時?
場所：芸文館ホール
料金：一般4,000円、大学生以下500円(当日各500円増)

◇フォルテ超名曲ピアノコンサート
日時：3月20日(祝)14時?
場所：芸文館ホール
料金：一般3,000円、大学生以下500円(当日各500円増)

〔以下は市民参加公演〕
◇くらしきビッグバンドフェスティバル
日時：3月9日(日)12時?
場所：マービーふれあいセンター
料金：一般1,000円、大学生以下500円

◇★日本の太鼓
日時：3月9日(日)16時半?
場所：市民会館
料金：一般2,000円、大学生以下1,000円(当日各500円増)

◇町並みコンサート
日時：3月15日(土)・16日(日)・20日(祝)10時?
場所：美観地区・芸文館アイシアター・倉敷物語館
市民の皆さんが主役のコンサート。観覧無料

◇★倉敷アマチュアトップコンサート
日時：3月16日(日)13時?
場所：市民会館
料金：一般1,000円、大学生以下500円

◇倉敷管弦楽団演奏会
日時：3月20日(祝)15時?
場所：市民会館
料金：一般1,500円、大学生以下500円。市内小・中学生は無料(要申し込み)

◇★倉敷市民創作オリジナルミュージカル「この道」
日時：3月22日(土)13時半?・17時半?、23日(日)13時半?
場所：玉島文化センター
料金：一般1,900円、大学生・高校生1,500円、中学生以下1,000円

問合せ：アルスくらしきチケットセンター
【電話】434-0010

■闘将の軌跡　星野仙一「夢の軌跡」展
生涯にわたり夢を追い続けた「燃える男」星野仙一。生前、「将来は絶対にプロ野球選手になるという夢をもって野球を始めた」「選手時代に故郷でも放送される試合になると雄姿を見せるため必死で投げた」「中日ドラゴンズ・阪神タイガース・東北楽天ゴールデンイーグルスと、倉敷でキャンプをしたときには必ず優勝したので、やはりここは自分が生まれた土地だ」など熱く語っていました。闘将・星野仙一の魂の品々を展示します。
期間：3月1日(土)?30日(日)9時?17時15分((月)除く。1日は10時開場)
場所：市立美術館
観覧料：無料
・母・敏子さんに初めて買ってもらったグローブ
・中日ドラゴンズ投手として受賞した沢村賞メダル
・中日ドラゴンズ監督時代の優勝ウイニングボール
・東北楽天ゴールデンイーグルス監督として日本一に輝いた際のユニホーム

問合せ：本庁スポーツ振興課
【電話】426-3855

■倉敷春宵あかり
和傘で倉敷川沿いをともす「和傘あかり」、町家などに投影する「影絵あかり」、幻想的な「希莉光(きりこ)あかり」などで美観地区一帯を彩ります。期間中はオリジナルマスキングテープなどが抽選で当たるインスタグラム写真投稿キャンペーンも実施。
期間：3月8日(土)?30日(日)18時?21時
場所：美観地区一帯

問合せ：同実行委員会事務局(倉敷観光コンベンションビューロー内)
【電話】421-0224"
岡山県倉敷市,2025.03.01,広報くらしき 2025年3月号,「平成30年7月豪雨災害記録誌 真備地区復興のあゆみ」を発刊,くらし,"平成30年7月豪雨で甚大な被害を受けた真備地区の復旧・復興や防災・減災などの取り組みを振り返る記録誌です。復興を支えた方々のインタビューや復興年表も掲載。市ホームページから電子版が閲覧できます。3月下旬以降に市内図書館・公民館に設置予定です。

問合せ：本庁復興推進室
【電話】426-3460"
岡山県倉敷市,2025.03.01,広報くらしき 2025年3月号,もしもの時に備えましょう!南海トラフ巨大地震の発生確率が80%程度に引き上げられました,くらし,"政府の地震調査委員会は、南海トラフ巨大地震が今後30年以内に起きる確率を毎年1月1日の時点で計算・公表しており、今年、これまでの「70%?80%」から「80%程度」に引き上げました。引き続き、家具の転倒防止対策の実施、非常持出品や1週間分程度の非常備蓄品を備えるなど、一人一人が日頃から災害に備えましょう。

問合せ：本庁防災危機管理室
【電話】426-3131"
岡山県倉敷市,2025.03.01,広報くらしき 2025年3月号,水道料金を改定します,くらし,"昨今の物価上昇に対応し、水道施設の更新・耐震化を進めるため、水道料金を改定します。安全安心な水道水を将来にわたって利用していただくため、ご理解とご協力をお願いします。なお、下水道使用料は、変わりません。詳しくは、市ホームページで確認を。

■新料金の適用時期
・検針が奇数月の場合…3月検針分(対象は1・2月使用分)以降
・検針が偶数月の場合…4月検針分(対象は2・3月使用分)以降

■水道料金改定の内容
次のとおり、引き上げとなります。
・令和7年3・4月検針分?…今までの料金から10%引き上げ
・令和8年3・4月検針分?…今までの料金から20.82%引き上げ

■2カ月分の水道料金の比較(例)
2カ月で40立方メートル使用した場合の水道料金の例。税込み
今までの料金：4,400円
令和7年3・4月検針分?：4,840円
令和8年3・4月検針分?：5,317円

問合せ：本庁水道総務課
【電話】426-3654"
岡山県倉敷市,2025.03.01,広報くらしき 2025年3月号,児童手当制度改正に伴う申請猶予期間は3月31日(月)まで,子育て,"児童手当制度は、令和6年10月分から、「所得制限の撤廃」「支給期間を高校生年代までに」「第3子以降の支給額を3万円に」などに拡充されました。制度改正に伴い、新たに受給者となる人は申請が必要です。6年10月1日時点で対象要件を満たす人は、3月31日(必着)までに申請した場合、6年10月分から児童手当が支給されます。対象要件を確認し、忘れずに申請してください。詳しくは、住所地の窓口に問い合わせを。

問合せ：
本庁子育て支援課【電話】426-3314
児島【電話】473-1119・玉島【電話】522-8118・水島【電話】446-1114の各保健福祉センター福祉課
真備保健福祉課【電話】698-5113"
岡山県倉敷市,2025.03.01,広報くらしき 2025年3月号,倉敷市役所の仕事に興味がある人集まれ!市職員採用説明会などに関するお知らせ,しごと,"対象職種・定員・申込方法など詳しくは、市職員採用ホームページで確認を。参加の有無が採用試験の合否に影響することはありません。

■倉敷しごと万博
若手職員による倉敷市役所で働くことの魅力解説や個別相談会、仕事で使用している物品の展示、面接デモンストレーションなど
日時：3月15日(土)13時?16時
場所：本庁10階大会議室
対象：高校生以上で倉敷市役所の仕事に興味がある人(本人に限る)

■オンライン採用説明会
職員採用試験の概要説明、先輩職員による仕事説明など
日時：3月16日(日)
(1)10時半?11時半
(2)13時半?15時
場所：ウェブ会議サービスZoom(ズーム)
対象：令和7年度市職員採用試験の受験希望者(本人に限る)。高校生は対象外

問合せ：本庁人事課
【電話】426-3151"
岡山県倉敷市,2025.03.01,広報くらしき 2025年3月号,3月31日(月)で、児島斎場・真備斎場を廃止,くらし,"児島斎場は昭和63年11月、真備斎場は57年4月の開場以来、故人を送る場として多くの旅立ちを見守ってきましたが、3月31日をもって廃止します。4月1日(火)以降は、中央斎場または玉島斎場を利用してください。なお、友引日の火葬は、毎月1・3回目および5回目以降は中央斎場、2・4回目は玉島斎場が対応します。

問合せ：本庁環境衛生課
【電話】426-3361"
岡山県倉敷市,2025.03.01,広報くらしき 2025年3月号,3月30日・4月6日(日)、本庁市民課窓口を開きます,くらし,"日時：3月30日・4月6日(日)8時半?17時15分
場所：本庁市民課
業務内容：住民異動、戸籍届受領、印鑑登録、国民年金に関する届け出、マイナンバーカードの申請・交付、住民票の写し・戸籍証明書・印鑑登録証明書などの交付、パスポートの交付(申請は不可)
必要なもの：運転免許証などの本人確認書類。代理人の場合は委任状も必要
※戸籍の届け出を伴う証明書の発行や国民年金に関する届け出の一部は、取り扱いできない場合があります。

問合せ：本庁市民課
【電話】426-3265"
