自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
神奈川県厚木市,2025.05.01,広報あつぎ 第1446号（2025年5月1日発行）,元気に伸び伸びと,子育て,"■あつぎ子ども月間
「滑り台で遊ぼう」「もう一回やろうよ」「こっちも面白いから来て」。3月に遊具をリニューアルした荻野運動公園には、楽し気な声が響き渡ります。ぴかぴかの滑り台で遊んだり、全身を使って壁をよじ登ったりと、子どもたちが元気に園内を駆け回っています。
遊びや体験は、子どもたちの健やかな成長に欠かせない時間です。子育て環境が変化する中で、子どもたちがより伸び伸びと過ごせる環境をつくるには、家族はもちろん、職場や地域、社会全体の支え合いが必要です。
5月は「あつぎ子ども月間」です。未来を担う子どもたちが幸せに暮らせるよう、一人一人ができることを考えてみませんか。
(4・5面に関連記事)

問合せ：こども育成課
【電話】225?2262"
神奈川県厚木市,2025.05.01,広報あつぎ 第1446号（2025年5月1日発行）,荻野運動公園の遊具をリニューアル,くらし,"子どもたちが安全で楽しく利用できるよう、老朽化した園内の遊具を更新しました。

■遊具の選定
遊具メーカー2社の提案を基に、来園者にアンケート調査を実施して選定しました。詳細は市HPに掲載。

問合せ：公園緑地課
【電話】225-2411"
神奈川県厚木市,2025.05.01,広報あつぎ 第1446号（2025年5月1日発行）,【Zoom Up】外出時の不安をなくすために アプリで視覚障がい者を支援,くらし,"スマートフォンのアプリで専門のオペレーターと通話ができ、目が不自由な方の外出や日常生活を支援するサービスを5月から提供します。カメラの映像を共有し、目的地への案内や看板の読み上げなど、周りの状況を伝えながら生活をサポートします。

視覚に障がいがある方の外出支援ではこれまで、専門のガイドが付き添う同行援護支援が一般的でした。新しいサービスでは専用のアプリを起動すると、画面を一回押すだけでオペレーターとの通話ができます。スマートフォンから共有されたカメラ映像を基に音声で周辺の状況を伝え、外出や日常生活をサポートします。

◆安心して外出できる
オペレーターに共有されるのは、カメラの映像と衛星利用測位システム(GPS)の位置情報です。利用者が映した映像から、目的地への道案内や障害物の有無などの情報を音声で提供。交通量の多い道路や点字ブロックが設置されていない歩道、初めて訪れる場所でも安心して移動できるよう支援します。
サービスは利用対象者の意見を踏まえ県内で初めて導入しました。これまでの同行援護支援は数週間前からの予約が必要など手軽に利用できないという課題がありましたが、サービスの導入で解消が期待されます。
アプリを利用した平尾須美子さん(54・山際)は「家族は働いているので一人で過ごすことが多い。一人で外出する時は不安を感じるので、案内役の人にすぐにつながるのはありがたい。困ったときに助けてくれる人が一人でも多いのは心強い」と話します。

◆より過ごしやすい環境を
市では障がいがある方の外出を後押しするため、タクシー代やガソリン代を助成する福祉タクシー利用券、自動車ガソリン購入券を交付しています。他にも聴覚に障がいがある方のために手話通訳者や要約筆記者の派遣サービスを取り入れるなど、誰もが過ごしやすい環境の整備を進めています。

■視覚障がい者遠隔サポートシステムの概要
利用イメージ：
(1)アプリで電話をかける
(2)オペレーターに映像や位置情報が共有される
(3)必要な情報を提供
対象：市内在住で身体障害者手帳を持つ18歳以上の視覚障がい者
費用：無料
利用時間：月2時間
申込み：障がい福祉課や市HPにある申請書を直接または郵送、ファクス、Eメールで5月1日から〒243-8511障がい福祉課【FAX】224-0229【メール】2100@city.atsugi.kanagawa.jpへ(利用に条件あり)。

問合せ：障がい福祉課
【電話】225-2221"
神奈川県厚木市,2025.05.01,広報あつぎ 第1446号（2025年5月1日発行）,身近な生き物をみんなで調査 スマホで簡単生き物探し,イベント,"生き物や植物の写真を撮って名前を調べて投稿できるスマートフォンアプリ「Biome(バイオーム)」を使い、市民参加型の生き物調査を開催します。

名称：あつぎいきもの調査隊2025
開催期間：5?7月
費用：無料

問合せ：環境政策課
【電話】225-2749"
神奈川県厚木市,2025.05.01,広報あつぎ 第1446号（2025年5月1日発行）,参加者募集 あつぎにぎわいアドベンチャー隊,くらし,"厚木を盛り上げる活動を企画・運営する大学生を募集します。学生の目線でまちの魅力を発信してみませんか。
(あゆコロちゃんバースデーイベントなどを運営)

対象：市内5大学(神奈川工科・松蔭・湘北短期・東京工芸・東京農業)の学生または市内在住の大学生
活動期間：6月?2026年3月31日
申込み：電話またはEメールに氏名、学校名、学年を書き、商業観光課【電話】225-2840【メール】3800@city.atsugi.kanagawa.jpへ。"
神奈川県厚木市,2025.05.01,広報あつぎ 第1446号（2025年5月1日発行）,3つの助成で人材確保 看護・介護職に助成,しごと,"看護・介護職を目指す方や復職する方に助成金を交付しています。

◆転入奨励助成金
市内への転入費用を助成します。
対象：市内在住で
(1)市内医療機関や介護・障がい福祉サービス事業所に就職または勤務する看護師・歯科衛生士・介護福祉士・社会福祉士など
(2)市外から市内に転入
?の全てを満たす方
助成：最大20万円

◆復職等奨励助成金
市内の病院などに復職する方に奨励金を交付します。
対象：市内在住で、市内医療機関や介護・障がい福祉サービス事業所に復職する看護師・歯科衛生士・介護福祉士・社会福祉士など
助成：最大20万円

◆奨学金返済助成金[医療機関勤務者のみ]
奨学金の返済金額を助成します。
対象：市内在住で
(1)採用後3年未満の市内医療機関に勤務する看護師・歯科衛生士・介護福祉士・社会福祉士など
(2)奨学金を利用して資格を取得し返済中
?の全てを満たす方
助成：年上限20万円(最長3年間)

いずれも詳細は市HPに掲載。

問合せ：
[医療機関]
・健康医療課【電話】225-2174
[介護・障がい福祉サービス事業所]
・介護福祉課【電話】225-2240
・障がい福祉課【電話】225-2225"
神奈川県厚木市,2025.05.01,広報あつぎ 第1446号（2025年5月1日発行）,【Zoom Up】4月から供用開始 厚木北公民館が完成,くらし,"老朽化などにより建て替えを進めていた厚木北公民館の新築工事が完了し、4月に開館を迎えました。体育室やエントランスホールに冷暖房設備を設置するなど、快適な利用環境を提供していきます。

1975年に開館した旧厚木北公民館は、老朽化などによる建て替えのため2021年に閉館し、同年から解体・新築工事を進めてきました。3月に新たな施設が完成し、4月7日から供用を開始しました。

◆快適で使いやすく
新しい公民館は鉄筋コンクリート造り・3階建て。敷地面積は以前から約1・3倍の2千平方メートルで、延べ床面積は2倍以上になりました。これまでなかった体育室も整備し、冷暖房設備を設置。冷暖房はエントランスホールを含めた全ての部屋にも備え、夏場の施設利用や、証明書の発行などが快適にできます。さらに、市内公民館で初めて保育室にキッズトイレを設置した他、エレベーターは車いすの方も利用しやすいよう、15人乗りの大きさにしました。
公民館は、災害時の指定緊急避難場所にも指定されています。相模川が近く水害が想定される地域のため、電気室を2階に設置。災害に強い施設を目指します。

◆サークルや地域の活動の場に
市内には15の公民館と一つの分館があります。皆さんの地域活動や生涯学習の場として活用でき、公共施設予約システムを使って部屋を借りられます。(下記参照)。
今後も市民の皆さんが活発に活動や交流ができるよう、安全で快適な公民館を目指していきます。

■新しい厚木北公民館
・大集会室は最大81人を収容
・新たに体育室を設置
・和室に茶道用の水屋を設置
・冷暖房完備のエントランス
・その他の部屋…保育室、調理室、集会室、図書室、会議室

■公民館・地区市民センターでできること
▽部屋を借りる
サークル活動や地域活動のために部屋を貸し出しています

▽各種証明書などの発行
住民票の写しや戸籍謄本などの証明書を発行できます

▽本を借りる(一部の公民館を除く)
公民館図書室で本を借りられます。一部の公民館では、中央図書館の本も借りることができます

■公民館の部屋を借りるには
[1]団体登録をする
対象：
(1)生涯学習活動を目的
(2)代表者が16歳以上
(3)市内在住在勤在学の方が過半数を占める
?の全てを満たす5人以上の団体
申込み：直接、最寄りの公民館へ。

[2]公共施設予約システムで抽選に申し込む
使いたい月の3カ月前の1日から末日までに申し込み。2カ月前の1日に抽選後、本予約が可能。抽選後も空いている部屋は、先着順で予約できます。

詳しくは市HPに掲載

市広報番組あつぎ愛テレビ：5/1〜

問合せ：厚木北公民館
【電話】223-3147"
神奈川県厚木市,2025.05.01,広報あつぎ 第1446号（2025年5月1日発行）,子育て世帯にお得なサービスや割引 子育てパスポート AYUCO,子育て,"登録して画面やカードを見せると、市内約360店舗で割引やお得なサービスが受けられます。

対象：18歳以下の子どもと同居する保護者
※18歳になって初めて迎える4月1日まで登録・利用可
費用：無料
申込み：AYUCOのHPから登録。カードを希望する方は直接、商業観光課へ。

■AYUCOが使えるサポーター店舗募集
サポーター店舗に登録し、子育て世帯を応援しませんか。
・登録無料、専用端末などの導入も不要です
・AYUCOのHPに店舗のページを作り、お知らせなどを発信できます
対象：事業に賛同し割引や特典などのサービスを提供できる店舗
申込み：AYUCOのHPから申し込み。

市広報番組あつぎ愛テレビ：5/1〜

問合せ：商業観光課
【電話】?225-2840"
神奈川県厚木市,2025.05.01,広報あつぎ 第1446号（2025年5月1日発行）,楽しく交通安全を学ぶ 交通安全フェスタ,イベント,"交通ルールやマナーを楽しみながら学べます。

日時：5月17日　13?16時
※雨天中止
場所：厚木中央公園
内容：
(1)交通安全クイズ(小学校低学年以下向け)
(2)はたらくくるま大集合(白バイ、パトカー、はしご車の乗車体験)
(3)ミニ縁日(射的、スーパーボールすくいなど)
(4)吹奏楽やダンスパフォーマンス
費用：
(1)(2)(4)無料
(3)1回100円
((1)の参加者に1回無料券をプレゼント)
申込み：不要。

問合せ：くらし交通安全課
【電話】?225-2760"
神奈川県厚木市,2025.05.01,広報あつぎ 第1446号（2025年5月1日発行）,夏休み期間中の居場所に 小学生預かりサービス,子育て,"夏休み期間中、働く保護者に代わって小学生を預かり、日中の生活や遊びの場を提供します。

日時：7月22日?8月25日　7時30分?18時(土・日曜、祝日、8月11?15日を除く)
場所：ぼうさいの丘公園
対象：
(1)保護者が就労中で昼間は家庭にいない
(2)保護者が実施場所に送迎できる
(3)市立放課後児童クラブを利用していない
?の全てを満たす市内在住の小学生40人
費用：1万1000円(昼食、飲み物は各自で用意)
申込み：こども育成課や市HPにある申請書と必要書類を、直接または郵送で5月26日?6月6日(必着)に〒243-8511こども育成課へ。審査あり。

問合せ：こども育成課
【電話】225-2582"
