自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
神奈川県厚木市,2025.03.15,広報あつぎ 第1443号（2025年3月15日発行）,郷土博物館を楽しもう,文化,"厚木の歴史や文化、自然を楽しく学べる博物館を訪れてみませんか。

■地域再発見!荻野地域　光善院・あかとんぼ・ガラス工芸
荻野地域ゆかりの作家のガラス作品や修験道(しゅげんどう)の史料、絶滅の危機にひんしているあかとんぼなどの資料を展示します。
期間：3月29日?6月22日
費用：無料
※準備のため3月27・28日は休館
詳細は博物館HPに掲載

■めざせユニバーサルミュージアム　触って感じるあつぎ展
史料を直接触って感じて楽しめる展示です。触覚から観察してみてください。
期間：3月29日?(1年間)
費用：無料
詳細は博物館HPに掲載

問合せ：あつぎ郷土博物館
【電話】225-2515"
神奈川県厚木市,2025.03.15,広報あつぎ 第1443号（2025年3月15日発行）,広報あつぎをアプリやウェブで配信中,くらし,カタログポケットは10言語に対応。音声読み上げもできます。
神奈川県厚木市,2025.03.15,広報あつぎ 第1443号（2025年3月15日発行）,広報テレビ・ラジオ番組,くらし,"イベント情報や街の話題などを紹介

■ケーブルテレビ
▽AIC「あつぎ愛テレビ」
(1)12時?
(2)19時30分?
(3)22時45分?
(各15分)

■テレビ
▽tvk「猫のひたいほどワイド」
毎月第1・3月曜、13時ごろ(3分程度)

▽tvkデータ放送
リモコンのdボタンを押して情報をチェック

■ラジオ
▽FMヨコハマ「ラブリーデイ」(84.7MHz)
毎月第1・3火曜、9時35分ごろ(3分程度)

他にもエックスやインスタグラムなどで情報を発信中
詳しくは「厚木市　ソーシャルメディア」で検索"
神奈川県厚木市,2025.03.15,広報あつぎ 第1443号（2025年3月15日発行）,催し,イベント,"■神奈川工科大学厚木市子ども科学館の催し
□プラネタリウム特別番組「ライブ投影」
3月23日、13時30分?14時10分。季節の星座と注目の天文現象を解説。定員90人。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

□プラネタリウム特別投影「きらきらタイム」
4月9・16日、11時?11時30分。星の下で手遊び歌や童謡を楽しむ。定員90人。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

□ミニ工作教室「声コプター」
4月13日、(1)13時40分?(2)14時30分?(各回30分)。声で回るプロペラを作る。定員各回24人。無料。
申込み：4月5日(市外の方は6日)9時から電話で受け付け。

□字幕付きプラネタリウム「宇宙への旅」
4月19日、13時30分?14時15分。日本語字幕とナレーション付きの番組。定員90人。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

◇科学工作教室「マジックおもちゃをつくろう」
4月26日、13時40分?15時40分。マジックができるおもちゃ作り。小学生以上24人(付き添いの方も要予約)。無料。
申込み：4月5?11日に講座予約システムへ(定員に満たない場合は19日から電話で受け付け)。

□昼寝タリウム
木曜(3月20・27日、4月3日を除く)、12時15分?12時45分。満天の星の下、ゆったりと過ごす。定員90人。200円(中学生以下50円)。
申込み：当日9時から観覧券を販売。

いずれも会場、問い合わせは子ども科学館
【電話】221-4152。
先着順(◇は抽選)。

■八菅神社・火渡り神事と八菅山・鳶尾山ハイキング
3月28日、9時30分?15時。あつぎ観光ボランティアガイド協会の案内で、修験の山、八菅神社に伝わる火渡り神事を見学し、歴史遺跡を訪ねる。定員25人。500円(保険料・資料代)。
申込み：3月16〜22日に東丹沢七沢観光案内所【電話】248-1102へ。先着順。

■厚木なかちょう大通り商店街落語会
3月22日、11時?12時30分。あつぎ市民交流プラザ。出演は桃月庵黒酒(とうげつあんくろき)。定員80人。800円。
申込み：不要。先着順。

問合せ：厚木なかちょう大通り商店街振興組合
【電話】225-3500。"
神奈川県厚木市,2025.03.15,広報あつぎ 第1443号（2025年3月15日発行）,講座(1),講座,"■手話奉仕員養成講習会(入門)・手話で耳の聞こえない方と会話
4月10日?9月11日の木曜(全22回。8月14日は休講)、19?21時。保健福祉センター。手話の基礎を学ぶ。市内在住在勤在学でインターネットを使え、手話を初めて学ぶ方30人。5060円(動画視聴料他)。
申込み：直接またはEメールに講座名、〒住所、氏名(ふりがな)、年齢、電話番号、応募動機、市外の方は勤務先(学校名)を書き、3月15日?4月1日に障がい福祉課【電話】225-2221【メール】2100@city.atsugi.kanagawa.jpへ。先着順。講座予約システム(インターネットで申し込み可)。

■マルチメディアボランティアのスマホ・パソコン無料講座
□手ほどき
4月3・5・10・17・19日。基本操作・アプリ・インターネットなどの個別相談。定員各回5人。

□スマートフォン講座
4月24日。基本操作やアプリのダウンロードなどを学ぶ。定員8人。

いずれも9時30分?11時30分。あつぎ市民交流プラザ。無料。
申込み：3月17日から各受講日の前日12時までにDX推進課【電話】225-2457へ。先着順。スマートフォン・パソコンをお持ちください。

■シニアの健康教室
□からだいきいき運動教室
Aコース：5月7日?7月23日の水曜(全12回)、10時?。東町スポーツセンター
Bコース：5月13日?7月29日の火曜(全12回)、10時?。南毛利スポーツセンター
Cコース：5月8日?8月7日の木曜(全12回。7月3・24日は除く)、10時?。荻野運動公園。
椅子に座っての筋力トレーニングやストレッチ。

□脳とからだのいきいき運動教室
5月8日?7月24日の木曜(全12回)、13時30分?。厚木YMCA。認知症予防プログラムを取り入れた運動。

□物忘れ予防・脳いきいき教室
5月13日?7月29日の火曜(全12回)、14時?。あつぎ市民交流プラザ。ストレッチを取り入れた認知症予防。

いずれも各回120分。市内在住の65歳以上25人。要介護認定を受けている方は要相談。無料。
申込み：直接、電話またはハガキに教室・コース名、〒住所、氏名、生年月日、電話番号を書き、3月28日(必着)までに〒243-8511地域包括ケア推進課【電話】225-2388へ。抽選。講座予約システム(インターネットで申し込み可)。

■ふれあいプラザカルチャー教室体験会
韓国語：3月17・24・31日、4月7・14・21・28日、10時30分?11時15分。18歳以上10人
英語：3月18・25日、4月8・15・22日。小学4年8人…17時?。小学5・6年生8人…18時?。中学生以上8人…19時?(各回45分)
親子英会話：3月29日、4月5・12・19・26日。1?2歳6カ月8人…10時20分?11時。2歳6カ月?4歳12人…11時15分?12時。5・6歳12人…12時15分?13時。

いずれもふれあいプラザ。各回1500円。
申込み：3月15日からふれあいプラザ【電話】225-2081へ。先着順。"
神奈川県厚木市,2025.03.15,広報あつぎ 第1443号（2025年3月15日発行）,講座(2),講座,"■スポーツ協会の教室
◇ターゲットバード・ゴルフ教室
4月10日、10?12時。ツユキ及川球技場。基礎技術を学ぶ。市内在住在勤在学の18歳以上20人。500円。

◇ジュニアハンドボール教室
4月12・19・26日(全3回)、9時30分?11時30分。南毛利スポーツセンター。基礎技術を学ぶ。市内在住在学の小学生20人。800円。

□小学生フェンシングアカデミー
4月20・26日、9時30分?10時30分(全2回)。南毛利スポーツセンター。五輪種目を体験し基礎技術を学ぶ。市内在住在学の小学生10人。各回500円。

◇グラウンド・ゴルフ教室
4月24日、9時30分?12時。ツユキ及川球技場。基礎技術を学ぶ。市内在住在勤在学の18歳以上20人。500円。

◇ボールの投げ方アカデミー
4月26日、13時30分?14時30分。南毛利スポーツセンター。ボール投げを専門的に学ぶ。市内在住在学の5歳?小学4年生20人。500円。

いずれも
申込み：ハガキ、ファクス、Eメールに教室名、〒住所、氏名(ふりがな)、年齢、電話番号、□は参加希望日を書き、3月25日(必着)までに〒243-0039温水西1-27-1スポーツ協会【電話】247-7212【FAX】248-7151【メール】info@atsugi-sports.comへ。抽選。

■荻野運動公園のスポーツ教室
□水泳教室「初めて水泳」
未就学児：4月1日?6月24日の火曜…15時30分?。4月5日?6月21日の土曜…(1)10時30分?(2)11時30分?(各回50分。全10回)。4?6歳の未就学児15人。6800円
小学生：4月1日?6月24日の火曜…16時30分?。4月5日?6月21日の土曜…(1)13時30分?(2)14時30分?(3)15時30分?(各回50分。全10回)。小学生20人。6800円。

◇新体操教室「リボンとボール」
4月17日?7月10日の木曜(全12回)
4?6歳：16?17時。定員20人。1万3200円
小学生：17時15分?18時15分。定員30人。1万5840円。

いずれも場所は荻野運動公園。
申込み：□3月18日◇4月11日までに荻野運動公園HPから申し込み。抽選。

問合せ：
□プール【電話】225-2689
◇体育館【電話】225-2900。

■JAあつぎの講座
□春の和菓子作り講習会・よもぎ餅
5月16日、10?13時。生のよもぎで餅を作る。定員20人。

□旬の野菜料理講習会・ニンジンとレタス
5月28日、10時30分?13時。ニンジンとレタスで料理を作る。定員24人。

いずれもJAあつぎ本所。市内・清川村在住の18歳以上。1300円(材料費他)。
申込み：4月4?15日にJAあつぎ【電話】221-6881へ。抽選。"
神奈川県厚木市,2025.03.15,広報あつぎ 第1443号（2025年3月15日発行）,子育て,子育て,"■親子ふれあい遊び
◇1歳児
4月16日。市内在住の1歳児と保護者15組。

□7カ月〜歩き始めの子ども
4月21日。市内在住の保護者15人(生後7カ月?歩き始めの子ども同伴)。

いずれも10時30分?11時20分。あつぎ市民交流プラザ。親子で触れ合い遊びを楽しむ。無料。保護者は1組2人まで。
申込み：□3月18日?4月13日◇3月6日?4月7日に子育て支援センター【電話】225-2922へ。抽選。講座予約システム(インターネットで申し込み可)。

■ベビーマッサージ
4月(1)11日(2)24日、10時30分?11時30分。あつぎ市民交流プラザ。オイルを使ったマッサージで赤ちゃんとの関わり方を学ぶ。市内在住の保護者15人(生後1?6カ月の赤ちゃん同伴。保護者は1組2人まで)。300円(オイル代)。
申込み：(1)3月21日?4月2日(2)4月3?15日に子育て支援センター【電話】225-2922へ。抽選。講座予約システム(インターネットで申し込み可)。

■ブックスタート
3月22日…中央図書館。4月16日…アミューあつぎ。10時30分?11時30分。読み聞かせの方法や年齢に応じた絵本を5分程度で紹介し、1冊進呈。市内在住で2023年4月2日以降に生まれた赤ちゃんと保護者(赤ちゃん1人1回)。生後4カ月頃からが最適。無料。母子健康手帳をお持ちください。
申込み：不要。事前に予約し、第2・3木曜の11?12時、14?15時に中央図書館でも可
絵本などのプレゼントのみ：
(1)中央図書館…9?17時
(2)依知北・睦合北・小鮎・玉川・相川・森の里・睦合西公民館の図書室…10時?12時30分、13時30分?17時
(3)荻野・南毛利公民館の図書室…10?17時
(4)移動図書館わかあゆ号…巡回時。
母子健康手帳をお持ちください。

問合せ：中央図書館
【電話】223-0033。

■おはなし会
4月5・6・12・13・19・20・26・27日、14時?14時30分。中央図書館。素話や絵本と紙芝居の読み聞かせなど。4歳?小学2年生程度各回12人。無料。
申込み：不要。先着順。

問合せ：中央図書館
【電話】223-0033。

■子ども食堂
3月30日、15?17時。あつぎ市民交流プラザ。地元の野菜や米を使った弁当の提供、ゲーム、交通安全を題材にした漫才など。市内在住の方100人。高校生以下100円、大人300円。
申込み：3月15〜29日にファンライフ・望月【電話】090-4363-8420へ。先着順。"
神奈川県厚木市,2025.03.15,広報あつぎ 第1443号（2025年3月15日発行）,募集,しごと,"■自治基本条例推進委員会の委員
自治基本条例と市民参加条例の運用状況を点検する委員を募集します。
対象：
(1)市内在住在勤または市に納税義務があり応募日現在18歳以上
(2)年6回程度の会議に出席できる
(3)他の審議会などの委員でない
(4)市の議員・職員でない
?の全てを満たす方6人
任期：7月26日?(2年間)
報酬：日額7800円(交通費含む)。
申込み：市民協働推進課や市HPにある申込書を、直接または郵送、ファクス、Eメールで4月18日(必着)までに〒243-8511市民協働推進課【電話】225-2101【FAX】221-0260【メール】2800@city.atsugi.kanagawa.jpへ。書類選考あり。

■下水道運営審議会の委員
市の下水道事業を審議・検討する委員を募集します。
対象：
(1)市内在住在勤在学で応募日現在18歳以上
(2)平日昼間の会議(年3回程度)に出席できる
(3)他の審議会などの委員でない
(4)市の議員・職員でない
?の全てを満たす方3人
任期：6月?(2年間)
報酬：日額7800円(交通費含む)。
申込み：河川下水道総務課や公民館、市HPにある申込書と小論文(400字程度)を、直接または郵送、ファクス、Eメールで4月16日(必着)までに〒243-8511河川下水道総務課【電話】225-2361【FAX】222-8749【メール】5200@city.atsugi.kanagawa.jpへ。書類選考あり。

■市民協働推進委員会の委員
市民協働推進条例の運用状況の点検や市民協働提案事業を審査する委員を募集します。
対象：
(1)市内在住在勤または市に納税義務があり応募日現在18歳以上
(2)平日昼間の会議(年5回程度)に出席できる
(3)他の審議会などの委員でない
(4)市の議員・職員でない
?の全てを満たす方3人
任期：6月?(2年間)
報酬：日額7800円(交通費含む)。
申込み：市民協働推進課や市HPにある申込書を、直接または郵送、ファクス、Eメールで4月18日(必着)までに〒243-8511市民協働推進課【電話】225-2101【FAX】221-0260【メール】2800@city.atsugi.kanagawa.jpへ。書類選考あり。

■観光振興推進委員
観光振興条例の運用状況の点検や、基本計画の推進を検討する委員を募集します。
対象：
(1)市内在住で応募日現在18歳以上
(2)平日昼間の会議(年3回程度)に出席できる
(3)他の審議会などの委員でない
(4)市の議員・職員でない
?の全てを満たす方2人
任期：6月?(2年間)
報酬：1日7800円(交通費含む)。
申込み：商業観光課や市HPにある申込書と応募動機(400字程度)を、直接または郵送、ファクス、Eメールで4月15日(必着)までに〒243-8511商業観光課【電話】225-2820【FAX】223-7875【メール】3800@city.atsugi.kanagawa.jpへ。

■まち・ひと・しごと創生総合戦略会議委員
人口減少対策の施策などに意見する委員を募集します。
対象：
(1)市内在住在勤在学で応募日現在18歳以上
(2)平日昼間の会議(年5回程度)に出席できる
(3)他の審議会などの委員でない
(4)市の議員・職員でない
?の全てを満たす方3人
任期：6月?(2年間)
報酬：日額7800円(交通費含む)。
申込み：企画政策課や市HPにある申込書を、直接または郵送、ファクス、Eメールで4月15日(必着)までに〒243-8511企画政策課【電話】225-2455【FAX】225-3732【メール】1100@city.atsugi.kanagawa.jpへ。書類選考・面接あり。"
神奈川県厚木市,2025.03.15,広報あつぎ 第1443号（2025年3月15日発行）,お知らせ(1),くらし,"■物価高騰緊急支援給付金・子ども加算緊急支援給付金
物価高騰による家計への影響が大きい住民税非課税世帯に、給付金を支給します。
対象：2024年12月13日時点で、24年度住民税が非課税である世帯(住民税均等割課税者の扶養親族等のみで構成される世帯を除く)
支給額：1世帯3万円。18歳以下の子どもがいる場合、子ども1人2万円加算。
申込み：前回の非課税世帯対象の給付金を受給した世帯は不要。世帯主へ送付した振込確認通知書に記載の口座に、3月28日に振り込み予定。その他の世帯は、3月中旬から送付する申請書または確認書を、直接または郵送で5月30日(必着)までに〒243-8511生活福祉課緊急支援給付金担当【電話】225-2384へ。詳細は市HPに掲載。

■固定資産課税台帳の閲覧・縦覧
期間：4月1日?6月2日、8時30分?17時15分
場所：資産税課
閲覧できる方：
(1)市内にある固定資産の納税義務者
(2)土地・家屋に賃借権などを持つ借地・借家人(使用収益の対象になる資産に限る)
(3)2025年1月2日以降の新所有者
((2)(3)は有料。権利関係が確認できる書類が必要)。本人確認書類をお持ちください。代理人(同居の親族など)は、納税通知書または委任状が必要
縦覧できる方：市内にある土地または家屋の固定資産税の納税義務者(土地の納税者は土地価格等縦覧帳簿、家屋の納税者は家屋価格等縦覧帳簿のみ縦覧可)。

問合せ：資産税課
【電話】225-2030。

■納税通知書の内容を点字でお知らせ
納税通知書に納税義務者氏名、納期限、税額などを点字で表示した用紙を同封し、封筒には「固定資産税・都市計画税納税通知書在中」の点字シールを貼ります。
対象税目：固定資産税、都市計画税。
申込み：3月31日までに資産税課【電話】225-2030へ。

■宝くじのコミュニティ助成金で備品を整備
毛利台ハイツ自治会に発電機などを整備しました。助成金は、宝くじの社会貢献広報事業。

問合せ：危機管理課
【電話】225-2190。

■オストメイト健康相談会
4月27日、13時30分?16時30分。保健福祉センター。講演、グループ懇談、装具の展示。人工肛門・ぼうこう保有者と家族、医療機関関係者、関心のある方60人。無料。
申込み：不要。

問合せ：日本オストミー協会神奈川支部
【電話】070-4469-0025。

■(仮称)北部地区公園の都市計画決定素案に関する説明会
4月16日、19時?。依知北公民館。依知地区に新規整備予定の防災機能を備えた地区公園の都市計画決定に向けた説明会。手話通訳・要約筆記あり。定員60人。
申込み：電話またはファクス、Eメールに説明会名、〒住所、氏名(ふりがな)、電話番号を書き、3月17日〜4月15日に都市計画課【電話】225-2400【FAX】222-8792【メール】4600@city.atsugi.kanagawa.jpへ。先着順。"
神奈川県厚木市,2025.03.15,広報あつぎ 第1443号（2025年3月15日発行）,お知らせ(2),くらし,"■中町大型バス発着場の公衆無線LANサービスの終了
中町大型バス発着場を閉鎖するため、3月に提供しているサービスを終了します。

問合せ：DX推進課
【電話】225-2447。

■ひとり親家庭などへの助成
□母子等福祉手当金
対象：市内在住のひとり親家庭または父母のいない家庭で、中学生までの子どもと同居・養育している方
支給月額：
・就学前…1500円
・小学生…2000円
・中学生…3000円
支給月：5・11月。

□家賃助成
対象：
(1)市内在住のひとり親家庭で、2007年4月2日以降に生まれた子どもと同居し養育している
(2)毎月1?6万円の家賃を支払っている
(3)生活保護法の住宅扶助を受けていない
?の全てを満たす方
助成月額：1300円?1万円
支給月：8・12月、26年4月に前月分までを支給。所得制限あり。

いずれも
申込み：子育て給付課にある申請書(継続の方には3月末に郵送)と必要書類を、直接または郵送で〒243-8511子育て給付課【電話】225-2241へ。24年度に申請した方も再度申請が必要。支給対象は申請月から。

■年金事務所での予約相談
年金の請求手続きや年金記録、受給見込額の確認などを希望する方は、事前予約が必要です。
申込み：基礎年金番号通知書または年金手帳、年金証書を用意し、前日までに日本年金機構【電話】0570-05-4890へ。

■神奈川工科大学リサーチデー
4月4日、13?16時。企業や地域の皆さんに15以上の研究室をオープンラボとして公開。産学連携相談コーナーあり。無料。
申込み：不要。詳しくは同大学研究推進機構HPへ。

問合せ：同大学研究推進機構
【電話】291-3218。

■選挙管理委員の補欠・委員長職務代理者の指定
2月3日、選挙管理委員会で選挙管理委員の補欠・委員長職務代理者の指定がありました。
任期：2028年3月27日まで。
※選挙管理委員の補欠・委員長職務代理者のお名前については本紙をご覧ください。

問合せ：選挙管理委員会
【電話】225-2490。

■宅地造成及び特定盛土等規制法に基づく規制を開始
県では4月から規制が始まります。詳細は県砂防課HPに掲載。

問合せ：県砂防課
【電話】045-210-6511。"
