自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
岡山県倉敷市,2024.07.01,広報くらしき 2024年7月号,〔特集1〕天皇、皇后両陛下が真備地区をご訪問されました,くらし,"5月26日午後、天皇、皇后両陛下が、岡山県で57年ぶりに開催された第74回全国植樹祭の式典にご臨席された後、真備地区をご訪問されました。
両陛下は、沿道に集まった多くの住民の皆さんが日の丸の小旗を振り、横断幕を掲げて奉迎する中、市が整備を進めてきた復興防災公園「まびふれあい公園」に到着され、伊東市長から平成30年7月豪雨災害の被災状況や復興状況、小田川合流点付替え事業の完成について説明を受けられました。
両陛下はその後、被災者・支援者の代表と公園内でご懇談され、被災直後から復興活動に尽力してきた話に何度もうなずかれ、ねぎらいのお言葉をかけられました。
「本当に大変な災害でご苦労されたことでしょう」と私たちを気遣い、寄り添ってくださる両陛下のお言葉やお姿から、私たちは前に向かって進んでいく大きな力を頂きました。

■両陛下のご訪問は大きな励みとなり、まちは多くの笑顔であふれました
・天皇、皇后両陛下はまびふれあい公園(7月3日開園)で、平成30年7月豪雨からの復興状況などについて伊東市長から説明を受けられました。
・両陛下は、復興に尽力してきた被災者や支援者の代表とご懇談されました。
・沿道では住民の皆さんが日の丸の小旗を振り、横断幕を掲げて両陛下をお出迎えしました。
・5月26日午後、御料車(ごりょうしゃ)に乗られた天皇、皇后両陛下は真備支所(真備保健福祉会館)に到着され、伊東市長や中島市議会議長、小野真備支所長から出迎えを受けられました。
・興に向けた地域の思いを横断幕でお伝えしました。
・まびふれあい公園では、伊東市長の説明を受け、天皇陛下から小田川合流点付替え事業についてご質問がありました。「大雨でもこれまでと比べて水位が大幅に低下し安全になりました」とお答えすると、「それは良かったです、安心しました」と大変安堵(あんど)されたご様子でした。また、「復興に向けて何を大切にして取り組んできましたか」とご質問があり、「住民の皆さんの真備に戻りたいという思いをいかに実現していくかを大切にしました」とお答えしました。多くの住民が真備に戻って生活を再建したとの説明を受けた皇后陛下からは、「皆さんで協力して復興されて本当に素晴らしいですね」と住民の皆さんへのねぎらいのお言葉を頂きました。
・真備地区全体が大きく被災したことをお伝えすると、両陛下は静かに黙礼されました。
・被災者や支援者の代表と順次ご懇談されました。

■前　真備地区まちづくり推進協議会連絡会会長　?槻素文さん
皆さんに頑張っていただいたので公民館・分館の復旧が早かったことをお伝えすると、天皇陛下から「大変でしたが頑張られましたね」とお言葉を頂きました。また、吉備真備公弾琴祭が、子どもから高齢者まで参加できる祭りになっていることをお伝えすると、皇后陛下から「素晴らしいですね」というお言葉を頂きました。被災された方々の気持ちになられて真備まで来ていただけて、たいへん優しいお方だと感じました。

■備船穂商工会会長　中山正明さん
被災事業者を支援するグループ補助金の取り組みでは、国・県・市・金融機関が1つにまとまったことで事業者の活動の再開が非常に早く進んだことをお伝えしました。両陛下からは「本当に良かったですね」とねぎらいのお言葉を頂きました。災害から1カ月足らずで復旧活動に取り組み始めたことをお伝えすると、皇后陛下からは「早い復旧をされたのですね」とお言葉を頂きました。温かく優しいお言葉をかけていただき、国民に寄り添っていただいていると感じました。

■元　市真備支え合いセンター見守り連絡員　中尾幸子さん
市真備支え合いセンターでの見守り連絡員としての活動をお伝えしました。天皇陛下からは「被災されて間もない所を回って大変でしたね」、皇后陛下からは「ご自身も被災されたからこそ皆さんの気持ちが分かるのですね」という温かいお言葉を頂き、理解していただいているのだなと胸が熱くなりました。私自身、前に向かって進めると感じることができました。

問合せ：本庁総務課
【電話】426-3121"
岡山県倉敷市,2024.07.01,広報くらしき 2024年7月号,〔特集2〕市公共施設個別計画に基づく施設の整備を進めています,くらし,"■山陽ハイツ跡地整備事業とは
市では、令和2年12月で閉館した山陽ハイツ跡地(有城)に、自然や地形を活(い)かした多世代が集い憩える場として、また災害時には活動の拠点となる、(仮称)都市防災公園と複合施設の整備を進めています。
市街地を一望できる多目的広場には、県内最大級の大型複合遊具やふわふわドームとともに、障がいの有無や年代にかかわらず誰でも遊べる遊具なども設置し、7年夏ごろにオープン予定です。

公園面積：約9.0ヘクタール
駐車台数(全体)：平常時236台、災害時約750台

問合せ：
本庁公園緑地課【電話】426-3495
本庁文化振興課【電話】426-3075

◆テーマ　自然や地形を活かした多世代が集う「都市防災公園」
◇複合施設
音楽スタジオや多目的室、イベント広場と一体利用できる屋外テラスなどを設置
延べ床面積：約1,700平方メートル

◇イベント広場
野外ステージや花の壁を備えた、マルシェやフリーマーケットなどができる芝生広場

◇多目的広場
多世代が心地よく安全・安心に過ごせる芝生広場。また、大型複合遊具などを設置します。

◆災害時には活動の拠点に
災害時には、公園全体で車両約750台の避難ができる他、多目的広場はヘリポートなどにも活用できます。
・複合施設は耐震性貯水槽などの防災施設を備えており、災害時の医療・救援活動や災害ボランティアの活動拠点としても活用予定
・隣接する有城防災備蓄倉庫との連携が可能
〔有城防災備蓄倉庫〕備蓄量は市内最大の約760立方メートル(10トントラック約32台分)であり、非常食や飲料水、段ボールベッド、衛生用品などを備蓄します。
※細部を変更することがあります。

◆(仮称)都市防災公園の名称を募集します!
市民の皆さんに親しんでいただける施設となるよう、名称を募集します。
応募資格：市内在住・通勤・通学の人
応募条件：自作・未発表で、第三者の著作権・商標権を侵害しないもの。1人1点
応募方法：7月1日(月)?31日(水)(必着)に、本庁公園緑地課・各支所・市ホームページで配布する応募用紙を、郵送かFAX、Eメール、持参で。

問合せ：本庁公園緑地課(〒710-8565西中新田640)
【電話】426-3495【FAX】434-6665
【E-mail】pkmng@city.kurashiki.okayama.jp

■児島地区公共施設再編整備事業とは
令和5年12月に策定した児島地区公共施設再編整備基本計画に基づき、現在、児島地区市街地における公共施設の複合化に取り組んでいます。

◇市立短期大学棟
新たに整備
・服飾美術学科
・保育学科
・ギャラリー、交流スペース
・知的・文化的拠点となる大講義室

◇(仮称)倉敷ファッションセンター棟
市立短期大学機能の一部と憩の家機能を(仮称)倉敷ファッションセンター棟に移転し、複合施設として再整備
・1階…倉敷ファッションセンター
・2階…児島憩の家、多目的室
・3・4階…市立短期大学機能の一部

◇(仮称)地域交流スクエア棟
市立短期大学の授業の他、さまざまな世代が、運動や文化活動などの市民交流・市民活動の場として利用可能な施設として整備
・ホール機能を有する体育館(移動観覧席500席程度、その他椅子300席程度設置が可能)
・乳幼児室、集会室などを備えた児童館
・くららっこ(子育て支援拠点)

◇児島公園
日常的な憩いや遊びの場、多様な世代が集い、交流する場となる公園として再整備
・多目的広場、遊具広場、イベント交流広場、緑地など

◇事業スケジュール案
・6年度…実施方針公表、整備事業者公募・選定、事業契約
・7年度?9年度…設計・施工・移転
・10年度…供用開始

※細部を変更することがあります。

問合せ：本庁公共施設再編整備支援室
【電話】426-3134"
岡山県倉敷市,2024.07.01,広報くらしき 2024年7月号,〔特集3〕7月は「社会を明るくする運動」強調月間,くらし,"?犯罪や非行を防止し、立ち直りを支える地域のチカラ?
「社会を明るくする運動」は、法務省が中心となって進める全国的な取り組みで、全ての国民が、犯罪や非行の防止と、罪を犯した人の更生について理解を深め、それぞれの立場において力を合わせて、犯罪や非行のない明るい社会を築くことを目指しています。立ち直ろうとする人たちに寄り添い、支える「更生保護」について理解を深め、それぞれの立場でできることを考えてみませんか。

■更生保護を支える人たち
更生保護は、多くの人の活動によって支えられています。保護司に興味のある人はご連絡ください。

◇保護司
犯罪や非行をした人の立ち直りを支えるボランティアで、保護司法に基づき、法務大臣から委嘱されます。
・民間人としての柔軟性・地域の実情に通じているという特性を生かし、保護観察官と協働して当たる保護観察
・刑務所や少年院から社会復帰した人のための住居や就業先などの調整・相談など

◇更生保護女性会
犯罪や非行をした人の改善更生を支援するボランティア団体です。
・青少年の健全な育成を助け、地域社会の犯罪・非行を未然に防止するための啓発活動
・地域の実情に即した非行問題などを話し合うミニ集会の開催、親子触れ合い行事や子育て支援の活動など

◇協力雇用主
犯罪・非行の前歴のために定職に就くことが困難な刑務所出所者などを、事情を理解した上で雇用し、改善更生に協力する民間の事業主です。

問合せ：岡山保護観察所
【電話】086-224-5661

■関連イベント
◇街頭啓発活動
7月3日(水)10時?、美観地区?JR倉敷駅前で。更生保護への理解を呼びかけるパレード

◇更生保護市民大会
7月13日(土)13時半?、ライフパーク倉敷で。元RSK山陽放送アナウンサー・石田好伸氏による記念講演会も開催。無料。申し込み不要

◇ポスター展示会
市内中学生の作品を展示
・7月22日(月)?26日(金)…玉島支所展示ホール
・7月29日(月)?8月2日(金)…真備支所展示ホール
・8月6日(火)?9日(金)…船穂公民館
・8月13日(火)?16日(金)…水島支所展示ホール
・8月19日(月)?23日(金)…児島支所展示室
・8月26日(月)?30日(金)…本庁展示ホール

問合せ：本庁福祉援護課
【電話】426-3321

《倉敷地区保護司会　会長　中田龍伍さん》
推薦され保護司となって16年になります。年代が多様で、犯罪もさまざまな対象者との面接時にいつも思っていたことは、被害者側の心情を考えた場合、どのように接すればよいかということでした。しかし、平成19年に更生保護における犯罪被害者等施策が開始され、全国の保護観察所に被害者担当保護司が置かれていたことを知り、安心できました。どうすれば再犯防止につなぐことができるか、自問自答しながらの毎日ですが、唯一確信して言えるのは、社会を明るくする運動を進めることが犯罪のない社会を築いていくことだと考え、活動しています。

《水島地区更生保護女性会　会長　三宅愛子さん》
私たち更生保護女性会は、ボランティアとして岡山県下28地区から集い、現在285人が活動しています。毎年、実施している研修はみんなの心が一つになる行事で、その中に刑務所の誕生会があります。更生保護女性会が母親役になり、歌ったり踊ったり話をしたりして、大変喜んでいただいています。また、ひな祭りの時期に行う研修では、更生保護施設へばら寿司を作って持っていくこともあります。地域との関わりが希薄になっている今だからこそ、活動を広げて笑顔と感謝で頑張ります。私たちは、立ち直ろうとしている人をいつも温かく見守り、犯罪や非行のない社会を願っています。

問合せ：本庁福祉援護課
【電話】426-3321"
岡山県倉敷市,2024.07.01,広報くらしき 2024年7月号,〔特集4〕まるごと馬場のぼる展 描いた つくった 楽しんだ ニャゴ!,文化,"?高梁川流域連携中枢都市圏事業?
絵本『11ぴきのねこ』シリーズの作者として知られる漫画家・馬場のぼる(1927年?2001年)。ずるいところもあるけれど、どこか憎めない猫たちは、今もなお幅広い世代に愛され続けています。
本展では馬場の代表的な漫画や絵本の原画の他、50年間描きためた秘蔵のスケッチブックや絵画、立体作品などを展示します。馬場のぼるの創作のルーツから知られざる素顔まで、丸ごと楽しめる展覧会です。

期間：7月26日(金)?9月1日(日)9時?17時。入館は16時半まで。(月)((休)の場合は翌日)休館(7月26日は10時開場)
場所：市立美術館
観覧料：一般1,100円、高校生・大学生900円、小・中学生500円
※市内の小・中学生は、いきいきパスポートか生徒手帳の提示で無料
※高梁川流域パスポートを提示した小学生は、(土)(日)(祝)(休)無料
前売り券(7月25日まで販売)：一般900円、ペア1,600円
※ペアチケットはローソン限定。前売り券販売所など詳しくは、特設ホームページで確認を。

■会期中のイベント
◇記念講演会『11ぴきのねこ』と馬場のぼる先生?本物のユーモアを求めつづけて
日時：7月27日(土)13時半?15時
場所：市立美術館3階講堂
講師：関谷裕子氏(こぐま社元編集長)
定員：先着200人

◇着ぐるみと写真撮影会?青森県三戸町から11ぴきのねこがやってくる!
日時：8月3日(土)・17日(土)(1)10時半?10時50分(2)13時半?13時50分(3)15時半?15時50分。各30分前から整理券配布
場所：市立美術館1階エントランスホール
定員：各先着50組

◇馬場のぼるさんの絵本の読み聞かせ
日時：8月4日・18日・25日(日)10時半?11時
場所：市立美術館1階エントランスホール

◇『絵巻えほん　11ぴきのねこ　マラソン大会』巨大塗り絵
好きな色を塗って、巨大塗り絵を完成させよう!

◇展覧会オリジナル商品など、かわいいグッズが大集合!倉敷会場限定グッズもあります!

◇中央図書館でもワークショップや「子どもの本クイズ?馬場のぼる編」を開催
詳しくは、中央図書館ホームページで確認を。

問合せ：市立美術館
【電話】425-6034"
岡山県倉敷市,2024.07.01,広報くらしき 2024年7月号,7月6日(土)・7日(日)、真備支所に献花台・記帳所を設けます,くらし,"《7月6日(土)・7日(日)、真備支所に平成30年7月豪雨災害により亡くなられた方々を追悼するための献花台・記帳所を設けます》
災害から6年となる7月6日(土)・7日(日)に、災害によりお亡くなりになられました方々を追悼するため、真備支所に献花台・記帳所を設けます。献花用の花は、会場に用意しています。

日時・場所：7月6日(土)9時?17時15分・7日(日)8時半?17時15分
場所：真備支所

問合せ：本庁総務課
【電話】426-3121"
岡山県倉敷市,2024.07.01,広報くらしき 2024年7月号,生水哲男(おみずてつお)・小松賢治(こまつけんじ)が副市長に就任,くらし,"6月定例市議会での選任同意後、生水哲男・小松賢治が副市長に就任しました。共に任期は6月12日からの4年間です。

■原孝吏(はらたかし)副市長が退任
6月11日、任期満了に伴い、原孝吏副市長が退任しました。

問合せ：本庁総務課
【電話】426-3121"
岡山県倉敷市,2024.07.01,広報くらしき 2024年7月号,水島港国際物流ターミナル整備事業 玉島地区の整備が完了,くらし,"国・県・市では、全国屈指の穀物輸入量を誇る水島港の機能強化を図るため「水島港国際物流ターミナル整備事業」を進めています。このたび玉島地区において、新たな岸壁(水深12メートル)とこれに接続する航路(水深12メートル)が完成し、大型船の入港が可能となり、輸送の効率性が向上しました。これにより玉島地区の港湾整備は完了しました。
水島地区においても、岸壁の改良や航路の整備が進められており、令和11年度の完了を予定しています。これらが整備されることで、さらなる輸送の効率化とコスト削減により、安価な穀物供給が見込まれます。

■国際バルク戦略港湾
水島港は平成23年5月、ばら積み貨物の拠点として国際バルク戦略港湾に選定されました。世界の食糧需要が急増する中、国民生活に必要不可欠な食料の安定的かつ安価な輸入を実現するため国と県が重点的に整備を進めているものです。

問合せ：
中国地方整備局宇野港湾事務所【電話】0863-33-5006
県港湾課【電話】086-226-7484
本庁事業推進課【電話】426-3489"
岡山県倉敷市,2024.07.01,広報くらしき 2024年7月号,人生会議(ACP)ワークショップの参加者募集,講座,"「人生会議」は、いつか医療や介護が必要になるときや、もしものときのために、自分が望む医療やケアについて前もって考え、家族や大切な人と繰り返し話し合い、共有する取り組みのことで、ACP(アドバンス・ケア・プランニング)ともいいます。
命の危険が迫った状態になると、約7割の人が医療やケアなどを自分で決めたり、望みを人に伝えたりすることができなくなるといわれています。誰でも、いつでも命に関わる大きな病気やけがをする可能性があります。これからのことを考えるきっかけとして、ワークショップに参加してみませんか。参加者にはエンディングノートを進呈

日時：8月10日(土)13時半?16時
場所：玉島市民交流センター
内容：中村幸伸氏(つばさクリニック医師)による講演会、エンディングノートを実際に書くワークショップ
定員：先着25組。なるべく2人1組で。1人でも参加可
参加費：無料
申込方法：6月29日(土)?7月31日(水)に市コールセンター【電話】426-3030へ電話で。

問合せ：本庁地域包括ケア推進室
【電話】426-3417"
岡山県倉敷市,2024.07.01,広報くらしき 2024年7月号,水島よさこい参加チームを募集,イベント,"11月23日(祝)に開催する「水島港まつり」では、「水島よさこい」の演舞を予定しています。晩秋の水島を熱く盛り上げる参加チームを募集します。詳しくは、ホームページで確認してください。

日にち：11月23日(祝)
場所：水島商店街一帯・よさこい大通り・八間川通り
参加費：無料
参加条件：
(1)鳴子を手に持ち、鳴らして演舞する
(2)前進する(パレードのみ)
(3)楽曲に高知正調よさこいの歌詞やメロディーが含まれる(よさこいの楽曲を持っていない場合は問い合わせ先へ相談を)
(4)参加人数が10人以上
申込方法：7月1日(月)?31日(水)に、ホームページから電子申請で。

問合せ：水島よさこい実行委員会事務局(水島支所産業課内)
【電話】446-1113"
岡山県倉敷市,2024.07.01,広報くらしき 2024年7月号,高梁川流域合同企業説明会の参加者募集,しごと,"高梁川流域圏域7市3町の企業で働きたい人を対象とした、約120社が参加する合同企業説明会。申込方法など詳しくは、市ホームページで。当日参加も可

日時：7月4日(木)・5日(金)13時?16時半
場所：市民会館
対象：令和7年3月新卒予定者、その他求職者全般、インターンシップ希望者も可

問合せ：本庁労働雇用政策課
【電話】426-3415"
