自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
岡山県倉敷市,2025.06.01,広報くらしき 2025年6月号,表紙の説明 次世代にひろげ、つなげる平和の輪,その他,"?8月15日で戦後80周年?
水島空襲のあった6月22日をはじめ、平和への祈りを込めて平和の鐘を鳴らします

日時：
6月22日(日)8時36分
8月6日(水)8時15分
8月9日(土)11時2分
8月15日(金)12時
場所：水島緑地福田公園"
岡山県倉敷市,2025.06.01,広報くらしき 2025年6月号,〔特集1〕防災特集 洪水・土砂災害・地震に備えよう,くらし,"6月?10月は、梅雨前線や台風の影響により降水量が多い「出水期(しゅっすいき)」と呼ばれ、河川沿いや低平地では浸水害、海岸沿いや低平地では高潮災害、山間部や山すそでは土砂災害が発生しやすい時期です。

■「倉敷防災ポータル」で正確な情報を入手しましょう
災害時には、いち早く正確な情報を得ることが、あなたや家族の命を守ることにつながります。市では、市民の皆さんが最新の防災気象情報を分かりやすく入手できるよう「倉敷防災ポータル」を開設しているので、活用してください。
他にも、緊急速報メールや緊急告知FMラジオ、テレビのデータ放送(リモコンのdボタンで表示)、ラジオ、ホームページ、スマホ用防災アプリ、県の防災情報メールなどを活用して、気象情報・警戒レベル・台風の進路・河川の水位・港湾の潮位・避難情報などを確認しましょう。

◇倉敷防災ポータルで入手できる情報
・市内に発令中の避難情報
・警報・注意報など、気象庁が発表する情報
・各地点の水位や雨量、河川カメラの情報
・指定緊急避難場所の開設状況や場所、現在地からの経路
・ハザードマップなどの電子データ(ダウンロード可)
・土砂災害危険度分布、洪水危険度分布、浸水想定区域(洪水・内水・高潮・津波)、土砂災害警戒・特別警戒区域
・消防車が出動した火災など、消防からのお知らせ
・防災に関するさまざまなホームページのリンク集

ブックマーク・お気に入り登録を!(本紙の二次元コード参照)

問い合わせ先：本庁危機管理課
【電話】426-3645

■災害の危険性が高まった場合などに市が発令する「避難情報」を確認しましょう
警戒レベル3「高齢者等避難」で避難に時間のかかる高齢者や障がいのある人、警戒レベル4「避難指示」で全員が危険な場所から避難しましょう。警戒レベル5「緊急安全確保」は、すでに災害が発生するなど命が危険な状況です。また、必ず発令される情報ではないため、警戒レベル5の発令を待つことなく、警戒レベル4までに必ず避難しましょう。
気象状況が悪化して屋外へ移動して避難することができない場合は、屋内の2階以上(土砂災害の場合は斜面と反対側の部屋)へ緊急的に一時避難することも検討してください。

<img class=""alignnone size-full wp-image-9520992"" src=""https://mykoho.jp/wp-content/uploads/2025/05/sn_kurashiki250601_1.png"" alt="""" width=""662"" height=""575"" />

問い合わせ先：本庁危機管理課
【電話】426-3645

■ハザードマップなどを活用して、避難先や避難の方法・タイミングを考えておきましょう
日頃からハザードマップなどを活用して、住んでいる場所や通学先、勤務先などの災害リスクを把握し、避難の必要性や避難先、移動方法、タイミングなどについて、まずは家族で話し合いましょう。

◇ハザードマップの確認方法
市では災害の種別に応じて複数のハザードマップを公表しています。市ホームページまたは市統合型GISから確認できます。
<img class=""alignnone size-full wp-image-9520993"" src=""https://mykoho.jp/wp-content/uploads/2025/05/sn_kurashiki250601_2.png"" alt="""" width=""732"" height=""193"" />

◇複数の避難先を検討しておきましょう
小学校や公民館といった、市が開設する指定緊急避難場所に行くことだけが避難ではありません。災害の種類や規模、自身や家族の状況や体調によって、避難可能な場所は異なります。できるだけ複数の避難先を検討しておきましょう。

◇大雨(洪水)を想定した場合の避難先・方法
・親戚や知人宅などに避難
・車で公園の駐車場などに避難し、車中避難
・自主防災組織が運営する届出避難所(地域の集会所など)へ避難
・市が開設する指定緊急避難場所に避難
・自宅の2階以上へ垂直避難(浸水深が3メートル未満の地域に限る)

問い合わせ先：本庁地域防災推進課
【電話】426-3131

■突然襲ってくる地震に今から備えましょう
大地震が発生すると、電気・水道・下水道(トイレ)・都市ガス・電話(スマホ)などのライフラインや住まいが長期間にわたって使えなくなるなど、日常生活への大きな影響が想定されます。できることから備えていきましょう。
・家具や電気器具を固定するなどして転倒を防止する
・水・食料・常備薬など、1週間分の非常備蓄品をそろえる
・住宅を耐震化する。費用などの都合で家全体を耐震化することができない場合は、寝室の対策を優先する

問い合わせ先：
災害への備え…本庁地域防災推進課【電話】426-3131
耐震化に関する補助制度…本庁建築指導課【電話】426-3501

■いざという時、どう行動するか自分たちで計画を立てておきましょう
◇避難行動要支援者の「個別避難計画」を作成しておきましょう
避難行動要支援者とは、高齢者や障がいがある人などのうち、災害時に自力または家族の力だけで避難することが困難な人のことです。個別避難計画とは、避難行動要支援者の命を守るため、「いつ」「どこへ」「誰と一緒に」「どうやって」避難するのかを、あらかじめ具体的に決めておく計画です。
現在、市では個別避難計画の作成支援を行っており、対象者の自宅に市職員が訪問し、災害の危険性の説明や避難先の相談などを行っています。
個別避難計画の作成に当たっては、まずは対象者本人や家族が主体的に作成する必要がありますが、作成が困難な場合は、地域の自主防災組織や民生委員、自身が利用している福祉事業所の担当者、市職員に相談してください。

問い合わせ先：本庁地域防災推進課
【電話】426-3131"
岡山県倉敷市,2025.06.01,広報くらしき 2025年6月号,〔特集2〕8月15日で戦後80周年 次世代にひろげ、つなげる平和の輪,くらし,"人々の心に深い傷痕を残した昭和20年の第2次世界大戦終戦から、今年で80年。世界各地ではいまだに紛争が絶えず、多くの犠牲者や難民が生まれています。時代の変遷と世代の交代により、次第に薄れつつある戦災の記憶。悲劇を再び繰り返さないためにも、戦争の記憶を風化させないことと、次の世代に語り継いでいくことが大切です。
市では、戦後80年という節目の年に、平和への誓いを新たに、事業を拡大・充実して実施します。

■市平和都市宣言
?市では、世界の恒久平和の実現を願い、昭和61年9月、市平和都市宣言を行いました?
世界の恒久平和実現は、人類共通の願いである。
しかしながら、各国間においては依然軍事紛争が絶えず、世界の平和と安全に脅威を与えている。
我が国は、過去の苦い核被爆の経験から、地球上に再びあの惨禍が繰り返されることのないよう努力する責任を痛感している。
私たち、倉敷市民は、このような自覚を持って、真の文化都市建設に努めるべきである。その基は、平和であることに思いをいたし、ここに、決意を新たに平和都市を宣言する。

■水島空襲を知っていますか?
昭和20年6月22日8時36分、米軍の大型爆撃機B29の大編隊が、三菱重工業水島航空機製作所を空襲。工場は壊滅的な被害を受け、爆弾が流れ弾となって東塚・南畝辺りにも落下し、痛ましい犠牲者を出しました。

■原爆被爆者の皆さんへ
倉敷被爆者会会員が、被爆者の各種相談を受け付けます。詳しくは、倉敷被爆者会世羅氏【電話】421-7855へ。

■平和について考えよう　戦後80周年平和学習事業
◇戦後80周年平和学習事業のロゴデザインができました
市立短期大学の学生が、平和を願う千羽鶴のイメージから折り紙をモチーフにデザイン。平和の象徴・鳩も折り紙風にし、倉敷らしい美観地区のなまこ目地瓦張のイメージを取り入れました。色は晴れの国の「太陽」と「青空」を表現しています。

◇広島平和大使を派遣
(1)中学生対象
市内代表校から推薦された生徒20人がヒロシマ青少年平和の集い、平和記念式典などに参加
日時：8月5日(火)・6日(水)

(2)小学生対象
広島平和記念公園・広島平和記念資料館の見学、被爆者の講話など
日時：8月6日(水)
対象・定員：市内在住か通学の小学6年生・30人
料金：1,500円
申し込み：市内小学校で配布する申込書や市ホームページで確認を。多数の場合は抽選

◇アンネ・フランクの旅
ホロコースト記念館(広島県福山市)を見学し、平和の大切さについてグループワークを通して学習します。
日時：7月23日(水)
対象・定員：市内在住の小学4年生?中学3年生。50人
料金：500円
申し込み：市内小・中学校で配布する申込書や市ホームページで確認を。多数の場合は抽選

◇戦災のきろく展
水島の戦災、広島・長崎の原爆の被災写真のパネル、戦争に関連した資料などを展示します。
日時・場所：いずれも(月)除く
・6月18日(水)?24日(火)…水島図書館
・6月26日(木)、28(土)?7月2日(水)…真備図書館
・7月9日(水)?15日(火)…玉島図書館
・7月17日(木)?23日(水)…児島図書館
・7月26日(土)?31日(木)…船穂図書館
・8月5日(火)?15日(金)…中央図書館。

◇平和のつどいに向けて、折り鶴を作りませんか
10月25日(土)にライフパーク倉敷で開催予定の平和のつどいに向けて、市民の皆さんで折り鶴を作りませんか。提出された折り鶴は、平和のつどいで展示し、その後広島平和記念公園へ送り届けます。
提出方法…7月31日(木)までに、本庁総務課、児島・玉島・水島の各支所総務課、庄・茶屋町・真備の各支所市民課(係)、船穂支所市民税務係へ持参してください

問い合わせ先：本庁総務課(西中新田640)
【電話】426-3121"
岡山県倉敷市,2025.06.01,広報くらしき 2025年6月号,〔特集3〕環境について考えてみませんか?6月5日は環境の日、6月は環境月間です,くらし,"■環境に関する情報満載のポータルサイト「くらエコ」
イベント情報をはじめ、環境に関する動画や、ごみの分別など、さまざまな情報を掲載しています。ぜひ利用してください。

問い合わせ先：本庁環境政策課
【電話】426-3391

■環境メッセージ付きLINEアニメーションスタンプ配信中
市の環境キャラクター「くらいふ」、下水道キャラクター「ますたろう」のLINEアニメーションスタンプを配信中です。このスタンプの売り上げは、環境保全事業などに活用します。料金など詳しくは、市ホームページで確認を。

問い合わせ先：本庁環境政策課
【電話】426-3391

■「八間川調査隊」の参加者募集
水島の中心部を流れる八間川で生き物調べや水質調査体験をしてみませんか?生き物の先生に八間川にすむ生き物や八間川の歴史について教えてもらいます。
日時：6月28日(土)9時?12時。悪天候・河川増水の場合は中止
場所：東川町公民館集合
対象：小学生と保護者
定員：先着30人
申し込み：6月25日(水)までに、水島地域環境再生財団へ電話かEメールで

問い合わせ先：
水島地域環境再生財団【電話】440-0121【E-mail】webmaster@mizushima-f.or.jp
環境学習センター【電話】440-5607

■くらしき市民講座「ごみ処理施設で学ぼう!?たしかめよう!ごみのその後」の受講者募集
ごみステーションなどに出した燃やせるごみや空き缶などの金属、古布や紙類などの資源ごみがどのように処理されているのかを学びます。
日時：7月30日(水)9時?12時半
場所：ライフパーク倉敷集合
講師：倉敷西部クリーンセンター職員、再生資源化業者
対象：小学4年?6年生と保護者
定員：20人
申し込み：7月16日(水)まで

問い合わせ先：市民学習センター
【電話】454-0011

■緑のカーテンの苗をプレゼント
市民の皆さんが育てたゴーヤ(ツルレイシ)の苗を配布します。先着80人で、なくなり次第終了。
日時：6月4日(水)10時半?11時半
場所：環境学習センター正面玄関付近

問い合わせ先：環境学習センター
【電話】440-5607

■児島湖流域水質浄化実践活動の助成
児島湖の水質浄化に取り組む団体に助成金を交付します。活動実施前に相談してください。
対象：児島湖流域内で清掃活動・環境教育活動などを行う、同流域内の協議会・子ども会など
申し込み：本庁環境政策課にある申請書を提出

問い合わせ先：本庁環境政策課
【電話】426-3391

■高梁川流域生き物調査
住民参加型の生き物調査。今年度は外来の植物と日本の植物の情報を募集します。高梁川流域圏で対象の植物を見つけて報告してください。調査結果は市ホームページに掲載します。発見報告や見分け方など詳しくは、市ホームページで確認を。
調査期間：6月1日(日)?10月31日(金)

問い合わせ先：本庁環境政策課
【電話】426-3391

■「リフレッシュ瀬戸内」海浜美化運動の参加者募集
「受け継ごう　きれいで豊かな瀬戸の海」を合言葉に、海開きの前に、沙美海水浴場で清掃活動をします。現地集合・解散。軍手・ごみ袋は主催者が準備。申し込み不要。
日時：6月22日(日)8時?9時(少雨決行)
場所：沙美海水浴場西浜中央広場集合

問い合わせ先：本庁企画経営室
【電話】426-3055"
岡山県倉敷市,2025.06.01,広報くらしき 2025年6月号,戸籍に氏名の振り仮名が記載されます,くらし,"5月26日の改正戸籍法の施行により、戸籍の記載事項に氏名の振り仮名が追加されます。5月26日以降、本籍地の市区町村長から、戸籍に記載される予定の振り仮名が通知されます。通知の振り仮名が正しいときは、届け出は不要です。通知の振り仮名が違うときは、市役所の窓口などで届け出をしてください。本籍地が倉敷市の人には、7月以降に郵便で通知予定です。
戸籍の振り仮名制度について、最新の情報は法務省ホームページで確認することができます。

■詐欺に注意してください
法務省や市区町村から金銭を支払うよう要求することはありません。届け出に手数料はかかりません。また、届け出をしなくても、罰則や罰金はありません。

問い合わせ先：
本庁市民課【電話】426-3265
法務省コールセンター(5月26日(月)?)【電話】0570-05-0310"
岡山県倉敷市,2025.06.01,広報くらしき 2025年6月号,帯状疱疹(ほうしん)の定期予防接種を実施しています,健康,"日時：令和8年3月31日(火)まで
接種回数・自己負担額：生ワクチン…1回(3,000円)、または不活化ワクチン…2回(1回12,000円)
対象：市内に住民票がある
(1)7年4月1日?8年3月31日に65・70・75・80・85・90・95・100歳になる人。今年度に限り、101歳以上の人も対象
(2)60歳?64歳で、ヒト免疫不全ウイルスによる免疫機能の障がいがあり、日常生活がほとんど不可能な人
実施医療機関…市ホームページで確認を
持参物：予診票、予防接種のお知らせ、身分証明書(マイナンバーカードなど)。(2)の人は、予診票は送付されないので、事前に予診票の交付申請が必要
※ワクチン接種は強制ではありません。接種の効果と副反応のリスクについて理解した上で、本人の意思に基づいて接種を判断してください

■定期接種の対象者で減免対象に該当する人は、減免申請ができます
必ず接種前に申請し、交付された自己負担額通知書を接種時に持参してください。接種後の払い戻しはできません。
申し込み：市ホームページから電子申請か、市予防接種専用電話、市保健所保健課感染症係、倉敷・児島・玉島・水島・真備の各保健推進室の窓口でも可

問い合わせ先：
市予防接種専用電話【電話】434-9807((土)(日)(祝)(休)除く8時半?17時)
市保健所保健課感染症係(笹沖170)【電話】434-9810"
岡山県倉敷市,2025.06.01,広報くらしき 2025年6月号,市民病院での専門業務市職員を募集,しごと,"受験案内など詳しくは、市ホームページで確認を。

募集職種・採用予定人数：
・作業療法士・1人
・看護師・2人
・助産師・1人
受験資格：次の要件と募集職種ごとの受験資格を満たす人。
(1)大学・短期大学・高等学校を卒業した人、または同程度の学力を有する人
(2)昭和39年4月2日以降に生まれた人
申し込み：
・作業療法士…6月27日(金)までに問い合わせ先へ持参か郵送で。郵送の場合は6月24日(火)消印有効
・看護師・助産師…令和8年2月27日(金)必着。定員に達した時点で受付終了
採用予定日：
・作業療法士…10月1日(水)
・看護師・助産師…随時

問い合わせ先：市職員採用試験委員会事務局(〒711-0921児島駅前2-39、市民病院事務局内)
【電話】472-8111"
岡山県倉敷市,2025.06.01,広報くらしき 2025年6月号,6月から市のけんしん(生活習慣病予防健診・がん検診・歯周病検診など)が始まります!,健康,"5月末に対象者へ緑色の印字の「けんしん受診券」を送付しています。受診の際は必ず持参してください。けんしん実施期間は、令和8年1月31日(土)(乳がん・子宮頸(けい)がんは3月末)までです。生活習慣病予防健診は500円で受診できます。詳しくは、「倉敷けんしんガイド」で確認を。生活習慣病やがんは、初期症状に気づかず知らないうちに進行している可能性があります。年に一度は自分の健康について確認しましょう。治療中の人もかかりつけ医に相談して受診してください。

■今年度から20歳・30歳も歯周病検診の対象になりました!
7年4月1日?8年3月31日に20・30・40・50・60・70歳になる人は歯周病検診の対象です。歯周病は糖尿病などの病気と関連が指摘されています。気付かないうちに進行し重症化することもあります。この機会に検診を受診し、歯と口の健康を守りましょう。

問い合わせ先：
市保健所健康づくり課けんしん係【電話】434-9866
倉敷【電話】434-9822・児島【電話】473-4371・玉島【電話】522-8113・水島【電話】446-1115・真備【電話】698-5111の各保健推進室"
岡山県倉敷市,2025.06.01,広報くらしき 2025年6月号,6月1日(日)から国保人間ドックの受け付け開始,健康,"国保人間ドックの受診期間は7月1日(火)?令和8年3月31日(火)です。詳しくは、市ホームページや、国民健康保険料の納付書に同封のチラシで確認を。

対象：市の国民健康保険に加入中で、7年中に35歳?60歳または65歳(昭和40年?平成2年または昭和35年生まれ)の人。入院中の人、妊婦、保険料未納世帯を除く
定員：1,300人
自己負担額：8,720円
申し込み：6月1日(日)?、市ホームページから電子申請か、6月2日(月)?8月29日(金)、(1)マイナ保険証(資格確認書)など(2)けんしん(国保特定健診)受診券(3)窓口に来る人の本人確認書類を、本庁国民健康保険課、児島・玉島・水島の各保健福祉センター国保介護課、船穂支所市民税務係、真備保健福祉課へ持参で

問い合わせ先：本庁国民健康保険課
【電話】426-3281"
岡山県倉敷市,2025.06.01,広報くらしき 2025年6月号,公共の場での夜間花火は禁止されています,くらし,"条例により、公園・学校・海岸など市内全ての公共の場所での夜間(22時?日の出)の花火は禁止されています。また、市内には夜間花火禁止区域があり、違反者には10万円以下の罰金が科せられる場合があります。近隣住民の迷惑にならないよう、ルールとマナーを守りましょう。
禁止区域：酒津公園、沙美海岸西浜・東浜

問い合わせ先：本庁環境政策課
【電話】426-3391

■沙美海岸西浜駐車場・東浜出入り口の夜間閉め切り
沙美海岸西浜駐車場は通年、22時?翌朝7時の夜間使用を禁止しています。西浜駐車場・東浜出入口は下記の閉め切り期間中は車止めが設置され、車両の進入ができません。
日時：6月13日(金)?9月12日(金)の22時?翌朝7時

問い合わせ先：
沙美海岸西浜駐車場の夜間締切…玉島支所建設課【電話】522-8115
沙美海岸東浜出入口の夜間締切…玉島支所産業課【電話】522-8114"
